Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyreek Hill,KAN,14,10,215,2,8,165,16.5,50,5.0,17.9,0,,0,0.0,1,123.5
Travis Kelce,KAN,15,10,127,1,5,49,4.9,78,7.8,8.4,1,10.0,2,13.3,0,115.1
Chris Conley,KAN,8,7,74,2,5,29,4.1,45,6.4,6.4,1,7.0,0,0.0,1,105.2
Kareem Hunt,KAN,4,3,41,1,2,12,4.0,29,9.7,2.8,0,,0,0.0,0,146.9
Demetrius Harris,KAN,2,1,3,0,,2,2.0,1,1.0,1.0,0,,0,0.0,1,16.7
Demarcus Robinson,KAN,2,1,14,0,1,3,3.0,11,11.0,13.5,0,,0,0.0,0,72.9
Sammy Watkins,KAN,1,1,4,0,,-1,-1.0,5,5.0,-1.0,0,,0,0.0,0,83.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandin Cooks,LAR,12,8,107,0,5,36,4.5,71,8.9,12.8,0,,0,0.0,0,94.8
Tyler Higbee,LAR,7,6,63,0,4,25,4.2,38,6.3,3.6,1,6.0,0,0.0,0,104.2
Josh Reynolds,LAR,8,6,80,1,5,60,10.0,20,3.3,10.4,0,,1,12.5,0,145.8
Robert Woods,LAR,11,4,72,1,3,66,16.5,6,1.5,15.2,0,,0,0.0,0,90.0
Gerald Everett,LAR,4,3,49,2,2,35,11.7,14,4.7,10.0,1,3.0,0,0.0,0,155.2
Todd Gurley,LAR,3,3,39,0,2,0,0.0,39,13.0,0.0,0,,0,0.0,0,118.7
KhaDarel Hodge,LAR,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
