Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
2,5:44,4,6,TEN 25,10,0,"Brett Kern punts 60 yards, returned by Keith Mumphery for 20 yards (tackle by Wesley Woodyard)",-1.700,-1.270
2,5:30,1,10,HOU 35,10,0,Brandon Weeden pass complete deep right to DeAndre Hopkins for 44 yards,1.270,4.170
2,5:07,1,10,TEN 21,10,0,Brandon Weeden pass complete short middle to Alfred Blue for 5 yards (tackle by David Bass),4.170,4.370
2,4:36,2,5,TEN 16,10,0,Alfred Blue middle for 7 yards (tackle by David Bass),4.370,5.140
2,3:58,1,9,TEN 9,10,0,Akeem Hunt middle for no gain (tackle by Avery Williamson),5.140,4.380
2,3:25,2,9,TEN 9,10,0,"B.J. Daniels pass complete short left to Akeem Hunt for 3 yards (tackle by Michael Griffin). Penalty on Ryan Griffin: Offensive Pass Interference, 10 yards (no play)",4.380,4.380
2,3:12,2,9,TEN 9,10,0,Timeout #1 by Tennessee Titans,4.380,3.070
2,3:12,2,19,TEN 19,10,0,Brandon Weeden pass complete short left to DeAndre Hopkins for 12 yards,3.070,3.810
2,2:42,3,7,TEN 7,16,0,"Brandon Weeden right end for 7 yards, touchdown",3.810,7.000
2,2:42,,,TEN 7,17,0,Nick Novak kicks extra point good,0.000,0.000
2,2:42,,,HOU 35,17,0,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
2,2:32,1,10,TEN 20,17,0,Zach Mettenberger pass complete short middle to Anthony Fasano for 12 yards (tackle by Andre Hal),0.280,1.070
2,2:09,1,10,TEN 32,17,0,Zach Mettenberger pass incomplete short middle intended for Anthony Fasano (defended by Andre Hal),1.070,0.530
2,2:05,2,10,TEN 32,17,0,Zach Mettenberger pass incomplete short middle intended for Anthony Fasano (defended by Andre Hal),0.530,-0.160
2,2:02,3,10,TEN 32,17,0,Zach Mettenberger pass complete short left to Harry Douglas for 13 yards (tackle by Kevin Johnson),-0.160,1.930
2,1:55,1,10,TEN 45,17,0,Zach Mettenberger pass incomplete short left intended for Dorial Green-Beckham,1.930,1.380
2,1:52,2,10,TEN 45,17,0,Zach Mettenberger pass incomplete short middle intended for Delanie Walker (defended by Kareem Jackson),1.380,0.700
2,1:48,3,10,TEN 45,17,0,Zach Mettenberger pass incomplete short middle intended for Harry Douglas (defended by Johnathan Joseph),0.700,-0.390
2,1:43,4,10,TEN 45,17,0,"Brett Kern punts 45 yards, returned by Keith Mumphery for 3 yards (tackle by Cody Riggs)",-0.390,0.320
2,1:36,1,10,HOU 13,17,0,Brandon Weeden pass incomplete short right intended for Nate Washington (defended by Daimion Stafford),-0.320,-0.770
2,1:32,2,10,HOU 13,17,0,"Jonathan Grimes middle for 6 yards (tackle by Karl Klug). Penalty on Derek Newton: Offensive Holding, 6 yards (no play)",-0.770,-1.220
2,1:27,2,16,HOU 7,17,0,Jonathan Grimes middle for 4 yards (tackle by Jurrell Casey),-1.220,-1.220
2,1:21,2,16,HOU 7,17,0,Timeout #2 by Tennessee Titans,-1.220,-1.650
2,1:21,3,12,HOU 11,17,0,Brandon Weeden pass incomplete short right intended for Jaelen Strong (defended by Brian Orakpo),-1.650,-2.490
2,1:18,4,12,HOU 11,17,0,"Shane Lechler punts 47 yards, returned by Harry Douglas for 18 yards (tackle by Alfred Blue)",-2.490,-2.920
2,1:06,1,10,HOU 40,17,0,Zach Mettenberger pass incomplete deep left intended for Harry Douglas,2.920,2.370
2,1:01,2,10,HOU 40,17,0,Zach Mettenberger pass incomplete short left intended for Anthony Fasano (defended by Jadeveon Clowney),2.370,1.680
2,0:58,3,10,HOU 40,17,0,Zach Mettenberger pass incomplete short left intended for Delanie Walker,1.680,0.590
2,0:53,4,10,HOU 40,17,0,"Brett Kern punts 29 yards, fair catch by Keith Mumphery",0.590,0.370
2,0:46,1,10,HOU 11,17,0,Jonathan Grimes left guard for 5 yards (tackle by Karl Klug),-0.370,-0.300
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,17,0,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,HOU 20,17,0,Brandon Weeden pass complete deep right to Nate Washington for 21 yards (tackle by Perrish Cox),0.280,1.660
3,14:24,1,10,HOU 41,17,0,Brandon Weeden pass complete short middle to DeAndre Hopkins for 11 yards (tackle by Michael Griffin). Penalty on Coty Sensabaugh: Defensive Holding (Declined),1.660,2.390
3,14:09,1,10,TEN 48,17,0,Alfred Blue right end for 6 yards (tackle by Avery Williamson),2.390,2.660
3,13:31,2,4,TEN 42,17,0,Brandon Weeden pass complete short right to C.J. Fiedorowicz for 6 yards (tackle by Michael Griffin),2.660,3.180
3,12:54,1,10,TEN 36,17,0,Alfred Blue middle for 2 yards (tackle by Michael Griffin),3.180,2.910
3,12:18,2,8,TEN 34,17,0,Brandon Weeden pass complete short right to DeAndre Hopkins for 19 yards (tackle by Michael Griffin),2.910,4.580
3,11:43,1,10,TEN 15,17,0,Brandon Weeden pass incomplete short left intended for DeAndre Hopkins (defended by Coty Sensabaugh),4.580,3.950
3,11:38,2,10,TEN 15,23,0,"Brandon Weeden pass complete short left to DeAndre Hopkins for 15 yards, touchdown",3.950,7.000
3,11:38,,,TEN 15,24,0,Nick Novak kicks extra point good,0.000,0.000
3,11:38,,,HOU 35,24,0,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,11:33,1,10,TEN 20,24,0,Zach Mettenberger pass complete short middle to Harry Douglas for 15 yards (tackle by Kareem Jackson),0.280,1.270
3,10:59,1,10,TEN 35,24,0,David Cobb right guard for 4 yards (tackle by Kareem Jackson),1.270,1.260
3,10:21,2,6,TEN 39,24,0,David Cobb middle for 3 yards (tackle by Brian Cushing),1.260,0.960
3,9:48,3,3,TEN 42,24,0,"Zach Mettenberger pass complete short middle to Dorial Green-Beckham for 13 yards (tackle by Brian Cushing). Penalty on Tre McBride: Offensive Pass Interference, 10 yards (no play)",0.960,-0.360
3,9:17,3,13,TEN 32,24,0,Zach Mettenberger pass incomplete short middle intended for Antonio Andrews is intercepted by Eddie Pleasant at TEN-34,-0.360,-3.310
3,9:01,1,10,TEN 34,24,0,Brandon Weeden pass incomplete deep left intended for Nate Washington,3.310,2.770
3,8:56,2,10,TEN 34,24,0,Alfred Blue right guard for 2 yards (tackle by Zach Brown),2.770,2.350
3,8:17,3,8,TEN 32,24,0,Brandon Weeden pass complete short left to Ryan Griffin for 13 yards (tackle by Da'Norris Searcy),2.350,4.310
3,7:39,1,10,TEN 19,24,0,Alfred Blue middle for 3 yards (tackle by Brian Orakpo),4.310,4.180
3,6:57,2,7,TEN 16,24,0,Jonathan Grimes left end for 3 yards (tackle by Michael Griffin),4.180,3.960
3,6:17,3,4,TEN 13,30,0,"Brandon Weeden pass complete short right to Nate Washington for 13 yards, touchdown",3.960,7.000
3,6:17,,,TEN 13,31,0,Nick Novak kicks extra point good,0.000,0.000
3,6:17,,,HOU 35,31,0,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,6:12,1,10,TEN 20,31,0,David Cobb left end for -1 yards (tackle by Benardrick McKinney),0.280,-0.460
3,5:54,2,11,TEN 19,31,0,Zach Mettenberger pass incomplete short middle intended for Harry Douglas,-0.460,-1.140
3,5:50,3,11,TEN 19,31,0,Zach Mettenberger pass incomplete deep right intended for Tre McBride,-1.140,-2.140
3,5:45,4,11,TEN 19,31,0,"Brett Kern punts 47 yards, out of bounds",-2.140,-1.200
3,5:38,1,10,HOU 34,31,0,Chris Polk right tackle for -3 yards (tackle by Zach Brown),1.200,0.250
3,5:03,2,13,HOU 31,31,0,Chris Polk left tackle for 17 yards (tackle by Zach Brown),0.250,2.130
3,4:24,1,10,HOU 48,31,0,"Brandon Weeden pass incomplete short left intended for DeAndre Hopkins. Penalty on Coty Sensabaugh: Defensive Pass Interference, 18 yards (no play)",2.130,3.310
3,4:19,1,10,TEN 34,31,0,Chris Polk left end for 4 yards (tackle by Avery Williamson),3.310,3.310
3,3:43,2,6,TEN 30,31,0,Chris Polk left end for 2 yards (tackle by Angelo Blackson),3.310,2.870
3,3:02,3,4,TEN 28,31,0,Brandon Weeden pass complete short left to Akeem Hunt for 6 yards (tackle by Da'Norris Searcy),2.870,4.110
3,2:22,1,10,TEN 22,31,0,Akeem Hunt left end for 3 yards (tackle by David Bass),4.110,3.970
3,1:44,2,7,TEN 19,31,0,B.J. Daniels middle for 1 yard (tackle by Michael Griffin),3.970,3.400
3,1:04,3,6,TEN 18,31,0,Brandon Weeden pass incomplete deep left intended for DeAndre Hopkins,3.400,2.270
3,0:59,4,6,TEN 18,34,0,Nick Novak 36 yard field goal good,2.270,3.000
3,0:59,,,HOU 35,34,0,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,0:54,1,10,TEN 20,34,0,Zach Mettenberger pass complete short right to Delanie Walker for 5 yards (tackle by Max Bullough),0.280,0.410
3,0:34,2,5,TEN 25,34,0,Zach Mettenberger pass complete short middle to Delanie Walker for 7 yards (tackle by Max Bullough and Charles James),0.410,1.070
3,0:13,1,10,TEN 32,34,0,Zach Mettenberger pass complete deep right to Harry Douglas for 31 yards,1.070,3.120
,,,,,,,"TEN challenged the incomplete pass ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 37,34,0,Zach Mettenberger pass incomplete deep left intended for Harry Douglas,3.120,2.570
4,14:54,2,10,HOU 37,34,0,Zach Mettenberger pass complete short left to Tre McBride for 7 yards (tackle by A.J. Bouye),2.570,2.810
4,14:14,3,3,HOU 30,34,0,Zach Mettenberger pass complete short left to Delanie Walker for 21 yards (tackle by A.J. Bouye),2.810,5.140
4,13:36,1,9,HOU 9,34,0,Zach Mettenberger pass complete short left to Harry Douglas for 4 yards (tackle by Max Bullough),5.140,5.150
4,12:57,2,5,HOU 5,34,0,Bishop Sankey middle for 4 yards (tackle by Eddie Pleasant),5.150,5.170
4,12:15,3,1,HOU 1,34,0,"Zach Mettenberger sacked by J.J. Watt for -8 yards. Zach Mettenberger fumbles (forced by J.J. Watt), recovered by Jared Crick at HOU-8 (tackle by Byron Bell)",5.170,0.380
4,12:07,1,10,HOU 8,34,0,Chris Polk right tackle for 2 yards (tackle by DaQuan Jones),-0.380,-0.630
4,11:28,2,8,HOU 10,34,0,Chris Polk right tackle for 6 yards (tackle by Jurrell Casey),-0.630,-0.480
4,10:48,3,2,HOU 16,34,0,Chris Polk middle for 1 yard (tackle by Wesley Woodyard and Da'Norris Searcy),-0.480,-2.320
4,10:02,4,1,HOU 17,34,0,"Shane Lechler punts 56 yards, returned by Harry Douglas for 1 yard (tackle by Kurtis Drummond)",-2.320,-0.810
4,9:49,1,10,TEN 28,34,0,Zach Mettenberger pass complete short left to Delanie Walker for 5 yards (tackle by Charles James and Akeem Dent),0.810,0.940
4,9:28,2,5,TEN 33,34,0,Zach Mettenberger pass incomplete short left intended for Anthony Fasano,0.940,0.230
4,9:22,3,5,TEN 33,34,0,Zach Mettenberger pass complete short middle to Bishop Sankey for 2 yards (tackle by Kurtis Drummond),0.230,-1.040
4,8:43,4,3,TEN 35,34,0,"Brett Kern punts 59 yards, returned by Keith Mumphery for 7 yards (tackle by Tre McBride)",-1.040,0.320
4,8:33,1,10,HOU 13,34,0,Alfred Blue middle for 2 yards (tackle by Jurrell Casey),-0.320,-0.570
4,7:56,2,8,HOU 15,34,0,B.J. Daniels pass incomplete deep left intended for Jaelen Strong,-0.570,-0.570
4,7:49,2,8,HOU 15,34,0,Timeout #1 by Houston Texans,-0.570,-1.180
4,7:49,3,8,HOU 15,34,0,Jonathan Grimes right guard for 5 yards (tackle by Michael Griffin),-1.180,-2.030
4,7:07,4,3,HOU 20,34,0,"Shane Lechler punts 53 yards, fair catch by Harry Douglas",-2.030,-0.740
4,6:59,1,10,TEN 27,34,0,Zach Mettenberger pass complete short right to Delanie Walker for 3 yards (tackle by Eddie Pleasant),0.740,0.600
4,6:21,2,7,TEN 30,34,0,Zach Mettenberger pass incomplete short left intended for Delanie Walker,0.600,-0.100
4,6:17,3,7,TEN 30,34,0,Zach Mettenberger pass incomplete short right intended for Bishop Sankey,-0.100,-1.370
4,6:12,4,7,TEN 30,34,0,"Brett Kern punts 53 yards, fair catch by Keith Mumphery",-1.370,0.060
4,6:04,1,10,HOU 17,34,0,Chris Polk right tackle for -1 yards (tackle by Sammie Lee Hill and Michael Griffin),-0.060,-0.730
4,5:22,2,11,HOU 16,34,0,Chris Polk left guard for 3 yards (tackle by Avery Williamson),-0.730,-1.000
4,4:37,3,8,HOU 19,34,0,B.J. Daniels middle for 6 yards (tackle by Brian Orakpo and Jurrell Casey),-1.000,-1.700
4,3:51,4,2,HOU 25,34,0,"Shane Lechler punts 53 yards, returned by Harry Douglas for 8 yards (tackle by Jon Weeks)",-1.700,-0.940
4,3:39,1,10,TEN 30,34,0,Zach Mettenberger pass complete short middle to Bishop Sankey for 11 yards (tackle by Max Bullough),0.940,1.660
4,3:15,1,10,TEN 41,34,0,Zach Mettenberger pass complete short right to Anthony Fasano for 9 yards (tackle by Max Bullough),1.660,2.340
4,2:56,2,1,,34,0,Zach Mettenberger pass complete short middle to Bishop Sankey for 30 yards (tackle by Kurtis Drummond),2.340,4.240
4,2:27,1,10,HOU 20,34,0,Zach Mettenberger pass incomplete deep left intended for Harry Douglas,4.240,3.690
4,2:22,2,10,HOU 20,34,0,Zach Mettenberger pass complete short right to Delanie Walker for 8 yards (tackle by Eddie Pleasant),3.690,4.340
4,2:00,3,2,HOU 12,34,0,Zach Mettenberger pass complete short right to Harry Douglas for 11 yards (tackle by Akeem Dent),4.340,4.340
4,1:51,3,2,HOU 12,34,0,Timeout #1 by Tennessee Titans,4.340,6.970
4,1:51,1,1,HOU 1,34,0,Zach Mettenberger pass incomplete short right intended for Delanie Walker,6.970,5.910
4,1:45,2,1,HOU 1,34,0,Zach Mettenberger pass incomplete short right intended for Dorial Green-Beckham,5.910,5.170
4,1:40,3,1,HOU 1,34,0,Zach Mettenberger pass incomplete short middle intended for Harry Douglas,5.170,5.170
4,1:35,3,1,HOU 1,34,0,Timeout #2 by Tennessee Titans,5.170,3.550
4,1:35,4,1,HOU 1,34,6,"Zach Mettenberger pass complete short left to Tre McBride for 1 yard, touchdown",3.550,7.000
4,1:35,4,,HOU 1,34,6,"Two Point Attempt: Zach Mettenberger pass incomplete intended for Anthony Fasano, conversion fails",3.550,-1.000
4,1:35,,,TEN 35,34,6,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,1:31,1,10,HOU 20,34,6,B.J. Daniels kneels for -1 yards,0.280,-0.460
4,0:49,2,11,HOU 19,34,6,B.J. Daniels kneels for -1 yards,-0.460,-1.330
4,0:21,3,12,HOU 18,34,6,B.J. Daniels kneels for -1 yards,-1.330,-2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
