Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
2,0:41,3,2,SEA 45,7,10,Russell Wilson pass incomplete short right intended for Jimmy Graham (defended by Roman Harper),1.220,-0.390
2,0:37,4,2,SEA 45,7,10,"Jon Ryan punts 40 yards, fair catch by Ted Ginn",-0.390,0.220
2,0:30,1,10,CAR 15,7,10,Cam Newton kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,7,10,Cam Newton pass complete short left to Fozzy Whittaker for 6 yards (tackle by Bruce Irvin),0.280,0.540
3,14:21,2,4,CAR 26,7,10,Fozzy Whittaker right tackle for 2 yards (tackle by Cliff Avril),0.540,0.100
3,13:39,3,2,CAR 28,7,10,Cam Newton pass incomplete short middle intended for Greg Olsen,0.100,-1.500
3,13:35,4,2,CAR 28,7,10,"Brad Nortman punts 45 yards, returned by Tyler Lockett for 10 yards (tackle by Colin Jones)",-1.500,-1.400
3,13:25,1,10,SEA 37,7,10,Marshawn Lynch left tackle for -2 yards (tackle by Luke Kuechly and Shaq Thompson),1.400,0.590
3,12:50,2,12,SEA 35,7,10,Russell Wilson pass complete short right to Doug Baldwin for -2 yards (tackle by Josh Norman). Penalty on Luke Willson: Offensive Pass Interference (Declined),0.590,-0.360
3,12:21,3,14,SEA 33,7,10,Russell Wilson pass complete deep middle to Jimmy Graham for 27 yards (tackle by Kurt Coleman and Roman Harper),-0.360,2.920
3,11:36,1,10,CAR 40,7,16,"Russell Wilson pass complete deep left to Ricardo Lockette for 40 yards, touchdown",2.920,7.000
3,11:36,,,CAR 40,7,17,Steven Hauschka kicks extra point good,0.000,0.000
3,11:36,,,SEA 35,7,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,11:27,1,10,CAR 20,7,17,Jonathan Stewart middle for 3 yards (tackle by Michael Bennett and Kevin Pierre-Louis),0.280,0.140
3,10:51,2,7,CAR 23,7,17,Cam Newton pass incomplete deep middle intended for Ted Ginn is intercepted by Kam Chancellor at CAR-39 and returned for 6 yards,0.140,-3.380
3,10:40,1,10,CAR 33,7,17,Russell Wilson pass complete short middle to Jimmy Graham for 4 yards (tackle by Roman Harper and Thomas Davis),3.380,3.380
3,10:02,2,6,CAR 29,7,17,Russell Wilson right end for -5 yards (tackle by Kony Ealy),3.380,2.010
3,9:24,3,11,CAR 34,7,17,Russell Wilson pass complete short left to Fred Jackson for 2 yards (tackle by Bene Benwikere),2.010,1.240
3,8:54,4,9,CAR 32,7,20,Steven Hauschka 50 yard field goal good,1.240,3.000
3,8:54,,,SEA 35,7,20,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,8:49,1,10,CAR 20,7,20,Jonathan Stewart right end for -1 yards (tackle by Cliff Avril),0.280,-0.460
3,8:13,2,11,CAR 19,7,20,Cam Newton pass complete short right to Corey Brown for 11 yards (tackle by Richard Sherman),-0.460,0.940
3,7:38,1,10,CAR 30,7,20,Jonathan Stewart right end for 8 yards (tackle by Richard Sherman and Kevin Pierre-Louis),0.940,1.470
3,6:59,2,2,CAR 38,7,20,Jonathan Stewart left tackle for 9 yards (tackle by K.J. Wright),1.470,2.060
3,6:27,1,10,CAR 47,7,20,Mike Tolbert middle for 7 yards (tackle by Kevin Pierre-Louis and Cassius Marsh),2.060,2.460
3,5:50,2,3,SEA 46,7,20,Cam Newton pass incomplete short right intended for Jerricho Cotchery,2.460,1.750
3,5:46,3,3,SEA 46,7,20,Cam Newton pass complete short right to Greg Olsen for 22 yards (tackle by Richard Sherman),1.750,3.970
3,5:03,1,10,SEA 24,7,20,Cam Newton pass incomplete short middle intended for Devin Funchess (defended by Earl Thomas),3.970,3.430
3,4:56,2,10,SEA 24,7,20,Cam Newton pass complete deep right to Greg Olsen for 22 yards (tackle by Kevin Pierre-Louis),3.430,6.740
3,4:21,1,2,SEA 2,7,20,Jonathan Stewart middle for 1 yard (tackle by Cary Williams and Bruce Irvin),6.740,5.910
3,3:39,2,1,SEA 1,13,20,"Jonathan Stewart left tackle for 1 yard, touchdown",5.910,7.000
3,3:39,,,SEA 1,14,20,Graham Gano kicks extra point good,0.000,0.000
3,3:39,,,CAR 35,14,20,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,3:34,1,10,SEA 20,14,20,Russell Wilson pass incomplete short left intended for Jimmy Graham (defended by Bene Benwikere),0.280,-0.270
3,3:30,2,10,SEA 20,14,20,Marshawn Lynch middle for 2 yards (tackle by Luke Kuechly and Kony Ealy),-0.270,-0.690
3,2:50,3,8,SEA 22,14,20,Russell Wilson pass incomplete short left intended for Jimmy Graham (defended by Kawann Short),-0.690,-1.900
3,2:46,4,8,SEA 22,14,20,"Jon Ryan punts 60 yards, returned by Ted Ginn for 11 yards (tackle by Luke Willson)",-1.900,-0.870
3,2:32,1,10,CAR 29,14,20,Cam Newton pass incomplete deep middle intended for Ted Ginn,0.870,0.330
3,2:25,2,10,CAR 29,14,20,Jonathan Stewart left tackle for -2 yards (tackle by Demarcus Dobbs),0.330,-0.630
3,1:45,3,12,CAR 27,14,20,Cam Newton sacked by Mike Morgan for -4 yards,-0.630,-1.830
3,1:08,4,16,CAR 23,14,20,"Brad Nortman punts 59 yards, returned by Tyler Lockett for 13 yards (tackle by David Mayo). Penalty on Crezdon Butler: Illegal Block Above the Waist, 10 yards",-1.830,0.140
3,0:57,1,10,SEA 16,14,20,Russell Wilson middle for 3 yards (tackle by Luke Kuechly),-0.140,-0.180
3,0:15,2,7,SEA 19,14,20,Marshawn Lynch right tackle for 3 yards (tackle by Shaq Thompson and Kawann Short),-0.180,-0.570
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,SEA 22,14,20,Russell Wilson pass complete deep right to Jimmy Graham for 45 yards (tackle by Kurt Coleman),-0.570,3.380
4,14:26,1,10,CAR 33,14,20,Marshawn Lynch middle for 17 yards (tackle by Charles Tillman and Kurt Coleman),3.380,4.510
4,13:49,1,10,CAR 16,14,20,Marshawn Lynch right tackle for 2 yards (tackle by Luke Kuechly and Mario Addison),4.510,4.210
4,13:09,2,8,CAR 14,14,20,Marshawn Lynch left tackle for -1 yards (tackle by Kurt Coleman and Luke Kuechly),4.210,3.220
4,12:28,3,9,CAR 15,14,20,Russell Wilson sacked by Thomas Davis for -10 yards,3.220,1.800
4,11:51,4,19,CAR 25,14,23,Steven Hauschka 43 yard field goal good,1.800,3.000
4,11:51,,,SEA 35,14,23,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,11:46,1,10,CAR 20,14,23,Jonathan Stewart right end for 7 yards (tackle by Kam Chancellor and K.J. Wright),0.280,0.680
4,11:07,2,3,CAR 27,14,23,"Penalty on CAR: Illegal Substitution, 5 yards (no play)",0.680,0.000
4,10:56,2,8,CAR 22,14,23,Cam Newton pass incomplete deep right intended for Corey Brown,0.000,-0.690
4,10:50,3,8,CAR 22,14,23,Cam Newton pass complete short left to Ed Dickson for 5 yards (tackle by K.J. Wright),-0.690,-1.570
4,10:13,4,3,CAR 27,14,23,"Brad Nortman punts 43 yards, fair catch by Tyler Lockett",-1.570,-0.940
4,10:06,1,10,SEA 30,14,23,Marshawn Lynch middle for 5 yards (tackle by Luke Kuechly and Wes Horton),0.940,1.070
4,9:33,2,5,SEA 35,14,23,Marshawn Lynch middle for no gain (tackle by Star Lotulelei),1.070,0.370
4,8:53,3,5,SEA 35,14,23,Russell Wilson pass complete short left to Jimmy Graham for 3 yards (tackle by Thomas Davis),0.370,-0.850
4,8:21,4,2,SEA 38,14,23,"Jon Ryan punts 49 yards, returned by Ted Ginn for 7 yards (tackle by Luke Willson)",-0.850,-0.280
4,8:08,1,10,CAR 20,14,23,Cam Newton pass incomplete deep middle intended for Devin Funchess,0.280,-0.270
4,8:01,2,10,CAR 20,14,23,Cam Newton pass complete short middle to Greg Olsen for 12 yards (tackle by Cary Williams),-0.270,1.070
4,7:30,1,10,CAR 32,14,23,Cam Newton left guard for 4 yards (tackle by Demarcus Dobbs),1.070,1.070
4,6:45,2,6,CAR 36,14,23,Jonathan Stewart left guard for 7 yards (tackle by Richard Sherman and K.J. Wright),1.070,1.800
4,6:08,1,10,CAR 43,14,23,Cam Newton pass complete short left to Corey Brown for 11 yards (tackle by Cary Williams),1.800,2.520
4,5:28,1,10,SEA 46,14,23,Cam Newton pass complete short right to Ed Dickson for 5 yards (tackle by Kam Chancellor),2.520,2.650
4,4:44,2,5,SEA 41,14,23,Cam Newton pass complete short right to Devin Funchess for 8 yards (tackle by Kevin Pierre-Louis),2.650,3.380
4,4:39,1,10,SEA 33,14,23,Cam Newton pass complete short middle to Greg Olsen for 32 yards (tackle by K.J. Wright),3.380,6.970
4,3:58,1,1,SEA 1,20,23,"Jonathan Stewart middle for 1 yard, touchdown",6.970,7.000
4,3:58,,,SEA 1,20,23,Graham Gano kicks extra point no good,0.000,-1.000
4,3:58,,,CAR 35,20,23,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,3:55,1,10,SEA 20,20,23,Russell Wilson pass complete short right to Jimmy Graham for 20 yards (tackle by Roman Harper and Kurt Coleman),0.280,1.600
4,3:05,1,10,SEA 40,20,23,"Russell Wilson left end for 2 yards (tackle by Luke Kuechly). Penalty on Marshawn Lynch: Offensive Holding, 10 yards (no play)",1.600,0.940
4,2:52,1,20,SEA 30,20,23,Russell Wilson pass incomplete short left intended for Marshawn Lynch,0.940,-0.300
4,2:45,2,20,SEA 30,20,23,Russell Wilson pass complete short right to Marshawn Lynch for no gain,-0.300,-0.300
4,2:36,2,20,SEA 30,20,23,Timeout #1 by Carolina Panthers,-0.300,-0.960
4,2:36,3,20,SEA 30,20,23,Russell Wilson sacked by Kawann Short for -3 yards,-0.960,-0.960
4,2:29,3,20,SEA 30,20,23,Timeout #2 by Carolina Panthers,-0.960,-1.570
4,2:29,4,23,SEA 27,20,23,"Penalty on Josh Norman: Defensive Delay of Game, 5 yards (no play)",-1.570,-1.240
4,2:29,4,18,SEA 32,20,23,"Jon Ryan punts 68 yards, touchback",-1.240,-0.280
4,2:20,1,10,CAR 20,20,23,Cam Newton pass complete short left to Jonathan Stewart for 8 yards (tackle by DeShawn Shead),0.280,0.810
4,2:13,2,2,CAR 28,20,23,Cam Newton pass complete short middle to Ted Ginn for 18 yards (tackle by Cary Williams),0.810,1.990
4,2:00,1,10,CAR 46,20,23,Cam Newton pass complete short middle to Ed Dickson for 14 yards (tackle by DeShawn Shead),1.990,2.920
4,1:29,1,10,SEA 40,20,23,Cam Newton sacked by Bruce Irvin for -9 yards,2.920,2.920
4,1:20,1,10,SEA 40,20,23,Timeout #3 by Carolina Panthers,2.920,1.160
4,1:20,2,19,SEA 49,20,23,Cam Newton pass complete short middle to Devin Funchess for 16 yards (tackle by Kam Chancellor),1.160,2.610
4,0:54,3,3,SEA 33,20,23,Cam Newton pass complete short right to Jerricho Cotchery for 7 yards (tackle by DeShawn Shead),2.610,3.840
4,0:37,1,10,SEA 26,20,23,Cam Newton spiked the ball,3.840,3.300
4,0:36,2,10,SEA 26,26,23,"Cam Newton pass complete deep right to Greg Olsen for 26 yards, touchdown",3.300,7.000
4,0:36,,,SEA 26,27,23,Graham Gano kicks extra point good,0.000,0.000
4,0:36,,,CAR 35,27,23,"Graham Gano kicks off 69 yards, returned by Tyler Lockett for 13 yards (tackle by Shaq Thompson)",0.000,0.380
4,0:29,1,10,SEA 9,27,23,Russell Wilson right tackle for 7 yards (tackle by Ryan Delaire),-0.380,-0.380
4,0:20,1,10,SEA 9,27,23,Timeout #1 by Seattle Seahawks,-0.380,-0.160
4,0:20,2,3,SEA 16,27,23,Russell Wilson pass complete short left to Doug Baldwin for 14 yards (tackle by Luke Kuechly),-0.160,-0.160
4,0:15,2,3,SEA 16,27,23,Timeout #2 by Seattle Seahawks,-0.160,0.940
4,0:15,1,10,SEA 30,27,23,Russell Wilson pass incomplete deep left intended for Jermaine Kearse,0.940,0.390
4,0:07,2,10,SEA 30,27,23,"Russell Wilson pass complete short middle to Doug Baldwin for 11 yards, lateral to Ricardo Lockette for -2 yards, lateral to Justin Britt for no gain (tackle by Charles Tillman)",0.390,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
