Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
1,0:59,2,10,ARI 25,0,17,Garrison Hearst right tackle for 13 yards (tackle by Renaldo Hill and Ronald McKinnon),3.360,4.780
1,0:14,1,10,ARI 12,0,17,Kevan Barlow middle for 1 yard (tackle by Marcus Bell),4.780,4.270
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,ARI 11,0,17,Kevan Barlow right end for 1 yard (tackle by Renaldo Hill and Wendell Bryant),4.270,3.480
2,14:16,3,8,ARI 10,0,17,"Jeff Garcia pass incomplete intended for Cedrick Wilson (defended by Adrian Wilson). Penalty on Coby Rhinehart: Defensive Holding, 5 yards (no play)",3.480,6.060
2,14:09,1,5,ARI 5,0,23,"Kevan Barlow left end for 5 yards, touchdown",6.060,7.000
2,14:09,,,ARI 5,0,24,Jose Cortez kicks extra point good,0.000,0.000
2,14:09,,,SFO 30,0,24,"Jose Cortez kicks off 67 yards, returned by MarTay Jenkins for 29 yards (tackle by Jason Moore)",0.000,1.070
2,13:55,1,10,ARI 32,0,24,"Jake Plummer for 11 yards (tackle by Jeff Ulbrich). Penalty on Mike Gruttadauria: Offensive Holding, 10 yards (no play)",1.070,0.410
2,13:34,1,20,ARI 22,0,24,Jake Plummer pass complete to Marcel Shipp for 15 yards (tackle by Tony Parrish),0.410,1.200
2,12:50,2,5,ARI 37,0,24,"Jake Plummer pass complete to David Boston for 10 yards (tackle by Mike Rumph and Jason Webster). Penalty on Bryant Young: Roughing the Passer, 15 yards",1.200,3.050
2,12:27,1,10,SFO 38,0,24,Marcel Shipp right guard for no gain (tackle by Derek Smith and Sean Moran),3.050,2.510
2,11:48,2,10,SFO 38,0,24,David Boston for 22 yards (tackle by Julian Peterson),2.510,4.510
2,11:15,1,10,SFO 16,0,24,Marcel Shipp left end for -4 yards (tackle by Jeff Ulbrich),4.510,3.420
2,10:36,2,14,SFO 20,0,24,Marcel Shipp left guard for 13 yards (tackle by Tony Parrish),3.420,4.850
2,9:50,3,1,SFO 7,0,24,Marcel Shipp left guard for no gain (tackle by Derek Smith),4.850,3.010
2,9:27,4,1,SFO 7,6,24,"Marcel Shipp middle for 7 yards, touchdown",3.010,7.000
2,9:27,,,SFO 7,7,24,Bill Gramatica kicks extra point good,0.000,0.000
2,9:27,,,ARI 30,7,24,"Bill Gramatica kicks off 61 yards, out of bounds",0.000,1.600
2,9:22,1,10,SFO 40,7,24,Garrison Hearst left tackle for -1 yards (tackle by Raynoch Thompson),1.600,0.920
2,8:38,2,11,SFO 39,7,24,Jeff Garcia pass complete to Terrell Owens for -1 yards (tackle by Coby Rhinehart),0.920,0.100
2,7:53,3,12,SFO 38,7,24,Jeff Garcia pass complete to Garrison Hearst for 10 yards (tackle by David Barrett),0.100,-0.190
2,7:53,4,2,SFO 48,7,24,"Jason Baker punts 39 yards, returned by Arnold Jackson for 3 yards (tackle by Sean Moran)",-0.190,0.140
2,6:59,1,10,ARI 16,7,24,Thomas Jones middle for 3 yards (tackle by Chike Okeafor),-0.140,-0.180
2,6:24,2,7,ARI 19,7,24,Jake Plummer pass complete to David Boston for 2 yards (tackle by Chike Okeafor),-0.180,-0.700
2,5:40,3,5,ARI 21,7,24,Jake Plummer pass complete to David Boston for 6 yards (tackle by Mike Rumph),-0.700,0.740
2,4:57,1,10,ARI 27,7,24,Jake Plummer pass complete to Freddie Jones for 6 yards (tackle by Jeff Ulbrich),0.740,1.010
2,4:18,2,4,ARI 33,7,24,"Thomas Jones right tackle for 6 yards (tackle by Sean Moran). Penalty on Leonard Davis: Offensive Holding, 10 yards (no play)",1.010,-0.340
2,3:47,2,14,ARI 23,7,24,Jake Plummer pass complete to Frank Sanders for 16 yards (tackle by Ronnie Heard),-0.340,1.530
2,3:06,1,10,ARI 39,7,24,"Jake Plummer for no gain. Jake Plummer fumbles, recovered by Jake Plummer at ARI-39",1.530,0.990
2,2:22,2,10,ARI 39,7,24,"Thomas Jones right end for 1 yard (tackle by Julian Peterson). Penalty on Freddie Jones: Offensive Holding, 10 yards (no play)",0.990,-0.360
2,2:01,2,20,ARI 29,7,24,Jake Plummer pass complete to Thomas Jones for 17 yards (tackle by Derek Smith),-0.360,1.220
2,1:55,3,3,ARI 46,7,24,Jake Plummer pass complete to Frank Sanders for 20 yards (tackle by Julian Peterson),1.220,3.310
2,1:48,1,10,SFO 34,7,24,Jake Plummer pass incomplete intended for David Boston,3.310,2.770
2,1:44,2,10,SFO 34,7,24,Jake Plummer pass incomplete intended for Bryan Gilmore,2.770,2.080
2,1:44,2,10,SFO 34,,,Timeout #1 by Arizona Cardinals,2.770,2.080
2,1:37,3,10,SFO 34,7,24,Jake Plummer middle for 11 yards (tackle by Jason Webster),2.080,4.040
2,1:11,1,10,SFO 23,7,24,Jake Plummer pass complete to Frank Sanders for 6 yards (tackle by Jason Webster),4.040,4.380
2,1:04,1,10,SFO 23,,,Timeout #2 by Arizona Cardinals,4.040,4.380
2,1:04,2,4,SFO 17,7,24,Jake Plummer pass incomplete intended for Freddie Jones is intercepted by Ronnie Heard at SFO--5,4.380,-0.280
2,0:56,1,10,SFO 20,7,24,Garrison Hearst middle for 11 yards (tackle by Justin Lucas),0.280,1.000
2,0:36,1,10,SFO 31,7,24,Jeff Garcia pass incomplete intended for Garrison Hearst,1.000,0.460
2,0:31,2,10,SFO 31,7,24,Jeff Garcia pass complete to Kevan Barlow for 8 yards (tackle by Adrian Wilson),0.460,0.830
2,0:24,3,2,SFO 39,7,30,"Jeff Garcia pass complete to Terrell Owens for 61 yards, touchdown",0.830,7.000
2,0:24,,,ARI 39,7,31,Jose Cortez kicks extra point good,0.000,0.000
2,0:24,,,SFO 30,7,31,"Jose Cortez kicks off 45 yards, returned by Don Morgan for 15 yards (tackle by Rashad Holman)",0.000,1.600
2,0:06,1,10,ARI 40,7,31,"Jake Plummer kneels for -1 yards. Penalty on ARI: Illegal Formation, 5 yards (no play)",1.600,1.270
2,0:03,1,15,ARI 35,7,31,Jake Plummer kneels for -1 yards,1.270,0.240
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,31,"Bill Gramatica kicks off 65 yards, returned by Jimmy Williams for 28 yards (tackle by Mike Banks)",0.000,1.140
3,14:54,1,10,SFO 33,7,31,Jeff Garcia sacked by Fred Wakefield for 0 yards,1.140,0.590
3,14:24,2,10,SFO 33,7,31,Garrison Hearst left end for 8 yards (tackle by Ronald McKinnon),0.590,0.960
3,13:40,3,2,SFO 41,7,31,Jeff Garcia pass incomplete intended for Terrell Owens,0.960,-0.650
3,13:33,4,2,SFO 41,7,31,"Jason Baker punts 35 yards, returned by Arnold Jackson for 19 yards (tackle by Sean Moran)",-0.650,-1.800
3,13:18,1,10,ARI 43,7,31,Thomas Jones right tackle for 1 yard (tackle by Bryant Young and Julian Peterson),1.800,1.390
3,12:41,2,9,ARI 44,7,31,Jake Plummer pass incomplete intended for MarTay Jenkins (defended by Jason Webster),1.390,0.690
3,12:36,3,9,ARI 44,7,31,Jake Plummer pass complete to MarTay Jenkins for 17 yards (tackle by Jason Webster),0.690,2.980
3,11:55,1,10,SFO 39,7,31,Jake Plummer pass complete to Freddie Jones for 5 yards (tackle by Julian Peterson),2.980,3.120
3,11:27,2,5,SFO 34,13,31,"Jake Plummer middle for 34 yards, touchdown",3.120,7.000
3,11:27,,,SFO 34,14,31,Bill Gramatica kicks extra point good,0.000,0.000
3,11:27,,,ARI 30,14,31,"Bill Gramatica kicks off 71 yards, returned by Jimmy Williams for 26 yards (tackle by Don Morgan)",0.000,0.610
3,11:13,1,10,SFO 25,14,31,Kevan Barlow right tackle for 4 yards (tackle by Russell Davis),0.610,0.600
3,10:33,2,6,SFO 29,14,31,Kevan Barlow left tackle for 2 yards (tackle by Kwamie Lassiter),0.600,0.170
3,9:51,3,4,SFO 31,14,31,Jeff Garcia pass complete to Terrell Owens for 3 yards (tackle by Russell Davis),0.170,-1.110
3,9:09,4,1,SFO 34,14,31,"Jason Baker punts 34 yards, returned by Arnold Jackson for no gain",-1.110,-1.070
3,8:57,1,10,ARI 32,14,31,Jake Plummer sacked by Bryant Young for -6 yards,1.070,-0.280
3,8:24,2,16,ARI 26,14,31,Jake Plummer pass incomplete intended for Thomas Jones,-0.280,-0.960
3,8:20,3,16,ARI 26,14,31,Jake Plummer pass complete to MarTay Jenkins for 17 yards (tackle by Jason Webster and Ronnie Heard),-0.960,1.800
3,7:38,1,10,ARI 43,14,31,Jake Plummer pass complete to MarTay Jenkins for 7 yards (tackle by Derek Smith),1.800,2.200
3,6:57,2,3,,14,31,Jake Plummer pass incomplete intended for David Boston,2.200,1.490
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
3,6:37,3,3,,14,31,Jake Plummer pass complete to Frank Sanders for 7 yards (tackle by Jason Webster),1.490,2.720
3,6:11,1,10,SFO 43,14,31,Thomas Jones left end for 3 yards (tackle by Derek Smith and Jason Webster),2.720,2.580
3,5:28,2,7,SFO 40,14,31,Thomas Jones middle for 11 yards (tackle by Quincy Stewart),2.580,3.640
3,4:50,1,10,SFO 29,14,31,Thomas Jones middle for 2 yards (tackle by Andre Carter),3.640,3.370
3,4:07,2,8,SFO 27,14,31,Jake Plummer pass incomplete intended for MarTay Jenkins (defended by Tony Parrish),3.370,2.680
3,4:01,3,8,SFO 27,14,31,Jake Plummer pass complete to Freddie Jones for 16 yards (tackle by Tony Parrish),2.680,4.840
3,3:32,1,10,SFO 11,20,31,"Marcel Shipp right guard for 11 yards, touchdown",4.840,7.000
3,3:32,,,SFO 11,21,31,Bill Gramatica kicks extra point good,0.000,0.000
3,3:32,,,ARI 30,21,31,"Bill Gramatica kicks off 60 yards, returned by Jimmy Williams for 50 yards (tackle by MarTay Jenkins)",0.000,2.920
3,3:18,1,10,ARI 40,21,31,"Jeff Garcia pass complete to Terrell Owens for 4 yards (tackle by Raynoch Thompson). Penalty on Raynoch Thompson: Unnecessary Roughness, 15 yards",2.920,4.170
3,2:54,1,10,ARI 21,21,31,Jeff Garcia left guard for 2 yards (tackle by Kyle Vanden Bosch),4.170,3.900
3,2:14,2,8,ARI 19,21,31,"Jeff Garcia pass complete to Kevan Barlow for 3 yards (tackle by Adrian Wilson). Kevan Barlow fumbles (forced by Adrian Wilson), recovered by Kevan Barlow at ARI-16",3.900,3.630
3,1:28,3,5,ARI 16,21,31,Jeff Garcia pass complete to Cedrick Wilson for 7 yards (tackle by Adrian Wilson and Justin Lucas),3.630,5.140
3,0:44,1,9,ARI 9,21,31,Jeff Garcia pass incomplete intended for Terrell Owens,5.140,4.380
3,0:39,2,9,ARI 9,21,31,Kevan Barlow right guard for no gain (tackle by Russell Davis and Ronald McKinnon),4.380,3.360
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,ARI 9,21,37,"Jeff Garcia pass complete to Kevan Barlow for 9 yards, touchdown",3.360,7.000
4,15:00,,,ARI 9,21,38,Jose Cortez kicks extra point good,0.000,0.000
4,15:00,,,SFO 30,21,38,"Jose Cortez kicks off 69 yards, returned by MarTay Jenkins for 30 yards (tackle by Jason Moore)",0.000,1.000
4,14:49,1,10,ARI 31,21,38,Thomas Jones right guard for 5 yards (tackle by Andre Carter),1.000,1.140
4,14:13,2,5,ARI 36,21,38,"Jake Plummer pass complete to Freddie Jones for 8 yards (tackle by Tony Parrish). Penalty on MarTay Jenkins: Offensive Pass Interference, 10 yards (no play)",1.140,-0.220
4,13:42,2,15,ARI 26,21,38,Jake Plummer pass complete to David Boston for 17 yards (tackle by Derek Smith),-0.220,1.800
4,13:08,1,10,ARI 43,21,38,"Thomas Jones left guard for 2 yards (tackle by Tony Parrish). Thomas Jones fumbles (forced by Tony Parrish), recovered by Thomas Jones at ARI-45",1.800,1.520
4,12:33,2,8,ARI 45,21,38,Jake Plummer pass complete to Thomas Jones for 7 yards (tackle by Julian Peterson),1.520,1.750
4,11:58,3,1,SFO 48,21,38,Jake Plummer middle for 4 yards (tackle by Derek Smith),1.750,2.650
4,11:32,1,10,SFO 44,21,38,Jake Plummer pass complete to MarTay Jenkins for 5 yards (tackle by Ahmed Plummer),2.650,2.780
4,11:02,2,5,SFO 39,21,38,Thomas Jones left guard for 2 yards (tackle by Derek Smith),2.780,2.350
4,10:24,3,3,SFO 37,21,38,Jake Plummer pass complete to David Boston for 26 yards (tackle by Ronnie Heard),2.350,4.840
4,9:59,1,10,SFO 11,21,38,Jake Plummer sacked by Chike Okeafor for -8 yards,4.840,3.150
4,9:25,2,18,SFO 19,21,38,"Jake Plummer pass complete to MarTay Jenkins for 13 yards (tackle by Tony Parrish). Penalty on Mike Rumph: Illegal Use of Hands, 5 yards (no play)",3.150,4.650
4,8:57,1,10,SFO 14,21,38,Jake Plummer pass complete to Freddie Jones for 7 yards (tackle by Julian Peterson and Ahmed Plummer),4.650,5.280
4,8:27,2,3,SFO 7,27,38,"Thomas Jones middle for 7 yards, touchdown",5.280,7.000
4,8:27,,,SFO 7,28,38,Bill Gramatica kicks extra point good,0.000,0.000
4,8:27,,,ARI 30,28,38,"Bill Gramatica kicks off 62 yards, returned by Jamal Robertson for 21 yards (tackle by MarTay Jenkins)",0.000,0.870
4,8:18,1,10,SFO 29,28,38,Kevan Barlow left end for -1 yards (tackle by Kyle Vanden Bosch),0.870,0.190
4,7:42,2,11,SFO 28,28,38,Jeff Garcia pass incomplete intended for Tai Streets,0.190,-0.490
4,7:37,3,11,SFO 28,28,38,Jeff Garcia for 1 yard (tackle by Raynoch Thompson),-0.490,-1.440
4,7:11,4,10,SFO 29,28,38,"Jason Baker punts 47 yards, returned by Arnold Jackson for 2 yards (tackle by Brian Jennings)",-1.440,-0.670
4,7:01,1,10,ARI 26,28,38,"Jake Plummer pass complete to Frank Sanders for -5 yards (tackle by Mike Rumph). Jake Plummer fumbles (forced by Dana Stubblefield), recovered by Jake Plummer at ARI-10",0.670,0.400
4,7:01,2,8,ARI 28,28,38,Jake Plummer pass complete to David Boston for 22 yards (tackle by Jason Webster),0.400,2.260
4,6:12,1,10,,28,38,Jake Plummer pass complete to Frank Sanders for 25 yards (tackle by Jason Webster),2.260,3.910
4,5:45,1,10,SFO 25,28,38,Jake Plummer pass incomplete intended for MarTay Jenkins (defended by Ronnie Heard),3.910,3.360
4,5:38,2,10,SFO 25,28,38,Jake Plummer pass incomplete intended for David Boston is intercepted by Ronnie Heard at SFO-6 and returned for 30 yards,3.360,-1.330
4,5:25,1,10,SFO 36,28,38,Kevan Barlow left guard for 3 yards (tackle by Kyle Vanden Bosch),1.330,1.200
4,5:20,1,10,SFO 36,,,Timeout #1 by Arizona Cardinals,1.330,1.200
4,5:20,2,7,SFO 39,28,38,Kevan Barlow left guard for 6 yards (tackle by David Barrett),1.200,1.290
4,5:13,2,7,SFO 39,,,Timeout #2 by Arizona Cardinals,1.200,1.290
4,5:13,3,1,SFO 45,28,38,Fred Beasley middle for 5 yards (tackle by Ronald McKinnon),1.290,2.260
4,4:30,1,10,,28,38,Kevan Barlow left guard for 2 yards (tackle by David Barrett and Ronald McKinnon),2.260,1.980
4,3:48,2,8,ARI 48,28,38,Jeff Garcia left end for 13 yards (tackle by David Barrett and Kwamie Lassiter),1.980,3.250
4,3:03,1,10,ARI 35,28,38,Kevan Barlow middle for -2 yards (tackle by Ronald McKinnon),3.250,2.430
4,2:56,1,10,ARI 35,,,Timeout #3 by Arizona Cardinals,3.250,2.430
4,2:56,2,12,ARI 37,28,38,Jeff Garcia pass complete to Terrell Owens for 19 yards (tackle by Coby Rhinehart),2.430,4.370
4,2:50,1,10,ARI 18,28,38,Kevan Barlow middle for -1 yards (tackle by Kwamie Lassiter),4.370,3.670
4,2:08,2,11,ARI 19,28,38,Kevan Barlow middle for 3 yards (tackle by Marcus Bell),3.670,3.300
4,2:00,3,8,ARI 16,28,38,Jeff Garcia pass incomplete intended for Terrell Owens,3.300,2.380
4,1:56,4,8,ARI 16,28,38,Jeff Garcia pass complete to Terrell Owens for 13 yards (tackle by Justin Lucas and Adrian Wilson),2.380,6.510
4,1:09,1,3,ARI 3,28,38,Jeff Garcia kneels for -1 yards,6.510,5.340
4,0:38,2,4,ARI 4,28,38,Jeff Garcia kneels for -1 yards,5.340,4.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
