Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
1,8:56,1,10,BUF 28,0,0,Drew Bledsoe pass complete to Eric Moulds for 14 yards (tackle by Todd Lyght),0.810,1.730
1,8:19,1,10,BUF 42,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Corey Harris),1.730,1.190
1,8:13,2,10,BUF 42,0,0,Travis Henry left tackle for 4 yards (tackle by Corey Harris),1.190,1.030
1,7:31,3,6,BUF 46,0,0,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Todd Lyght: Defensive Pass Interference, 13 yards (no play)",1.030,2.850
1,7:26,1,10,DET 41,0,0,Travis Henry left tackle for 1 yard (tackle by Kelvin Pritchett),2.850,2.440
1,6:45,2,9,DET 40,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds,2.440,1.750
1,6:38,3,9,DET 40,0,0,Drew Bledsoe sacked by Kalimba Edwards for -6 yards,1.750,0.200
1,6:11,4,15,DET 46,0,0,Brian Moorman punts 42 yards,0.200,0.380
1,6:00,1,10,DET 4,0,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-0.380,-0.780
1,5:55,2,10,DET 4,0,0,James Stewart middle for 2 yards (tackle by Pierson Prioleau and Eddie Robinson),-0.780,-1.190
1,5:14,3,8,DET 6,0,0,Joey Harrington pass complete to Cory Schlesinger for 4 yards (tackle by Chris Watson),-1.190,-2.490
1,4:37,4,4,DET 10,0,0,"John Jett punts 42 yards, returned by Charlie Rogers for 5 yards",-2.490,-2.460
1,4:25,1,10,DET 47,0,0,Drew Bledsoe pass complete to Eric Moulds for 42 yards (tackle by Todd Lyght),2.460,6.060
1,3:41,1,5,DET 5,0,6,"Travis Henry right tackle for 5 yards, touchdown",6.060,7.000
1,3:41,,,DET 5,0,7,Mike Hollis kicks extra point good,0.000,0.000
1,3:41,,,BUF 30,0,7,"Mike Hollis kicks off 46 yards, returned by Desmond Howard for 13 yards (tackle by Kevin Thomas)",0.000,1.400
1,3:35,1,10,DET 37,0,7,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Aaron Schobel),1.400,0.860
1,3:32,2,10,DET 37,0,7,James Stewart middle for 12 yards (tackle by Coy Wire),0.860,2.190
1,2:57,1,10,DET 49,0,7,James Stewart left tackle for 1 yard (tackle by Aaron Schobel),2.190,1.780
1,2:14,2,9,,0,7,Joey Harrington pass complete to Az-Zahir Hakim for 1 yard (tackle by Jason Bostic),1.780,1.220
1,1:33,3,8,BUF 49,0,7,Joey Harrington pass complete to Mikhael Ricks for 12 yards (tackle by Eddie Robinson and Chris Watson),1.220,3.120
1,0:55,1,10,BUF 37,0,7,James Stewart middle for 2 yards (tackle by Pierson Prioleau),3.120,2.840
1,0:10,2,8,BUF 35,0,7,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Eddie Robinson),2.840,2.150
1,0:03,3,8,BUF 35,0,7,Joey Harrington pass incomplete intended for Az-Zahir Hakim,2.150,0.970
Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,BUF 35,0,7,"John Jett punts 18 yards, fair catch by Charlie Rogers",0.970,0.060
2,14:52,1,10,BUF 17,0,7,Drew Bledsoe pass complete to Eric Moulds for 13 yards,-0.060,0.940
2,14:19,1,10,BUF 30,0,7,Travis Henry right tackle for -7 yards (tackle by Chris Cash and Shaun Rogers),0.940,-0.550
2,13:49,2,17,BUF 23,0,7,Drew Bledsoe pass complete to Travis Henry for 12 yards (tackle by James Hall),-0.550,0.370
2,13:06,3,5,BUF 35,0,7,Drew Bledsoe pass complete to Josh Reed for 13 yards (tackle by Andre' Goodman),0.370,2.130
2,12:24,1,10,BUF 48,0,7,Travis Henry right guard for 5 yards (tackle by Chris Cash and James Hall),2.130,2.260
2,11:41,2,5,DET 47,0,7,Drew Bledsoe pass complete to Peerless Price for 4 yards (tackle by Barrett Green),2.260,2.080
2,10:39,3,1,DET 43,0,7,Joe Burns left guard for no gain (tackle by James Hall and Jared DeVries),2.080,0.400
2,10:39,4,1,DET 43,0,7,"Penalty on BUF: Delay of Game, 5 yards (no play)",0.400,0.070
2,9:15,4,6,DET 48,0,7,"Brian Moorman punts 48 yards, touchback",0.070,-0.280
2,9:05,1,10,DET 20,0,7,"Joey Harrington pass incomplete intended for Az-Zahir Hakim. Penalty on DET: Illegal Substitution (Offsetting), Penalty on BUF: Defensive 12 On-field (Offsetting) (no play)",0.280,0.280
2,9:02,1,10,DET 20,0,7,James Stewart middle for 2 yards (tackle by Pat Williams),0.280,0.000
2,8:25,2,8,DET 22,0,7,Joey Harrington pass incomplete intended for Germane Crowell,0.000,-0.690
2,8:20,3,8,DET 22,0,7,Joey Harrington pass complete to Mikhael Ricks for 17 yards (tackle by Eddie Robinson),-0.690,1.530
2,7:39,1,10,DET 39,0,7,Joey Harrington pass complete to Germane Crowell for 14 yards (tackle by London Fletcher),1.530,2.460
2,7:10,1,10,DET 39,,,Timeout #1 by Buffalo Bills,1.530,2.460
2,7:09,1,10,BUF 47,0,7,Joey Harrington pass complete to Bill Schroeder for 22 yards (tackle by Nate Clements),2.460,3.910
2,6:33,1,10,BUF 25,0,7,James Stewart for 17 yards,3.910,5.370
2,6:02,1,8,BUF 8,0,7,James Stewart right guard for no gain (tackle by Aaron Schobel and Pierson Prioleau),5.370,4.570
2,5:16,2,8,BUF 8,0,7,"Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Pierson Prioleau). Penalty on Dominic Raiola: Chop Block, 15 yards (no play)",4.570,2.600
2,5:10,2,23,BUF 23,6,7,"Joey Harrington pass complete to Az-Zahir Hakim for 23 yards, touchdown",2.600,7.000
2,5:10,,,BUF 23,7,7,Jason Hanson kicks extra point good,0.000,0.000
2,5:10,,,DET 30,7,7,"Jason Hanson kicks off 50 yards, muffed catch by Charlie Rogers, recovered by Chris Cash and returned for no gain",0.000,-4.110
2,5:01,1,10,BUF 22,7,7,Joey Harrington pass complete to James Stewart for 5 yards,4.110,4.290
2,4:33,2,5,BUF 17,7,7,James Stewart middle for 15 yards (tackle by Coy Wire and Ahmad Brooks),4.290,6.740
2,3:52,1,2,BUF 2,7,7,James Stewart right guard for no gain (tackle by Kendrick Office and Pat Williams),6.740,5.720
2,3:11,2,2,BUF 2,7,7,Joey Harrington pass incomplete intended for Mikhael Ricks,5.720,4.950
2,3:05,2,2,BUF 2,,,Timeout #1 by Detroit Lions,5.720,4.950
2,3:05,3,2,BUF 2,13,7,"James Stewart right guard for 2 yards, touchdown",4.950,7.000
2,3:05,,,BUF 2,14,7,Jason Hanson kicks extra point good,0.000,0.000
2,3:05,,,DET 30,14,7,"Jason Hanson kicks off 63 yards, returned by Charlie Rogers for 20 yards (tackle by Chris Cash)",0.000,0.740
2,2:54,1,10,BUF 27,14,7,Drew Bledsoe pass complete to Phillip Crosby for 6 yards (tackle by Chris Cash and Donte Curry),0.740,1.010
2,2:23,2,4,BUF 33,14,7,Travis Henry middle for 1 yard (tackle by Chris Claiborne and Kelvin Pritchett),1.010,0.430
2,2:00,3,3,BUF 34,14,7,Drew Bledsoe pass complete to Jay Riemersma for 9 yards (tackle by Jeff Gooch and Corey Harris). Penalty on Corey Harris: Defensive Holding (Declined),0.430,1.800
2,1:52,1,10,BUF 43,14,7,"Drew Bledsoe pass complete to Peerless Price for 24 yards (tackle by Eric Davis). Penalty on Trey Teague: Face Mask (15 Yards), 15 yards (no play)",1.800,0.810
2,1:42,1,25,BUF 28,14,7,Drew Bledsoe pass complete to Eric Moulds for 8 yards (tackle by Todd Lyght),0.810,0.310
2,1:18,2,17,BUF 36,14,7,"Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Todd Lyght). Penalty on Todd Lyght: Illegal Contact, 5 yards (no play)",0.310,1.660
2,1:15,1,10,BUF 41,14,13,"Drew Bledsoe pass complete to Peerless Price for 59 yards, touchdown",1.660,7.000
2,1:15,1,10,BUF 41,,,Timeout #2 by Buffalo Bills,1.660,0.000
2,1:15,,,DET 41,14,14,Mike Hollis kicks extra point good,0.000,0.000
2,1:15,,,BUF 30,14,14,"Mike Hollis kicks off 58 yards, returned by Desmond Howard for 18 yards (tackle by Anthony Denman)",0.000,0.940
2,0:57,1,10,DET 30,14,14,James Stewart middle for 7 yards (tackle by Chidi Ahanotu and Eddie Robinson),0.940,1.340
2,0:38,2,3,DET 37,14,14,Joey Harrington pass complete to James Stewart for 9 yards (tackle by London Fletcher),1.340,1.990
2,0:30,2,3,DET 37,,,Timeout #2 by Detroit Lions,1.340,1.990
2,0:29,1,10,DET 46,14,14,Joey Harrington pass incomplete intended for James Stewart,1.990,1.450
2,0:24,2,10,DET 46,14,14,Joey Harrington pass complete to James Stewart for 4 yards (tackle by Kevin Thomas),1.450,1.290
2,0:15,2,10,DET 46,,,Timeout #3 by Detroit Lions,1.450,1.290
2,0:15,3,6,,14,14,"Joey Harrington pass incomplete intended for Scotty Anderson. Penalty on Coy Wire: Defensive Pass Interference, 6 yards (no play)",1.290,2.650
2,0:12,1,10,BUF 44,14,14,Joey Harrington pass incomplete intended for James Stewart,2.650,2.110
2,0:06,2,10,BUF 44,14,14,Joey Harrington pass incomplete intended for Az-Zahir Hakim is intercepted by Chris Watson at BUF-10,2.110,0.000
Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,14,14,"Mike Hollis kicks off 58 yards, returned by Desmond Howard for 12 yards (tackle by Ahmad Brooks)",0.000,0.540
3,14:55,1,10,DET 24,14,14,Joey Harrington pass incomplete intended for Mikhael Ricks,0.540,0.000
3,14:50,2,10,DET 24,14,14,James Stewart left guard for 1 yard (tackle by Ron Edwards and Eddie Robinson),0.000,-0.560
3,14:09,3,9,DET 25,14,14,Joey Harrington pass incomplete intended for Scotty Anderson (defended by Pierson Prioleau),-0.560,-1.700
3,14:00,4,9,DET 25,14,14,"John Jett punts 23 yards, out of bounds",-1.700,-2.390
3,13:53,1,10,DET 48,14,14,"Drew Bledsoe pass complete to Peerless Price for 7 yards (tackle by Barrett Green). Penalty on Todd Lyght: Illegal Contact, 5 yards (no play)",2.390,2.720
3,13:32,1,10,DET 43,14,14,Drew Bledsoe pass complete to Peerless Price for 19 yards (tackle by Chris Cash),2.720,3.970
3,12:47,1,10,DET 24,14,14,Drew Bledsoe pass complete to Sammy Morris for 16 yards (tackle by Todd Lyght),3.970,5.370
3,12:00,1,8,DET 8,14,14,Drew Bledsoe sacked by Luther Elliss and Kalimba Edwards for -8 yards,5.370,3.340
3,11:27,2,16,DET 16,14,14,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Chris Cash),3.340,2.850
3,11:20,3,16,DET 16,14,14,Drew Bledsoe pass incomplete intended for Jay Riemersma (defended by Corey Harris),2.850,2.380
3,11:14,4,16,DET 16,14,17,Mike Hollis 33 yard field goal good,2.380,3.000
3,11:14,,,BUF 30,14,17,"Mike Hollis kicks off 67 yards, returned by Desmond Howard for 25 yards (tackle by Coy Wire)",0.000,0.810
3,11:01,1,10,DET 28,14,17,James Stewart right tackle for 2 yards (tackle by Nate Clements and Coy Wire),0.810,0.530
3,10:20,2,8,DET 30,14,17,Joey Harrington pass incomplete intended for James Stewart,0.530,-0.160
3,10:14,3,8,DET 30,14,17,Joey Harrington pass complete to Cory Schlesinger for 11 yards (tackle by Chris Watson and Pierson Prioleau),-0.160,1.660
3,9:31,1,10,DET 41,14,17,Joey Harrington pass complete to James Stewart for 10 yards (tackle by London Fletcher and Jason Bostic),1.660,2.320
3,8:59,1,10,BUF 49,14,17,James Stewart middle for 1 yard (tackle by London Fletcher),2.320,1.920
3,8:10,2,9,BUF 48,14,17,James Stewart middle for 4 yards (tackle by Eddie Robinson and London Fletcher),1.920,1.750
3,7:28,3,5,BUF 44,14,17,James Stewart middle for 4 yards (tackle by London Fletcher),1.750,0.590
3,6:48,4,1,BUF 40,14,17,Joey Harrington pass incomplete intended for Cory Schlesinger (defended by Eddie Robinson),0.590,-1.600
3,6:40,1,10,BUF 40,14,17,Travis Henry right tackle for 7 yards (tackle by Donte Curry),1.600,2.000
3,6:07,2,3,BUF 47,14,17,Drew Bledsoe pass complete to Jay Riemersma for 9 yards (tackle by Barrett Green),2.000,2.650
3,5:32,1,10,DET 44,14,17,Travis Henry left tackle for 9 yards (tackle by Eric Davis),2.650,3.330
3,5:19,2,1,DET 35,14,17,Drew Bledsoe pass incomplete intended for Travis Henry,3.330,2.610
3,5:12,3,1,DET 35,14,17,Drew Bledsoe pass incomplete intended for Larry Centers,2.610,1.000
3,5:07,3,1,DET 35,,,Timeout #1 by Buffalo Bills,2.610,1.000
3,5:07,4,1,DET 35,14,17,Drew Bledsoe middle for 4 yards (tackle by Chris Claiborne and Barrett Green),1.000,3.510
3,4:26,1,10,DET 31,14,17,Drew Bledsoe right end for 8 yards (tackle by Donte Curry),3.510,4.050
3,3:56,2,2,DET 23,14,17,Travis Henry left tackle for 1 yard (tackle by James Hall and Luther Elliss),4.050,3.470
3,3:11,3,1,DET 22,14,17,"Drew Bledsoe pass complete to Eric Moulds for 6 yards (tackle by Todd Lyght). Penalty on Todd Lyght: Unnecessary Roughness, 8 yards",3.470,5.370
3,2:46,1,8,DET 8,14,17,Travis Henry middle for 3 yards (tackle by Chris Claiborne and Jeff Gooch),5.370,5.150
3,2:07,2,5,DET 5,14,23,"Travis Henry left tackle for 5 yards, touchdown",5.150,7.000
3,2:07,,,DET 5,14,24,Mike Hollis kicks extra point good,0.000,0.000
3,2:07,,,BUF 30,14,24,"Mike Hollis kicks off 60 yards, out of bounds",0.000,1.600
3,2:02,1,10,DET 40,14,24,"Penalty on Jeff Backus: False Start, 5 yards (no play)",1.600,1.270
3,2:02,1,15,DET 35,14,24,James Stewart left guard for no gain (tackle by Pat Williams),1.270,0.380
3,1:23,2,15,DET 35,14,24,Joey Harrington pass incomplete intended for Cory Schlesinger,0.380,-0.300
3,1:18,3,15,DET 35,14,24,Joey Harrington pass incomplete intended for James Stewart (defended by Eddie Robinson),-0.300,-1.040
3,1:12,4,15,DET 35,14,24,"John Jett punts 38 yards, returned by Charlie Rogers for 4 yards (tackle by Donte Curry)",-1.040,-1.000
3,1:01,1,10,BUF 31,14,24,Drew Bledsoe pass complete to Eric Moulds for 6 yards (tackle by Todd Lyght),1.000,1.270
3,0:34,2,4,BUF 37,14,24,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Todd Lyght and Corey Harris),1.270,1.860
Quarter,Time,Down,ToGo,Location,DET,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 44,14,24,"Travis Henry left guard for 10 yards (tackle by Eric Davis and Chris Claiborne). Penalty on Trey Teague: Offensive Holding, 10 yards (no play)",1.860,1.200
4,14:39,1,20,BUF 34,14,24,Travis Henry left tackle for 10 yards (tackle by Chris Cash and Kalimba Edwards),1.200,1.320
4,13:52,2,10,BUF 44,14,24,Drew Bledsoe pass incomplete intended for Eric Moulds,1.320,0.630
4,13:47,2,10,BUF 44,,,Timeout #2 by Buffalo Bills,1.320,0.630
4,13:47,3,10,BUF 44,14,24,Drew Bledsoe pass incomplete intended for Peerless Price,0.630,-0.460
4,13:40,4,10,BUF 44,14,24,"Brian Moorman punts 13 yards, out of bounds",-0.460,-1.800
4,13:32,1,10,DET 43,14,24,James Stewart middle for 1 yard (tackle by Pat Williams and Coy Wire),1.800,1.390
4,13:00,2,9,DET 44,14,24,Joey Harrington pass complete to James Stewart for -2 yards (tackle by London Fletcher),1.390,0.430
4,12:15,3,11,DET 42,14,24,Joey Harrington pass incomplete,0.430,-0.590
4,12:09,4,11,DET 42,14,24,John Jett punts 46 yards,-0.590,0.350
4,11:56,1,10,BUF 12,14,24,Drew Bledsoe pass complete to Phillip Crosby for 8 yards,-0.350,0.290
4,11:26,2,2,BUF 20,14,24,"Penalty on Shaun Rogers: Neutral Zone Infraction (Declined), Penalty on Luther Elliss: Unnecessary Roughness (Declined), Penalty on Barrett Green: Personal Foul, 15 yards (no play)",0.290,1.270
4,11:23,1,10,BUF 35,14,24,Drew Bledsoe pass incomplete intended for Eric Moulds,1.270,0.720
4,11:19,2,10,BUF 35,14,24,Drew Bledsoe sacked by Robert Porcher for -9 yards,0.720,-1.150
4,10:46,3,19,BUF 26,14,24,"Penalty on Marcus Price: False Start, 5 yards (no play)",-1.150,-1.810
4,10:23,3,24,BUF 21,14,24,Drew Bledsoe pass complete to Josh Reed for 5 yards (tackle by Jimmy Wyrick),-1.810,-1.630
4,9:43,4,19,BUF 26,14,24,Brian Moorman punts 48 yards,-1.630,-0.670
4,9:30,1,10,DET 26,14,24,Joey Harrington pass complete to James Stewart for 9 yards (tackle by Coy Wire),0.670,1.350
4,8:56,2,1,DET 35,14,24,Joey Harrington pass incomplete (defended by Pat Williams),1.350,0.630
4,8:50,3,1,DET 35,14,24,James Stewart middle for 1 yard (tackle by London Fletcher and DaShon Polk),0.630,1.330
4,8:09,1,10,DET 36,14,24,Joey Harrington pass incomplete intended for Az-Zahir Hakim,1.330,0.790
4,8:03,2,10,DET 36,14,24,James Stewart right tackle for 1 yard (tackle by Pierson Prioleau and Jason Bostic),0.790,0.230
4,7:21,3,9,DET 37,14,24,Joey Harrington pass incomplete intended for Germane Crowell,0.230,-0.910
4,7:16,4,9,DET 37,14,24,"John Jett punts 32 yards, fair catch by Charlie Rogers",-0.910,-1.000
4,7:08,1,10,BUF 31,14,24,Travis Henry middle for -3 yards (tackle by Kelvin Pritchett),1.000,0.060
4,6:23,2,13,BUF 28,14,24,Drew Bledsoe pass incomplete intended for Larry Centers,0.060,-0.630
4,6:17,3,13,BUF 28,14,24,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Chris Cash),-0.630,-1.500
4,6:11,4,13,BUF 28,14,24,"Brian Moorman punts 36 yards, returned by Az-Zahir Hakim for 1 yard (tackle by Sammy Morris)",-1.500,-1.400
4,6:01,1,10,DET 37,14,24,Joey Harrington pass complete to James Stewart for 11 yards (tackle by London Fletcher),1.400,2.130
4,5:14,1,10,DET 48,14,24,Joey Harrington pass complete to James Stewart for 7 yards (tackle by Coy Wire),2.130,2.530
4,4:42,2,3,BUF 45,14,24,Joey Harrington pass complete to Bill Schroeder for 24 yards (tackle by Nate Clements),2.530,4.170
4,4:03,1,10,BUF 21,14,24,Joey Harrington pass incomplete intended for Bill Schroeder,4.170,3.630
4,3:57,2,10,BUF 21,14,24,James Stewart middle for 4 yards (tackle by Eddie Robinson and Pat Williams),3.630,3.460
4,3:18,3,6,BUF 17,14,24,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Chris Watson),3.460,2.340
4,3:12,4,6,BUF 17,17,24,Jason Hanson 35 yard field goal good,2.340,3.000
4,3:12,,,DET 30,17,24,"Jason Hanson kicks off 66 yards, returned by Charlie Rogers for 23 yards (tackle by Stephen Trejo)",0.000,0.740
4,3:00,1,10,BUF 27,17,24,"Travis Henry left tackle for 2 yards. Travis Henry fumbles, recovered by Chris Claiborne at BUF-29",0.740,-3.640
4,2:47,1,10,BUF 29,17,24,James Stewart left tackle for no gain (tackle by Coy Wire and Aaron Schobel),3.640,3.100
4,2:10,2,10,BUF 29,17,24,Joey Harrington pass complete to Germane Crowell for 8 yards (tackle by DaShon Polk),3.100,3.470
4,2:04,3,2,BUF 21,17,24,Joey Harrington pass complete to Germane Crowell for 1 yard (tackle by Jason Bostic),3.470,2.270
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
4,1:58,4,1,BUF 20,17,24,James Stewart middle for no gain (tackle by London Fletcher and Eddie Robinson),2.270,-0.280
4,1:52,1,10,BUF 20,17,24,Travis Henry left tackle for 1 yard (tackle by Chris Claiborne),0.280,-0.130
4,1:46,1,10,BUF 20,,,Timeout #2 by Detroit Lions,0.280,-0.130
4,1:46,2,9,BUF 21,17,24,Travis Henry right tackle for 2 yards (tackle by Chris Claiborne),-0.130,-0.560
4,1:40,2,9,BUF 21,,,Timeout #3 by Detroit Lions,-0.130,-0.560
4,1:40,3,7,BUF 23,17,24,Drew Bledsoe pass complete to Eric Moulds for 12 yards (tackle by Todd Lyght),-0.560,1.270
4,0:57,1,10,BUF 35,17,24,Drew Bledsoe kneels for -1 yards,1.270,0.590
4,0:16,2,11,BUF 34,17,24,Drew Bledsoe kneels for -1 yards,0.590,-0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
