Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 67 yards, returned by Johnny Holton for 13 yards (tackle by L.J. Fort and Justin Bethel)",0.000,-0.370
1,14:56,1,10,PIT 11,0,0,Mason Rudolph pass complete short left to JuJu Smith-Schuster for 2 yards (tackle by Brandon Carr),-0.370,-0.630
1,14:20,2,8,PIT 13,0,0,Mason Rudolph pass complete short middle to JuJu Smith-Schuster for -4 yards (tackle by Patrick Onwuasor),-0.630,-1.650
1,13:41,3,12,PIT 9,0,0,"Penalty on Maurkice Pouncey: False Start, 4 yards (no play)",-1.650,-2.120
1,13:27,3,16,PIT 5,0,0,Mason Rudolph pass complete short middle to Vance McDonald for 11 yards (tackle by Earl Thomas and Patrick Onwuasor),-2.120,-2.390
1,12:47,4,5,PIT 16,0,0,"Jordan Berry punts 45 yards, returned by Cyrus Jones for 2 yards (tackle by Tyler Matakevich)",-2.390,-1.660
1,12:37,1,10,BAL 41,0,0,Lamar Jackson right tackle for 8 yards (tackle by Terrell Edmunds),1.660,2.200
1,12:15,2,2,BAL 49,0,0,Mark Ingram right tackle for 14 yards (tackle by Joe Haden),2.200,3.120
1,11:38,1,10,PIT 37,0,0,Mark Ingram up the middle for no gain (tackle by Devin Bush and Stephon Tuitt),3.120,2.570
1,10:59,2,10,PIT 37,0,0,Lamar Jackson right end for 2 yards (tackle by Joe Haden),2.570,2.150
1,10:21,3,8,PIT 35,0,0,Lamar Jackson pass complete short middle to Mark Andrews for 10 yards (tackle by Kameron Kelly and Minkah Fitzpatrick),2.150,3.910
1,9:43,1,10,PIT 25,0,0,"Penalty on T.J. Watt: Neutral Zone Infraction, 5 yards (no play)",3.910,4.640
1,9:20,1,5,PIT 20,0,0,Lamar Jackson left tackle for 8 yards (tackle by Steven Nelson),4.640,4.780
1,8:45,1,10,PIT 12,0,0,Gus Edwards left guard for 2 yards (tackle by T.J. Watt),4.780,4.450
