Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mark Ingram,BAL,19,44,1,4,13,0.7,31,1.6,0,
Lamar Jackson,BAL,14,70,0,4,60,4.3,10,0.7,0,
Gus Edwards,BAL,5,17,0,3,7,1.4,10,2.0,0,
Justice Hill,BAL,2,7,0,,1,0.5,6,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,PIT,14,55,1,2,18,1.3,37,2.6,0,
Jaylen Samuels,PIT,3,2,0,0,-2,-0.7,4,1.3,0,
Devlin Hodges,PIT,2,20,0,1,20,10.0,0,0.0,0,
