Quarter,Time,Tm,Detail,CHI,GNB
2.0,12:56,Packers,Mason Crosby 48 yard field goal,0,3
,1:50,Packers,Tom Crabtree 27 yard pass from Tim Masthay (Mason Crosby kick),0,10
,0:00,Packers,Mason Crosby 35 yard field goal,0,13
3.0,8:49,Bears,Robbie Gould 45 yard field goal,3,13
4.0,11:38,Packers,Mason Crosby 54 yard field goal,3,16
,11:17,Packers,Donald Driver 26 yard pass from Aaron Rodgers (Mason Crosby kick),3,23
,6:49,Bears,Kellen Davis 21 yard pass from Jay Cutler (Robbie Gould kick),10,23
