Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1,8:55,1,10,CHI 49,7,0,Matthew Stafford pass complete short middle to Calvin Johnson for 20 yards (tackle by Chris Conte and Jonathan Bostic),2.320,3.640
1,8:15,1,10,CHI 29,7,0,Joique Bell left end for -1 yards (tackle by Jonathan Bostic),3.640,2.970
1,7:37,2,11,CHI 30,7,0,Matthew Stafford pass complete short left to Brandon Pettigrew for 2 yards (tackle by Kyle Fuller),2.970,2.540
1,7:01,3,9,CHI 28,7,0,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,2.540,1.590
1,6:56,4,9,CHI 28,7,3,Matt Prater 46 yard field goal good,1.590,3.000
1,6:56,,,DET 35,7,3,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
1,6:51,1,10,CHI 20,7,3,"Jay Cutler pass incomplete deep left intended for Alshon Jeffery. Penalty on Rashean Mathis: Illegal Contact, 5 yards (no play)",0.280,0.610
1,6:45,1,10,CHI 25,7,3,Ka'Deem Carey left end for 3 yards (tackle by James Ihedigbo),0.610,0.470
1,6:01,2,7,CHI 28,7,3,Jay Cutler pass complete short right to Alshon Jeffery for 6 yards (tackle by Glover Quin),0.470,0.560
1,5:37,3,1,CHI 34,7,3,Matt Forte right tackle for no gain (tackle by George Johnson),0.560,-1.110
1,4:38,4,1,CHI 34,7,3,Pat O'Donnell punts 61 yards,-1.110,0.380
1,4:26,1,10,DET 5,7,3,"Penalty on Ego Ferguson: Encroachment, 5 yards (no play)",-0.380,-0.190
1,4:26,1,5,DET 10,7,3,"Matthew Stafford sacked by Jared Allen for -6 yards. Matthew Stafford fumbles (forced by Jared Allen), recovered by Jared Allen at DET-5 (tackle by Matthew Stafford)",-0.190,-6.060
1,4:18,1,5,DET 5,7,3,Matt Forte up the middle for -1 yards (tackle by Ezekiel Ansah),6.060,4.950
1,3:42,2,6,DET 6,13,3,"Jay Cutler pass complete short middle to Alshon Jeffery for 6 yards, touchdown",4.950,7.000
1,3:42,,,DET 2,14,3,Robbie Gould kicks extra point good,0.000,0.000
1,3:42,,,CHI 35,14,3,"Robbie Gould kicks off 70 yards, returned by Jeremy Ross for 27 yards (tackle by Christian Jones)",0.000,-0.410
1,3:25,1,10,DET 22,14,3,Matthew Stafford pass complete short right to Eric Ebron for 6 yards (tackle by Ryan Mundy),0.410,0.680
1,2:55,2,4,DET 28,14,3,Joique Bell up the middle for 5 yards (tackle by D.J. Williams),0.680,1.140
1,2:11,1,10,DET 33,14,3,Matthew Stafford pass complete short middle to Joique Bell for 6 yards (tackle by Ryan Mundy),1.140,1.400
1,1:29,2,4,DET 39,14,3,Matthew Stafford pass complete short right to Calvin Johnson for 7 yards (tackle by Kyle Fuller),1.400,1.990
1,0:54,1,10,DET 46,14,3,Matthew Stafford pass complete short right to Calvin Johnson for 15 yards (tackle by Kyle Fuller),1.990,2.980
1,0:17,1,10,CHI 39,14,3,"Theo Riddick right tackle for 1 yard (tackle by Kyle Fuller). Penalty on Dominic Raiola: Offensive Holding, 10 yards (no play)",2.980,2.320
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,CHI 49,14,3,Matthew Stafford pass complete short left to Corey Fuller for 21 yards (tackle by Brock Vereen),2.320,3.710
2,14:15,1,10,CHI 28,14,3,Matthew Stafford pass complete short left to Eric Ebron for 4 yards (tackle by Ryan Mundy),3.710,3.710
2,13:44,2,6,CHI 24,14,3,Joique Bell up the middle for -1 yards (tackle by Stephen Paea),3.710,2.870
2,13:01,3,7,CHI 25,14,9,"Matthew Stafford pass complete deep left to Calvin Johnson for 25 yards, touchdown",2.870,7.000
2,13:01,,,CHI 2,14,10,Matt Prater kicks extra point good,0.000,0.000
2,13:01,,,DET 35,14,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,12:54,1,10,CHI 20,14,10,Jay Cutler pass complete short right to Matt Forte for 7 yards (tackle by Tahir Whitehead),0.280,0.680
2,12:17,2,3,CHI 27,14,10,Matt Forte left end for 2 yards (tackle by DeAndre Levy),0.680,0.230
2,11:30,3,1,CHI 29,14,10,Jay Cutler pass complete short left to Alshon Jeffery for 2 yards (tackle by Rashean Mathis),0.230,1.000
2,11:00,1,10,CHI 31,14,10,Jay Cutler pass incomplete deep left intended for Brandon Marshall,1.000,1.000
2,10:54,1,10,CHI 31,14,10,Timeout #1 by Chicago Bears,1.000,0.460
2,10:54,2,10,CHI 31,14,10,Jay Cutler pass complete short right to Martellus Bennett for 11 yards (tackle by Ashlee Palmer and Darius Slay),0.460,1.730
2,10:24,1,10,CHI 42,14,10,Ka'Deem Carey up the middle for 5 yards (tackle by DeAndre Levy),1.730,1.860
2,9:48,2,5,CHI 47,14,10,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by George Johnson),1.860,1.160
2,9:42,3,5,CHI 47,14,10,Jay Cutler pass complete short right to Brandon Marshall for 10 yards (tackle by Darius Slay),1.160,2.720
2,9:11,1,10,DET 43,14,10,Jay Cutler pass complete short right to Alshon Jeffery for 1 yard (tackle by Darius Slay),2.720,2.310
2,8:32,2,9,DET 42,14,10,"Jay Cutler pass complete short left to Martellus Bennett for 22 yards (tackle by Ashlee Palmer). Penalty on Roberto Garza: Offensive Holding, 10 yards (no play)",2.310,0.960
2,8:09,2,19,CHI 48,14,10,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Cassius Vaughn),0.960,0.300
2,8:00,3,19,CHI 48,14,10,Jay Cutler pass incomplete short middle intended for Brandon Marshall,0.300,-0.190
2,7:54,4,19,CHI 48,14,10,"Pat O'Donnell punts 38 yards, fair catch by Jeremy Ross",-0.190,0.280
2,7:46,1,10,DET 14,14,10,Matthew Stafford pass complete short right to Calvin Johnson for 11 yards (tackle by Kyle Fuller),-0.280,0.610
2,7:15,1,10,DET 25,14,10,Matthew Stafford pass complete short right to Golden Tate for 19 yards (tackle by Ryan Mundy),0.610,1.860
2,6:45,1,10,DET 44,14,10,Joique Bell left tackle for 5 yards (tackle by Christian Jones and Brock Vereen),1.860,1.990
2,6:02,2,5,DET 49,14,10,Matthew Stafford pass incomplete short right intended for Golden Tate,1.990,1.290
2,5:59,3,5,DET 49,14,10,Matthew Stafford pass complete deep middle to Jeremy Ross for 31 yards (tackle by Brock Vereen and Demontre Hurst),1.290,4.240
2,5:17,1,10,CHI 20,14,10,"Matthew Stafford pass complete short right to Golden Tate for 4 yards (tackle by Tim Jennings). Penalty on Tim Jennings: Unnecessary Roughness, 8 yards",4.240,5.370
2,4:56,1,8,CHI 8,14,10,Matthew Stafford pass complete short left to Golden Tate for 3 yards (tackle by Jonathan Bostic),5.370,5.150
2,4:15,2,5,CHI 5,14,10,"Joique Bell up the middle for 5 yards. Penalty on LaAdrian Waddle: Offensive Holding, 10 yards (no play)",5.150,3.460
2,4:10,2,15,CHI 15,14,10,Matthew Stafford pass complete short left to Theo Riddick for 14 yards (tackle by Jonathan Bostic),3.460,5.170
2,3:29,3,1,CHI 1,14,10,Matthew Stafford pass incomplete short right intended for Joseph Fauria,5.170,3.550
2,3:23,4,1,CHI 1,14,16,"Joique Bell left tackle for 1 yard, touchdown",3.550,7.000
2,3:23,,,CHI 2,14,17,Matt Prater kicks extra point good,0.000,0.000
2,3:23,,,DET 35,14,17,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,3:18,1,10,CHI 20,14,17,Jay Cutler pass complete short middle to Matt Forte for -2 yards (tackle by DeAndre Levy),0.280,-0.630
2,2:47,2,12,CHI 18,14,17,"Jay Cutler pass complete short right to Matt Forte for 3 yards (tackle by DeAndre Levy). Penalty on Roberto Garza: Offensive Holding, 9 yards (no play)",-0.630,-1.580
2,2:35,2,21,CHI 9,14,17,Matt Forte right end for 3 yards (tackle by Tahir Whitehead),-1.580,-2.360
2,2:00,3,18,CHI 12,14,17,Jay Cutler pass complete short right to Matt Forte for 11 yards (tackle by DeAndre Levy),-2.360,-2.360
2,1:55,3,18,CHI 12,14,17,Timeout #1 by Detroit Lions,-2.360,-1.830
2,1:55,4,7,CHI 23,14,17,"Pat O'Donnell punts 43 yards, returned by Jeremy Ross for 4 yards (tackle by Senorise Perry). Jeremy Ross fumbles (forced by Senorise Perry), recovered by Jeremy Ross at DET-36",-1.830,-1.330
2,1:45,1,10,DET 36,14,17,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Christian Jones),1.330,2.010
2,1:24,2,1,DET 45,14,17,Matthew Stafford pass complete short middle to Theo Riddick for 19 yards (tackle by Kyle Fuller),2.010,3.180
2,0:59,1,10,CHI 36,14,17,Matthew Stafford pass complete short right to Calvin Johnson for 6 yards (tackle by Ryan Mundy),3.180,3.450
2,0:34,2,4,CHI 30,14,17,Matthew Stafford pass complete deep left to Golden Tate for 24 yards (tackle by Jonathan Bostic),3.450,3.450
2,0:28,2,4,CHI 30,14,17,Timeout #2 by Detroit Lions,3.450,5.830
2,0:28,1,6,CHI 6,14,23,"Matthew Stafford pass complete short left to Calvin Johnson for 6 yards, touchdown",5.830,7.000
2,0:28,,,CHI 2,14,24,Matt Prater kicks extra point good,0.000,0.000
2,0:28,,,DET 35,14,24,"Sam Martin kicks off 72 yards, returned by Marc Mariani for 24 yards (tackle by Mohammed Seisay)",0.000,0.060
2,0:19,1,10,CHI 17,14,24,Jay Cutler kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,24,"Sam Martin kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CHI 20,14,24,Jay Cutler pass complete short right to Brandon Marshall for 1 yard (tackle by Darius Slay),0.280,-0.130
3,14:37,2,9,CHI 21,14,24,Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Darius Slay and Glover Quin),-0.130,-0.300
3,13:42,3,5,CHI 25,14,24,Jay Cutler pass complete short left to Martellus Bennett for 12 yards (tackle by Glover Quin),-0.300,1.400
3,13:06,1,10,CHI 37,14,24,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Rashean Mathis),1.400,0.860
3,13:01,2,10,CHI 37,14,24,Jay Cutler sacked by Andre Fluellen for -8 yards,0.860,-0.890
3,12:18,3,18,CHI 29,14,24,Jay Cutler pass complete deep middle to Alshon Jeffery for 26 yards (tackle by Glover Quin),-0.890,2.590
3,11:39,1,10,DET 45,14,24,Jay Cutler pass incomplete short left intended for Martellus Bennett,2.590,2.040
3,11:33,2,10,DET 45,14,24,Jay Cutler pass complete short middle to Brandon Marshall for 7 yards (tackle by DeAndre Levy),2.040,2.280
3,10:53,3,3,DET 38,14,24,Jay Cutler pass complete short right to Alshon Jeffery for 14 yards (tackle by Darius Slay),2.280,3.970
3,9:47,1,10,DET 24,14,24,Jay Cutler pass complete short left to Alshon Jeffery for 4 yards (tackle by Josh Bynes),3.970,3.970
3,9:46,2,6,DET 20,14,24,Jay Cutler pass complete short right to Brandon Marshall for 3 yards (tackle by Darius Slay and Josh Bynes),3.970,3.750
3,9:04,3,3,DET 17,14,24,Jay Cutler pass incomplete short left intended for Martellus Bennett,3.750,2.410
3,8:59,4,3,DET 17,17,24,Robbie Gould 35 yard field goal good,2.410,3.000
3,8:59,,,CHI 35,17,24,"Robbie Gould kicks off 68 yards, returned by Jeremy Ross for 20 yards (tackle by Al Louis-Jean)",0.000,0.060
3,8:46,1,10,DET 17,17,24,Matthew Stafford pass incomplete short right intended for Eric Ebron,-0.060,-0.580
3,8:41,2,10,DET 17,17,24,Joique Bell up the middle for 3 yards (tackle by Demontre Hurst and Jonathan Bostic),-0.580,-0.870
3,8:02,3,7,DET 20,17,24,Matthew Stafford pass incomplete,-0.870,-2.030
3,7:56,4,7,DET 20,17,24,"Sam Martin punts 51 yards, returned by Marc Mariani for 9 yards (tackle by Tahir Whitehead)",-2.030,-1.470
3,7:42,1,10,CHI 38,17,24,Jay Cutler pass incomplete deep right intended for Alshon Jeffery (defended by Darius Slay),1.470,0.920
3,7:34,2,10,CHI 38,17,24,Jay Cutler pass complete short right to Matt Forte for 10 yards (tackle by DeAndre Levy),0.920,2.130
3,6:52,1,10,CHI 48,17,24,Matt Forte left tackle for 2 yards (tackle by DeAndre Levy),2.130,1.850
3,6:15,2,8,CHI 50,17,24,Jay Cutler pass incomplete short left intended for Martellus Bennett,1.850,1.160
3,6:11,3,8,CHI 50,17,24,Jay Cutler pass incomplete deep right intended for Marquess Wilson (defended by Darius Slay),1.160,-0.060
3,6:06,4,8,CHI 50,17,24,"Pat O'Donnell punts 41 yards, fair catch by Jeremy Ross. Penalty on Don Carey: Offensive Holding, 4 yards",-0.060,0.380
3,5:58,1,10,DET 5,17,24,Joique Bell up the middle for 3 yards (tackle by Ryan Mundy),-0.380,-0.560
3,5:18,2,7,DET 8,17,24,Matthew Stafford pass complete short left to Theo Riddick for 3 yards (tackle by Tim Jennings),-0.560,-0.720
3,4:40,3,4,DET 11,17,24,Matthew Stafford pass complete short right to Golden Tate for 6 yards (tackle by Demontre Hurst),-0.720,-0.060
3,3:59,1,10,DET 17,17,24,Matthew Stafford pass complete short middle to Calvin Johnson for 21 yards (tackle by Brock Vereen),-0.060,1.470
3,3:20,1,10,DET 38,17,24,Joique Bell left tackle for no gain (tackle by Jared Allen),1.470,0.920
3,2:40,2,10,DET 38,17,24,Matthew Stafford pass complete short left to Theo Riddick for 11 yards (tackle by Christian Jones),0.920,2.190
3,2:02,1,10,DET 49,17,24,Matthew Stafford pass complete deep right to Golden Tate for 22 yards (tackle by Brock Vereen),2.190,3.640
3,1:21,1,10,CHI 29,17,24,Joique Bell right tackle for 11 yards (tackle by D.J. Williams),3.640,4.370
3,0:40,1,10,CHI 18,17,24,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.370,3.800
3,0:35,2,10,CHI 18,17,24,"Matthew Stafford sacked by Willie Young for -9 yards. Penalty on Willie Young: Roughing the Passer, 9 yards (no play)",3.800,5.140
3,0:08,1,9,CHI 9,17,24,Matthew Stafford pass incomplete short middle intended for Theo Riddick (defended by Will Sutton),5.140,4.380
3,0:04,2,9,CHI 9,17,24,Matthew Stafford pass complete short right to Joseph Fauria for 8 yards (tackle by Ryan Mundy and Brock Vereen),4.380,5.170
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CHI 1,17,30,"Joique Bell left end for 1 yard, touchdown",5.170,7.000
4,15:00,,,CHI 2,17,31,Matt Prater kicks extra point good,0.000,0.000
4,15:00,,,DET 35,17,31,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,14:57,1,10,CHI 20,17,31,Jay Cutler pass incomplete short right intended for Matt Forte (defended by Jason Jones),0.280,-0.270
4,14:53,2,10,CHI 20,17,31,Jay Cutler pass complete short middle to Martellus Bennett for 17 yards (tackle by DeAndre Levy and Glover Quin),-0.270,1.400
4,14:19,1,10,CHI 37,17,31,Jay Cutler sacked by Jason Jones for -8 yards,1.400,-0.220
4,13:38,2,18,CHI 29,17,31,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,-0.220,-0.890
4,13:30,3,18,CHI 29,17,31,Jay Cutler pass incomplete short right intended for Matt Forte (defended by DeAndre Levy),-0.890,-1.440
4,13:23,4,18,CHI 29,17,31,"Pat O'Donnell punts 61 yards, returned by Jeremy Ross for 12 yards (tackle by Danny McCray)",-1.440,-0.410
4,13:11,1,10,DET 22,17,31,Matthew Stafford pass complete short right to Golden Tate for 12 yards (tackle by D.J. Williams),0.410,1.200
4,12:29,1,10,DET 34,17,31,Matthew Stafford pass complete short right to Theo Riddick for 2 yards (tackle by Ryan Mundy and Christian Jones),1.200,0.930
4,11:49,2,8,DET 36,17,31,Matthew Stafford pass complete short right to Calvin Johnson for 16 yards (tackle by Kyle Fuller),0.930,2.390
4,11:13,1,10,CHI 48,17,31,Joique Bell right tackle for 2 yards (tackle by Jonathan Bostic),2.390,2.120
4,10:35,2,8,CHI 46,17,31,Matthew Stafford pass incomplete short middle intended for Golden Tate (defended by Willie Young),2.120,1.420
4,10:30,3,8,CHI 46,17,31,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Kyle Fuller),1.420,0.200
4,10:26,4,8,CHI 46,17,31,Sam Martin punts 43 yards,0.200,0.380
4,10:15,1,10,CHI 3,17,31,Jay Cutler pass complete short middle to Martellus Bennett for 7 yards (tackle by Josh Bynes),-0.380,-0.270
4,9:38,2,3,CHI 10,17,31,Jay Cutler pass incomplete deep right intended for Brandon Marshall is intercepted by Glover Quin at CHI-42,-0.270,-2.790
4,9:29,1,10,CHI 42,17,31,Matthew Stafford pass complete short left to Theo Riddick for 5 yards (tackle by Will Sutton),2.790,2.920
4,8:43,2,5,CHI 37,17,31,Joique Bell right tackle for 7 yards (tackle by Ryan Mundy and Jonathan Bostic),2.920,3.580
4,8:01,1,10,CHI 30,17,31,Matthew Stafford sacked by Jared Allen for -2 yards,3.580,2.760
4,7:14,2,12,CHI 32,17,31,Matthew Stafford pass complete short right to Joique Bell for 10 yards (tackle by Ryan Mundy),2.760,3.400
4,6:26,3,2,CHI 22,17,31,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.400,2.120
4,6:21,4,2,CHI 22,17,34,Matt Prater 40 yard field goal good,2.120,3.000
4,6:21,,,DET 35,17,34,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,6:16,1,10,CHI 20,17,34,Jay Cutler sacked by Ezekiel Ansah for -8 yards,0.280,-1.360
4,5:38,2,18,CHI 12,17,34,Jay Cutler pass incomplete short middle intended for Matt Forte,-1.360,-2.360
4,5:34,3,18,CHI 12,17,34,Jay Cutler pass complete short right to Martellus Bennett for 5 yards (tackle by DeAndre Levy),-2.360,-2.320
4,5:07,4,13,CHI 17,17,34,"Pat O'Donnell punts 44 yards, fair catch by Jeremy Ross",-2.320,-1.530
4,4:59,1,10,DET 39,17,34,Joique Bell up the middle for 3 yards (tackle by Ryan Mundy),1.530,1.530
4,4:49,1,10,DET 39,17,34,Timeout #1 by Chicago Bears,1.530,1.390
4,4:49,2,7,DET 42,17,34,Joique Bell right tackle for 22 yards (tackle by Brock Vereen),1.390,3.180
4,4:40,1,10,CHI 36,17,34,Joique Bell right tackle for 4 yards (tackle by Ego Ferguson),3.180,3.180
4,3:57,2,6,CHI 32,17,34,Joique Bell right tackle for 2 yards (tackle by Ego Ferguson),3.180,3.180
4,3:52,2,6,CHI 32,17,34,Timeout #2 by Chicago Bears,3.180,2.740
4,3:52,3,4,CHI 30,17,34,Joique Bell up the middle for 13 yards (tackle by Jonathan Bostic),2.740,4.440
4,3:08,1,10,CHI 17,17,34,Joique Bell left tackle for 1 yard (tackle by Shea McClellin),4.440,4.000
4,2:22,2,9,CHI 16,17,34,Joique Bell left tackle for 2 yards (tackle by Jared Allen),4.000,4.000
4,2:12,2,9,CHI 16,17,34,Timeout #3 by Chicago Bears,4.000,3.500
4,2:12,3,7,CHI 14,17,34,Joique Bell up the middle for 1 yard (tackle by Jonathan Bostic),3.500,2.590
4,2:00,4,6,CHI 13,17,34,Matthew Stafford pass complete short right to Golden Tate for -1 yards (tackle by Demontre Hurst),2.590,0.280
4,1:55,1,10,CHI 14,17,34,Jay Cutler pass complete short right to Brandon Marshall for 12 yards (tackle by Glover Quin),-0.280,0.670
4,1:31,1,10,CHI 26,17,34,Jay Cutler pass complete short middle to Ka'Deem Carey for 7 yards (tackle by Tahir Whitehead),0.670,1.070
4,1:23,2,3,CHI 33,17,34,Jay Cutler pass complete deep middle to Martellus Bennett for 23 yards (tackle by Glover Quin),1.070,2.650
4,0:58,1,10,DET 44,17,34,"Jay Cutler pass incomplete short middle intended for Martellus Bennett (defended by Tahir Whitehead). Penalty on Tahir Whitehead: Defensive Pass Interference, 9 yards (no play)",2.650,3.250
4,0:52,1,10,DET 35,17,34,Jay Cutler pass complete short right to Senorise Perry for -1 yards (tackle by DeAndre Levy),3.250,2.570
4,0:22,2,11,DET 36,17,34,Jay Cutler pass complete short right to Martellus Bennett for 22 yards (tackle by Tahir Whitehead),2.570,4.650
4,0:01,1,10,DET 14,17,34,"Jay Cutler pass complete short right to Brandon Marshall for 13 yards. Penalty on DET: Defensive 12 On-field (Offsetting), Penalty on Brandon Marshall: Illegal Forward Pass (Offsetting) (no play)",4.650,4.650
4,0:00,1,10,DET 14,17,34,Jay Cutler pass incomplete short middle intended for Marquess Wilson is intercepted by James Ihedigbo at DET-0,4.650,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
