Quarter,Time,Tm,Detail,CHI,DET
1.0,10:33,Bears,Alshon Jeffery 10 yard pass from Jay Cutler (Robbie Gould kick),7,0
,6:51,Lions,Matt Prater 46 yard field goal,7,3
,3:35,Bears,Alshon Jeffery 6 yard pass from Jay Cutler (Robbie Gould kick),14,3
2.0,12:55,Lions,Calvin Johnson 25 yard pass from Matthew Stafford (Matt Prater kick),14,10
,3:18,Lions,Joique Bell 1 yard rush (Matt Prater kick),14,17
,0:24,Lions,Calvin Johnson 6 yard pass from Matthew Stafford (Matt Prater kick),14,24
3.0,8:54,Bears,Robbie Gould 35 yard field goal,17,24
4.0,14:57,Lions,Joique Bell 1 yard rush (Matt Prater kick),17,31
,6:16,Lions,Matt Prater 40 yard field goal,17,34
