Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
1,8:18,1,15,DET 15,0,7,Kevin Jones right end for 6 yards (tackle by Donovin Darius),-0.310,-0.130
1,7:40,2,9,DET 21,0,7,Kevin Jones up the middle for 6 yards (tackle by Mike Peterson),-0.130,-0.030
1,6:57,3,3,DET 27,0,7,Joey Harrington pass complete to Reggie Swinton for 2 yards (tackle by Mike Peterson),-0.030,-1.440
1,6:28,4,1,DET 29,0,7,"Nick Harris punts 45 yards, returned by Jermaine Lewis for 5 yards (tackle by Eddie Drummond)",-1.440,-1.000
1,6:19,1,10,JAX 31,0,7,David Garrard pass incomplete intended for Kyle Brady,1.000,0.460
1,6:13,2,10,JAX 31,0,7,Fred Taylor up the middle for 3 yards (tackle by Cory Redding),0.460,0.170
1,5:29,3,7,JAX 34,0,7,David Garrard pass incomplete intended for Fred Taylor,0.170,-1.110
1,5:21,4,7,JAX 34,0,7,"Chris Hanson punts 34 yards, returned by Eddie Drummond for 6 yards (tackle by Jimmy McClain)",-1.110,-1.470
1,5:16,1,10,DET 38,0,7,Joey Harrington pass incomplete intended for Kevin Jones. Penalty on Dominic Raiola: Ineligible Downfield Pass (Declined),1.470,0.920
1,5:11,2,10,DET 38,0,7,Kevin Jones up the middle for 2 yards (tackle by Akin Ayodele),0.920,0.500
1,4:30,3,8,DET 40,0,7,Joey Harrington pass incomplete intended for Casey Fitzsimmons,0.500,-0.720
1,4:25,4,8,DET 40,0,7,"Nick Harris punts 40 yards, returned by Jermaine Lewis for 13 yards (tackle by Cory Schlesinger)",-0.720,-1.140
1,4:15,1,10,JAX 33,0,7,Fred Taylor for 13 yards,1.140,1.990
1,3:49,1,10,JAX 46,0,7,"Fred Taylor left tackle for 6 yards. Penalty on Brad Meester: Face Mask (15 Yards), 15 yards",1.990,1.400
1,3:22,1,19,JAX 37,0,7,David Garrard pass complete to Kyle Brady for 6 yards (tackle by James Davis),1.400,1.050
1,2:44,2,13,JAX 43,0,7,David Garrard pass incomplete intended for Greg Jones,1.050,0.370
1,2:44,3,13,JAX 43,0,7,"Penalty on Vince Manuwai: False Start, 5 yards (no play)",0.370,-0.300
1,2:38,3,18,JAX 38,0,7,David Garrard pass complete to Fred Taylor for 6 yards (tackle by Teddy Lehman),-0.300,-0.460
1,2:02,4,12,JAX 44,0,7,"Chris Hanson punts 52 yards, returned by Eddie Drummond for 8 yards (tackle by Jimmy McClain). Penalty on Artose Pinner: Illegal Block Above the Waist, 6 yards",-0.460,0.380
1,1:52,1,10,DET 6,0,7,Kevin Jones up the middle for 5 yards (tackle by Donovin Darius),-0.380,-0.420
1,1:13,2,5,DET 11,0,7,Kevin Jones up the middle for 12 yards (tackle by Akin Ayodele),-0.420,0.480
1,0:30,1,10,DET 23,0,7,Joey Harrington pass incomplete intended for Kevin Jones,0.480,-0.070
1,0:25,2,10,DET 23,0,7,Joey Harrington pass incomplete intended for Roy E. Williams (defended by Rashean Mathis),-0.070,-0.760
1,0:19,3,10,DET 23,0,7,Joey Harrington pass incomplete intended for Stephen Alexander,-0.760,-1.830
1,0:15,4,10,DET 23,0,7,"Nick Harris punts 52 yards, returned by Jermaine Lewis for 13 yards (tackle by Alex Lewis)",-1.830,-1.470
1,0:04,1,10,JAX 38,0,7,Fred Taylor left end for -3 yards (tackle by James Hall),1.470,0.520
Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,JAX 35,0,7,David Garrard pass complete to Fred Taylor for 4 yards (tackle by Fernando Bryant),0.520,0.370
2,14:21,3,9,JAX 39,0,7,"Penalty on Jimmy Smith: False Start, 5 yards (no play)",0.370,-0.290
2,14:09,3,14,JAX 34,0,7,David Garrard pass incomplete intended for Jimmy Smith (defended by Shaun Rogers),-0.290,-1.110
2,14:03,4,14,JAX 34,0,7,"Chris Hanson punts 44 yards, returned by Eddie Drummond for 24 yards (tackle by Brian Jones)",-1.110,-1.990
2,13:48,1,10,DET 46,0,7,"Kevin Jones right tackle for no gain (tackle by Derrick Ransom). Penalty on Stockar McDougle: Offensive Holding, 10 yards (no play)",1.990,1.330
2,13:28,1,20,DET 36,0,7,Joey Harrington pass complete to Roy E. Williams for 18 yards (tackle by Donovin Darius). Penalty on Rashean Mathis: Illegal Use of Hands (Declined),1.330,2.530
2,13:12,2,2,JAX 46,0,7,Kevin Jones right tackle for -4 yards (tackle by Rashean Mathis and Tommy Hendricks),2.530,1.290
2,12:29,3,6,JAX 50,0,7,Joey Harrington pass incomplete intended for Stephen Alexander is intercepted by Rashean Mathis at JAX-37 and returned for 21 yards (tackle by Jeff Backus),1.290,-2.790
2,12:18,1,10,DET 42,0,7,Fred Taylor left tackle for 5 yards (tackle by Kalimba Edwards),2.790,2.920
2,11:30,2,5,DET 37,0,7,Fred Taylor right tackle for 2 yards (tackle by James Davis),2.920,2.480
2,10:50,3,3,DET 35,0,7,David Garrard pass incomplete intended for Jimmy Smith,2.480,0.990
2,10:45,4,3,DET 35,0,7,David Garrard pass incomplete intended for Jimmy Smith,0.990,-1.270
2,10:39,1,10,DET 35,0,7,Kevin Jones up the middle for 9 yards (tackle by Bobby McCray),1.270,1.940
2,10:02,2,1,DET 44,0,7,Kevin Jones right tackle for 1 yard (tackle by Jason Gildon),1.940,1.930
2,9:21,1,10,DET 45,0,7,Joey Harrington pass incomplete intended for Kevin Jones,1.930,1.380
2,9:14,2,10,DET 45,0,7,Kevin Jones right tackle for 2 yards (tackle by Marcus Stroud and Jason Gildon),1.380,0.960
2,8:28,3,8,DET 47,0,7,"Joey Harrington sacked by Jason Gildon for 0 yards. Penalty on Akin Ayodele: Defensive Holding, 5 yards (no play)",0.960,2.390
2,8:06,1,10,JAX 48,0,7,Kevin Jones up the middle for 1 yard (tackle by Akin Ayodele),2.390,1.980
2,7:36,2,9,JAX 47,0,7,Joey Harrington pass complete to Stephen Alexander for 7 yards (tackle by Akin Ayodele),1.980,2.210
2,6:56,3,2,JAX 40,0,7,Joey Harrington pass incomplete intended for Reggie Swinton (defended by Rashean Mathis),2.210,0.590
2,6:50,,,,0,7,Timeout #1 by Jacksonville Jaguars,0.000,0.590
2,6:50,4,2,JAX 40,0,7,"Penalty on Marcus Stroud: Unsportsmanlike Conduct, 15 yards (no play)",0.590,3.910
2,6:50,1,10,JAX 25,0,7,Joey Harrington pass complete to Kevin Jones for 9 yards (tackle by Akin Ayodele),3.910,4.750
2,6:10,2,1,JAX 16,0,7,Kevin Jones up the middle for -1 yards (tackle by Mike Peterson),4.750,3.850
2,5:31,3,2,JAX 17,0,7,Joey Harrington pass complete to Shawn Bryson for 8 yards (tackle by Donovin Darius),3.850,5.140
2,4:57,1,9,JAX 9,0,7,Kevin Jones up the middle for 2 yards (tackle by Marcus Stroud),5.140,4.760
2,4:19,2,7,JAX 7,0,7,Joey Harrington pass incomplete intended for Stephen Alexander,4.760,3.810
2,4:14,3,7,JAX 7,0,7,Joey Harrington sacked by John Henderson for -7 yards,3.810,2.510
2,3:44,4,14,JAX 14,0,7,Jason Hanson 32 yard field goal no good,2.510,-0.410
2,3:40,1,10,JAX 22,0,7,Fred Taylor up the middle for 3 yards (tackle by Fernando Bryant),0.410,0.270
2,3:09,2,7,JAX 25,0,7,David Garrard pass complete to Kyle Brady for 15 yards (tackle by Bracy Walker),0.270,1.600
2,2:40,1,10,JAX 40,0,7,David Garrard pass complete to Marc Edwards for 4 yards (tackle by Teddy Lehman),1.600,1.590
2,2:14,2,6,JAX 44,0,7,"David Garrard pass incomplete intended for Kyle Brady. Penalty on Ephraim Salaam: Offensive Holding, 10 yards (no play)",1.590,0.240
2,2:09,2,16,JAX 34,0,7,Fred Taylor up the middle for 7 yards (tackle by Bracy Walker),0.240,0.500
2,2:00,3,9,JAX 41,0,7,David Garrard pass complete to Fred Taylor for 11 yards (tackle by Teddy Lehman),0.500,2.390
2,1:53,1,10,DET 48,0,7,LaBrandon Toefield right tackle for 7 yards (tackle by Fernando Bryant),2.390,2.790
2,1:53,2,3,DET 41,0,7,David Garrard pass incomplete intended for Troy Edwards,2.790,2.080
2,1:28,3,3,DET 41,0,7,David Garrard up the middle for 6 yards (tackle by Brock Marion),2.080,3.250
2,1:18,,,,0,7,Timeout #2 by Jacksonville Jaguars,0.000,3.250
2,1:18,1,10,DET 35,0,7,David Garrard pass complete to Jimmy Smith for 5 yards (tackle by Keith Smith),3.250,3.380
2,0:59,2,5,DET 30,0,7,David Garrard right end for 12 yards (tackle by Teddy Lehman),3.380,4.370
2,0:51,,,,0,7,Timeout #1 by Detroit Lions,0.000,4.370
2,0:51,1,10,DET 18,0,7,David Garrard left end for 9 yards (tackle by James Davis),4.370,5.420
2,0:26,2,1,DET 9,0,7,"Penalty on James Hall: Neutral Zone Infraction, 5 yards (no play)",5.420,6.280
2,0:23,1,4,DET 4,0,7,David Garrard up the middle for 3 yards (tackle by Shaun Rogers),6.280,5.910
2,0:12,,,,0,7,Timeout #2 by Detroit Lions,0.000,5.910
2,0:12,2,1,DET 1,0,7,David Garrard sacked by Bracy Walker for -12 yards,5.910,3.060
2,0:05,,,,0,7,Timeout #3 by Jacksonville Jaguars,0.000,3.060
2,0:05,3,13,DET 13,0,10,Josh Scobee 31 yard field goal good,3.060,3.000
Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,0,10,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,0,10,Fred Taylor up the middle for 14 yards (tackle by Brock Marion),0.280,1.200
3,14:28,1,10,JAX 34,0,10,Greg Jones right end for 1 yard (tackle by Earl Holmes),1.200,0.790
3,13:46,2,9,JAX 35,0,10,David Garrard pass complete to Todd Yoder for 2 yards (tackle by Fernando Bryant),0.790,0.370
3,13:06,3,7,JAX 37,0,10,David Garrard pass complete to Reggie Williams for 8 yards (tackle by Fernando Bryant),0.370,1.930
3,12:22,1,10,JAX 45,0,10,LaBrandon Toefield up the middle for 6 yards (tackle by Teddy Lehman),1.930,2.190
3,11:44,2,4,DET 49,0,10,David Garrard pass complete to Jimmy Smith for 11 yards (tackle by Dre' Bly),2.190,3.050
3,11:04,1,10,DET 38,0,10,David Garrard up the middle for 4 yards (tackle by Cory Redding),3.050,3.050
3,10:27,2,6,DET 34,0,10,LaBrandon Toefield up the middle for 4 yards (tackle by Kalimba Edwards),3.050,2.870
3,9:42,3,2,DET 30,0,10,David Garrard pass complete to Jimmy Smith for 15 yards (tackle by Brock Marion),2.870,4.580
3,9:02,1,10,DET 15,0,10,LaBrandon Toefield up the middle for 5 yards (tackle by Bracy Walker),4.580,4.840
3,8:27,2,5,DET 10,0,10,LaBrandon Toefield up the middle for 4 yards (tackle by James Davis),4.840,4.900
3,7:44,3,1,DET 6,0,10,Greg Jones up the middle for 2 yards (tackle by Shaun Rogers),4.900,6.280
3,7:07,1,4,DET 4,0,10,Greg Jones left tackle for 1 yard (tackle by Wali Rainer),6.280,5.530
3,6:32,2,3,DET 3,0,10,Greg Jones up the middle for 2 yards (tackle by Brock Marion and Shaun Rogers),5.530,5.170
3,5:50,3,1,DET 1,0,16,"Greg Jones left tackle for 1 yard, touchdown",5.170,7.000
3,,,,DET 2,0,17,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,0,17,"Josh Scobee kicks off 71 yards, returned by Eddie Drummond for 23 yards (tackle by Todd Yoder)",0.000,0.410
3,5:45,1,10,DET 22,0,17,Kevin Jones left end for 16 yards (tackle by Tommy Hendricks),0.410,1.470
3,5:23,1,10,DET 38,0,17,Kevin Jones up the middle for 3 yards (tackle by Akin Ayodele and Rob Meier),1.470,1.330
3,4:46,2,7,DET 41,0,17,Joey Harrington pass incomplete intended for Kevin Jones (defended by Marcus Stroud),1.330,0.630
3,4:42,3,7,DET 41,0,17,Joey Harrington pass incomplete intended for Reggie Swinton (defended by Rashean Mathis),0.630,-0.650
3,4:37,4,7,DET 41,0,17,"Nick Harris punts 45 yards, returned by Jermaine Lewis for 4 yards (tackle by Wali Rainer). Penalty on Juran Bolden: Illegal Block Above the Waist, 9 yards",-0.650,0.380
3,4:26,1,10,JAX 9,0,17,LaBrandon Toefield up the middle for 1 yard (tackle by Earl Holmes),-0.380,-0.710
3,3:49,2,9,JAX 10,0,17,LaBrandon Toefield up the middle for -1 yards (tackle by Shaun Rogers),-0.710,-1.420
3,3:10,3,10,JAX 9,0,17,LaBrandon Toefield up the middle for 2 yards (tackle by Teddy Lehman),-1.420,-2.490
3,2:39,4,8,JAX 11,0,17,Chris Hanson punts 33 yards,-2.490,-2.650
3,2:27,1,10,JAX 44,0,17,Kevin Jones up the middle for 7 yards (tackle by Mike Peterson and Greg Favors),2.650,3.060
3,1:53,2,3,JAX 37,0,17,Joey Harrington pass incomplete intended for Stephen Alexander,3.060,2.350
3,1:48,3,3,JAX 37,0,17,Kevin Jones up the middle for 6 yards (tackle by Donovin Darius and Kiwaukee Thomas),2.350,3.510
3,1:08,1,10,JAX 31,0,17,"Joey Harrington pass complete to Reggie Swinton for 27 yards (tackle by Kiwaukee Thomas). Penalty on DET: Illegal Shift, 5 yards (no play)",3.510,3.180
3,0:42,1,15,JAX 36,0,17,Joey Harrington pass incomplete intended for Roy E. Williams (defended by John Henderson),3.180,2.290
3,0:38,2,15,JAX 36,0,17,Joey Harrington pass complete to Kevin Jones for -2 yards (tackle by John Henderson),2.290,1.360
Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,17,JAX 38,0,17,Joey Harrington pass incomplete intended for Roy E. Williams,1.360,0.720
4,14:56,4,17,JAX 38,0,17,"Nick Harris punts 38 yards, touchback",0.720,-0.280
4,14:49,1,10,JAX 20,0,17,Fred Taylor up the middle for 4 yards (tackle by Brock Marion),0.280,0.270
4,14:04,2,6,JAX 24,0,17,David Garrard pass incomplete intended for Jimmy Smith,0.270,-0.430
4,14:00,3,6,JAX 24,0,17,"David Garrard pass incomplete intended for Jimmy Smith. Penalty on James Hall: Defensive Offside, 5 yards (no play)",-0.430,0.230
4,13:56,3,1,JAX 29,0,17,Greg Jones up the middle for no gain (tackle by Brock Marion and Shaun Rogers),0.230,-1.440
4,13:24,4,1,JAX 29,6,17,"Chris Hanson punts 26 yards, returned by Eddie Drummond for 55 yards, touchdown",-1.440,-7.000
4,,,,JAX 2,7,17,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,7,17,"Jason Hanson kicks off 68 yards, returned by Jermaine Lewis for 24 yards (tackle by Keith Smith)",0.000,0.670
4,12:59,1,10,JAX 26,7,17,Fred Taylor for 9 yards (tackle by Fernando Bryant),0.670,1.350
4,12:33,2,1,JAX 35,7,17,Fred Taylor left guard for 10 yards (tackle by Bracy Walker),1.350,1.930
4,11:49,1,10,JAX 45,7,17,Fred Taylor up the middle for 3 yards (tackle by Kalimba Edwards),1.930,1.790
4,11:11,2,7,JAX 48,7,17,David Garrard pass complete to Greg Jones for 9 yards (tackle by Brock Marion),1.790,2.720
4,10:27,1,10,DET 43,7,17,Greg Jones up the middle for 4 yards (tackle by Cory Redding),2.720,2.720
4,9:38,2,6,DET 39,7,17,Greg Jones left tackle for 1 yard (tackle by Earl Holmes),2.720,2.150
4,8:58,3,5,DET 38,7,17,David Garrard pass incomplete intended for Troy Edwards,2.150,0.720
4,8:58,4,5,DET 38,7,17,"Penalty on Cory Redding: Encroachment, 4 yards (no play)",0.720,1.100
4,8:58,4,1,DET 34,7,17,David Garrard pass incomplete intended for Troy Edwards,1.100,-1.140
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
4,8:46,1,10,DET 33,7,17,"Joey Harrington pass complete to Stephen Alexander for 6 yards (tackle by Rashean Mathis). Penalty on Akin Ayodele: Personal Foul, 15 yards",1.140,2.520
4,8:30,1,10,JAX 46,7,17,"Joey Harrington pass complete to Shawn Bryson for 15 yards (tackle by Dewayne Washington). Penalty on David Kircus: Illegal Formation, 5 yards (no play)",2.520,2.190
4,8:06,1,15,DET 49,7,17,Joey Harrington pass complete to Roy E. Williams for 46 yards (tackle by Kiwaukee Thomas),2.190,6.060
4,7:23,1,5,JAX 5,7,17,Joey Harrington pass incomplete intended for David Kircus (defended by Dewayne Washington),6.060,5.150
4,7:18,2,5,JAX 5,7,17,Kevin Jones up the middle for 2 yards (tackle by Akin Ayodele),5.150,4.720
4,6:39,3,3,JAX 3,7,17,Joey Harrington pass incomplete intended for Roy E. Williams (defended by Rashean Mathis),4.720,3.040
4,6:34,4,3,JAX 3,10,17,Jason Hanson 21 yard field goal good,3.040,3.000
4,,,,DET 30,10,17,"Jason Hanson kicks off 79 yards, touchback",0.000,0.280
4,6:30,1,10,JAX 20,10,17,David Garrard pass incomplete intended for Troy Edwards (defended by Shaun Rogers),0.280,-0.270
4,6:22,2,10,JAX 20,10,17,David Garrard sacked by James Hall for -7 yards,-0.270,-2.190
4,5:50,3,17,JAX 13,10,17,David Garrard pass complete to Jimmy Smith for 9 yards (tackle by Dre' Bly),-2.190,-1.900
4,5:31,4,8,JAX 22,10,17,"Chris Hanson punts 31 yards, fair catch by Eddie Drummond",-1.900,-2.060
4,5:23,1,10,DET 47,10,17,Joey Harrington pass incomplete intended for Kevin Jones,2.060,1.520
4,5:19,2,10,DET 47,10,17,Kevin Jones up the middle for 4 yards (tackle by Greg Favors),1.520,1.360
4,4:34,3,6,JAX 49,10,17,Joey Harrington pass incomplete intended for Roy E. Williams,1.360,0.000
4,4:27,4,6,JAX 49,10,17,Nick Harris punts 45 yards,0.000,0.380
4,4:16,1,10,JAX 4,10,17,Fred Taylor up the middle for 2 yards (tackle by Keith Smith),-0.380,-0.630
4,3:32,2,8,JAX 6,10,17,Fred Taylor up the middle for 4 yards (tackle by Keith Smith),-0.630,-0.720
4,2:51,3,4,JAX 10,10,17,David Garrard sacked by Dan Wilkinson and James Davis for -3 yards,-0.720,-2.490
4,2:00,4,7,JAX 7,10,17,"Chris Hanson punts 54 yards, returned by Eddie Drummond for 23 yards (tackle by Todd Yoder)",-2.490,-3.050
4,1:43,1,10,JAX 38,10,17,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Kiwaukee Thomas),3.050,3.180
4,1:36,2,5,JAX 33,10,17,Joey Harrington pass incomplete intended for Roy E. Williams,3.180,2.480
4,1:30,3,5,JAX 33,10,17,Joey Harrington pass incomplete intended for Shawn Bryson (defended by John Henderson),2.480,1.170
4,1:25,4,5,JAX 33,10,17,Joey Harrington pass incomplete intended for David Kircus,1.170,-1.140
4,1:22,1,10,JAX 33,10,17,Fred Taylor up the middle for -2 yards (tackle by Cory Redding),1.140,0.320
4,1:16,2,12,JAX 31,10,17,David Garrard pass incomplete intended for Fred Taylor,0.320,-0.360
4,1:11,3,12,JAX 31,10,17,David Garrard up the middle for 9 yards (tackle by Shaun Rogers),-0.360,-0.720
4,1:04,,,,10,17,Timeout #1 by Detroit Lions,0.000,-0.720
4,1:03,4,3,JAX 40,16,17,"Chris Hanson punts 43 yards, returned by Eddie Drummond for 83 yards, touchdown",-0.720,-7.000
4,,,,JAX 2,17,17,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,17,17,"Jason Hanson kicks off 67 yards, returned by Jermaine Lewis for 26 yards. Penalty on Todd Yoder: Offensive Holding, 10 yards",0.000,-0.380
4,0:35,1,10,JAX 10,17,17,LaBrandon Toefield up the middle for 9 yards (tackle by Kalimba Edwards),-0.380,0.240
4,0:35,2,1,JAX 19,17,17,David Garrard pass incomplete intended for Jimmy Smith,0.240,-0.370
4,0:18,3,1,JAX 19,17,17,LaBrandon Toefield up the middle for 3 yards (tackle by Keith Smith),-0.370,0.410
4,0:09,,,,17,17,Timeout #2 by Jacksonville Jaguars,0.000,0.410
4,0:09,1,10,JAX 22,17,17,David Garrard pass incomplete intended for Jimmy Smith,0.410,-0.130
4,0:01,2,10,JAX 22,17,17,David Garrard for -1 yards,-0.130,0.390
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
,,,,,,,"Jaguars won the coin toss, Jaguars to receive the overtime kickoff.",,
OT,15:00,2,10,DET 30,17,17,"Jason Hanson kicks off 63 yards, returned by Jermaine Lewis for 17 yards (tackle by Shawn Bryson)",0.390,0.540
OT,14:55,1,10,JAX 24,17,17,Fred Taylor up the middle for 4 yards (tackle by Keith Smith),0.540,0.540
OT,14:20,2,6,JAX 28,17,17,David Garrard pass incomplete intended for Ernest Wilford,0.540,-0.160
OT,14:15,3,6,JAX 28,17,17,David Garrard pass complete to Kyle Brady for 6 yards (tackle by Alex Lewis),-0.160,1.200
OT,13:39,1,10,JAX 34,17,17,Fred Taylor left guard for 5 yards (tackle by Kalimba Edwards),1.200,1.330
OT,12:59,2,5,JAX 39,17,17,"Fred Taylor up the middle for 9 yards (tackle by Bracy Walker). Penalty on Chris Naeole: Offensive Holding, 10 yards (no play)",1.330,-0.020
OT,12:33,2,15,JAX 29,17,17,David Garrard pass complete to Jimmy Smith for 17 yards (tackle by Andre' Goodman),-0.020,1.990
OT,11:55,1,10,JAX 46,17,17,LaBrandon Toefield up the middle for no gain (tackle by Shaun Rogers),1.990,1.450
OT,11:17,2,10,JAX 46,17,17,David Garrard pass incomplete intended for Reggie Williams,1.450,0.760
OT,11:13,3,10,JAX 46,17,17,David Garrard pass complete to Jimmy Smith for 16 yards (tackle by Brock Marion),0.760,3.050
OT,10:29,1,10,DET 38,17,17,David Garrard pass incomplete intended for Jimmy Smith (defended by Dan Wilkinson),3.050,2.510
OT,10:24,2,10,DET 38,17,17,Fred Taylor right tackle for 2 yards (tackle by Cory Redding),2.510,2.080
OT,9:41,2,10,DET 38,17,17,Timeout #1 by Jacksonville Jaguars,2.510,2.080
OT,9:40,3,8,DET 36,17,23,"David Garrard pass complete to Jimmy Smith for 36 yards, touchdown",2.080,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
