Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,IND 25,0,0,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton (defended by Brandon Carr),0.610,0.060
1,14:55,2,10,IND 25,0,0,Frank Gore left guard for 3 yards (tackle by Za'Darius Smith),0.060,-0.230
1,14:16,3,7,IND 28,0,0,Jacoby Brissett pass incomplete short right intended for Chester Rogers,-0.230,-1.500
1,14:12,4,7,IND 28,0,0,"Rigoberto Sanchez punts 36 yards, out of bounds",-1.500,-1.330
1,14:04,1,10,BAL 36,0,0,Alex Collins left guard for 1 yard (tackle by Barkevious Mingo),1.330,0.930
1,13:34,2,9,BAL 37,0,0,Joe Flacco pass complete deep middle to Mike Wallace for 23 yards (tackle by Matthias Farley),0.930,2.920
1,12:52,1,10,IND 40,0,0,Alex Collins right guard for 4 yards (tackle by Grover Stewart),2.920,2.910
1,12:15,2,6,IND 36,0,0,Alex Collins right end for 8 yards (tackle by Anthony Walker),2.910,3.710
1,11:56,1,10,IND 28,0,0,Joe Flacco left end for 1 yard (tackle by Tarell Basham),3.710,3.300
1,11:27,2,9,IND 27,0,0,Javorius Allen right guard for 4 yards (tackle by Antonio Morrison),3.300,3.140
1,10:48,3,5,IND 23,0,0,Joe Flacco pass complete short middle to Mike Wallace for 4 yards (tackle by Barkevious Mingo),3.140,0.000
1,10:07,,,,,,Timeout #1 by Baltimore Ravens,0.000,-2.340
1,10:07,4,1,IND 19,0,0,Javorius Allen right guard for 2 yards (tackle by T.J. Green and Anthony Walker),2.340,4.440
1,9:25,1,10,IND 17,0,0,Alex Collins right guard for 3 yards (tackle by Barkevious Mingo),4.440,4.320
1,8:51,2,7,IND 14,0,0,Joe Flacco pass complete short middle to Ben Watson for 7 yards,4.320,5.600
1,8:08,1,7,IND 7,0,0,Alex Collins right guard for -1 yards (tackle by Barkevious Mingo and Antonio Morrison),5.600,4.570
1,7:23,2,8,IND 8,0,0,Joe Flacco pass complete short right to Alex Collins for -4 yards (tackle by Anthony Walker),4.570,3.100
1,6:45,3,12,IND 12,0,0,Joe Flacco pass incomplete short right intended for Mike Wallace,3.100,2.630
1,6:38,4,12,IND 12,0,3,Justin Tucker 30 yard field goal good,2.630,3.000
1,6:34,,,BAL 35,0,3,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
1,6:34,1,10,IND 25,0,3,Frank Gore left guard for 3 yards (tackle by Michael Pierce and Brandon Williams),0.610,0.470
1,6:01,2,7,IND 28,0,3,Jacoby Brissett pass complete short right to T.Y. Hilton for 15 yards (tackle by Brandon Carr),0.470,1.800
1,5:26,1,10,IND 43,0,3,Frank Gore left guard for 6 yards (tackle by Terrell Suggs),1.800,2.060
1,4:49,2,4,IND 49,0,3,Jacoby Brissett pass complete short left to Jack Doyle for 7 yards (tackle by C.J. Mosley),2.060,2.650
1,4:02,1,10,BAL 44,0,3,Frank Gore right guard for 5 yards (tackle by Michael Pierce),2.650,2.780
1,3:24,2,5,BAL 39,0,3,Marlon Mack right guard for 3 yards (tackle by Patrick Onwuasor),2.780,2.480
1,2:43,3,2,BAL 36,0,3,Jacoby Brissett pass complete short middle to Jack Doyle for 13 yards (tackle by Tony Jefferson and Maurice Canady),2.480,4.040
1,2:05,1,10,BAL 23,0,3,Frank Gore left guard for 3 yards (tackle by Za'Darius Smith and Willie Henry),4.040,3.900
1,1:26,2,7,BAL 20,0,3,Jacoby Brissett pass incomplete short middle intended for Jack Doyle,3.900,3.200
1,1:22,3,7,BAL 20,0,3,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton,3.200,2.120
1,1:18,4,7,BAL 20,0,3,"Adam Vinatieri 38 yard field goal no good, blocked by Tony Jefferson",2.120,-0.870
1,1:10,1,10,BAL 29,0,3,Joe Flacco pass complete short left to Chris Moore for 9 yards (tackle by Quincy Wilson),0.870,1.540
1,0:30,2,1,BAL 38,0,3,Danny Woodhead right guard for 8 yards (tackle by Jabaal Sheard),1.540,1.990
1,0:02,1,10,BAL 46,0,3,Joe Flacco pass complete short middle to Ben Watson for 15 yards (tackle by Antonio Morrison and Anthony Walker),1.990,2.980
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 39,0,3,"Joe Flacco pass complete short middle to Alex Collins for 4 yards. Alex Collins fumbles, recovered by Nick Boyle at IND-34",2.980,3.120
2,14:16,2,5,IND 34,0,3,Joe Flacco pass incomplete short middle intended for Ben Watson,3.120,2.410
2,14:12,3,5,IND 34,0,3,Joe Flacco pass complete short middle to Nick Boyle for 8 yards (tackle by Matthias Farley),2.410,3.840
2,13:33,1,10,IND 26,0,3,Joe Flacco pass complete deep right to Chris Moore for 20 yards,3.840,5.830
2,12:59,1,6,IND 6,0,3,Joe Flacco pass incomplete short left intended for Nick Boyle,5.830,4.950
2,12:53,2,6,IND 6,0,3,Alex Collins right guard for no gain (tackle by Jabaal Sheard),4.950,4.040
2,12:19,3,6,IND 6,0,9,"Joe Flacco pass complete short middle to Michael Campanaro for 6 yards, touchdown",4.040,7.000
2,12:16,,,IND 15,0,10,Justin Tucker kicks extra point good,0.000,0.000
2,12:16,,,BAL 35,0,10,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
2,12:16,1,10,IND 25,0,10,Jacoby Brissett pass complete short left to Marlon Mack for 8 yards (tackle by Patrick Onwuasor),0.610,1.140
2,11:46,2,2,IND 33,0,10,Marlon Mack right end for -1 yards (tackle by C.J. Mosley),1.140,0.300
2,11:02,3,3,IND 32,0,10,Frank Gore left guard for 5 yards (tackle by Willie Henry),0.300,1.400
2,10:27,1,10,IND 37,0,10,Frank Gore left tackle for 12 yards (tackle by Brandon Carr),1.400,2.190
2,9:47,1,10,IND 49,0,10,Jacoby Brissett pass complete deep middle to T.Y. Hilton for 21 yards (tackle by Terrell Suggs),2.190,3.580
2,9:11,1,10,BAL 30,0,10,Frank Gore right guard for 5 yards (tackle by Patrick Onwuasor),3.580,3.710
2,8:34,2,5,BAL 25,0,10,Marlon Mack right guard for 11 yards (tackle by Tony Jefferson),3.710,4.650
2,7:53,1,10,BAL 14,0,10,Jacoby Brissett pass incomplete short right intended for Ross Travis,4.650,4.000
2,7:48,2,10,BAL 14,6,10,"Jacoby Brissett pass complete short left to Frank Gore for 14 yards, touchdown",4.000,7.000
2,7:38,,,BAL 15,7,10,Adam Vinatieri kicks extra point good,0.000,0.000
2,7:38,,,IND 35,7,10,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,7:38,1,10,BAL 25,7,10,Joe Flacco pass incomplete short left intended for Alex Collins,0.610,0.060
2,7:32,2,10,BAL 25,7,10,Alex Collins left guard for 14 yards (tackle by Matthias Farley and Quincy Wilson),0.060,1.530
2,6:54,1,10,BAL 39,7,10,Alex Collins right tackle for -1 yards (tackle by Margus Hunt),1.530,0.850
2,6:17,2,11,BAL 38,7,10,Joe Flacco pass complete short middle to Ben Watson for 9 yards (tackle by Nate Hairston),0.850,1.360
2,5:46,3,2,BAL 47,7,10,Joe Flacco pass complete short right to Javorius Allen for 10 yards,1.360,2.720
2,5:10,1,10,IND 43,7,10,Alex Collins left tackle for 2 yards (tackle by Joey Mbu),2.720,2.450
