0,1
Game Info,Game Info
Won Toss,Redskins (deferred)
Roof,outdoors
Surface,grass
Duration,2:53
Attendance,57013
Weather,"71 degrees, wind 5 mph"
Vegas Line,Washington Redskins -6.0
Over/Under,48.0 (under)
