Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,10,34,0,1,18,1.8,16,1.6,0,
Jordan Wilkins,IND,10,61,0,2,39,3.9,22,2.2,0,
Nyheim Hines,IND,4,7,1,1,-2,-0.5,9,2.3,0,
Andrew Luck,IND,4,2,0,1,2,0.5,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,WAS,11,20,0,1,8,0.7,12,1.1,0,
Alex Smith,WAS,4,14,0,1,9,2.3,5,1.3,0,
Chris Thompson,WAS,4,1,0,0,-3,-0.8,4,1.0,0,
Jamison Crowder,WAS,2,29,0,1,29,14.5,0,0.0,0,
Robert Kelley,WAS,1,1,0,1,0,0.0,1,1.0,0,
