Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
1,7:45,2,9,NYG 34,7,6,"Drew Brees pass complete deep right to Willie Snead for 34 yards, touchdown",2.840,7.000
1,7:45,,,NYG 34,7,7,Kai Forbath kicks extra point good,0.000,0.000
1,7:45,,,NOR 35,7,7,"Kai Forbath kicks off 70 yards, returned by Dwayne Harris for 33 yards (tackle by Michael Mauti)",0.000,-0.810
1,7:30,1,10,NYG 28,7,7,Andre Williams left guard for 4 yards (tackle by Ramon Humber),0.810,0.800
1,6:55,2,6,NYG 32,7,7,Eli Manning sacked by Ramon Humber for -5 yards,0.800,-0.560
1,6:16,3,11,NYG 27,7,7,Eli Manning pass complete short right to Shane Vereen for 7 yards (tackle by Delvin Breaux and Kenny Vaccaro),-0.560,-1.110
1,5:40,4,4,NYG 34,7,7,Brad Wing punts 62 yards,-1.110,0.380
1,5:27,1,10,NOR 4,7,7,Drew Brees pass complete deep right to Ben Watson for 46 yards (tackle by Trevin Wade),-0.380,2.260
1,4:44,1,10,,7,7,Mark Ingram right guard for 7 yards (tackle by Robert Ayers),2.260,2.660
1,4:08,2,3,NYG 43,7,7,Khiry Robinson left tackle for 3 yards (tackle by Johnathan Hankins),2.660,2.920
1,3:27,1,10,NYG 40,7,7,"Penalty on Johnathan Hankins: Neutral Zone Infraction, 5 yards (no play)",2.920,3.650
1,3:12,1,5,NYG 35,7,7,Drew Brees pass complete short left to Mark Ingram for 9 yards (tackle by Jonathan Casillas),3.650,3.840
1,2:30,1,10,NYG 26,7,13,"Drew Brees pass complete short left to Brandin Cooks for 26 yards, touchdown",3.840,7.000
1,2:30,,,NYG 26,7,14,Kai Forbath kicks extra point good,0.000,0.000
1,2:30,,,NOR 35,7,14,"Kai Forbath kicks off 72 yards, returned by Dwayne Harris for 28 yards (tackle by Hau'oli Kikaha)",0.000,-0.340
1,2:19,1,10,NYG 21,7,14,Eli Manning pass complete short right to Odell Beckham for 9 yards (tackle by Delvin Breaux),0.340,1.020
1,1:43,2,1,NYG 30,7,14,Orleans Darkwa right guard for 6 yards (tackle by Stephone Anthony),1.020,1.330
1,1:14,1,10,NYG 36,7,14,Eli Manning pass incomplete deep right intended for Dwayne Harris,1.330,0.790
1,1:09,2,10,NYG 36,7,14,Orleans Darkwa right guard for 17 yards (tackle by Delvin Breaux),0.790,2.460
1,0:31,1,10,NOR 47,7,14,"Eli Manning pass complete short left to Rueben Randle for 9 yards (tackle by Brandon Browner). Penalty on Brandon Browner: Unnecessary Roughness, 15 yards",2.460,4.040
1,0:06,1,10,NOR 23,7,14,Eli Manning pass complete deep middle to Larry Donnell for 22 yards (tackle by Brandon Browner),4.040,6.970
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,NOR 1,7,14,Orleans Darkwa left guard for no gain (tackle by Bobby Richardson and Stephone Anthony),6.970,5.910
2,14:21,2,1,NOR 1,7,14,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Brandon Browner). Penalty on Brandon Browner: Defensive Holding (no play),5.910,6.970
2,14:17,1,1,NOR 1,7,14,Orleans Darkwa left guard for no gain (tackle by Jo-Lonn Dunbar and Stephone Anthony),6.970,5.910
2,13:34,2,1,NOR 1,13,14,"Eli Manning pass complete short right to Odell Beckham for 1 yard, touchdown",5.910,7.000
2,13:34,,,NOR 1,14,14,Josh Brown kicks extra point good,0.000,0.000
2,13:34,,,NYG 35,14,14,"Josh Brown kicks off 68 yards, returned by Marcus Murphy for 23 yards (tackle by Leon McFadden)",0.000,-0.280
2,13:25,1,10,NOR 20,14,14,Drew Brees pass complete short right to Brandin Cooks for 1 yard (tackle by Dominique Rodgers-Cromartie),0.280,-0.130
2,13:03,2,9,NOR 21,14,14,Drew Brees pass complete short left to Willie Snead for 9 yards (tackle by Trevin Wade and Uani Unga),-0.130,0.940
2,12:25,1,10,NOR 30,14,14,Drew Brees pass complete short right to Brandon Coleman for 14 yards (tackle by Dominique Rodgers-Cromartie),0.940,1.860
2,11:49,1,10,NOR 44,14,14,Mark Ingram left tackle for 3 yards (tackle by Landon Collins and Jayron Hosley),1.860,1.720
2,11:15,2,7,NOR 47,14,20,"Drew Brees pass complete short middle to Marques Colston for 53 yards, touchdown",1.720,7.000
2,11:15,,,NYG 47,14,21,Kai Forbath kicks extra point good,0.000,0.000
2,11:15,,,NOR 35,14,21,"Kai Forbath kicks off 68 yards, returned by Dwayne Harris for 26 yards (tackle by Brian Dixon)",0.000,-0.480
2,11:00,1,10,NYG 23,14,21,Rashad Jennings right guard for 2 yards (tackle by Stephone Anthony and John Jenkins),0.480,0.200
2,10:23,2,8,NYG 25,14,21,Eli Manning sacked by Kasim Edebali for -3 yards,0.200,-0.890
2,9:45,3,11,NYG 22,14,21,". Eli Manning fumbles, recovered by Eli Manning at NYG-9",-0.890,-2.490
2,9:04,4,24,NYG 9,14,21,"Brad Wing punts 57 yards, returned by Marcus Murphy for 6 yards (tackle by Mark Herzlich)",-2.490,-1.600
2,8:53,1,10,NOR 40,14,21,"Mark Ingram right end for 2 yards (tackle by Jasper Brinkley). Penalty on Ben Watson: Offensive Holding, 10 yards (no play)",1.600,0.940
2,8:33,1,20,NOR 30,14,21,Drew Brees pass complete short left to Khiry Robinson for 5 yards (tackle by Trevin Wade),0.940,0.380
2,8:00,2,15,NOR 35,14,21,Drew Brees pass complete short left to Marques Colston for 9 yards (tackle by Devon Kennard and Landon Collins),0.380,0.890
2,7:23,3,6,NOR 44,14,21,Drew Brees pass complete short middle to Ben Watson for 8 yards (tackle by Trevin Wade),0.890,2.390
2,6:46,1,10,NYG 48,14,21,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Uani Unga),2.390,3.120
2,6:13,1,10,NYG 37,14,21,"Penalty on Willie Snead: False Start, 5 yards (no play)",3.120,2.790
2,5:56,1,15,NYG 42,14,21,Drew Brees pass complete short right to Khiry Robinson for 8 yards (tackle by Landon Collins),2.790,2.980
2,5:12,2,7,NYG 34,14,21,Drew Brees pass complete short middle to Ben Watson for 6 yards (tackle by Landon Collins),2.980,2.980
2,4:49,2,7,NYG 34,14,21,Timeout #1 by New Orleans Saints,2.980,3.070
2,4:49,3,1,NYG 28,14,21,Mark Ingram right guard for 4 yards (tackle by Uani Unga),3.070,3.970
2,4:14,1,10,NYG 24,14,21,Khiry Robinson left guard for -1 yards (tackle by Devon Kennard),3.970,3.300
2,3:39,2,11,NYG 25,14,21,Drew Brees pass complete short left to Marques Colston for 12 yards (tackle by Landon Collins and Jayron Hosley),3.300,4.710
2,3:01,1,10,NYG 13,14,21,C.J. Spiller left guard for 9 yards (tackle by Brandon Meriweather and Uani Unga),4.710,5.730
2,2:22,2,1,NYG 4,14,21,Khiry Robinson left guard for 2 yards (tackle by Kerry Wynn and Johnathan Hankins),5.730,6.740
2,2:00,1,2,NYG 2,14,21,Mark Ingram left guard for -2 yards (tackle by Trevin Wade),6.740,6.740
2,1:57,1,2,NYG 2,14,21,Timeout #1 by New York Giants,6.740,5.340
2,1:57,2,4,NYG 4,14,21,Mark Ingram left guard for 2 yards (tackle by Johnathan Hankins),5.340,5.340
2,1:50,2,4,NYG 4,14,21,Timeout #2 by New York Giants,5.340,4.950
2,1:50,3,2,NYG 2,14,27,"Drew Brees pass complete short left to Willie Snead for 2 yards, touchdown",4.950,7.000
2,1:50,,,NYG 2,14,28,Kai Forbath kicks extra point good,0.000,0.000
2,1:50,,,NOR 35,14,28,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
2,1:46,1,10,NYG 20,14,28,Eli Manning pass complete short right to Shane Vereen for 7 yards (tackle by Brandon Browner),0.280,0.680
2,1:41,2,3,NYG 27,14,28,Shane Vereen left guard for 7 yards (tackle by Tyeler Davison),0.680,1.200
2,1:23,1,10,NYG 34,14,28,Eli Manning pass incomplete short left intended for Dwayne Harris (defended by Damian Swann),1.200,0.660
2,1:19,2,10,NYG 34,14,28,Eli Manning pass complete short middle to Shane Vereen for 5 yards (tackle by Stephone Anthony),0.660,0.630
2,0:59,3,5,NYG 39,14,28,"Eli Manning pass incomplete short right intended for Will Tye (defended by Brandon Browner). Penalty on Brandon Browner: Defensive Holding, 5 yards (no play)",0.630,1.860
2,0:54,1,10,NYG 44,14,28,"Eli Manning pass incomplete deep right intended for Odell Beckham. Penalty on Hau'oli Kikaha: Roughing the Passer, 15 yards (no play)",1.860,2.850
2,0:50,1,10,NOR 41,14,28,Eli Manning pass complete short left to Odell Beckham for 8 yards (tackle by Delvin Breaux),2.850,3.390
2,0:43,2,2,NOR 33,14,28,Eli Manning pass complete short left to Shane Vereen for 3 yards (tackle by Stephone Anthony),3.390,3.580
2,0:39,1,10,NOR 30,14,28,Eli Manning pass complete short left to Myles White for 8 yards,3.580,4.110
2,0:34,2,2,NOR 22,14,28,Eli Manning pass complete short right to Rueben Randle for 13 yards (tackle by Kenny Vaccaro),4.110,5.140
2,0:15,1,9,NOR 9,14,28,Eli Manning pass complete short right to Will Tye for 7 yards (tackle by Brandon Browner),5.140,5.140
2,0:07,1,9,NOR 9,14,28,Timeout #2 by New Orleans Saints,5.140,5.720
2,0:07,2,2,NOR 2,20,28,"Eli Manning pass complete short right to Shane Vereen for 2 yards, touchdown",5.720,7.000
2,0:07,,,NOR 2,21,28,Josh Brown kicks extra point good,0.000,0.000
2,0:07,,,NYG 35,21,28,"Josh Brown kicks off 31 yards, returned by Michael Hoomanawanui for 3 yards",0.000,1.270
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,21,28,"Kai Forbath kicks off 66 yards, returned by Shane Vereen for 36 yards (tackle by Kasim Edebali)",0.000,1.270
3,14:53,1,10,NYG 35,21,28,Rashad Jennings right guard for 5 yards (tackle by Stephone Anthony),1.270,1.400
3,14:18,2,5,NYG 40,21,28,Eli Manning pass complete short left to Dwayne Harris for 8 yards (tackle by Michael Mauti),1.400,2.130
3,13:41,1,10,NYG 48,21,28,Rashad Jennings right guard for 2 yards (tackle by Stephone Anthony and John Jenkins),2.130,1.850
3,13:08,2,8,,27,28,"Eli Manning pass complete deep right to Odell Beckham for 50 yards, touchdown",1.850,7.000
3,13:08,,,NOR 50,28,28,Josh Brown kicks extra point good,0.000,0.000
3,13:08,,,NYG 35,28,28,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,12:58,1,10,NOR 20,28,28,Drew Brees pass complete short right to Mark Ingram for 10 yards (tackle by Jonathan Casillas and Jasper Brinkley),0.280,0.940
3,12:31,1,10,NOR 30,28,28,Drew Brees pass incomplete short right intended for Mark Ingram,0.940,0.390
3,12:26,2,10,NOR 30,28,28,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Landon Collins),0.390,1.730
3,12:00,1,10,NOR 42,28,28,Drew Brees pass complete short middle to Ben Watson for 17 yards (tackle by Jonathan Casillas),1.730,2.850
3,11:37,1,10,NYG 41,28,28,Mark Ingram right end for no gain (tackle by Robert Ayers),2.850,2.310
3,11:37,2,10,NYG 41,28,28,"Penalty on Zach Strief: False Start, 5 yards (no play)",2.310,1.630
3,11:01,2,15,NYG 46,28,28,"Drew Brees pass incomplete short middle intended for Marques Colston (defended by Uani Unga). Penalty on Damontre Moore: Roughing the Passer, 15 yards (no play)",1.630,3.510
3,10:58,1,10,NYG 31,28,28,Mark Ingram left guard for 10 yards (tackle by Jay Bromley and Kerry Wynn),3.510,4.170
3,10:19,1,10,NYG 21,28,28,Drew Brees pass incomplete deep right intended for Michael Hoomanawanui,4.170,3.630
3,10:14,2,10,NYG 21,28,34,"Drew Brees pass complete deep left to Brandin Cooks for 21 yards, touchdown",3.630,7.000
3,10:14,,,NYG 21,28,35,Kai Forbath kicks extra point good,0.000,0.000
3,10:14,,,NOR 35,28,35,"Kai Forbath kicks off 68 yards, returned by Shane Vereen for 46 yards (tackle by Kai Forbath)",0.000,-1.800
3,10:00,1,10,NYG 43,28,35,Andre Williams right guard for 4 yards (tackle by Kenny Vaccaro),1.800,1.790
3,9:32,2,6,NYG 47,28,35,"Eli Manning pass complete deep middle to Will Tye for 32 yards (tackle by Jairus Byrd). Penalty on Justin Pugh: Offensive Holding, 10 yards (no play)",1.790,0.440
3,9:21,2,16,NYG 37,28,35,"Eli Manning pass incomplete short left intended for Rueben Randle. Penalty on Weston Richburg: Ineligible Downfield Pass (Declined), Penalty on Geoff Schwartz: Offensive Holding (Declined)",0.440,-0.230
3,9:13,3,16,NYG 37,28,35,"Eli Manning pass complete short left to Will Tye for no gain. Will Tye fumbles (forced by Jairus Byrd), recovered by Jairus Byrd at NYG-37 and returned for 1 yards (tackle by Justin Pugh)",-0.230,-3.180
3,9:02,1,10,NYG 36,28,35,C.J. Spiller left guard for -2 yards (tackle by Kerry Wynn),3.180,2.370
3,8:17,2,12,NYG 38,28,35,Drew Brees pass complete short middle to Ben Watson for 4 yards (tackle by Devon Kennard),2.370,2.210
3,7:36,3,8,NYG 34,28,35,Drew Brees pass incomplete deep left intended for Brandin Cooks is intercepted by Dominique Rodgers-Cromartie at NYG-5 and returned for 2 yards,2.210,0.380
3,7:26,1,10,NYG 7,28,35,"Rashad Jennings right guard for 4 yards (tackle by Hau'oli Kikaha). Penalty on John Jerry: Offensive Holding, 3 yards (no play)",-0.380,-0.490
3,7:07,1,13,NYG 4,28,35,Rashad Jennings left guard for 17 yards (tackle by Kasim Edebali and Jairus Byrd),-0.490,0.340
3,6:31,1,10,NYG 21,28,35,Eli Manning pass incomplete short right intended for Rashad Jennings,0.340,-0.200
3,6:24,2,10,NYG 21,28,35,Eli Manning pass complete short right to Rashad Jennings for 25 yards (tackle by Damian Swann),-0.200,1.990
3,5:45,1,10,NYG 46,28,35,Andre Williams right guard for no gain (tackle by John Jenkins),1.990,1.450
3,5:08,2,10,NYG 46,28,35,Eli Manning pass incomplete short middle intended for Rueben Randle (defended by Stephone Anthony),1.450,0.760
3,5:02,3,10,NYG 46,28,35,Eli Manning pass complete short middle to Shane Vereen for 7 yards (tackle by Stephone Anthony),0.760,0.130
3,4:26,4,3,NOR 47,28,35,"Brad Wing punts 47 yards, touchback",0.130,-0.280
3,4:15,1,10,NOR 20,28,35,Drew Brees pass complete short left to Marques Colston for 6 yards (tackle by Trumaine McBride),0.280,0.540
3,3:53,2,4,NOR 26,28,35,Mark Ingram left tackle for 9 yards (tackle by Jasper Brinkley),0.540,1.270
3,3:19,1,10,NOR 35,28,35,Drew Brees pass complete short right to Brandin Cooks for 7 yards (tackle by Dominique Rodgers-Cromartie),1.270,1.670
3,2:57,2,3,NOR 42,28,35,Mark Ingram left end for 5 yards (tackle by Johnathan Hankins),1.670,2.060
3,2:18,1,10,NOR 47,28,35,C.J. Spiller right end for 11 yards (tackle by Kerry Wynn),2.060,2.790
3,1:41,1,10,NYG 42,28,35,Drew Brees pass complete short left to Willie Snead for 11 yards (tackle by Jayron Hosley),2.790,3.510
3,1:17,1,10,NYG 31,28,35,Mark Ingram left tackle for 11 yards (tackle by Jay Bromley and Devon Kennard),3.510,4.240
3,0:40,1,10,NYG 20,28,35,Drew Brees pass incomplete short right intended for Josh Hill,4.240,3.690
3,0:33,2,10,NYG 20,28,41,"Drew Brees pass complete deep middle to Ben Watson for 20 yards, touchdown",3.690,7.000
3,0:33,,,NYG 20,28,42,Kai Forbath kicks extra point good,0.000,0.000
3,0:33,,,NOR 35,28,42,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
3,0:29,1,10,NYG 20,28,42,Eli Manning pass complete short right to Odell Beckham for 10 yards (tackle by Delvin Breaux),0.280,0.940
3,0:04,1,10,NYG 30,28,42,Rashad Jennings left guard for 12 yards (tackle by Michael Mauti),0.940,1.730
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 42,28,42,Rashad Jennings right guard for 3 yards (tackle by Bobby Richardson),1.730,1.590
4,14:41,2,7,NYG 45,28,42,"Eli Manning pass incomplete deep left intended for Rueben Randle. Penalty on Brandon Browner: Defensive Pass Interference, 18 yards (no play)",1.590,3.120
4,14:36,1,10,NOR 37,28,42,Rashad Jennings right guard for 4 yards (tackle by Kenny Vaccaro),3.120,3.110
4,14:05,2,6,NOR 33,28,42,Eli Manning pass incomplete short left intended for Dwayne Harris,3.110,2.410
4,14:00,3,6,NOR 33,28,42,"Eli Manning sacked by Bobby Richardson for -5 yards. Eli Manning fumbles (forced by Bobby Richardson), recovered by Tyeler Davison at NOR-38 (tackle by John Jerry). Penalty on Delvin Breaux: Defensive Holding, 5 yards (no play)",2.410,3.710
4,13:53,1,10,NOR 28,28,42,Rashad Jennings left guard for 3 yards (tackle by Michael Mauti),3.710,3.570
4,13:25,2,7,NOR 25,28,42,Eli Manning pass complete short left to Rashad Jennings for 6 yards (tackle by Brandon Browner),3.570,3.720
4,13:09,3,1,NOR 19,28,42,"Eli Manning pass incomplete short right intended for Dwayne Harris. Penalty on Tyeler Davison: Defensive Offside, 5 yards (no play)",3.720,4.650
4,13:05,1,10,NOR 14,28,42,Rashad Jennings left guard for 5 yards (tackle by Stephone Anthony),4.650,4.900
4,12:34,2,5,NOR 9,28,42,Eli Manning pass incomplete short right intended for Odell Beckham,4.900,4.050
4,12:29,3,5,NOR 9,28,42,Eli Manning pass incomplete short left intended for Shane Vereen,4.050,2.880
4,12:24,4,5,NOR 9,34,42,"Eli Manning pass complete short middle to Dwayne Harris for 9 yards, touchdown",2.880,7.000
4,12:24,,,NOR 9,35,42,Josh Brown kicks extra point good,0.000,0.000
4,12:24,,,NYG 35,35,42,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,12:15,1,10,NOR 20,35,42,Drew Brees pass complete short right to C.J. Spiller for 6 yards (tackle by Dominique Rodgers-Cromartie),0.280,0.540
4,11:37,2,4,NOR 26,35,42,Brandin Cooks left end for -3 yards (tackle by Trumaine McBride),0.540,-0.560
4,11:06,3,7,NOR 23,35,42,"Penalty on Terron Armstead: False Start, 5 yards (no play)",-0.560,-1.330
4,10:42,3,12,NOR 18,35,42,Drew Brees pass incomplete short right intended for Willie Snead,-1.330,-2.240
4,10:37,4,12,NOR 18,35,42,"Thomas Morstead punts 47 yards, out of bounds",-2.240,-1.270
4,10:31,1,10,NYG 35,35,42,Eli Manning pass complete short left to Odell Beckham for 38 yards,1.270,3.780
4,10:03,1,10,NOR 27,35,42,Eli Manning pass complete short left to Rueben Randle for 7 yards (tackle by Brandon Browner),3.780,4.180
4,9:37,2,3,NOR 20,41,42,"Eli Manning pass complete deep right to Dwayne Harris for 20 yards, touchdown",4.180,7.000
4,9:37,,,NOR 20,42,42,Josh Brown kicks extra point good,0.000,0.000
4,9:37,,,NYG 35,42,42,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,9:30,1,10,NOR 20,42,42,Drew Brees pass complete deep left to Brandin Cooks for 21 yards (tackle by Jayron Hosley),0.280,1.660
4,9:07,1,10,NOR 41,42,42,Mark Ingram left guard for 7 yards (tackle by Johnathan Hankins),1.660,2.070
4,8:34,2,3,NOR 48,42,42,Drew Brees pass incomplete short middle intended for Ben Watson,2.070,1.360
4,8:30,3,3,NOR 48,42,42,Drew Brees pass complete short right to Ben Watson for 5 yards (tackle by Trumaine McBride),1.360,2.460
4,7:56,1,10,NYG 47,42,42,Mark Ingram right guard for 4 yards (tackle by Jasper Brinkley),2.460,2.450
4,7:23,2,6,NYG 43,48,42,"Drew Brees pass incomplete short right intended for Willie Snead is intercepted by Trumaine McBride at NYG-37 and returned for 63 yards, touchdown",2.450,-7.000
4,7:11,,,NOR 43,49,42,Josh Brown kicks extra point good,0.000,0.000
4,7:11,,,NYG 35,49,42,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,7:11,1,10,NOR 20,49,42,Drew Brees pass complete short left to Mark Ingram for 3 yards (tackle by Jonathan Casillas),0.280,0.140
4,6:46,2,7,NOR 23,49,42,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Jonathan Casillas),0.140,-0.560
4,6:41,3,7,NOR 23,49,42,Drew Brees pass complete short right to Marques Colston for 6 yards (tackle by Jayron Hosley),-0.560,-1.440
4,5:51,4,1,NOR 29,49,42,Mark Ingram right guard for 2 yards (tackle by Uani Unga),-1.440,1.000
4,5:10,1,10,NOR 31,49,42,"Penalty on Zach Strief: False Start, 5 yards (no play)",1.000,0.670
4,4:58,1,15,NOR 26,49,42,Drew Brees pass complete short left to Brandin Cooks for 12 yards (tackle by Trumaine McBride),0.670,1.410
4,4:36,2,3,NOR 38,49,42,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Jonathan Casillas),1.410,1.800
4,4:13,1,10,NOR 43,49,42,Drew Brees pass incomplete deep right intended for C.J. Spiller,1.800,1.250
4,4:10,2,10,NOR 43,49,42,Drew Brees pass complete short left to Willie Snead for 5 yards (tackle by Jayron Hosley),1.250,1.220
4,3:33,3,5,NOR 48,49,42,Drew Brees pass complete short middle to Ben Watson for 16 yards (tackle by Craig Dahl and Landon Collins),1.220,3.180
4,3:13,1,10,NYG 36,49,42,Drew Brees pass complete short left to Willie Snead for 9 yards (tackle by Landon Collins),3.180,3.850
4,2:37,2,1,NYG 27,49,42,Mark Ingram right guard for no gain (tackle by Craig Dahl),3.850,3.140
4,2:00,3,1,NYG 27,49,42,Mark Ingram left end for 16 yards (tackle by Landon Collins and Jonathan Casillas),3.140,4.840
4,1:20,1,10,NYG 11,49,42,Mark Ingram right guard for 2 yards (tackle by Kerry Wynn),4.840,4.510
4,0:41,2,8,NYG 9,49,48,"Drew Brees pass complete short middle to C.J. Spiller for 9 yards, touchdown",4.510,7.000
4,0:41,,,NYG 9,49,49,Kai Forbath kicks extra point good,0.000,0.000
4,0:41,,,NOR 35,49,49,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
4,0:36,1,10,NYG 20,49,49,Eli Manning pass incomplete deep left intended for Rueben Randle,0.280,-0.270
4,0:30,2,10,NYG 20,49,49,Eli Manning pass complete short middle to Shane Vereen for 5 yards (tackle by Jairus Byrd),-0.270,-0.270
4,0:25,2,10,NYG 20,49,49,Timeout #1 by New York Giants,-0.270,-0.300
4,0:25,3,5,NYG 25,49,49,Eli Manning pass incomplete short left intended for Dwayne Harris (defended by Keenan Lewis),-0.300,-0.300
4,0:20,3,5,NYG 25,49,49,Timeout #2 by New York Giants,-0.300,-1.700
4,0:20,4,5,NYG 25,49,49,"Brad Wing punts 46 yards, returned by Marcus Murphy for 24 yards (tackle by Craig Dahl). Marcus Murphy fumbles (forced by Craig Dahl), recovered by Willie Snead at NYG-47 (tackle by Brad Wing). Willie Snead fumbles (forced by Craig Dahl), recovered by Willie Snead at NYG-47 (tackle by Brad Wing)",-1.700,-1.700
4,0:05,4,5,NYG 25,49,49,Timeout #3 by New York Giants,-1.700,-3.450
4,0:05,1,10,NYG 32,49,52,Kai Forbath 50 yard field goal good,3.450,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
