Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
2,0:17,2,8,CIN 17,10,10,Ryan Tannehill pass incomplete short right intended for Austin Hooper (defended by Mike Hilton),4.030,3.260
2,0:12,3,8,CIN 17,10,10,Ryan Tannehill pass incomplete deep left intended for Nick Westbrook-Ikhine (defended by Logan Wilson),3.260,2.310
2,0:08,4,8,CIN 17,10,10,Caleb Shudak 35 yard field goal no good,2.310,-0.610
2,0:04,1,10,CIN 25,10,10,Joe Burrow kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,10,10,"Evan McPherson kicks off 67 yards, returned by C.J. Board for 20 yards (tackle by Akeem Davis-Gaither and Michael Thomas)",0.000,0.040
3,14:54,1,10,TEN 18,10,10,Derrick Henry left guard for 4 yards (tackle by B.J. Hill and Joseph Ossai),0.040,0.140
3,14:19,2,6,TEN 22,10,10,Ryan Tannehill pass incomplete short right intended for Robert Woods (defended by Eli Apple),0.140,-0.660
3,14:15,3,6,TEN 22,10,10,Ryan Tannehill sacked by Sam Hubbard for -10 yards,-0.660,-2.490
3,13:46,4,16,TEN 12,10,10,"Ryan Stonehouse punts 48 yards, returned by Trent Taylor for 10 yards (tackle by Hassan Haskins). Penalty on Joseph Jones: Ineligible Downfield Kick, 5 yards (accepted)",-2.490,-2.590
3,13:38,1,10,TEN 45,10,10,Samaje Perine left tackle for 5 yards (tackle by Amani Hooker),2.590,2.720
3,12:58,2,5,TEN 40,10,10,Samaje Perine left guard for 4 yards (tackle by Dylan Cole),2.720,2.540
3,12:14,3,1,TEN 36,10,10,"Samaje Perine for no gain (tackle by Roger McCreary). Penalty on La'el Collins: Offensive Holding, 9 yards (accepted) (no play)",2.540,1.360
3,11:47,3,10,TEN 45,10,10,Joe Burrow pass incomplete short left intended for Tyler Boyd,1.360,0.270
3,11:43,4,10,TEN 45,10,10,"Drue Chrisman punts 35 yards, fair catch by C.J. Board at TEN-10",0.270,0.380
3,11:36,1,10,TEN 10,10,10,Derrick Henry right guard for 2 yards (tackle by B.J. Hill and Eli Apple),-0.380,-0.630
3,10:52,2,8,TEN 12,10,10,Ryan Tannehill scrambles left end for 5 yards (tackle by Sam Hubbard),-0.630,-0.600
3,10:04,3,3,TEN 17,10,10,Ryan Tannehill pass complete short left to Robert Woods for 6 yards (tackle by Cam Taylor-Britt),-0.600,0.480
3,9:25,1,10,TEN 23,10,10,Ryan Tannehill pass incomplete deep left intended for Chigoziem Okonkwo,0.480,-0.070
3,9:20,2,10,TEN 23,10,10,Derrick Henry up the middle for no gain (tackle by Mike Hilton),-0.070,-0.760
3,8:38,3,10,TEN 23,10,10,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 6 yards (tackle by Jessie Bates and Akeem Davis-Gaither),-0.760,-1.440
3,8:01,4,4,TEN 29,10,10,"Ryan Stonehouse punts 71 yards, touchback.",-1.440,-0.280
3,7:54,1,10,CIN 20,10,10,Joe Burrow pass incomplete short right intended for Samaje Perine,0.280,-0.270
3,7:51,2,10,CIN 20,10,10,Samaje Perine up the middle for 1 yard (tackle by Rashad Weaver),-0.270,-0.820
3,7:13,3,9,CIN 21,10,10,Joe Burrow pass complete short left to Tee Higgins for 15 yards (tackle by Kristian Fulton),-0.820,1.330
3,6:39,1,10,CIN 36,10,10,Joe Burrow pass complete short left to Hayden Hurst for 5 yards (tackle by Dylan Cole),1.330,1.470
3,6:06,2,5,CIN 41,10,10,Joe Burrow pass incomplete short left intended for Samaje Perine,1.470,0.760
3,6:03,3,5,CIN 41,10,10,Joe Burrow pass complete short right to Tyler Boyd for 7 yards (tackle by Tre Avery),0.760,2.130
3,5:21,1,10,CIN 48,10,10,Samaje Perine left tackle for 8 yards (tackle by Amani Hooker),2.130,2.660
3,4:35,2,2,TEN 44,10,10,Samaje Perine right guard for 7 yards (tackle by Elijah Molden),2.660,3.120
3,4:00,1,10,TEN 37,10,10,Joe Burrow pass incomplete short right intended for Trent Taylor (defended by David Long),3.120,2.570
3,3:54,2,10,TEN 37,10,10,"Joe Burrow scrambles up the middle for 6 yards (tackle by Elijah Molden). Penalty on Amani Hooker: Unnecessary Roughness / Defense, 15 yards (accepted)",2.570,4.510
3,3:29,1,10,TEN 16,10,10,"Joe Burrow pass incomplete short right. Penalty on Joe Burrow: Intentional Grounding, 13 yards (accepted)",4.510,2.200
3,3:25,2,23,TEN 29,10,10,Joe Burrow pass incomplete deep right intended for Trenton Irwin,2.200,1.550
3,3:20,3,23,TEN 29,10,10,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Amani Hooker),1.550,2.120
3,2:39,4,14,TEN 20,13,10,Evan McPherson 38 yard field goal good,2.120,3.000
3,2:35,,,CIN 35,13,10,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,2:35,1,10,TEN 25,13,10,"Ryan Tannehill pass complete deep middle to Treylon Burks for 51 yards (tackle by Cam Taylor-Britt). Penalty on Trey Hendrickson: Roughing the Passer, 12 yards (accepted)",0.610,4.780
3,2:06,1,10,CIN 12,13,10,Derrick Henry left tackle for 5 yards (tackle by Logan Wilson and D.J. Reader),4.780,5.020
3,1:25,2,5,CIN 7,13,10,Derrick Henry left tackle for 1 yard (tackle by Sam Hubbard and Jessie Bates),5.020,4.380
3,0:46,3,4,CIN 6,13,10,Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo,4.380,3.000
3,0:42,4,4,CIN 6,13,13,Caleb Shudak 24 yard field goal good,3.000,3.000
3,0:39,,,TEN 35,13,13,"Caleb Shudak kicks off 65 yards, touchback.",0.000,0.610
3,0:39,1,10,CIN 25,13,13,Samaje Perine left tackle for 5 yards (tackle by Sam Okuayinonu and Dylan Cole),0.610,0.740
3,0:05,2,5,CIN 30,13,13,"Joe Burrow pass incomplete deep right intended for Tee Higgins (defended by Kevin Byard). Penalty on Teair Tart: Defensive Offside, 5 yards (accepted) (no play)",0.740,1.270
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 35,13,13,Joe Burrow pass complete deep right to Tee Higgins for 24 yards (tackle by Kevin Byard),1.270,2.850
4,14:37,1,10,TEN 41,13,13,Samaje Perine right guard for -2 yards (tackle by Dylan Cole),2.850,2.040
4,14:01,2,12,TEN 43,13,13,Joe Burrow pass incomplete short middle intended for Hayden Hurst,2.040,1.350
4,13:58,3,12,TEN 43,13,13,"Joe Burrow pass complete deep right to Trenton Irwin for 16 yards TEN challenged the pass completion ruling, and the play was upheld.",1.350,3.780
4,13:47,1,10,TEN 27,19,13,"Joe Burrow pass complete deep right to Tee Higgins for 27 yards, touchdown",3.780,7.000
4,13:42,,,TEN 15,20,13,Evan McPherson kicks extra point good,0.000,0.000
4,13:42,,,CIN 35,20,13,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,13:42,1,10,TEN 25,20,13,Derrick Henry up the middle for 7 yards (tackle by B.J. Hill),0.610,1.010
4,13:04,2,3,TEN 32,20,13,Ryan Tannehill pass complete short right to Treylon Burks for 7 yards (tackle by Eli Apple),1.010,1.530
4,12:27,1,10,TEN 39,20,13,Derrick Henry right tackle for 6 yards (tackle by Vonn Bell and Germaine Pratt),1.530,1.800
4,11:51,2,4,TEN 45,20,13,Derrick Henry left tackle for no gain (tackle by Germaine Pratt),1.800,1.090
4,11:08,3,4,TEN 45,20,13,Ryan Tannehill scrambles left tackle for 4 yards (tackle by Cam Taylor-Britt),1.090,2.190
4,10:20,1,10,TEN 49,20,13,Ryan Tannehill pass complete short right to Derrick Henry for 9 yards (tackle by Germaine Pratt and Logan Wilson),2.190,2.860
4,9:33,2,1,CIN 42,20,13,Derrick Henry up the middle for no gain (tackle by Mike Hilton and B.J. Hill),2.860,2.150
4,8:48,3,1,CIN 42,20,13,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 17 yards (tackle by Jessie Bates and Vonn Bell),2.150,3.910
4,7:58,1,10,CIN 25,20,13,Derrick Henry left tackle for no gain (tackle by Mike Hilton),3.910,3.360
4,7:14,2,10,CIN 25,20,13,"Ryan Tannehill pass complete short right to Dontrell Hilliard for -5 yards (tackle by Cameron Sample). Penalty on Dennis Daley: Ineligible Downfield Pass, 5 yards (declined)",3.360,2.010
4,6:48,3,15,CIN 30,20,13,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 10 yards (tackle by Mike Hilton and Logan Wilson),2.010,2.170
4,6:11,4,5,CIN 20,20,16,Caleb Shudak 38 yard field goal good,2.170,3.000
4,6:07,,,TEN 35,20,16,"Caleb Shudak kicks off 65 yards, touchback.",0.000,0.610
4,6:07,1,10,CIN 25,20,16,Joe Burrow pass complete short right to Tee Higgins for 8 yards (tackle by Roger McCreary),0.610,1.140
4,5:28,2,2,CIN 33,20,16,Samaje Perine right guard for 2 yards (tackle by Amani Hooker and Rashad Weaver),1.140,1.270
4,4:43,1,10,CIN 35,20,16,Joe Burrow pass complete short middle to Hayden Hurst for 8 yards (tackle by David Long and Dylan Cole),1.270,1.800
4,3:57,2,2,CIN 43,20,16,Trayveon Williams right end for 16 yards (tackle by Jeffery Simmons),1.800,2.850
4,3:49,1,10,TEN 41,20,16,Samaje Perine up the middle for no gain (tackle by David Long and Jeffery Simmons),2.850,2.310
4,3:08,2,10,TEN 41,20,16,Joe Burrow pass complete deep right to Tee Higgins for 29 yards (tackle by Kristian Fulton),2.310,4.780
4,2:53,,,,,,Timeout #2 by Tennessee Titans,,
4,2:53,1,10,TEN 12,20,16,Samaje Perine up the middle for 3 yards (tackle by Kevin Strong and Jeffery Simmons),4.780,4.640
4,2:06,2,7,TEN 9,20,16,Samaje Perine left end for -4 yards (tackle by DeMarcus Walker),4.640,3.100
4,2:00,3,11,TEN 13,20,16,Joe Burrow up the middle for no gain (tackle by Jeffery Simmons),3.100,2.570
4,1:56,,,,,,Timeout #3 by Tennessee Titans,,
4,1:56,4,11,TEN 13,20,16,"Penalty on Kevin Strong: Unnecessary Roughness / Defense, 7 yards (accepted) (no play)",2.570,5.830
4,1:56,1,6,TEN 6,20,16,Joe Burrow kneels for -1 yards,5.830,4.760
4,1:12,2,7,TEN 7,20,16,Joe Burrow kneels for -1 yards,4.760,3.580
4,0:27,3,8,TEN 8,20,16,Joe Burrow kneels for -1 yards,3.580,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
