Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,14,67,1,5,41,2.9,26,1.9,1,14.0
Mark Ingram,NOR,12,63,0,3,27,2.3,36,3.0,3,4.0
Drew Brees,NOR,2,-2,0,0,-2,-1.0,0,0.0,0,
Zach Line,NOR,2,6,0,2,3,1.5,3,1.5,0,
Taysom Hill,NOR,1,17,0,1,7,7.0,10,10.0,1,1.0
Tommylee Lewis,NOR,1,4,0,,-2,-2.0,6,6.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,15,53,0,2,27,1.8,26,1.7,2,7.5
Cam Newton,CAR,5,15,0,3,-2,-0.4,17,3.4,1,5.0
Curtis Samuel,CAR,2,8,0,0,6,3.0,2,1.0,0,
D.J. Moore,CAR,1,22,0,,4,4.0,18,18.0,1,1.0
