Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
1,8:24,2,9,GNB 50,0,7,Matt Hasselbeck pass complete to Itula Mili for 9 yards (tackle by Mike McKenzie),1.780,2.850
1,7:47,1,10,GNB 41,0,7,Shaun Alexander left end for 9 yards (tackle by Nick Barnett),2.850,3.520
1,7:10,2,1,GNB 32,0,7,Shaun Alexander left tackle for 4 yards (tackle by Nick Barnett),3.520,3.710
1,6:30,1,10,GNB 28,0,7,Maurice Morris right end for 18 yards (tackle by Kenny Peterson and Marques Anderson),3.710,4.910
1,6:13,1,10,GNB 10,0,7,Shaun Alexander up the middle for 9 yards (tackle by Nick Barnett and Hannibal Navies),4.910,5.910
1,5:34,2,1,GNB 1,6,7,"Shaun Alexander up the middle for 1 yard, touchdown",5.910,7.000
1,,,,GNB 2,7,7,Josh Brown kicks extra point good,0.000,0.000
1,,,,SEA 30,7,7,"Josh Brown kicks off 60 yards, returned by Antonio Chatman for 24 yards (tackle by Marcus Trufant)",0.000,1.200
1,5:24,1,10,GNB 34,7,7,Donald Driver right end for 5 yards (tackle by Ken Hamlin and Anthony Simmons),1.200,1.330
1,4:49,2,5,GNB 39,7,7,Brett Favre pass complete to Robert Ferguson for 5 yards (tackle by Ken Lucas),1.330,1.860
1,4:07,1,10,GNB 44,7,7,Ahman Green right tackle for 3 yards (tackle by Antonio Cochran),1.860,1.720
1,3:31,2,7,GNB 47,7,7,Ahman Green left guard for 3 yards (tackle by Chad Brown),1.720,1.420
1,2:57,3,4,SEA 50,7,7,Brett Favre pass complete to Antonio Freeman for 14 yards (tackle by Kris Richard),1.420,3.180
1,2:19,1,10,SEA 36,7,7,Brett Favre pass complete to Donald Driver for 7 yards (tackle by Ken Lucas),3.180,3.580
1,1:44,2,3,SEA 29,7,7,Ahman Green left end for 4 yards (tackle by Brandon Mitchell and Antonio Cochran),3.580,3.910
1,0:57,1,10,SEA 25,7,7,"Brett Favre pass incomplete intended for Donald Driver (defended by Marcus Trufant). Penalty on Antonio Cochran: Defensive Offside, 5 yards (no play)",3.910,4.640
1,0:52,1,5,SEA 20,7,7,Ahman Green left end for 1 yard (tackle by Chad Brown),4.640,4.200
1,0:15,2,4,SEA 19,7,7,,4.200,4.840
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 11,7,7,Brett Favre pass incomplete intended for Bubba Franks (defended by Marcus Trufant),4.840,4.140
2,14:55,2,10,SEA 11,7,7,Ahman Green left end for 3 yards (tackle by Ken Hamlin),4.140,3.760
2,14:07,3,7,SEA 8,7,7,Brett Favre pass complete to Donald Driver for 7 yards (tackle by Reggie Tongue),3.760,6.970
2,13:17,1,1,SEA 1,7,13,"Ahman Green left guard for 1 yard, touchdown",6.970,7.000
2,,,,SEA 2,7,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,7,14,"Ryan Longwell kicks off 62 yards, returned by Maurice Morris for 21 yards (tackle by Marcus Wilkins). Penalty on Alex Bannister: Offensive Holding, 10 yards",0.000,-0.380
2,13:06,1,10,SEA 10,7,14,Matt Hasselbeck pass complete to Koren Robinson for 9 yards (tackle by Al Harris),-0.380,0.240
2,12:38,2,1,SEA 19,7,14,Shaun Alexander left end for 3 yards (tackle by Nick Barnett and Darren Sharper),0.240,0.410
2,11:55,1,10,SEA 22,7,14,Matt Hasselbeck pass complete to Koren Robinson for 13 yards (tackle by Darren Sharper),0.410,1.270
2,11:18,1,10,SEA 35,7,14,Matt Hasselbeck pass complete to Koren Robinson for 8 yards (tackle by Mike McKenzie),1.270,1.800
2,10:41,2,2,SEA 43,7,14,Shaun Alexander right tackle for 4 yards (tackle by Nick Barnett),1.800,2.060
2,10:02,1,10,SEA 47,7,14,Matt Hasselbeck pass complete to Bobby Engram for 14 yards (tackle by Hannibal Navies),2.060,2.980
2,9:27,1,10,GNB 39,7,14,Shaun Alexander left tackle for 1 yard (tackle by Joe Johnson and Paris Lenon),2.980,2.580
2,8:54,2,9,GNB 38,7,14,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Al Harris),2.580,1.880
2,8:50,3,9,GNB 38,7,14,Matt Hasselbeck pass complete to Koren Robinson for 10 yards (tackle by Al Harris). Penalty on Kabeer Gbaja-Biamila: Defensive Offside (Declined),1.880,3.710
2,8:21,1,10,GNB 28,7,14,Shaun Alexander left end for 4 yards (tackle by Nick Barnett),3.710,3.710
2,7:38,2,6,GNB 24,7,14,Matt Hasselbeck pass complete to Koren Robinson for 5 yards (tackle by Al Harris),3.710,3.720
2,7:00,3,1,GNB 19,7,14,Matt Hasselbeck pass complete to Itula Mili for 8 yards (tackle by Al Harris),3.720,4.840
2,6:19,1,10,GNB 11,7,14,Mack Strong left tackle for 1 yard (tackle by Chukie Nwokorie and Na'il Diggs),4.840,4.320
2,5:43,2,9,GNB 10,7,14,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Mike McKenzie),4.320,3.300
2,5:37,,,,7,14,Timeout #1 by Green Bay Packers,0.000,3.300
2,5:37,3,9,GNB 10,7,14,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Bhawoh Jue),3.300,2.760
2,5:28,4,9,GNB 10,10,14,Josh Brown 27 yard field goal good,2.760,3.000
2,,,,SEA 30,10,14,"Josh Brown kicks off 67 yards, returned by Antonio Chatman for 19 yards (tackle by Maurice Morris). Penalty on D.D. Lewis: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,SEA 25,10,14,"Josh Brown kicks off 61 yards, returned by Antonio Chatman for 18 yards (tackle by D.D. Lewis)",0.000,1.070
2,5:18,1,10,GNB 32,10,14,Brett Favre pass complete to Wesley Walls for 5 yards (tackle by Reggie Tongue),1.070,1.200
2,4:42,2,5,GNB 37,10,14,Brett Favre pass complete to Bubba Franks for 20 yards (tackle by Reggie Tongue),1.200,2.720
2,4:00,1,10,SEA 43,10,14,Ahman Green right tackle for 9 yards (tackle by Brandon Mitchell and Marcus Trufant),2.720,3.390
2,3:25,2,1,SEA 34,10,14,Brett Favre pass complete to Donald Driver for 5 yards (tackle by Anthony Simmons),3.390,3.640
2,2:51,1,10,SEA 29,10,14,Ahman Green up the middle for 6 yards (tackle by Ken Hamlin),3.640,3.910
2,2:12,2,4,SEA 23,10,14,Ahman Green right end for 11 yards (tackle by Marcus Trufant and Anthony Simmons),3.910,4.780
2,2:00,1,10,SEA 12,10,14,Brett Favre pass complete to Javon Walker for 8 yards,4.780,5.600
2,1:24,2,2,SEA 4,10,14,Ahman Green right guard for 1 yard (tackle by Cedric Woodard),5.600,5.060
2,0:41,3,1,SEA 3,10,20,"Ahman Green right tackle for 3 yards, touchdown",5.060,7.000
2,,,,SEA 2,10,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,10,21,"Ryan Longwell kicks off 65 yards, returned by Maurice Morris for 19 yards (tackle by Tony Fisher)",0.000,0.540
2,0:30,1,10,SEA 24,10,21,Matt Hasselbeck pass complete to Shaun Alexander for 12 yards (tackle by Marques Anderson),0.540,1.330
2,0:24,1,10,SEA 36,10,21,Matt Hasselbeck pass complete to Darrell Jackson for 20 yards (tackle by Mike McKenzie),1.330,2.650
2,0:15,,,,10,21,Timeout #2 by Seattle Seahawks,0.000,2.650
2,0:15,1,10,GNB 44,10,21,Matt Hasselbeck pass complete to Koren Robinson for 12 yards (tackle by Al Harris),2.650,3.450
2,0:11,1,10,GNB 32,10,21,Matt Hasselbeck sacked by Michael Hawthorne for -7 yards,3.450,1.960
2,0:03,,,,10,21,Timeout #3 by Seattle Seahawks,0.000,1.960
2,0:03,2,17,GNB 39,13,21,Josh Brown 58 yard field goal good,1.960,3.000
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,13,21,"Ryan Longwell kicks off 64 yards, returned by Maurice Morris for 15 yards (tackle by Tony Fisher)",0.000,0.340
3,14:55,1,10,SEA 21,13,21,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Mike McKenzie),0.340,-0.200
3,14:50,2,10,SEA 21,13,21,Matt Hasselbeck pass incomplete intended for Mack Strong (defended by Marques Anderson),-0.200,-0.890
3,14:46,3,10,SEA 21,13,21,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Bhawoh Jue),-0.890,-1.960
3,14:43,4,10,SEA 21,13,21,Tom Rouen punts 32 yards,-1.960,-2.060
3,14:35,1,10,GNB 47,13,21,Ahman Green right end for 3 yards,2.060,1.920
3,13:58,2,7,SEA 50,13,21,Brett Favre pass complete to William Henderson for 14 yards (tackle by Ken Hamlin),1.920,3.180
3,13:34,1,10,SEA 36,13,21,Brett Favre pass complete to Bubba Franks for 8 yards (tackle by Chad Brown),3.180,3.720
3,13:15,2,2,SEA 28,13,21,Ahman Green up the middle for 4 yards (tackle by Antonio Cochran),3.720,3.970
3,12:41,1,10,SEA 24,13,21,Brett Favre pass complete to Donald Driver for 4 yards (tackle by Marcus Trufant),3.970,3.970
3,12:03,2,6,SEA 20,13,21,Ahman Green left end for 9 yards (tackle by Ken Lucas),3.970,4.840
3,11:20,1,10,SEA 11,13,21,Brett Favre pass incomplete intended for Javon Walker (defended by Brandon Mitchell),4.840,4.140
3,11:16,2,10,SEA 11,13,27,"Tony Fisher left end for 11 yards, touchdown",4.140,7.000
3,,,,SEA 2,13,28,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,13,28,"Ryan Longwell kicks off 52 yards, returned by Maurice Morris for 9 yards (tackle by Robert Ferguson)",0.000,0.740
3,11:04,1,10,SEA 27,13,28,Shaun Alexander right tackle for 7 yards (tackle by Darren Sharper),0.740,1.140
3,10:34,2,3,SEA 34,13,28,Shaun Alexander left tackle for 5 yards (tackle by Nick Barnett and Marques Anderson),1.140,1.530
3,9:57,1,10,SEA 39,13,28,Matt Hasselbeck pass complete to Itula Mili for 7 yards (tackle by Hannibal Navies),1.530,1.930
3,9:20,2,3,SEA 46,13,28,Shaun Alexander left end for no gain (tackle by Kabeer Gbaja-Biamila and Cletidus Hunt),1.930,1.220
3,8:41,3,3,SEA 46,13,28,Matt Hasselbeck pass complete to Bobby Engram for 7 yards (tackle by Bhawoh Jue),1.220,2.460
3,8:01,1,10,GNB 47,13,28,Shaun Alexander right end for 2 yards (tackle by Na'il Diggs),2.460,2.180
3,7:29,2,8,GNB 45,13,28,Matt Hasselbeck pass complete to Shaun Alexander for -2 yards (tackle by Nick Barnett),2.180,1.220
3,6:49,3,10,GNB 47,13,28,"Matt Hasselbeck pass complete to Mack Strong for 6 yards (tackle by Darren Sharper). Penalty on Bhawoh Jue: Defensive Holding, 5 yards (no play)",1.220,2.790
3,6:26,1,10,GNB 42,13,28,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Al Harris),2.790,2.240
3,6:19,2,10,GNB 42,13,28,Shaun Alexander left guard for 7 yards (tackle by Marques Anderson and Darren Sharper),2.240,2.480
3,5:41,,,,13,28,Timeout #1 by Green Bay Packers,0.000,2.480
3,5:32,3,3,GNB 35,13,28,Matt Hasselbeck pass incomplete intended for Darrell Jackson is intercepted by Darren Sharper at GNB-25 and returned for 19 yards (tackle by Mack Strong),2.480,-1.860
3,5:32,1,10,GNB 44,13,28,Brett Favre pass complete to Javon Walker for 6 yards (tackle by Reggie Tongue),1.860,2.130
3,4:58,2,4,SEA 50,13,28,Ahman Green right tackle for 4 yards (tackle by Chad Brown and Ken Hamlin),2.130,2.520
3,4:25,1,10,SEA 46,13,28,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Chad Brown),2.520,3.310
3,3:53,1,10,SEA 34,13,28,Ahman Green up the middle for 7 yards (tackle by Anthony Simmons),3.310,3.720
3,3:20,2,3,SEA 27,13,28,Brett Favre pass incomplete intended for Wesley Walls,3.720,3.010
3,3:17,3,3,SEA 27,13,28,Brett Favre pass complete to Donald Driver for 3 yards (tackle by Marcus Trufant),3.010,3.970
3,2:30,1,10,SEA 24,13,28,Ahman Green right guard for 1 yard (tackle by Reggie Tongue),3.970,3.570
3,2:30,2,9,SEA 23,13,28,"Penalty on Mike Flanagan: False Start, 5 yards (no play)",3.570,2.890
3,1:32,2,14,SEA 28,13,28,"Brett Favre pass incomplete intended for Javon Walker. Penalty on Ken Lucas: Defensive Pass Interference, 22 yards (no play)",2.890,5.830
3,1:27,1,6,SEA 6,13,28,Ahman Green right tackle for 4 yards (tackle by Ken Lucas and Ken Hamlin),5.830,5.720
3,0:42,,,,13,28,Timeout #1 by Seattle Seahawks,0.000,5.720
3,0:39,2,2,SEA 2,13,34,"Brett Favre pass complete to William Henderson for 2 yards, touchdown",5.720,7.000
3,,,,SEA 2,13,35,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,13,35,"Ryan Longwell kicks off 60 yards, returned by Maurice Morris for 19 yards (tackle by Marcus Wilkins)",0.000,0.870
3,0:34,1,10,SEA 29,13,35,Matt Hasselbeck pass incomplete intended for Shaun Alexander,0.870,0.330
3,0:30,2,10,SEA 29,13,35,Matt Hasselbeck pass complete to Shaun Alexander for 3 yards (tackle by Kabeer Gbaja-Biamila),0.330,0.040
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,SEA 32,13,35,Matt Hasselbeck pass complete to Bobby Engram for 24 yards (tackle by Bhawoh Jue),0.040,2.650
4,14:38,1,10,GNB 44,13,35,Shaun Alexander right end for 8 yards (tackle by Hannibal Navies),2.650,3.190
4,14:13,2,2,GNB 36,13,35,Matt Hasselbeck pass complete to Itula Mili for 7 yards (tackle by Marques Anderson),3.190,3.640
4,13:41,1,10,GNB 29,13,35,Matt Hasselbeck pass complete to Koren Robinson for 9 yards (tackle by Al Harris),3.640,4.320
4,13:07,2,1,GNB 20,13,35,Shaun Alexander right guard for 4 yards (tackle by Darren Sharper and Kenny Peterson),4.320,4.510
4,12:38,1,10,GNB 16,13,35,"Matt Hasselbeck pass incomplete intended for Shaun Alexander. Penalty on Robbie Tobeck: Ineligible Downfield Pass, 5 yards (no play)",4.510,4.170
4,12:33,1,15,GNB 21,13,35,Matt Hasselbeck pass complete to Koren Robinson for 10 yards (tackle by Al Harris),4.170,4.760
4,12:06,2,5,GNB 11,13,35,Matt Hasselbeck pass incomplete intended for Shaun Alexander (defended by Marques Anderson),4.760,3.940
4,12:01,3,5,GNB 11,13,35,Matt Hasselbeck pass complete to Jerramy Stevens for 2 yards (tackle by Marques Anderson),3.940,2.930
4,11:21,4,3,GNB 9,13,35,Matt Hasselbeck pass incomplete intended for Darrell Jackson. Penalty on Koren Robinson: Illegal Motion (Declined),2.930,0.380
4,11:14,1,10,GNB 9,13,35,"Ahman Green right tackle for 1 yard (tackle by Cedric Woodard). Penalty on Norman Hand: Defensive Holding, 5 yards (no play)",-0.380,-0.280
4,10:48,1,10,GNB 14,13,35,Ahman Green left tackle for 7 yards (tackle by Ken Hamlin and Reggie Tongue),-0.280,0.280
4,10:09,2,3,GNB 21,13,35,Brett Favre pass complete to William Henderson for 12 yards (tackle by Ken Hamlin),0.280,1.140
4,9:25,1,10,GNB 33,13,35,Ahman Green right end for 1 yard (tackle by Anthony Simmons),1.140,0.730
4,8:42,2,9,GNB 34,13,35,Brett Favre pass incomplete intended for Javon Walker (defended by Ken Lucas),0.730,0.040
4,8:36,3,9,GNB 34,13,35,Brett Favre sacked by John Randle for -8 yards,0.040,-1.630
4,7:57,4,17,GNB 26,13,35,"Josh Bidwell punts 33 yards, returned by Damien Robinson for no gain",-1.630,-1.660
4,7:57,1,10,SEA 41,13,35,Matt Hasselbeck sacked by Nick Barnett for -3 yards,1.660,0.720
4,7:28,2,13,SEA 38,13,35,Matt Hasselbeck pass complete to Darrell Jackson for 14 yards (tackle by Mike McKenzie),0.720,2.390
4,7:08,1,10,GNB 48,13,35,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.390,1.850
4,7:04,2,10,GNB 48,13,35,Shaun Alexander left tackle for 4 yards (tackle by Marques Anderson),1.850,1.690
4,6:26,3,6,GNB 44,13,35,Matt Hasselbeck pass complete to Darrell Jackson for 11 yards (tackle by Bhawoh Jue),1.690,3.380
4,5:53,1,10,GNB 33,13,35,Matt Hasselbeck pass incomplete intended for Koren Robinson,3.380,2.840
4,5:49,2,10,GNB 33,13,35,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Mike McKenzie),2.840,2.150
4,5:44,3,10,GNB 33,13,35,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.150,1.150
4,5:28,4,10,GNB 33,13,35,"Matt Hasselbeck pass incomplete. Penalty on GNB: Unsportsmanlike Conduct, 15 yards",1.150,-0.040
4,5:28,1,10,GNB 18,13,35,Ahman Green right tackle for 16 yards (tackle by Marcus Trufant and Reggie Tongue),0.040,1.200
4,4:43,1,10,GNB 34,13,35,Ahman Green up the middle for 3 yards (tackle by Chad Brown),1.200,1.060
4,4:00,2,7,GNB 37,13,35,Ahman Green right tackle for 1 yard,1.060,0.500
4,3:15,3,6,GNB 38,13,35,Tony Fisher right end for 8 yards (tackle by Chike Okeafor),0.500,1.990
4,2:29,1,10,GNB 46,13,35,Tony Fisher left end for 14 yards (tackle by Anthony Simmons),1.990,2.920
4,2:00,1,10,SEA 40,13,35,Najeh Davenport right end for 2 yards (tackle by Anthony Simmons and Ken Lucas),2.920,2.640
4,1:13,2,8,SEA 38,13,35,Brett Favre for -1 yards,2.640,1.820
4,0:28,3,9,SEA 39,13,35,Brett Favre for -1 yards,1.820,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
