Quarter,Time,Tm,Detail,NYG,PHI
1.0,6:04,Giants,Brandon Jacobs 40 yard pass from Eli Manning (Lawrence Tynes kick),7,0
,0:49,Giants,Victor Cruz 74 yard pass from Eli Manning (Lawrence Tynes kick),14,0
2.0,7:47,Eagles,Alex Henery 21 yard field goal,14,3
,1:54,Eagles,LeSean McCoy 11 yard rush (Alex Henery kick),14,10
,0:00,Eagles,Alex Henery 38 yard field goal,14,13
3.0,0:59,Eagles,Alex Henery 21 yard field goal,14,16
4.0,8:07,Giants,Victor Cruz 28 yard pass from Eli Manning (Brandon Jacobs run),22,16
,3:32,Giants,Ahmad Bradshaw 18 yard pass from Eli Manning (Lawrence Tynes kick),29,16
