Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
2,5:47,2,7,MIA 10,17,3,Lorenzo Neal up the middle for 1 yard (tackle by Larry Chester),4.580,3.880
2,5:06,3,6,MIA 9,17,3,Drew Brees pass incomplete intended for David Boston is intercepted by Patrick Surtain at MIA-0,3.880,-0.280
2,4:59,1,10,MIA 20,17,3,Ricky Williams up the middle for -2 yards (tackle by Jamal Williams),0.280,-0.630
2,4:23,2,12,MIA 18,17,3,Brian Griese pass complete to Ricky Williams for 8 yards (tackle by Jason Fisk),-0.630,-0.160
2,3:37,3,4,MIA 26,17,3,Brian Griese pass complete to James McKnight for 9 yards (tackle by Terrence Kiel),-0.160,1.270
2,2:57,1,10,MIA 35,17,3,Brian Griese pass complete to Chris Chambers for 49 yards (tackle by Jerry Wilson),1.270,4.510
2,2:07,1,10,SDG 16,17,3,Ricky Williams left end for 9 yards (tackle by Kwamie Lassiter),4.510,5.540
2,2:00,2,1,SDG 7,23,3,"Brian Griese pass complete to Randy McMichael for 7 yards, touchdown",5.540,7.000
2,,,,SDG 2,24,3,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,24,3,"Olindo Mare kicks off 71 yards, returned by Tim Dwight for 25 yards (tackle by Shawn Wooden)",0.000,0.540
2,1:47,1,10,SDG 24,24,3,Drew Brees pass complete to LaDainian Tomlinson for 18 yards (tackle by Sammy Knight),0.540,1.730
2,1:21,1,10,SDG 42,24,3,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",1.730,1.400
2,1:20,1,15,SDG 37,24,3,Drew Brees pass complete to David Boston for 17 yards (tackle by Patrick Surtain),1.400,2.520
2,1:07,,,,24,3,Timeout #2 by San Diego Chargers,0.000,2.520
2,1:07,1,10,MIA 46,24,3,"Drew Brees right end for 5 yards (tackle by Zach Thomas). Penalty on Terrell Buckley: Defensive Holding, 5 yards",2.520,3.180
2,0:58,1,10,MIA 36,24,3,Drew Brees sacked by Arturo Freeman for -8 yards,3.180,1.560
2,0:52,,,,24,3,Timeout #3 by San Diego Chargers,0.000,1.560
2,0:52,2,18,MIA 44,24,3,Drew Brees pass complete to LaDainian Tomlinson for 6 yards,1.560,1.690
2,0:47,3,12,MIA 38,24,3,Drew Brees sacked by Adewale Ogunleye for -9 yards,1.690,0.130
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,24,3,"Mike Scifres kicks off 70 yards, returned by Travis Minor for 21 yards (tackle by Andrew Pinnock)",0.000,0.340
3,14:54,1,10,MIA 21,24,3,Brian Griese pass complete to Derrius Thompson for 6 yards (tackle by Ben Leber),0.340,0.610
3,14:17,2,4,MIA 27,24,3,Ricky Williams up the middle for 2 yards (tackle by Jason Fisk and Jamal Williams),0.610,0.170
3,13:35,3,2,MIA 29,24,3,Brian Griese pass complete to James McKnight for 6 yards (tackle by Jerry Wilson),0.170,1.270
3,12:56,1,10,MIA 35,24,3,Ricky Williams right tackle for 1 yard (tackle by Donnie Edwards),1.270,0.860
3,12:16,2,9,MIA 36,24,3,Brian Griese pass incomplete intended for Chris Chambers,0.860,0.170
3,12:12,3,9,MIA 36,24,3,"Penalty on Chris Chambers: False Start, 5 yards (no play)",0.170,-0.490
3,12:12,3,14,MIA 31,24,3,Brian Griese pass complete to Ricky Williams for 1 yard (tackle by Sammy Davis),-0.490,-1.240
3,11:27,4,13,MIA 32,24,3,Matt Turk up the middle for 7 yards (tackle by Drayton Florence),-1.240,-2.980
3,11:16,1,10,MIA 39,24,3,Tim Dwight left end for 9 yards (tackle by Morlon Greenwood),2.980,3.660
3,10:51,2,1,MIA 30,24,3,LaDainian Tomlinson up the middle for 2 yards (tackle by Zach Thomas),3.660,3.710
3,10:07,1,10,MIA 28,24,3,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Junior Seau),3.710,4.370
3,9:45,1,10,MIA 18,24,3,LaDainian Tomlinson left tackle for 4 yards (tackle by Sammy Knight),4.370,4.430
3,9:07,2,6,MIA 14,24,3,LaDainian Tomlinson up the middle for 5 yards (tackle by Morlon Greenwood),4.430,4.740
3,8:27,3,1,MIA 9,24,3,LaDainian Tomlinson right tackle for no gain (tackle by Brock Marion),4.740,2.980
3,7:53,4,1,MIA 9,24,3,LaDainian Tomlinson left end for -5 yards (tackle by Zach Thomas),2.980,0.220
3,7:47,1,10,MIA 15,24,3,Ricky Williams right tackle for 1 yard (tackle by Zeke Moreno),-0.220,-0.580
3,7:01,2,9,MIA 16,24,3,Brian Griese pass incomplete,-0.580,-1.250
3,6:55,3,9,MIA 16,24,3,Ricky Williams right end for 4 yards (tackle by Ben Leber),-1.250,-2.030
3,6:49,4,5,MIA 20,24,3,"Matt Turk punts 32 yards, fair catch by Eric Parker",-2.030,-2.130
3,6:41,1,10,SDG 48,24,3,"Drew Brees pass complete to David Boston for 5 yards (tackle by Brock Marion). Penalty on Damion McIntosh: Offensive Holding, 10 yards (no play)",2.130,1.470
3,6:12,1,20,SDG 38,24,3,LaDainian Tomlinson up the middle for 7 yards (tackle by Rob Burnett),1.470,1.180
3,5:36,2,13,SDG 45,24,3,Drew Brees pass incomplete intended for David Boston,1.180,0.500
3,5:30,3,13,SDG 45,24,3,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Patrick Surtain),0.500,-0.060
3,5:30,4,8,MIA 50,24,3,"Darren Bennett punts 37 yards, fair catch by Sam Simmons",-0.060,0.280
3,4:55,1,10,MIA 14,24,3,"Brian Griese pass complete to Ricky Williams for 9 yards (tackle by Quentin Jammer). Penalty on Chris Chambers: Offensive Pass Interference, 7 yards (no play)",-0.280,-0.650
3,4:31,1,17,MIA 7,24,3,Ricky Williams up the middle for 3 yards (tackle by Donnie Edwards),-0.650,-1.070
3,3:50,2,14,MIA 10,24,3,Ricky Williams right tackle for 5 yards (tackle by Donnie Edwards),-1.070,-1.280
3,3:06,3,9,MIA 15,24,3,Brian Griese pass incomplete intended for Derrius Thompson (defended by Sammy Davis),-1.280,-2.440
3,3:00,4,9,MIA 15,24,3,"Matt Turk punts 47 yards, returned by Eric Parker for 3 yards (tackle by Corey Jenkins)",-2.440,-1.660
3,2:49,1,10,SDG 41,24,3,Drew Brees for 18 yards,1.660,2.850
3,2:21,1,10,MIA 41,24,3,"Drew Brees sacked by Jason Taylor for -9 yards. Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",2.850,3.580
3,1:59,1,5,MIA 36,24,3,LaDainian Tomlinson left end for 8 yards (tackle by Sam Madison),3.580,3.710
3,1:16,1,10,MIA 28,24,3,"LaDainian Tomlinson up the middle for 4 yards (tackle by Jason Taylor). Penalty on MIA: Defensive Holding, 5 yards",3.710,4.310
3,0:48,1,10,MIA 19,24,3,LaDainian Tomlinson up the middle for 4 yards (tackle by Morlon Greenwood),4.310,4.350
3,0:11,2,6,MIA 15,24,3,Drew Brees pass complete to David Boston for 6 yards (tackle by Sammy Knight),4.350,5.140
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,MIA 9,24,3,LaDainian Tomlinson left tackle for 1 yard (tackle by Jason Taylor),5.140,4.570
4,14:22,2,8,MIA 8,24,3,Drew Brees pass incomplete intended for Josh Norman,4.570,3.580
4,14:16,3,8,MIA 8,24,3,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Arturo Freeman),3.580,3.010
4,13:30,4,5,MIA 5,24,3,Drew Brees pass incomplete intended for Josh Norman,3.010,0.380
4,13:25,1,10,MIA 6,24,3,Brian Griese pass incomplete intended for Chris Chambers,-0.380,-0.780
4,13:21,2,10,MIA 6,24,3,"Ricky Williams left tackle for -3 yards (tackle by Donnie Edwards). Ricky Williams fumbles (forced by Donnie Edwards), recovered by Quentin Jammer at MIA-3 and returned for 2 yards (tackle by Todd Perry)",-0.780,-6.970
4,13:15,1,1,MIA 1,24,3,Lorenzo Neal up the middle for no gain (tackle by Tim Bowens),6.970,5.910
4,12:36,2,1,MIA 1,24,3,Drew Brees pass incomplete intended for Josh Norman,5.910,5.170
4,12:31,3,1,MIA 1,24,9,"LaDainian Tomlinson up the middle for 1 yard, touchdown",5.170,7.000
4,,,,MIA 2,24,10,Steve Christie kicks extra point good,0.000,0.000
4,,,,SDG 30,24,10,"Mike Scifres kicks off 62 yards, returned by Travis Minor for 17 yards (tackle by Andrew Pinnock)",0.000,0.610
4,12:20,1,10,MIA 25,24,10,Brian Griese pass complete to James McKnight for 5 yards (tackle by Quentin Jammer),0.610,0.740
4,11:46,2,5,MIA 30,24,10,Brian Griese pass incomplete intended for Derrius Thompson,0.740,0.040
4,11:42,3,5,MIA 30,24,10,Brian Griese pass complete to Chris Chambers for 7 yards (tackle by Donnie Edwards),0.040,1.400
4,11:05,1,10,MIA 37,24,10,Brian Griese pass complete to Derrius Thompson for 14 yards (tackle by Sammy Davis),1.400,2.320
4,10:27,1,10,SDG 49,24,10,Ricky Williams right tackle for 5 yards (tackle by Kwamie Lassiter and Donnie Edwards),2.320,2.460
4,9:51,2,5,SDG 44,24,10,Brian Griese pass incomplete intended for Randy McMichael,2.460,1.750
4,9:45,3,5,SDG 44,24,10,Brian Griese pass incomplete intended for James McKnight,1.750,0.330
4,9:41,4,5,SDG 44,24,10,Matt Turk punts 24 yards,0.330,-0.280
4,9:33,1,10,SDG 20,24,10,Drew Brees sacked by Jeff Zgonina for -9 yards,0.280,-1.440
4,8:57,2,19,SDG 11,24,10,Drew Brees pass complete to LaDainian Tomlinson for -1 yards (tackle by Junior Seau),-1.440,-2.590
4,8:14,3,20,SDG 10,26,10,"Drew Brees sacked by Rob Burnett for 0 yards. Drew Brees fumbles (forced by Rob Burnett), recovered by Damion McIntosh at SDG-0, safety",-2.590,-2.000
4,,,,SDG 20,26,10,"Darren Bennett kicks off 58 yards, returned by Sam Simmons for 34 yards (tackle by Kevin House)",0.000,2.650
4,7:59,1,10,SDG 44,26,10,Ricky Williams up the middle for -1 yards (tackle by Marcellus Wiley),2.650,1.980
4,7:21,2,11,SDG 45,26,10,Brian Griese pass incomplete intended for Chris Chambers,1.980,1.290
4,7:14,3,11,SDG 45,26,10,Ricky Williams right end for 18 yards (tackle by Ben Leber),1.290,3.780
4,6:43,1,10,SDG 27,26,10,Ricky Williams right tackle for 2 yards (tackle by Joe Salave'a and Zeke Moreno),3.780,3.500
4,5:59,2,8,SDG 25,26,10,Ricky Williams right end for -1 yards (tackle by Donnie Edwards),3.500,2.680
4,5:12,3,9,SDG 26,26,10,Brian Griese pass complete to Ricky Williams for 8 yards (tackle by Jerry Wilson),2.680,2.400
4,5:12,4,1,SDG 18,26,10,Olindo Mare 36 yard field goal no good,2.400,-0.740
4,4:20,1,10,SDG 27,26,10,LaDainian Tomlinson left end for 5 yards (tackle by Junior Seau),0.740,0.870
4,3:50,2,5,SDG 32,26,10,Drew Brees pass complete to LaDainian Tomlinson for 7 yards,0.870,1.530
4,3:43,1,10,SDG 39,26,10,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Terrell Buckley),1.530,1.660
4,3:35,2,5,SDG 44,26,10,Drew Brees pass complete to David Boston for 19 yards (tackle by Sam Madison),1.660,3.120
4,2:51,1,10,MIA 37,26,10,Drew Brees pass incomplete intended for Kassim Osgood,3.120,2.570
4,2:51,2,10,MIA 37,26,10,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",2.570,1.900
4,2:45,2,15,MIA 42,26,10,Drew Brees sacked by Adewale Ogunleye for -8 yards,1.900,0.170
4,2:38,,,,26,10,Timeout #1 by San Diego Chargers,0.000,0.170
4,2:38,3,23,SDG 50,26,10,Drew Brees sacked by Jeff Zgonina for 0 yards,0.170,-0.060
4,2:38,4,23,SDG 50,26,10,Darren Bennett punts 42 yards,-0.060,0.380
4,1:53,1,10,MIA 8,26,10,Ricky Williams left tackle for 4 yards (tackle by Donnie Edwards),-0.380,-0.490
4,1:46,,,,26,10,Timeout #2 by San Diego Chargers,0.000,-0.490
4,1:46,2,6,MIA 12,26,10,Ricky Williams right tackle for 1 yard (tackle by Donnie Edwards),-0.490,-0.840
4,1:41,,,,26,10,Timeout #3 by San Diego Chargers,0.000,-0.840
4,1:41,3,5,MIA 13,26,10,Ricky Williams up the middle for 7 yards (tackle by Ben Leber and Terrence Kiel),-0.840,0.280
4,0:53,1,10,MIA 20,26,10,Brian Griese kneels for -1 yards,0.280,-0.460
4,0:38,2,11,MIA 19,26,10,Brian Griese kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
