Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
1,7:12,2,11,DET 46,0,0,Brodie Croyle pass complete short right to Dwayne Bowe for 7 yards (tackle by Kenoy Kennedy),1.910,2.150
1,6:30,3,4,DET 39,0,0,Brodie Croyle pass incomplete short right intended for Jackie Battle,2.150,0.660
1,6:26,4,4,DET 39,0,0,"Dustin Colquitt punts 39 yards, touchback",0.660,-0.280
1,6:15,1,10,DET 20,0,0,Kevin Jones right tackle for 6 yards (tackle by Derrick Johnson),0.280,0.540
1,5:41,2,4,DET 26,0,0,"Kevin Jones left tackle for 3 yards (tackle by Patrick Surtain and Napoleon Harris). Penalty on Jared Allen: Defensive Offside, 5 yards (no play)",0.540,1.000
1,5:16,1,10,DET 31,0,0,Kevin Jones left end for 3 yards (tackle by Napoleon Harris),1.000,0.870
1,4:39,2,7,DET 34,0,0,Jon Kitna pass complete deep middle to Calvin Johnson for 21 yards (tackle by Napoleon Harris and Ty Law),0.870,2.590
1,4:02,1,10,KAN 45,0,0,Jon Kitna pass complete short right to Calvin Johnson for 26 yards (tackle by Jarrad Page and Bernard Pollard),2.590,4.310
1,3:20,1,10,KAN 19,0,0,T.J. Duckett right tackle for 5 yards (tackle by Napoleon Harris),4.310,4.530
1,2:43,2,5,KAN 14,0,0,T.J. Duckett right end for 3 yards (tackle by Bernard Pollard),4.530,4.430
1,2:08,3,2,KAN 11,0,6,"T.J. Duckett right end for 11 yards, touchdown",4.430,7.000
1,,,,KAN 2,0,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,0,7,"Jason Hanson kicks off 73 yards, returned by Eddie Drummond for 25 yards (tackle by Corey Smith)",0.000,0.410
1,1:55,1,10,KAN 22,0,7,Brodie Croyle pass complete short left to Jason Dunn for 1 yard (tackle by Boss Bailey),0.410,0.000
1,1:20,2,9,KAN 23,0,7,Brodie Croyle pass complete short left to Jeff Webb for 1 yard (tackle by Travis Fisher),0.000,-0.560
1,0:43,3,8,KAN 24,0,7,Brodie Croyle pass incomplete short right intended for Tony Gonzalez,-0.560,-1.770
1,0:38,4,8,KAN 24,0,9,"Dustin Colquitt punts no gain, safety",-1.770,-2.000
1,,,,KAN 20,0,9,"Dustin Colquitt kicks off 70 yards, returned by Mike Furrey for 15 yards (tackle by Napoleon Harris)",0.000,0.610
1,0:25,1,10,DET 25,0,9,Kevin Jones left tackle for 4 yards (tackle by Donnie Edwards),0.610,0.600
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,DET 29,0,9,Jon Kitna pass complete short left to Sean McHugh for 7 yards (tackle by Greg Wesley),0.600,1.330
2,14:37,1,10,DET 36,0,9,Kevin Jones right tackle for 2 yards (tackle by Ty Law and Ron Edwards),1.330,1.060
2,13:59,2,8,DET 38,0,9,Jon Kitna pass incomplete short right intended for Calvin Johnson (defended by Ty Law),1.060,0.370
2,13:53,3,8,DET 38,0,9,Jon Kitna pass complete short right to T.J. Duckett for 12 yards (tackle by Donnie Edwards),0.370,2.260
2,13:12,1,10,,0,9,T.J. Duckett right tackle for no gain (tackle by Alfonso Boone and Jimmy Wilkerson),2.260,1.710
2,12:31,2,10,,0,9,Jon Kitna pass complete deep left to Shaun McDonald for 17 yards (tackle by Donnie Edwards),1.710,3.380
2,11:50,1,10,KAN 33,0,9,Jon Kitna right end for 4 yards (tackle by Napoleon Harris),3.380,3.380
2,11:05,2,6,KAN 29,0,9,Kevin Jones left tackle for 1 yard (tackle by Jimmy Wilkerson),3.380,2.810
2,10:29,3,5,KAN 28,0,9,Jon Kitna pass incomplete short right intended for Shaun McDonald (defended by Benny Sapp),2.810,1.630
2,10:25,4,5,KAN 28,0,12,Jason Hanson 46 yard field goal good,1.630,3.000
2,,,,DET 30,0,12,"Jason Hanson kicks off 73 yards, returned by Eddie Drummond for 24 yards (tackle by Dovonte Edwards)",0.000,0.340
2,10:13,1,10,KAN 21,0,12,Brodie Croyle pass complete short left to Tony Gonzalez for 29 yards (tackle by Gerald Alexander and Ernie Sims). Penalty on Boss Bailey: Defensive Offside (Declined),0.340,2.260
2,9:53,1,10,,0,12,Kolby Smith right end for 5 yards (tackle by Shaun Rogers),2.260,2.390
2,9:13,2,5,DET 45,0,18,"Brodie Croyle pass incomplete short middle intended for Tony Gonzalez is intercepted by Paris Lenon at DET-39 and returned for 61 yards, touchdown. Penalty on Brodie Croyle: Low Block, 15 yards",2.390,-7.000
2,,,,KAN 2,0,19,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 45,0,19,"Jason Hanson kicks off 55 yards, touchback",0.000,0.280
2,9:00,1,10,KAN 20,0,19,Kolby Smith left tackle for 9 yards (tackle by Gerald Alexander),0.280,0.950
2,8:26,2,1,KAN 29,0,19,Kolby Smith left tackle for 2 yards (tackle by Gerald Alexander),0.950,1.000
2,7:52,1,10,KAN 31,0,19,"Damon Huard pass incomplete short left intended for Jeff Webb. Penalty on Keith Smith: Defensive Holding, 5 yards (no play)",1.000,1.330
2,7:47,1,10,KAN 36,0,19,Damon Huard sacked by Shaun Rogers for -8 yards,1.330,-0.290
2,7:19,2,18,KAN 28,0,19,Kolby Smith left tackle for 9 yards (tackle by Gerald Alexander),-0.290,0.230
2,6:39,3,9,KAN 37,0,19,Damon Huard pass complete short left to Jeff Webb for 15 yards (tackle by Keith Smith),0.230,2.390
2,6:19,1,10,DET 48,0,19,Kolby Smith left tackle for 14 yards (tackle by Keith Smith and Kenoy Kennedy),2.390,3.310
2,5:38,1,10,DET 34,0,19,Damon Huard pass incomplete deep left intended for Jeff Webb,3.310,2.770
2,5:31,2,10,DET 34,0,19,Damon Huard pass complete short right to Tony Gonzalez for 8 yards (tackle by Ernie Sims and Fernando Bryant),2.770,3.140
2,4:58,,,,0,19,Timeout #1 by Detroit Lions,0.000,3.140
2,4:58,3,2,DET 26,0,19,Kolby Smith left end for 4 yards (tackle by Paris Lenon),3.140,4.110
2,4:22,1,10,DET 22,0,19,Damon Huard pass incomplete deep right intended for Samie Parker (defended by Kenoy Kennedy),4.110,3.560
2,4:15,2,10,DET 22,0,19,Damon Huard pass complete deep left to Tony Gonzalez for 19 yards (tackle by Kenoy Kennedy),3.560,6.510
2,3:38,1,3,DET 3,6,19,"Jackie Battle left tackle for 3 yards, touchdown. Penalty on DET: Defensive 12 On-field (Declined)",6.510,7.000
2,,,,DET 2,7,19,John Carney kicks extra point good,0.000,0.000
2,,,,KAN 30,7,19,"John Carney kicks off 64 yards, returned by Aveion Cason for 34 yards (tackle by Keyaron Fox)",0.000,1.600
2,3:25,1,10,DET 40,7,19,Kevin Jones left tackle for -1 yards (tackle by Jared Allen),1.600,0.920
2,2:49,2,11,DET 39,7,19,Jon Kitna pass incomplete deep left intended for Shaun McDonald is intercepted by Bernard Pollard at KAN-21 and returned for 2 yards,0.920,-0.480
2,2:34,1,10,KAN 23,7,19,Damon Huard pass complete short right to Kolby Smith for 9 yards (tackle by Fernando Bryant),0.480,1.150
2,2:03,2,1,KAN 32,7,19,Damon Huard pass complete short left to Tony Gonzalez for 21 yards (tackle by Gerald Alexander and Ernie Sims),1.150,2.460
2,1:50,1,10,DET 47,7,19,Damon Huard pass complete short right to Dwayne Bowe for 14 yards,2.460,3.380
2,1:43,1,10,DET 33,7,19,Damon Huard pass complete short left to Tony Gonzalez for 8 yards (tackle by Ernie Sims),3.380,3.920
2,1:14,2,2,DET 25,7,19,Kolby Smith left tackle for 8 yards (tackle by Ikaika Alama-Francis),3.920,4.440
2,1:08,,,,7,19,Timeout #1 by Kansas City Chiefs,0.000,4.440
2,1:08,1,10,DET 17,7,19,Kolby Smith left tackle for 6 yards (tackle by Paris Lenon),4.440,4.890
2,0:39,2,4,DET 11,7,19,Damon Huard pass incomplete short right intended for Kris Wilson,4.890,4.100
2,0:33,3,4,DET 11,7,19,Damon Huard pass complete short left to Dwayne Bowe for 10 yards (tackle by Kenoy Kennedy),4.100,6.970
2,0:27,,,,7,19,Timeout #2 by Kansas City Chiefs,0.000,6.970
2,0:27,1,1,DET 1,13,19,"Damon Huard pass complete short left to Jared Allen for 1 yard, touchdown",6.970,7.000
2,,,,DET 2,14,19,John Carney kicks extra point good,0.000,0.000
2,,,,KAN 30,14,19,"John Carney kicks off 72 yards, touchback",0.000,0.280
2,0:23,1,10,DET 20,14,19,Jon Kitna pass complete short right to Kevin Jones for 6 yards (tackle by Benny Sapp),0.280,0.540
2,0:05,,,,14,19,Timeout #2 by Detroit Lions,0.000,0.540
2,0:04,2,4,DET 26,14,19,Jon Kitna kneels for -1 yards,0.540,-0.300
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,14,19,"Jason Hanson kicks off 69 yards, returned by Eddie Drummond for 20 yards (tackle by Casey Fitzsimmons)",0.000,0.340
3,14:53,1,10,KAN 21,14,19,Damon Huard pass complete short right to Tony Gonzalez for 3 yards (tackle by Paris Lenon),0.340,0.210
3,14:18,2,7,KAN 24,14,19,Damon Huard pass complete short right to Dwayne Bowe for 5 yards (tackle by Fernando Bryant),0.210,0.170
3,13:39,3,2,KAN 29,14,19,Kolby Smith middle for no gain (tackle by Cory Redding),0.170,-1.440
3,12:58,4,2,KAN 29,14,19,"Dustin Colquitt punts 59 yards, returned by Mike Furrey for 13 yards (tackle by Jimmy Wilkerson)",-1.440,-0.610
3,12:45,1,10,DET 25,14,19,T.J. Duckett right end for 2 yards (tackle by Tamba Hali),0.610,0.330
3,12:08,2,8,DET 27,14,19,T.J. Duckett right tackle for 11 yards (tackle by Napoleon Harris),0.330,1.470
3,11:33,1,10,DET 38,14,19,T.J. Duckett left tackle for 53 yards (tackle by Derrick Johnson),1.470,5.140
3,10:43,1,9,KAN 9,14,19,Aveion Cason right tackle for 3 yards (tackle by Bernard Pollard),5.140,4.950
3,10:08,2,6,KAN 6,14,19,Aveion Cason left end for -2 yards (tackle by Keyaron Fox),4.950,3.580
3,9:22,3,8,KAN 8,14,19,Jon Kitna pass complete short left to Aveion Cason for 7 yards (tackle by Patrick Surtain and Derrick Johnson),3.580,3.550
3,8:39,4,1,KAN 1,14,22,Jason Hanson 20 yard field goal good,3.550,3.000
3,,,,DET 30,14,22,"Jason Hanson kicks off 71 yards, returned by Eddie Drummond for 30 yards (tackle by Ramzee Robinson). Penalty on Keyaron Fox: Illegal Block Above the , 6 yards",0.000,-0.380
3,8:27,1,10,KAN 6,14,22,Kolby Smith right end for no gain (tackle by Corey Smith),-0.380,-0.780
3,7:51,2,10,KAN 6,14,22,Damon Huard pass complete short left to Dwayne Bowe for 9 yards (tackle by Boss Bailey),-0.780,-0.370
3,7:08,3,1,KAN 15,14,22,Damon Huard pass incomplete short right intended for Samie Parker (defended by Travis Fisher),-0.370,-2.440
3,7:03,4,1,KAN 15,14,22,"Dustin Colquitt punts 65 yards, returned by Mike Furrey for 11 yards (tackle by Rashad Barksdale)",-2.440,-1.000
3,6:51,1,10,DET 31,14,22,T.J. Duckett middle for 1 yard (tackle by Ron Edwards),1.000,0.600
3,6:18,2,9,DET 32,14,22,T.J. Duckett right tackle for no gain (tackle by Alfonso Boone),0.600,-0.100
3,5:39,3,9,DET 32,14,22,"Jon Kitna sacked by Jared Allen for -9 yards. Jon Kitna fumbles (forced by Jared Allen), recovered by Jeff Backus at DET-23",-0.100,-1.830
3,4:51,4,18,DET 23,14,22,"Nick Harris punts 47 yards, fair catch by Eddie Drummond",-1.830,-0.940
3,4:45,1,10,KAN 30,14,22,Kolby Smith left end for 1 yard (tackle by Boss Bailey),0.940,0.530
3,4:08,2,9,KAN 31,14,22,Damon Huard pass complete short right to Dwayne Bowe for 11 yards (tackle by Kenoy Kennedy),0.530,1.730
3,3:41,1,10,KAN 42,14,22,Damon Huard pass complete deep left to Samie Parker for 24 yards (tackle by Gerald Alexander),1.730,3.310
3,3:03,1,10,DET 34,14,22,Kolby Smith left end for -2 yards (tackle by Cory Redding),3.310,2.500
3,2:26,2,12,DET 36,14,22,"Damon Huard sacked by Boss Bailey for -9 yards. Damon Huard fumbles (forced by Boss Bailey), recovered by Damion McIntosh at DET-44",2.500,0.760
3,1:41,3,20,DET 44,14,22,Damon Huard pass complete short left to Kolby Smith for 9 yards (tackle by Paris Lenon),0.760,0.970
3,0:55,4,11,DET 35,14,22,"Damon Huard pass complete short middle to Dwayne Bowe for 10 yards (tackle by Gerald Alexander). Penalty on Travis Fisher: Defensive Holding, 5 yards (no play)",0.970,3.580
3,0:40,1,10,DET 30,14,22,"Penalty on Jason Dunn: False Start, 5 yards (no play)",3.580,3.250
3,0:22,1,15,DET 35,14,22,Damon Huard sacked by Shaun Rogers for -9 yards,3.250,1.140
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,24,DET 44,14,22,Damon Huard pass complete short left to Tony Gonzalez for no gain,1.140,0.500
4,14:14,3,24,DET 44,14,22,Damon Huard pass complete short right to Kolby Smith for 10 yards (tackle by Cory Redding),0.500,1.060
4,13:37,,,,14,22,Timeout #1 by Kansas City Chiefs,0.000,1.060
4,13:36,4,14,DET 34,20,22,"Damon Huard pass complete deep right to Dwayne Bowe for 34 yards, touchdown",1.060,7.000
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
4,,,,,20,22,"Two Point Attempt: Damon Huard pass incomplete intended for Tony Gonzalez, conversion fails",1.000,-1.000
4,,,,KAN 30,20,22,"John Carney kicks off 66 yards, returned by Aveion Cason for 21 yards (tackle by Jon McGraw)",0.000,0.610
4,13:18,1,10,DET 25,20,22,Jon Kitna pass incomplete deep right intended for Shaun McDonald,0.610,0.060
4,13:15,2,10,DET 25,20,22,Jon Kitna middle for 2 yards (tackle by Alfonso Boone),0.060,-0.360
4,12:29,3,8,DET 27,20,22,Jon Kitna pass complete short middle to T.J. Duckett for 10 yards (tackle by Napoleon Harris and Bernard Pollard),-0.360,1.400
4,11:51,1,10,DET 37,20,22,T.J. Duckett right tackle for 11 yards (tackle by Tamba Hali and Jarrad Page),1.400,2.130
4,11:11,1,10,DET 48,20,22,Aveion Cason right tackle for 12 yards (tackle by Bernard Pollard),2.130,2.920
4,10:32,1,10,KAN 40,20,22,Aveion Cason right tackle for -3 yards (tackle by Jimmy Wilkerson),2.920,1.970
4,9:56,2,13,KAN 43,20,22,Jon Kitna left end for 3 yards (tackle by Turk McBride),1.970,1.680
4,9:15,3,10,KAN 40,20,22,Jon Kitna pass incomplete short middle intended for Shaun McDonald (defended by Bernard Pollard),1.680,0.590
4,9:09,4,10,KAN 40,20,22,Nick Harris punts 35 yards,0.590,0.380
4,8:53,1,10,KAN 5,20,22,Damon Huard pass complete short right to Jason Dunn for 8 yards (tackle by Boss Bailey),-0.380,-0.190
4,8:18,2,2,KAN 13,20,22,Kolby Smith left tackle for no gain (tackle by Kenoy Kennedy),-0.190,-0.480
4,7:41,3,2,KAN 13,20,22,Kolby Smith right tackle for -3 yards (tackle by Shaun Rogers and Boss Bailey),-0.480,-2.490
4,6:55,4,5,KAN 10,20,22,"Dustin Colquitt punts 51 yards, returned by Mike Furrey for 6 yards (tackle by Jimmy Wilkerson)",-2.490,-1.930
4,6:42,1,10,DET 45,20,22,Jon Kitna pass incomplete deep left intended for Calvin Johnson,1.930,1.380
4,6:33,2,10,DET 45,20,22,T.J. Duckett right tackle for 4 yards (tackle by Turk McBride),1.380,1.220
4,6:01,3,6,DET 49,20,22,Jon Kitna sacked by Jared Allen for -7 yards,1.220,-0.590
4,5:36,4,13,DET 42,20,22,"Nick Harris punts 48 yards, fair catch by Eddie Drummond",-0.590,0.380
4,5:27,1,10,KAN 10,20,22,Damon Huard pass complete short middle to Kolby Smith for 7 yards (tackle by Jared DeVries),-0.380,-0.090
4,4:49,2,3,KAN 17,20,22,Damon Huard pass incomplete short left intended for Tony Gonzalez (defended by Greg Blue),-0.090,-0.600
4,4:43,3,3,KAN 17,20,22,Damon Huard pass incomplete short middle intended for Tony Gonzalez,-0.600,-2.320
4,4:37,4,3,KAN 17,20,22,"Dustin Colquitt punts 51 yards, fair catch by Mike Furrey",-2.320,-1.070
4,4:29,1,10,DET 32,20,22,T.J. Duckett right tackle for 1 yard,1.070,0.660
4,3:47,2,9,DET 33,20,22,Calvin Johnson right end for 2 yards (tackle by Tamba Hali),0.660,0.230
4,3:05,3,7,DET 35,20,22,Jon Kitna pass incomplete short right intended for Calvin Johnson,0.230,-1.040
4,3:00,4,7,DET 35,20,22,"Nick Harris punts 52 yards, returned by Eddie Drummond for 13 yards (tackle by Don Muhlbach). Penalty on Dimitri Patterson: Illegal Block Above the , 8 yards",-1.040,0.380
4,2:48,1,10,KAN 9,20,22,"Damon Huard pass incomplete short left intended for Jeff Webb (defended by Travis Fisher). Penalty on Travis Fisher: Defensive Holding, 5 yards (no play)",-0.380,-0.280
4,2:43,1,10,KAN 14,20,22,"Tony Gonzalez pass incomplete deep right intended for Dwayne Bowe. Penalty on John Welbourn: Offensive Pass Interfere, 7 yards (no play)",-0.280,-0.650
4,2:35,1,17,KAN 7,20,22,Damon Huard pass complete deep middle to Tony Gonzalez for 27 yards (tackle by Greg Blue),-0.650,1.200
4,2:10,1,10,KAN 34,20,22,Damon Huard pass incomplete deep left intended for Dwayne Bowe,1.200,0.660
4,2:05,2,10,KAN 34,20,22,Damon Huard sacked by Cory Redding for -5 yards,0.660,-0.690
4,2:00,3,15,KAN 29,20,22,Damon Huard pass incomplete short left intended for Jeff Webb,-0.690,-1.440
4,1:54,4,15,KAN 29,20,22,Damon Huard pass incomplete deep right intended for Dwayne Bowe,-1.440,-3.640
4,1:48,1,10,KAN 29,20,22,T.J. Duckett right end for -2 yards (tackle by Tamba Hali),3.640,2.830
4,1:42,,,,20,22,Timeout #2 by Kansas City Chiefs,0.000,2.830
4,1:42,2,12,KAN 31,20,22,T.J. Duckett left tackle for 1 yard (tackle by Ron Edwards),2.830,2.280
4,1:36,,,,20,22,Timeout #3 by Kansas City Chiefs,0.000,2.280
4,1:36,3,11,KAN 30,20,22,T.J. Duckett left end for 1 yard (tackle by Ron Edwards),2.280,1.500
4,0:48,,,,20,22,Timeout #2 by Detroit Lions,0.000,1.500
4,0:48,4,10,KAN 29,20,25,Jason Hanson 47 yard field goal good. Penalty on Bernard Pollard: Defensive Offside (Declined),1.500,3.000
4,,,,DET 30,20,25,"Jason Hanson kicks off 68 yards, returned by Eddie Drummond for 15 yards (tackle by Anthony Cannon)",0.000,-0.060
4,0:39,1,10,KAN 17,20,25,Damon Huard pass complete short middle to Kolby Smith for 14 yards (tackle by Dovonte Edwards),-0.060,1.000
4,0:23,1,10,KAN 31,20,25,Damon Huard spiked the ball,1.000,0.460
4,0:21,2,10,KAN 31,20,25,Damon Huard pass incomplete deep right intended for Dwayne Bowe (defended by Dovonte Edwards),0.460,-0.230
4,0:16,3,10,KAN 31,20,25,Damon Huard pass complete short right to Samie Parker for 11 yards (tackle by Dovonte Edwards),-0.230,1.730
4,0:09,1,10,KAN 42,20,25,Damon Huard pass incomplete short right intended for Tony Gonzalez,1.730,1.190
4,0:02,2,10,KAN 42,20,25,"Damon Huard pass complete short middle to Kolby Smith for 7 yards, lateral to Samie Parker for 21 yards (tackle by Keith Smith)",1.190,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
