Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 30,0,0,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,TEN 20,0,0,Kerry Collins pass incomplete deep right intended for Nate Washington,0.280,-0.270
1,14:53,2,10,TEN 20,0,0,Chris Johnson middle for 2 yards (tackle by Daryl Smith),-0.270,-0.690
1,14:13,3,8,TEN 22,0,0,Kerry Collins pass incomplete short left intended for Justin Gage,-0.690,-1.900
1,14:07,4,8,TEN 22,0,0,"Reggie Hodges punts 42 yards, fair catch by Mike Thomas",-1.900,-1.330
1,13:59,1,10,JAX 36,0,0,David Garrard pass complete short right to Mike Thomas for 2 yards (tackle by Nick Harper and Ryan Mouton),1.330,1.060
1,13:22,2,8,JAX 38,0,0,David Garrard pass complete short right to Mike Sims-Walker for 7 yards (tackle by Nick Harper),1.060,1.290
1,12:45,3,1,JAX 45,0,0,"Maurice Jones-Drew middle for 1 yard (tackle by Jovan Haye). Penalty on Jovan Haye: Face Mask (15 Yards), 15 yards",1.290,2.980
1,12:17,1,10,TEN 39,0,0,David Garrard pass complete deep middle to Marcedes Lewis for 29 yards (tackle by Chris Hope),2.980,4.910
1,11:33,1,10,TEN 10,0,0,Maurice Jones-Drew right end for no gain (tackle by David Thornton),4.910,4.190
1,10:54,2,10,TEN 10,0,0,David Garrard pass complete short left to Mike Thomas for 6 yards (tackle by Keith Bulluck),4.190,4.490
1,10:11,3,4,TEN 4,0,0,David Garrard pass incomplete short right intended for Mike Sims-Walker (defended by Nick Harper),4.490,3.030
1,10:07,4,4,TEN 4,0,3,Josh Scobee 22 yard field goal good,3.030,3.000
1,,,,JAX 30,0,3,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
1,10:02,1,10,TEN 20,0,3,Kerry Collins pass complete short right to Nate Washington for 1 yard (tackle by Clint Ingram),0.280,-0.130
1,9:30,2,9,TEN 21,0,3,Chris Johnson left end for 5 yards (tackle by Derek Cox),-0.130,-0.160
1,8:55,3,4,TEN 26,0,3,Chris Johnson middle for 2 yards (tackle by Terrance Knighton),-0.160,-1.500
1,8:13,4,2,TEN 28,0,3,"Reggie Hodges punts 41 yards, returned by Mike Thomas for 34 yards (tackle by Donnie Nickey)",-1.500,-3.250
1,7:57,1,10,TEN 35,0,3,Greg Jones middle for 11 yards (tackle by Chris Hope),3.250,3.970
1,7:17,1,10,TEN 24,0,3,David Garrard pass complete short left to Mike Sims-Walker for 15 yards (tackle by Chris Hope),3.970,5.140
1,6:40,1,9,TEN 9,0,9,"Maurice Jones-Drew left end for 9 yards, touchdown",5.140,7.000
1,,,,TEN 2,0,10,Josh Scobee kicks extra point good,0.000,0.000
1,,,,JAX 30,0,10,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
1,6:34,1,10,TEN 20,0,10,Chris Johnson left end for 1 yard (tackle by Derrick Harvey),0.280,-0.130
1,6:01,2,9,TEN 21,0,10,Kerry Collins pass incomplete short right intended for Nate Washington (defended by Montavious Stanley),-0.130,-0.820
1,5:55,3,9,TEN 21,0,10,Kerry Collins pass complete short right to Bo Scaife for 8 yards (tackle by Justin Durant),-0.820,-1.440
1,5:16,4,1,TEN 29,0,10,"Reggie Hodges punts 49 yards, returned by Mike Thomas for 4 yards (tackle by Cary Williams)",-1.440,-0.670
1,5:05,1,10,JAX 26,0,10,David Garrard pass complete short middle to Marcedes Lewis for 9 yards (tackle by David Thornton),0.670,1.350
1,4:28,2,1,JAX 35,0,10,Zach Miller middle for 3 yards (tackle by Michael Griffin and David Thornton),1.350,1.470
1,3:52,1,10,JAX 38,0,10,David Garrard pass complete deep middle to Mike Sims-Walker for 16 yards (tackle by Michael Griffin),1.470,2.520
1,3:11,1,10,TEN 46,0,10,David Garrard pass complete short left to Maurice Jones-Drew for 3 yards (tackle by David Thornton),2.520,2.380
1,2:31,2,7,TEN 43,0,10,David Garrard pass incomplete short right intended for Mike Sims-Walker,2.380,1.680
1,2:26,3,7,TEN 43,0,10,David Garrard pass complete short middle to Zach Miller for 3 yards (tackle by Keith Bulluck),1.680,0.590
1,1:41,4,4,TEN 40,0,10,"Adam Podlesh punts 29 yards, fair catch by Mark Jones",0.590,0.370
1,1:34,1,10,TEN 11,0,10,Chris Johnson right end for 5 yards (tackle by Justin Durant),-0.370,-0.300
1,1:00,2,5,TEN 16,0,10,Chris Johnson left end for 4 yards (tackle by Daryl Smith),-0.300,-0.370
1,0:21,3,1,TEN 20,0,10,Chris Johnson for 10 yards,-0.370,0.940
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 30,0,10,"Kerry Collins pass incomplete short left intended for LenDale White. Penalty on Rashean Mathis: Illegal Contact, 5 yards (no play)",0.940,1.270
2,14:56,1,10,TEN 35,0,10,LenDale White middle for no gain (tackle by John Henderson),1.270,0.720
2,14:20,2,10,TEN 35,0,10,Kerry Collins pass complete short middle to Alge Crumpler for 8 yards (tackle by Derrick Harvey),0.720,1.090
2,13:44,3,2,TEN 43,0,10,Chris Johnson left end for 6 yards (tackle by Daryl Smith),1.090,2.190
2,13:02,1,10,TEN 49,0,10,Kerry Collins pass complete short right to Alge Crumpler for 6 yards (tackle by Clint Ingram),2.190,2.460
2,12:27,2,4,JAX 45,0,10,Chris Johnson middle for 3 yards (tackle by Justin Durant),2.460,2.150
2,11:52,3,1,JAX 42,0,10,Kerry Collins pass complete short left to Ahmard Hall for 12 yards (tackle by Reggie Nelson),2.150,3.580
2,11:14,1,10,JAX 30,0,10,Kerry Collins pass complete short right to Nate Washington for 12 yards (tackle by Clint Ingram),3.580,4.370
2,10:46,1,10,JAX 18,0,10,LenDale White left end for 2 yards (tackle by Derek Cox),4.370,4.090
2,10:07,2,8,JAX 16,0,10,Kerry Collins pass incomplete short left intended for Justin Gage,4.090,3.300
2,10:01,,,,0,10,Timeout #1 by Jacksonville Jaguars,0.000,3.300
2,10:01,3,8,JAX 16,0,10,Kerry Collins pass complete short middle to Nate Washington for 5 yards (tackle by Derek Cox),3.300,2.800
2,9:16,4,3,JAX 11,3,10,Rob Bironas 29 yard field goal good,2.800,3.000
2,,,,TEN 30,3,10,"Rob Bironas kicks off 73 yards, returned by Mike Thomas for 42 yards (tackle by Donnie Nickey). Penalty on Donnie Nickey: Horse Collar, 15 yards",0.000,2.520
2,9:04,1,10,TEN 46,3,10,David Garrard pass complete short right to Maurice Jones-Drew for 8 yards (tackle by Nick Harper),2.520,3.060
2,8:29,2,2,TEN 38,3,10,David Garrard pass complete deep left to Ernest Wilford for 29 yards (tackle by Chris Hope),3.060,5.140
2,7:42,1,9,TEN 9,3,16,"David Garrard pass complete short middle to Mike Sims-Walker for 9 yards, touchdown",5.140,7.000
2,,,,TEN 2,3,17,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,3,17,"Josh Scobee kicks off 69 yards, returned by Mark Jones for 21 yards (tackle by Russell Allen)",0.000,0.410
2,7:29,1,10,TEN 22,3,17,Chris Johnson right end for 9 yards (tackle by Gerald Alexander),0.410,1.080
2,7:10,2,1,TEN 31,3,17,Chris Johnson left end for no gain (tackle by Reggie Nelson),1.080,0.370
2,6:43,3,1,TEN 31,3,17,Kerry Collins pass incomplete short middle intended for Bo Scaife,0.370,-1.310
2,6:39,4,1,TEN 31,3,17,"Reggie Hodges punts 45 yards, returned by Mike Thomas for no gain",-1.310,-0.540
2,6:29,1,10,JAX 24,3,17,Maurice Jones-Drew middle for 2 yards (tackle by Chris Hope),0.540,0.270
2,5:58,2,8,JAX 26,3,17,David Garrard pass complete short right to Maurice Jones-Drew for 15 yards (tackle by Keith Bulluck),0.270,1.660
2,5:11,1,10,JAX 41,3,17,David Garrard pass incomplete short right intended for Ernest Wilford,1.660,1.120
2,5:07,2,10,JAX 41,3,17,David Garrard pass complete short left to Mike Thomas for 6 yards (tackle by Stephen Tulloch),1.120,1.220
2,4:28,3,4,JAX 47,3,17,David Garrard pass complete short middle to Torry Holt for 10 yards (tackle by Chris Hope). Penalty on Sen'Derrick Marks: Illegal Use of Hands (Declined),1.220,2.720
2,4:14,1,10,TEN 43,3,17,Mike Thomas left end for 11 yards (tackle by Chris Hope),2.720,3.450
2,3:43,1,10,TEN 32,3,17,David Garrard pass incomplete short right intended for Mike Sims-Walker (defended by Nick Harper),3.450,2.900
2,3:39,2,10,TEN 32,3,17,David Garrard pass incomplete short right intended for Ernest Wilford,2.900,2.210
2,3:32,3,10,TEN 32,3,17,David Garrard pass incomplete deep left intended for Torry Holt,2.210,1.240
2,3:26,4,10,TEN 32,3,20,Josh Scobee 50 yard field goal good,1.240,3.000
2,,,,JAX 30,3,20,"Josh Scobee kicks off 75 yards, returned by Mark Jones for 26 yards (tackle by Courtney Greene)",0.000,0.340
2,3:16,1,10,TEN 21,3,20,Kerry Collins pass complete short middle to Chris Johnson for 9 yards (tackle by Justin Durant),0.340,1.020
