#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:59,JAX 36,8,3:57,60,Field Goal
2,1,7:57,TEN 35,3,1:23,35,Touchdown
3,1,5:05,JAX 26,6,3:31,34,Punt
4,2,9:11,TEN 46,3,1:36,46,Touchdown
5,2,6:29,JAX 24,10,3:08,44,Field Goal
6,2,2:35,TEN 41,6,2:08,41,Touchdown
7,2,0:10,TEN 26,2,0:10,-11,Missed FG
8,3,15:00,JAX 34,10,4:55,51,Field Goal
9,3,5:46,JAX 11,6,3:50,40,Punt
10,3,0:19,JAX 20,7,3:56,68,Fumble
11,4,10:16,TEN 45,3,1:21,-3,Punt
12,4,5:28,TEN 40,3,0:26,40,Touchdown
13,4,3:46,TEN 42,6,3:46,9,End of Game
