Quarter,Time,Down,ToGo,Location,OAK,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,IND 18,14,7,Derek Carr pass complete short left to Darren Waller for -1 yards (tackle by E.J. Speed),4.040,3.180
2,14:18,,,,,,Timeout #1 by Oakland Raiders,,
2,14:18,3,8,IND 19,20,7,"Derek Carr pass complete deep right to Tyrell Williams for 19 yards, touchdown",3.180,7.000
2,14:13,,,IND 15,21,7,Daniel Carlson kicks extra point good,0.000,0.000
2,14:13,,,OAK 35,21,7,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,14:13,1,10,IND 25,21,7,Jacoby Brissett pass incomplete deep middle intended for Parris Campbell (defended by Karl Joseph),0.610,0.060
2,14:04,2,10,IND 25,21,7,Marlon Mack right tackle for 6 yards (tackle by Vontaze Burfict),0.060,0.170
2,13:24,3,4,IND 31,21,7,Jacoby Brissett left end for 9 yards (tackle by Lamarcus Joyner),0.170,1.600
2,12:45,1,10,IND 40,21,7,Jacoby Brissett pass incomplete short middle intended for Eric Ebron,1.600,1.050
2,12:40,2,10,IND 40,21,7,Marlon Mack left end for 7 yards (tackle by Gareon Conley),1.050,1.290
2,12:07,3,3,IND 47,21,7,Jordan Wilkins left end for 9 yards (tackle by Maxx Crosby). Penalty on Ryan Kelly: Offensive Holding (Offsetting) (no play),1.290,1.290
2,11:42,3,3,IND 47,21,7,"Jacoby Brissett pass complete short middle to Jack Doyle for 5 yards (tackle by Lamarcus Joyner). Penalty on Vontaze Burfict: Disqualification, 15 yards",1.290,3.380
2,11:13,1,10,OAK 33,21,7,Marlon Mack right end for 14 yards (tackle by Erik Harris),3.380,4.310
2,10:36,1,10,OAK 19,21,7,Marlon Mack right guard for 5 yards (tackle by Erik Harris and Daryl Worley). Penalty on Eric Ebron: Illegal Block Above the Waist (Offsetting) (no play),4.310,4.310
2,10:15,1,10,OAK 19,21,7,Jordan Wilkins right end for 6 yards (tackle by Erik Harris),4.310,4.720
2,9:58,2,4,OAK 13,21,7,"Jordan Wilkins left end for 2 yards (tackle by Lamarcus Joyner). Penalty on Clelin Ferrell: Defensive Offside, 5 yards (no play)",4.720,5.370
2,9:40,1,8,OAK 8,21,7,Jacoby Brissett pass complete short right to Parris Campbell for 2 yards (tackle by Tahir Whitehead),5.370,4.950
2,9:01,2,6,OAK 6,21,7,Marlon Mack left guard for -4 yards (tackle by Lamarcus Joyner),4.950,3.130
2,8:18,3,10,OAK 10,21,7,Jacoby Brissett pass complete short left to Nyheim Hines for 2 yards (tackle by Gareon Conley),3.130,2.950
2,7:37,4,8,OAK 8,21,10,Adam Vinatieri 26 yard field goal good,2.950,3.000
2,7:33,,,IND 35,21,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,7:33,1,10,OAK 25,21,10,Derek Carr pass incomplete short left intended for DeAndre Washington,0.610,0.060
2,7:29,2,10,OAK 25,21,10,DeAndre Washington right tackle for 3 yards (tackle by Anthony Walker),0.060,-0.230
2,6:47,3,7,OAK 28,21,10,Derek Carr pass incomplete short left intended for Hunter Renfrow (defended by Denico Autry),-0.230,-1.500
2,6:41,4,7,OAK 28,21,10,"A.J. Cole punts 56 yards, returned by Chester Rogers for 19 yards (tackle by Derek Carrier)",-1.500,-1.270
2,6:28,1,10,IND 35,21,10,Jacoby Brissett pass complete deep right to Chester Rogers for 27 yards (tackle by Daryl Worley),1.270,3.050
2,5:55,1,10,OAK 38,21,10,Marlon Mack left end for 3 yards (tackle by P.J. Hall),3.050,2.910
2,5:13,2,7,OAK 35,21,10,Jordan Wilkins up the middle for 6 yards (tackle by Erik Harris),2.910,3.010
2,4:51,3,1,OAK 29,21,10,Jacoby Brissett pass complete short left to Jack Doyle for 8 yards (tackle by Karl Joseph),3.010,4.170
2,4:13,1,10,OAK 21,21,10,Jacoby Brissett pass incomplete deep right intended for Zach Pascal,4.170,3.630
2,4:07,2,10,OAK 21,21,10,"Marlon Mack up the middle for 1 yard (tackle by Karl Joseph). Penalty on Parris Campbell: Illegal Block Above the Waist, 10 yards (no play)",3.630,2.280
2,3:50,2,20,OAK 31,21,10,Jacoby Brissett pass incomplete short middle intended for Eric Ebron,2.280,1.620
2,3:46,3,20,OAK 31,21,10,"Jacoby Brissett pass complete short right to Parris Campbell for 15 yards (tackle by Maxx Crosby). Parris Campbell fumbles (forced by Maxx Crosby), recovered by Karl Joseph at OAK-15 (tackle by Ryan Kelly)",1.620,0.220
2,3:38,1,10,OAK 15,21,10,Josh Jacobs left guard for -2 yards (tackle by Al-Quadin Muhammad),-0.220,-0.920
2,2:57,2,12,OAK 13,21,10,Derek Carr pass complete short left to Darren Waller for 5 yards (tackle by Anthony Walker),-0.920,-1.000
2,2:19,3,7,OAK 18,21,10,"Derek Carr pass incomplete short left intended for Tyrell Williams. Penalty on Jordan Devey: Unnecessary Roughness, 9 yards",-1.000,-2.490
2,2:17,4,16,OAK 9,21,10,"A.J. Cole punts 59 yards, returned by Chester Rogers for 15 yards (tackle by Trent Sieg)",-2.490,-2.060
2,2:03,1,10,IND 47,21,10,Nyheim Hines right tackle for 2 yards (tackle by Tahir Whitehead),2.060,1.790
2,1:59,2,8,IND 49,21,10,"Jacoby Brissett pass complete short right to Jack Doyle for 7 yards. Penalty on Braden Smith: Offensive Holding, 10 yards (no play)",1.790,0.440
2,1:53,2,18,IND 39,21,10,Jacoby Brissett pass incomplete short middle intended for Jack Doyle (defended by Maxx Crosby),0.440,-0.230
2,1:49,3,18,IND 39,21,10,Jacoby Brissett pass complete short middle to Zach Pascal for 15 yards (tackle by Lamarcus Joyner),-0.230,0.200
2,1:27,,,,,,Timeout #2 by Oakland Raiders,,
2,1:27,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:27,4,3,OAK 46,21,10,"Jacoby Brissett pass complete short right to Zach Pascal for 6 yards (tackle by Lamarcus Joyner). Penalty on Corey Liuget: Defensive Delay of Game, 5 yards",0.200,3.650
2,1:16,1,5,OAK 35,21,10,Jacoby Brissett pass complete short right to Nyheim Hines for 1 yard (tackle by Nicholas Morrow),3.650,3.180
2,0:52,2,4,OAK 34,21,10,Jacoby Brissett pass incomplete short right intended for Deon Cain,3.180,2.480
2,0:48,3,4,OAK 34,21,10,"Jacoby Brissett pass complete short right to Nyheim Hines for 7 yards (tackle by Karl Joseph). Penalty on Mark Glowinski: Ineligible Downfield Pass, 5 yards (no play)",2.480,1.820
2,0:41,3,9,OAK 39,21,10,Jacoby Brissett pass incomplete deep left intended for Chester Rogers,1.820,0.660
2,0:37,4,9,OAK 39,21,10,Adam Vinatieri 57 yard field goal no good,0.660,-2.060
2,0:32,1,10,OAK 47,21,10,Derek Carr pass incomplete deep middle intended for Tyrell Williams (defended by Khari Willis),2.060,1.520
2,0:26,2,10,OAK 47,21,10,Derek Carr pass incomplete deep left intended for Tyrell Williams (defended by Rock Ya-Sin),1.520,0.830
2,0:20,3,10,OAK 47,21,10,Derek Carr pass incomplete short right,0.830,-0.260
2,0:16,4,10,OAK 47,21,10,"A.J. Cole punts 42 yards, fair catch by Chester Rogers at IND-11",-0.260,0.370
2,0:10,1,10,IND 11,21,10,Jacoby Brissett kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,OAK,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,21,10,"Daniel Carlson kicks off 60 yards, returned by Zach Pascal for 18 yards (tackle by Dallin Leavitt)",0.000,0.480
3,14:56,1,10,IND 23,21,10,Jacoby Brissett pass incomplete short right intended for Deon Cain (defended by Daryl Worley),0.480,-0.070
3,14:51,2,10,IND 23,21,10,Jacoby Brissett pass complete short left to Chester Rogers for 17 yards (tackle by Lamarcus Joyner),-0.070,1.600
3,14:22,1,10,IND 40,21,10,Marlon Mack right guard for -1 yards (tackle by Nicholas Morrow),1.600,0.920
3,13:53,2,11,IND 39,21,10,Jacoby Brissett left end for 2 yards (tackle by Tahir Whitehead),0.920,0.500
3,13:11,3,9,IND 41,21,10,Jacoby Brissett pass complete short right to Parris Campbell for 3 yards (tackle by Karl Joseph),0.500,-0.460
3,12:34,4,6,IND 44,21,10,"Rigoberto Sanchez punts 46 yards, fair catch by Trevor Davis at OAK-10",-0.460,0.380
3,12:26,1,10,OAK 10,21,10,Derek Carr pass complete short left to Josh Jacobs for 9 yards (tackle by E.J. Speed and Kenny Moore),-0.380,0.240
3,11:48,2,1,OAK 19,21,10,Josh Jacobs up the middle for 10 yards (tackle by Bobby Okereke and E.J. Speed),0.240,0.870
3,11:15,1,10,OAK 29,21,10,Derek Carr pass complete short middle to Josh Jacobs for 20 yards (tackle by Anthony Walker),0.870,2.190
3,10:38,1,10,OAK 49,21,10,Josh Jacobs left end for no gain (tackle by Justin Houston),2.190,1.650
3,9:58,2,10,OAK 49,21,10,Derek Carr pass complete short left to DeAndre Washington for 1 yard (tackle by Kenny Moore),1.650,1.090
3,9:17,3,9,OAK 50,21,10,Derek Carr pass complete short left to Hunter Renfrow for 8 yards (tackle by Rock Ya-Sin and Clayton Geathers),1.090,0.460
3,8:32,,,,,,Timeout #1 by Oakland Raiders,,
3,8:32,4,1,IND 42,21,10,Alec Ingold up the middle for 1 yard (tackle by Bobby Okereke and Clayton Geathers),0.460,2.850
3,7:49,1,10,IND 41,21,10,DeAndre Washington right end for 1 yard (tackle by E.J. Speed),2.850,2.440
3,7:14,2,9,IND 40,21,10,Derek Carr pass complete short right to Jalen Richard for 1 yard (tackle by Clayton Geathers),2.440,1.880
3,6:34,3,8,IND 39,21,10,Derek Carr pass complete deep middle to Tyrell Williams for 18 yards (tackle by Jabaal Sheard),1.880,4.170
3,5:59,1,10,IND 21,21,10,DeAndre Washington up the middle for 7 yards (tackle by Khari Willis and Clayton Geathers),4.170,4.740
3,5:19,2,3,IND 14,21,10,DeAndre Washington right end for 6 yards (tackle by Ben Banogu),4.740,5.370
3,4:36,1,8,IND 8,21,10,DeAndre Washington right end for no gain (tackle by Bobby Okereke),5.370,4.570
3,3:58,2,8,IND 8,21,10,Derek Carr sacked by Anthony Walker for no gain,4.570,3.580
3,3:22,3,8,IND 8,21,10,Derek Carr pass incomplete short middle intended for Tyrell Williams,3.580,2.950
3,3:18,4,8,IND 8,24,10,Daniel Carlson 26 yard field goal good,2.950,3.000
3,3:14,,,OAK 35,24,10,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,3:14,1,10,IND 25,24,10,Marlon Mack left tackle for 4 yards (tackle by Karl Joseph and Erik Harris),0.610,0.600
3,2:40,2,6,IND 29,24,10,Jordan Wilkins up the middle for 1 yard (tackle by Nicholas Morrow),0.600,0.040
3,2:02,3,5,IND 30,24,10,Jacoby Brissett pass complete short right to Parris Campbell for 7 yards (tackle by Daryl Worley),0.040,1.400
3,1:23,1,10,IND 37,24,10,Jacoby Brissett pass incomplete deep right intended for Parris Campbell,1.400,0.860
3,1:16,2,10,IND 37,24,10,Jordan Wilkins right tackle for 4 yards (tackle by Corey Liuget),0.860,0.700
3,0:37,3,6,IND 41,24,10,Jacoby Brissett pass incomplete short left intended for Eric Ebron,0.700,-0.650
3,0:32,4,6,IND 41,24,10,"Rigoberto Sanchez punts 47 yards, fair catch by Trevor Davis at OAK-12. Penalty on Curtis Riley: Illegal Block Above the Waist, 6 yards",-0.650,0.380
3,0:23,1,10,OAK 6,24,10,Josh Jacobs left end for 2 yards (tackle by Anthony Walker),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,OAK,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,OAK 8,24,10,Josh Jacobs right tackle for 2 yards (tackle by Bobby Okereke),-0.630,-0.950
4,14:22,3,6,OAK 10,24,10,Derek Carr pass complete short middle to Foster Moreau for 8 yards (tackle by Khari Willis),-0.950,0.040
4,13:50,1,10,OAK 18,24,10,Trevor Davis right end for 14 yards (tackle by Kenny Moore),0.040,1.070
4,13:09,1,10,OAK 32,24,10,Josh Jacobs left end for -4 yards (tackle by Bobby Okereke),1.070,-0.010
4,12:23,2,14,OAK 28,24,10,Derek Carr pass complete short middle to Keelan Doss for 14 yards (tackle by Anthony Walker),-0.010,1.730
4,11:38,1,10,OAK 42,24,10,DeAndre Washington up the middle for 1 yard (tackle by Jabaal Sheard),1.730,1.320
4,11:14,2,9,OAK 43,24,10,Derek Carr pass incomplete short right intended for Darren Waller,1.320,0.630
4,11:09,3,9,OAK 43,24,10,Jalen Richard up the middle for 1 yard (tackle by Kemoko Turay),0.630,-0.460
4,10:31,4,8,OAK 44,24,10,"A.J. Cole punts 50 yards, muffed catch by Chester Rogers, recovered by Chester Rogers at IND-9, returned by Chester Rogers for 1 yard (tackle by Keisean Nixon)",-0.460,0.380
4,10:21,1,10,IND 10,24,10,Jacoby Brissett pass complete short left to Parris Campbell for -2 yards (tackle by Lamarcus Joyner),-0.380,-0.930
4,9:57,2,12,IND 8,24,10,Jacoby Brissett pass complete short middle to Nyheim Hines for 10 yards (tackle by Tahir Whitehead) Penalty on OAK: Defensive Too Many Men on Field (Declined),-0.930,-0.480
4,9:38,3,2,IND 18,24,10,Nyheim Hines up the middle for no gain (tackle by Maxx Crosby and Nicholas Morrow),-0.480,-2.240
4,8:59,4,2,IND 18,24,10,Nyheim Hines right guard for 4 yards (tackle by Tahir Whitehead and Gareon Conley),-2.240,0.410
4,8:30,1,10,IND 22,24,10,Jacoby Brissett pass complete short middle to Nyheim Hines for 14 yards (tackle by Tahir Whitehead),0.410,1.330
4,8:00,1,10,IND 36,24,10,Jacoby Brissett pass complete short middle to Nyheim Hines for 2 yards (tackle by Erik Harris),1.330,1.060
4,7:27,2,8,IND 38,24,10,Jacoby Brissett pass incomplete short middle intended for Jack Doyle (defended by Maxx Crosby),1.060,0.370
4,7:22,3,8,IND 38,24,10,Jacoby Brissett pass complete deep middle to Zach Pascal for 23 yards (tackle by Tahir Whitehead),0.370,2.980
4,6:56,1,10,OAK 39,24,10,Jacoby Brissett pass complete short middle to Jordan Wilkins for 11 yards (tackle by Nicholas Morrow and Tahir Whitehead),2.980,3.710
4,6:25,1,10,OAK 28,24,10,Jacoby Brissett left end for 8 yards (tackle by Erik Harris),3.710,4.250
4,6:03,,,,,,Timeout #2 by Oakland Raiders,,
4,6:03,2,2,OAK 20,24,10,"Jacoby Brissett left end for 1 yard (tackle by Nicholas Morrow). Penalty on Nicholas Morrow: Face Mask (15 Yards), 10 yards",4.250,5.140
4,5:45,1,9,OAK 9,24,10,"Jacoby Brissett pass incomplete short right intended for Deon Cain (defended by Gareon Conley). Penalty on Lamarcus Joyner: Defensive Holding, 5 yards (no play)",5.140,6.280
4,5:39,1,4,OAK 4,24,10,Jacoby Brissett pass incomplete short left intended for Jack Doyle (defended by Daryl Worley),6.280,5.340
4,5:36,2,4,OAK 4,24,10,Jacoby Brissett pass incomplete short right intended for Deon Cain,5.340,4.490
4,5:32,3,4,OAK 4,24,16,"Jacoby Brissett pass complete short right to Chester Rogers for 4 yards, touchdown",4.490,7.000
4,5:27,,,OAK 15,24,17,Adam Vinatieri kicks extra point good,0.000,0.000
4,5:27,,,IND 35,24,17,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,5:27,1,10,OAK 25,24,17,"Penalty on Trent Brown: False Start, 5 yards (no play)",0.610,0.280
4,5:27,1,15,OAK 20,24,17,Josh Jacobs right end for 16 yards (tackle by Khari Willis),0.280,1.330
4,4:41,1,10,OAK 36,24,17,"Penalty on Kolton Miller: False Start, 5 yards (no play)",1.330,1.000
4,4:41,1,15,OAK 31,24,17,Josh Jacobs right end for 8 yards (tackle by Khari Willis),1.000,1.200
4,4:00,2,7,OAK 39,24,17,Josh Jacobs left guard for 2 yards (tackle by Bobby Okereke),1.200,0.760
4,3:17,3,5,OAK 41,24,17,"Penalty on Richie Incognito: False Start, 5 yards (no play)",0.760,0.100
4,3:17,3,10,OAK 36,24,17,Derek Carr pass complete short middle to Darren Waller for 3 yards (tackle by Jabaal Sheard),0.100,-0.780
4,2:36,4,7,OAK 39,24,17,"A.J. Cole punts 46 yards, fair catch by Chester Rogers at IND-15",-0.780,0.220
4,2:28,1,10,IND 15,24,17,Jacoby Brissett pass incomplete short middle intended for Chester Rogers (defended by Nicholas Morrow),-0.220,-0.710
4,2:22,2,10,IND 15,24,17,Jacoby Brissett pass complete short left to Nyheim Hines for 10 yards (tackle by Nicholas Morrow),-0.710,0.610
4,2:17,1,10,IND 25,30,17,"Jacoby Brissett pass short left intended for Zach Pascal is intercepted by Erik Harris at IND-30 and returned for 30 yards, touchdown",0.610,-7.000
4,2:09,,,IND 15,31,17,Daniel Carlson kicks extra point good,0.000,0.000
4,2:09,,,OAK 35,31,17,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,2:09,1,10,IND 25,31,17,"Jacoby Brissett pass complete short middle to Nyheim Hines for 11 yards (tackle by Nicholas Morrow). Penalty on Ryan Kelly: Ineligible Downfield Pass, 5 yards (no play)",0.610,0.280
4,2:01,1,15,IND 20,31,17,Jacoby Brissett pass incomplete deep left intended for Deon Cain (defended by Daryl Worley),0.280,-0.610
4,1:53,2,15,IND 20,31,17,Jacoby Brissett pass complete deep right to Zach Pascal for 28 yards (tackle by Gareon Conley),-0.610,2.130
4,1:33,1,10,IND 48,31,17,Jacoby Brissett pass complete short right to Jack Doyle for 4 yards (tackle by Gareon Conley),2.130,2.120
4,1:29,2,6,OAK 48,31,17,Jacoby Brissett pass incomplete short middle intended for Deon Cain,2.120,1.420
4,1:23,,,,,,Timeout #3 by Oakland Raiders,,
4,1:23,3,6,OAK 48,31,17,Jacoby Brissett pass incomplete short right intended for Zach Pascal (defended by Gareon Conley). Penalty on Zach Pascal: Offensive Pass Interference (Declined),1.420,0.070
4,1:19,4,6,OAK 48,31,23,"Jacoby Brissett pass complete deep right to Eric Ebron for 48 yards, touchdown",0.070,7.000
4,1:10,,,OAK 15,31,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,1:10,,,IND 35,31,24,"Rigoberto Sanchez kicks off 55 yards, returned by Trevor Davis for 9 yards (tackle by Zaire Franklin)",0.000,0.150
4,1:06,1,10,OAK 19,31,24,Josh Jacobs right tackle for 7 yards (tackle by Clayton Geathers),0.150,0.610
4,1:01,,,,,,Timeout #1 by Indianapolis Colts,,
4,1:01,2,3,OAK 26,31,24,Josh Jacobs right end for 5 yards (tackle by Khari Willis and E.J. Speed),0.610,1.000
4,0:27,1,10,OAK 31,31,24,Derek Carr kneels for -1 yards,1.000,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
