Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,OAK,17,79,0,4,26,1.5,53,3.1,1,17.0
DeAndre Washington,OAK,6,18,0,1,11,1.8,7,1.2,0,
Jalen Richard,OAK,4,17,0,2,11,2.8,6,1.5,0,
Derek Carr,OAK,2,-1,0,0,-1,-0.5,0,0.0,0,
Trevor Davis,OAK,2,74,1,2,74,37.0,0,0.0,0,
Alec Ingold,OAK,1,1,0,1,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,11,39,0,2,26,2.4,13,1.2,0,
Jacoby Brissett,IND,5,19,0,1,18,3.6,1,0.2,0,
Jordan Wilkins,IND,4,17,0,0,5,1.3,12,3.0,0,
Nyheim Hines,IND,3,6,0,1,1,0.3,5,1.7,0,
