Quarter,Time,Tm,Detail,HOU,IND
1.0,7:52,Colts,Brandon Stokley 4 yard pass from Peyton Manning (Mike Vanderjagt kick),0,7
2.0,11:55,Colts,Reggie Wayne 5 yard pass from Peyton Manning (Mike Vanderjagt kick),0,14
,4:02,Colts,Dallas Clark 1 yard pass from Peyton Manning (Mike Vanderjagt kick),0,21
3.0,14:01,Colts,Brandon Stokley 69 yard pass from Peyton Manning (Mike Vanderjagt kick),0,28
,13:01,Colts,Bob Sanders 37 yard defensive fumble return (Mike Vanderjagt kick),0,35
,2:29,Texans,Domanick Williams 1 yard rush (Kris Brown kick),7,35
,1:36,Colts,Dallas Clark 80 yard pass from Peyton Manning (Mike Vanderjagt kick),7,42
4.0,7:47,Texans,Domanick Williams 1 yard rush (Kris Brown kick),14,42
,1:35,Colts,Von Hutchins 77 yard interception return (Mike Vanderjagt kick),14,49
