Quarter,Time,Tm,Detail,SEA,SFO
1.0,5:29,Seahawks,Stephen Hauschka 52 yard field goal,3,0
,0:26,49ers,David Akers 38 yard field goal,3,3
2.0,12:07,Seahawks,Stephen Hauschka 35 yard field goal,6,3
3.0,4:29,49ers,Delanie Walker 12 yard pass from Alex Smith (David Akers kick),6,10
4.0,5:24,49ers,David Akers 28 yard field goal,6,13
