Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
1,2:56,3,5,CIN 41,0,3,"Penalty on Russell Bodine: False Start, 5 yards (no play)",0.760,0.100
1,2:35,3,10,CIN 36,0,3,Andy Dalton pass incomplete short left intended for James Wright (defended by Gerald McCoy),0.100,-0.980
1,2:27,4,10,CIN 36,0,3,"Kevin Huber punts 44 yards, returned by Bobby Rainey for 9 yards (tackle by Ryan Hewitt)",-0.980,-0.870
1,2:15,1,10,TAM 29,0,3,Doug Martin up the middle for 3 yards (tackle by Carlos Dunlap),0.870,0.730
1,1:33,2,7,TAM 32,0,3,Josh McCown pass complete short middle to Cameron Brate for 17 yards (tackle by Reggie Nelson),0.730,2.190
1,0:51,1,10,TAM 49,0,3,Josh McCown pass complete short right to Vincent Jackson for 15 yards (tackle by Terence Newman),2.190,3.180
1,0:19,1,10,CIN 36,0,3,Doug Martin up the middle for 6 yards (tackle by Devon Still),3.180,3.180
Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 36,0,3,Timeout #1 by Tampa Bay Buccaneers,3.180,3.450
2,15:00,2,4,CIN 30,0,3,Doug Martin right end for 6 yards (tackle by Domata Peko and Terence Newman),3.450,3.970
2,14:23,1,10,CIN 24,0,3,Josh McCown pass incomplete deep right intended for Mike Evans,3.970,3.430
2,14:16,2,10,CIN 24,0,3,Josh McCown pass complete short right to Charles Sims for 8 yards (tackle by Vincent Rey),3.430,3.950
2,13:37,3,2,CIN 16,0,3,"Josh McCown sacked by Geno Atkins for -8 yards. Penalty on Geno Atkins: Face Mask (15 Yards), 8 yards (no play)",3.950,5.370
2,13:08,1,8,CIN 8,0,3,"Penalty on Anthony Collins: False Start, 5 yards (no play)",5.370,4.530
2,12:46,1,13,CIN 13,0,3,Doug Martin right tackle for 6 yards (tackle by Rey Maualuga),4.530,4.760
2,12:05,2,7,CIN 7,0,9,"Doug Martin right tackle for 7 yards, touchdown",4.760,7.000
2,12:05,,,CIN 2,0,10,Patrick Murray kicks extra point good,0.000,0.000
2,12:05,,,TAM 35,0,10,"Michael Koenen kicks off 65 yards, returned by Adam Jones for 22 yards (tackle by Keith Tandy)",0.000,-0.410
2,11:52,1,10,CIN 22,0,10,Andy Dalton pass complete short right to Jeremy Hill for 6 yards (tackle by Danny Lansanah),0.410,0.680
2,11:25,2,4,CIN 28,0,10,Andy Dalton pass complete short left to James Wright for 17 yards (tackle by Dashon Goldson),0.680,1.930
2,10:52,1,10,CIN 45,0,10,Mohamed Sanu up the middle for 10 yards (tackle by T.J. Fatinikun),1.930,2.590
2,10:13,1,10,TAM 45,0,10,James Wright left end for 6 yards (tackle by Orie Lemon and Danny Lansanah),2.590,2.850
2,9:36,2,4,TAM 39,0,10,Jeremy Hill left guard for 3 yards (tackle by Mason Foster and Isaiah Frey),2.850,2.540
2,9:06,3,1,TAM 36,0,10,Andy Dalton up the middle for 3 yards (tackle by Danny Lansanah and Akeem Spence),2.540,3.380
2,8:34,1,10,TAM 33,0,10,Jeremy Hill left tackle for 2 yards (tackle by Bradley McDougald),3.380,3.110
2,7:55,2,8,TAM 31,0,10,"Andy Dalton pass complete short right to Ryan Hewitt for 4 yards (tackle by Orie Lemon). Penalty on Alterraun Verner: Illegal Use of Hands, 5 yards (no play)",3.110,3.840
2,7:26,1,10,TAM 26,0,10,Giovani Bernard left tackle for 6 yards (tackle by Akeem Spence),3.840,4.110
2,6:45,2,4,TAM 20,0,10,Andy Dalton pass incomplete deep left intended for A.J. Green is intercepted by Brandon Dixon at TAM-0,4.110,-0.280
2,6:36,1,10,TAM 20,0,10,Doug Martin up the middle for no gain (tackle by Reggie Nelson and Vincent Rey). Penalty on TAM: Illegal Shift (Declined),0.280,-0.270
2,6:10,2,10,TAM 20,0,10,Doug Martin right end for 7 yards (tackle by Vincent Rey),-0.270,-0.030
2,5:26,3,3,TAM 27,0,10,Josh McCown pass incomplete short right intended for Mike Evans,-0.030,-1.570
2,5:21,4,3,TAM 27,0,10,"Michael Koenen punts 37 yards, returned by Adam Jones for no gain",-1.570,-1.330
2,5:11,1,10,CIN 36,0,10,Andy Dalton pass complete short right to Jermaine Gresham for 15 yards (tackle by Alterraun Verner and Dashon Goldson),1.330,2.320
2,4:43,1,10,TAM 49,0,10,Jeremy Hill left tackle for 6 yards (tackle by Danny Lansanah and Dashon Goldson),2.320,2.590
2,4:12,2,4,TAM 43,0,10,Jeremy Hill right tackle for 5 yards (tackle by Mason Foster),2.590,3.050
2,3:28,1,10,TAM 38,0,10,Mohamed Sanu pass complete short right to A.J. Green for 11 yards (tackle by Bradley McDougald),3.050,3.780
2,2:47,1,10,TAM 27,0,10,Giovani Bernard left end for 7 yards (tackle by Johnthan Banks),3.780,4.180
2,2:20,2,3,TAM 20,0,10,Giovani Bernard left end for 14 yards (tackle by Orie Lemon),4.180,5.830
2,2:00,1,6,TAM 6,0,10,Andy Dalton pass complete short middle to Jermaine Gresham for -3 yards (tackle by Danny Lansanah and Akeem Spence),5.830,4.380
2,1:20,2,9,TAM 9,0,10,"Andy Dalton pass incomplete short right intended for Mohamed Sanu. Penalty on Isaiah Frey: Defensive Holding, 4 yards (no play)",4.380,6.060
2,1:12,1,5,TAM 5,6,10,"Andy Dalton left end for 5 yards, touchdown",6.060,7.000
2,1:12,,,TAM 2,7,10,Mike Nugent kicks extra point good,0.000,0.000
2,1:12,,,CIN 35,7,10,"Mike Nugent kicks off 62 yards, returned by Bobby Rainey for 19 yards (tackle by Cedric Peerman)",0.000,-0.410
2,1:03,1,10,TAM 22,7,10,Josh McCown pass incomplete short middle intended for Robert Herron,0.410,-0.130
2,0:59,2,10,TAM 22,7,10,Josh McCown pass complete short right to Bobby Rainey for 12 yards (tackle by Emmanuel Lamur),-0.130,1.200
2,0:51,1,10,TAM 34,7,10,Josh McCown pass incomplete short right intended for Vincent Jackson is intercepted by Terence Newman at TAM-43 and returned for 3 yards,1.200,1.200
2,0:46,1,10,TAM 34,7,10,Timeout #2 by Tampa Bay Buccaneers,1.200,-2.920
2,0:46,1,10,TAM 40,7,10,Andy Dalton pass complete short right to Mohamed Sanu for 4 yards (tackle by Dashon Goldson),2.920,2.910
2,0:25,2,6,TAM 36,7,10,Andy Dalton pass incomplete deep right intended for James Wright is intercepted by Alterraun Verner at TAM-20 and returned for 26 yards,2.910,-1.990
2,0:11,1,10,TAM 46,7,10,"Josh McCown up the middle for 9 yards (tackle by Robert Geathers). Penalty on Patrick Omameh: Offensive Holding, 10 yards (no play)",1.990,1.990
2,0:03,1,10,TAM 46,7,10,Timeout #1 by Cincinnati Bengals,1.990,1.330
2,0:00,1,20,TAM 36,7,10,Bobby Rainey left end for 11 yards (tackle by Adam Jones),1.330,1.590
Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,7,10,"Mike Nugent kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,7,10,Doug Martin left tackle for 2 yards (tackle by Leon Hall),0.280,0.000
3,14:22,2,8,TAM 22,7,10,"Josh McCown pass incomplete deep left intended for Mike Evans. Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",0.000,-1.360
3,14:15,2,18,TAM 12,7,10,Charles Sims up the middle for -2 yards (tackle by Carlos Dunlap),-1.360,-2.590
3,13:33,3,20,TAM 10,7,10,Josh McCown pass complete short right to Charles Sims for 11 yards (tackle by Carlos Dunlap). Penalty on Garrett Gilkey: Unnecessary Roughness (Declined),-2.590,-1.960
3,13:16,4,9,TAM 21,7,10,"Michael Koenen punts 36 yards, returned by Adam Jones for no gain",-1.960,-1.800
3,13:06,1,10,CIN 43,7,10,Jeremy Hill right tackle for 9 yards (tackle by Alterraun Verner),1.800,2.470
3,12:43,2,1,TAM 48,7,10,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",2.470,1.790
3,12:17,2,6,CIN 47,7,10,Andy Dalton pass incomplete deep right intended for A.J. Green,1.790,1.090
3,12:08,3,6,CIN 47,7,10,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Dashon Goldson),1.090,2.920
3,11:31,1,10,TAM 40,7,10,Andy Dalton sacked by Akeem Spence and Da'Quan Bowers for -3 yards,2.920,1.970
3,10:53,2,13,TAM 43,7,10,Andy Dalton pass complete short right to Jeremy Hill for 4 yards (tackle by Danny Lansanah),1.970,1.820
3,10:04,3,9,TAM 39,7,10,Andy Dalton pass complete short right to Jeremy Hill for no gain,1.820,0.660
3,9:28,4,9,TAM 39,7,10,Kevin Huber punts 37 yards,0.660,0.380
3,9:19,1,10,TAM 2,7,10,Doug Martin up the middle for 1 yard (tackle by George Iloka),-0.380,-0.710
3,8:39,2,9,TAM 3,7,10,Doug Martin up the middle for -2 yards (tackle by Emmanuel Lamur). Penalty on Garrett Gilkey: Offensive Holding (Declined),-0.710,-1.540
3,8:14,3,11,TAM 1,7,10,Doug Martin left guard for 2 yards (tackle by Leon Hall),-1.540,-2.490
3,7:30,4,9,TAM 3,7,10,"Michael Koenen punts 49 yards, returned by Brandon Tate for -1 yards (tackle by Russell Shepard). Penalty on Darqueze Dennard: Illegal Block Above the Waist, 10 yards",-2.490,-1.400
3,7:19,1,10,CIN 37,7,10,Andy Dalton pass incomplete short left intended for A.J. Green (defended by William Gholston),1.400,0.860
3,7:15,2,10,CIN 37,7,10,Andy Dalton pass complete short left to Giovani Bernard for 4 yards (tackle by Danny Lansanah),0.860,0.700
3,6:43,3,6,CIN 41,7,10,Andy Dalton pass complete short left to James Wright for 12 yards (tackle by Alterraun Verner),0.700,2.460
3,6:12,1,10,TAM 47,7,10,Giovani Bernard right guard for 1 yard (tackle by Danny Lansanah),2.460,2.050
3,5:36,2,9,TAM 46,7,10,Andy Dalton pass complete short left to Jermaine Gresham for 12 yards (tackle by Leonard Johnson and Mason Foster),2.050,3.310
3,5:01,1,10,TAM 34,7,10,Giovani Bernard up the middle for -2 yards (tackle by Danny Lansanah and Da'Quan Bowers),3.310,2.500
3,4:21,2,12,TAM 36,7,10,Andy Dalton pass complete short left to Jermaine Gresham for 6 yards (tackle by Dashon Goldson),2.500,2.610
3,3:35,3,6,TAM 30,7,10,Andy Dalton pass complete short right to Mohamed Sanu for 15 yards (tackle by Dashon Goldson and Leonard Johnson),2.610,4.580
3,2:49,1,10,TAM 15,7,10,Giovani Bernard right tackle for 2 yards (tackle by Danny Lansanah and Dashon Goldson),4.580,4.280
3,2:10,2,8,TAM 13,13,10,"Andy Dalton pass complete short left to A.J. Green for 13 yards, touchdown",4.280,7.000
3,2:10,,,TAM 2,14,10,Mike Nugent kicks extra point good,0.000,0.000
3,2:10,,,CIN 35,14,10,"Mike Nugent kicks onside 9 yards, recovered by Orie Lemon and returned for 8 yards. Penalty on Nico Johnson: Offside on Free Kick, 5 yards",0.000,-3.510
3,2:02,1,10,CIN 31,14,10,"Penalty on Brandon Thompson: Unnecessary Roughness, 15 yards (no play)",3.510,4.510
3,1:55,1,10,CIN 16,14,10,"Charles Sims right guard for 5 yards (tackle by George Iloka and Robert Geathers). Penalty on Oniel Cousins: Clipping, 15 yards (no play)",4.510,3.510
3,1:37,1,25,CIN 31,14,10,Charles Sims left end for 5 yards (tackle by Robert Geathers),3.510,2.610
3,0:54,2,20,CIN 26,14,10,Josh McCown pass complete short right to Charles Sims for 9 yards (tackle by Terence Newman),2.610,3.020
3,0:01,3,11,CIN 17,14,10,"Penalty on Garrett Gilkey: Illegal Motion, 5 yards (no play)",3.020,2.480
Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,16,CIN 22,14,10,Josh McCown sacked by Geno Atkins and Carlos Dunlap for -2 yards,2.480,1.870
4,14:19,4,18,CIN 24,14,13,Patrick Murray 42 yard field goal good,1.870,3.000
4,14:19,,,TAM 35,14,13,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
4,14:12,1,10,CIN 20,14,13,Jeremy Hill left guard for -2 yards (tackle by Orie Lemon),0.280,-0.630
4,13:48,2,12,CIN 18,14,13,Andy Dalton pass complete short right to Ryan Hewitt for 3 yards (tackle by Danny Lansanah),-0.630,-0.820
4,13:04,3,9,CIN 21,14,13,Andy Dalton pass complete short right to Jeremy Hill for 2 yards (tackle by Alterraun Verner),-0.820,-1.830
4,12:22,4,7,CIN 23,14,13,"Kevin Huber punts 56 yards, returned by Bobby Rainey for 10 yards (tackle by Cedric Peerman)",-1.830,-1.000
4,12:09,1,10,TAM 31,14,13,Doug Martin left guard for 1 yard (tackle by Robert Geathers),1.000,0.600
4,11:28,2,9,TAM 32,14,13,Josh McCown pass complete short middle to Doug Martin for 3 yards (tackle by Emmanuel Lamur),0.600,0.300
4,10:44,3,6,TAM 35,14,13,"Garrett Gilkey for no gain. Garrett Gilkey fumbles, recovered by Josh McCown at TAM-35",0.300,-1.040
4,10:32,4,6,TAM 35,14,13,"Michael Koenen punts 41 yards, fair catch by Adam Jones",-1.040,-0.540
4,10:25,1,10,CIN 24,14,13,Giovani Bernard left tackle for 3 yards (tackle by Bradley McDougald),0.540,0.400
4,9:51,2,7,CIN 27,14,13,Giovani Bernard right tackle for 1 yard (tackle by Michael Johnson),0.400,-0.160
4,9:07,3,6,CIN 28,14,13,"Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Dashon Goldson). Penalty on A.J. Green: Offensive Pass Interference, 10 yards (no play)",-0.160,-1.640
4,8:42,3,16,CIN 18,14,13,Andy Dalton pass incomplete deep middle intended for Mohamed Sanu,-1.640,-2.240
4,8:36,4,16,CIN 18,14,13,"Kevin Huber punts 59 yards, returned by Bobby Rainey for 21 yards (tackle by Taylor Mays). Penalty on Leonard Johnson: Illegal Block Above the Waist, 10 yards",-2.240,0.220
4,8:23,1,10,TAM 15,14,13,--,-0.220,-0.570
4,8:23,1,15,TAM 10,14,13,Charles Sims right guard for -1 yards (tackle by Carlos Dunlap),-0.570,-1.220
4,7:44,2,16,TAM 9,14,13,Josh McCown pass complete deep right to Mike Evans for 23 yards,-1.220,-1.220
4,7:16,2,16,TAM 9,14,13,Timeout #1 by Cincinnati Bengals,-1.220,1.070
4,7:15,1,10,TAM 32,14,13,Josh McCown pass incomplete deep right intended for Mike Evans,1.070,0.530
4,7:09,2,10,TAM 32,14,13,"Josh McCown sacked by Wallace Gilberry for -4 yards. Penalty on Terence Newman: Illegal Use of Hands, 5 yards (no play)",0.530,1.400
4,6:40,1,10,TAM 37,14,13,Charles Sims left tackle for 1 yard (tackle by Reggie Nelson and Carlos Dunlap),1.400,0.990
4,6:00,2,9,TAM 38,14,13,Josh McCown pass complete short right to Charles Sims for 21 yards (tackle by Reggie Nelson and George Iloka),0.990,2.850
4,5:10,1,10,CIN 41,14,13,Josh McCown pass incomplete deep left intended for Louis Murphy,2.850,2.310
4,5:02,2,10,CIN 41,14,13,Doug Martin right tackle for -1 yards (tackle by Geno Atkins),2.310,1.490
4,4:18,3,11,CIN 42,14,13,Josh McCown pass incomplete short middle intended for Robert Herron (defended by Carlos Dunlap),1.490,0.460
4,4:11,4,11,CIN 42,14,13,"Michael Koenen punts 42 yards, touchback",0.460,-0.280
4,4:01,1,10,CIN 20,14,13,Jeremy Hill left guard for 2 yards (tackle by Akeem Spence),0.280,0.000
4,3:20,2,8,CIN 22,14,13,Jeremy Hill left guard for -3 yards (tackle by Michael Johnson and Akeem Spence),0.000,-1.140
4,2:37,3,11,CIN 19,14,13,Andy Dalton pass complete deep right to James Wright for 30 yards (tackle by Alterraun Verner),-1.140,2.190
4,2:29,1,10,CIN 49,14,13,Jeremy Hill right tackle for 12 yards (tackle by Dashon Goldson and Alterraun Verner),2.190,2.190
4,2:23,1,10,CIN 49,14,13,Timeout #1 by Tampa Bay Buccaneers,2.190,2.980
4,2:23,1,10,TAM 39,14,13,Jeremy Hill right end for -3 yards (tackle by Danny Lansanah and Mason Foster),2.980,2.980
4,2:18,1,10,TAM 39,14,13,Timeout #2 by Tampa Bay Buccaneers,2.980,2.040
4,2:18,2,13,TAM 42,14,13,Jeremy Hill up the middle for 2 yards (tackle by Mason Foster),2.040,2.040
4,2:14,2,13,TAM 42,14,13,Timeout #3 by Tampa Bay Buccaneers,2.040,1.620
4,2:14,3,11,TAM 40,14,13,Andy Dalton pass incomplete,1.620,0.590
4,2:07,4,11,TAM 40,14,13,"Penalty on Kevin Huber: Delay of Game, 5 yards (no play)",0.590,0.270
4,2:07,4,16,TAM 45,14,13,"Kevin Huber punts 45 yards, touchback",0.270,-0.280
4,2:01,1,10,TAM 20,14,13,Josh McCown pass incomplete short middle intended for Louis Murphy,0.280,-0.270
4,1:55,2,10,TAM 20,14,13,Josh McCown pass complete short middle to Louis Murphy for 7 yards (tackle by Vincent Rey and George Iloka),-0.270,-0.030
4,1:33,3,3,TAM 27,14,13,Josh McCown pass complete short right to Mike Evans for 8 yards (tackle by Terence Newman),-0.030,1.270
4,1:28,1,10,TAM 35,14,13,Josh McCown pass incomplete short left intended for Louis Murphy,1.270,0.720
4,1:23,2,10,TAM 35,14,13,Josh McCown pass complete short right to Bobby Rainey for 29 yards (tackle by Vincent Rey),0.720,3.180
4,0:44,1,10,CIN 36,14,13,"Penalty on Wallace Gilberry: Encroachment, 5 yards (no play)",3.180,3.910
4,0:43,1,5,CIN 31,14,13,"Bobby Rainey left tackle for 1 yard (tackle by Geno Atkins). Penalty on Garrett Gilkey: Offensive Holding, 10 yards (no play)",3.910,2.850
4,0:38,1,15,CIN 41,14,13,Josh McCown pass incomplete deep left intended for Mike Evans,2.850,1.960
4,0:32,2,15,CIN 41,14,13,"Josh McCown pass complete short middle to Louis Murphy for 21 yards (tackle by Leon Hall). Penalty on TAM: Offensive 12 On-field, 5 yards (no play)",1.960,1.960
,,,,,,,"Replay Assistant challenged the too many players on field ruling, and the original play was overturned.",,
4,0:26,2,15,CIN 41,14,13,Timeout #2 by Cincinnati Bengals,1.960,1.290
4,0:26,2,20,CIN 46,14,13,Josh McCown pass incomplete short middle intended for Robert Herron (defended by Terence Newman),1.290,0.630
4,0:19,3,20,CIN 46,14,13,Josh McCown pass incomplete short right intended for Louis Murphy (defended by Reggie Nelson),0.630,0.200
4,0:12,4,20,CIN 46,14,13,Josh McCown pass complete short right to Mike Evans for 13 yards (tackle by Leon Hall),0.200,-1.140
4,0:01,1,10,CIN 33,14,13,Andy Dalton kneels for -1 yards,1.140,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
