Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,16,55,1,6,5,0.3,50,3.1,2,8.0
Mike Davis,SEA,4,14,0,,8,2.0,6,1.5,0,
Rashaad Penny,SEA,4,4,0,,2,0.5,2,0.5,0,
Russell Wilson,SEA,3,4,0,1,4,1.3,0,0.0,0,
Tyler Lockett,SEA,1,-2,0,0,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,17,125,1,5,102,6.0,23,1.4,0,
Cam Newton,CAR,8,63,0,4,47,5.9,16,2.0,0,
D.J. Moore,CAR,1,7,0,0,7,7.0,0,0.0,0,
Curtis Samuel,CAR,1,25,0,1,25,25.0,0,0.0,0,
