Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Bobby Wagner,SEA,0,6,5,83.3%,70,14.0,11.7,0,115.3,9.3,33,37,4,0,0,0.0,0,13,0,0.0%
Justin Coleman,SEA,0,5,5,100.0%,26,5.2,5.2,0,88.3,2.8,13,13,0,0,0,0.0,0,3,1,25.0%
Tre Flowers,SEA,0,5,5,100.0%,39,7.8,7.8,0,99.2,5.2,26,13,0,0,0,0.0,0,8,1,11.1%
Bradley McDougald,SEA,1,5,4,80.0%,62,15.5,12.4,0,78.7,5.4,9,53,2,0,0,0.0,0,7,1,12.5%
Shaquill Griffin,SEA,0,2,2,100.0%,32,16.0,16.0,1,158.3,11.0,22,10,1,0,0,0.0,0,3,0,0.0%
Barkevious Mingo,SEA,0,3,2,66.7%,15,7.5,5.0,0,78.5,2.3,5,10,4,0,0,0.0,0,5,2,28.6%
Lano Hill,SEA,0,2,2,100.0%,2,1.0,1.0,0,79.2,0.5,1,1,0,0,0,0.0,0,3,0,0.0%
Tedric Thompson,SEA,0,1,1,100.0%,2,2.0,2.0,1,118.7,-4.0,-4,6,0,0,0,0.0,0,7,1,12.5%
Frank Clark,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,2,40.0%
Jarran Reed,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Captain Munnerlyn,CAR,0,10,8,80.0%,127,15.9,12.7,0,118.7,13.6,71,56,3,1,0,0.0,1,5,1,16.7%
James Bradberry,CAR,0,3,3,100.0%,72,24.0,24.0,0,118.7,21.3,64,8,1,0,0,1.0,1,3,1,25.0%
Corn Elder,CAR,0,4,3,75.0%,54,18.0,13.5,1,156.2,15.3,44,10,0,0,0,0.0,0,2,2,50.0%
Thomas Davis,CAR,0,3,3,100.0%,12,4.0,4.0,0,83.3,1.3,4,8,8,0,0,0.0,0,7,1,12.5%
Mike Adams,CAR,0,3,3,100.0%,45,15.0,15.0,1,158.3,12.0,36,9,2,0,0,0.0,0,5,0,0.0%
Shaq Thompson,CAR,0,3,2,66.7%,7,3.5,2.3,0,70.1,3.0,-4,11,3,0,0,1.0,1,7,1,12.5%
Eric Reid,CAR,0,2,2,100.0%,67,33.5,33.5,0,118.7,25.5,51,16,2,0,0,0.0,0,8,1,11.1%
Luke Kuechly,CAR,0,1,1,100.0%,9,9.0,9.0,0,104.2,3.0,3,6,4,0,0,0.0,0,12,1,7.7%
Kawann Short,CAR,0,0,0,,,,,,,,,,0,2,0,0.0,2,6,0,0.0%
Julius Peppers,CAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Bryan Cox Jr.,CAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%
Kyle Love,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Wes Horton,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Mario Addison,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,2,33.3%
