Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Steve Christie kicks off 52 yards, returned by Dante Hall for 9 yards (tackle by Vernon Fox)",0.000,0.740
1,14:55,1,10,KAN 27,0,0,Eddie Kennison right end for 1 yard (tackle by Ben Leber),0.740,0.330
1,14:15,2,9,KAN 28,0,0,Eddie Kennison left end for 1 yard (tackle by Raylee Johnson),0.330,-0.230
1,13:31,3,8,KAN 29,0,0,Trent Green pass complete to Mike Cloud for 7 yards (tackle by Donnie Edwards and Rodney Harrison),-0.230,-0.980
1,13:31,4,1,KAN 36,0,0,"Dan Stryzinski punts 46 yards, returned by Tim Dwight for 34 yards (tackle by Jarmar Julien)",-0.980,-2.390
1,12:49,1,10,KAN 48,0,0,Drew Brees pass complete to Reche Caldwell for 4 yards (tackle by Eric Warfield),2.390,2.390
1,12:25,2,6,KAN 44,0,0,LaDainian Tomlinson right end for 3 yards (tackle by Marvcus Patton),2.390,2.080
1,11:54,3,3,KAN 41,0,0,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Lewis Bush),2.080,3.180
1,11:13,1,10,KAN 36,0,0,Drew Brees pass complete to Tim Dwight for 2 yards (tackle by William Bartee),3.180,2.910
1,10:45,2,8,KAN 34,0,0,Drew Brees pass incomplete intended for Tim Dwight,2.910,2.210
1,10:39,2,8,KAN 34,,,Timeout #1 by Los Angeles Chargers,2.910,2.210
1,10:39,3,8,KAN 34,0,0,Drew Brees pass incomplete intended for Curtis Conway,2.210,1.060
1,10:39,4,8,KAN 34,0,0,Drew Brees pass incomplete intended for Tim Dwight,1.060,-1.200
1,10:30,1,10,KAN 34,0,0,"Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Ben Leber). Penalty on Ryan McNeil: Illegal Contact, 5 yards (no play)",1.200,1.530
1,10:00,1,10,KAN 39,0,0,Mike Cloud middle for 2 yards (tackle by Junior Seau and Donnie Edwards),1.530,1.260
1,9:21,2,8,KAN 41,0,0,Trent Green pass complete to Eddie Kennison for 10 yards (tackle by Alex Molden),1.260,2.320
1,8:39,1,10,SDG 49,0,0,Trent Green pass incomplete intended for Eddie Kennison (defended by Alex Molden),2.320,1.780
1,8:33,2,10,SDG 49,0,0,Trent Green pass complete to Tony Gonzalez for 2 yards (tackle by Ryan McNeil and Junior Seau),1.780,1.360
1,7:55,3,8,SDG 47,0,0,Trent Green pass complete to Eddie Kennison for 15 yards (tackle by Junior Seau),1.360,3.450
1,7:14,1,10,SDG 32,0,0,Mike Cloud middle for 3 yards (tackle by Jason Fisk),3.450,3.310
1,6:32,2,7,SDG 29,0,0,Trent Green pass complete to Tony Gonzalez for 18 yards (tackle by Keith Lyle),3.310,4.840
1,6:01,1,10,SDG 11,0,0,Mike Cloud right end for 3 yards (tackle by Leonardo Carson),4.840,4.700
1,5:22,2,7,SDG 8,0,0,Trent Green pass incomplete intended for Marc Boerigter (defended by Ryan McNeil),4.700,3.760
1,5:16,3,7,SDG 8,0,6,"Trent Green pass complete to Marc Boerigter for 8 yards, touchdown",3.760,7.000
1,5:16,,,SDG 8,0,7,Michael Husted kicks extra point good,0.000,0.000
1,5:16,,,KAN 30,0,7,"Michael Husted kicks off 49 yards, returned by Tim Dwight for 7 yards (tackle by Lewis Bush)",0.000,0.810
1,5:05,1,10,SDG 28,0,7,Drew Brees pass complete to Tim Dwight for 7 yards (tackle by Marvcus Patton),0.810,1.210
1,4:28,2,3,SDG 35,0,7,LaDainian Tomlinson left end for 34 yards (tackle by Greg Wesley),1.210,3.510
1,4:01,1,10,KAN 31,0,7,LaDainian Tomlinson left tackle for 4 yards (tackle by Duane Clemons),3.510,3.510
1,3:23,2,6,KAN 27,0,7,Drew Brees pass complete to Tim Dwight for 15 yards (tackle by William Bartee),3.510,4.780
1,2:55,1,10,KAN 12,0,7,Drew Brees pass incomplete intended for Tim Dwight,4.780,4.100
1,2:49,2,10,KAN 12,0,7,LaDainian Tomlinson left end for -2 yards (tackle by Mike Maslowski),4.100,3.060
1,2:16,3,12,KAN 14,0,7,Drew Brees left end for 2 yards (tackle by Scott Fujita). Penalty on Sammy Williams: Offensive Holding (Declined),3.060,2.630
1,2:16,4,10,KAN 12,3,7,Steve Christie 30 yard field goal good,2.630,3.000
1,2:16,,,SDG 30,3,7,"Steve Christie kicks off 62 yards, returned by Dante Hall for 23 yards (tackle by Reche Caldwell)",0.000,1.000
