Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Adam Vinatieri kicks off 72 yards, returned by Jerious Norwood for 23 yards (tackle by Keyunta Dawson)",0.000,0.340
1,14:54,1,10,ATL 21,0,0,Jerious Norwood right end for 14 yards (tackle by Antoine Bethea and Edward Johnson),0.340,1.270
1,14:20,1,10,ATL 35,0,0,Warrick Dunn left tackle for 4 yards (tackle by Antoine Bethea),1.270,1.260
1,13:42,2,6,ATL 39,0,0,Joey Harrington pass incomplete short left intended for Alge Crumpler,1.260,0.560
1,13:39,3,6,ATL 39,0,0,Joey Harrington pass complete short middle to Michael Jenkins for 9 yards (tackle by Gary Brackett),0.560,2.130
1,13:02,1,10,ATL 48,0,0,Joey Harrington pass complete short right to Roddy White for 2 yards (tackle by Kelvin Hayden),2.130,1.850
1,12:46,2,8,,0,0,Warrick Dunn right tackle for 1 yard (tackle by Gary Brackett),1.850,1.290
1,12:11,3,7,IND 49,0,0,Warrick Dunn right tackle for 6 yards (tackle by Bob Sanders and Robert Mathis),1.290,0.400
1,11:28,4,1,IND 43,0,0,Jason Snelling right tackle for 3 yards (tackle by Gary Brackett and Edward Johnson),0.400,2.920
1,10:45,1,10,IND 40,0,0,Joey Harrington pass incomplete short right intended for Alge Crumpler,2.920,2.370
1,10:41,2,10,IND 40,0,0,Warrick Dunn up the middle for 9 yards (tackle by Antoine Bethea),2.370,2.870
1,10:01,3,1,IND 31,0,0,Ovie Mughelli up the middle for no gain (tackle by Raheem Brock),2.870,1.410
1,9:06,,,,0,0,Timeout #1 by Atlanta Falcons,0.000,1.410
1,9:06,4,1,IND 31,0,0,Jason Snelling up the middle for 1 yard (tackle by Bob Sanders),1.410,3.580
1,8:26,1,10,IND 30,0,0,Joey Harrington pass incomplete short left intended for Laurent Robinson (defended by Rocky Boiman),3.580,3.030
1,8:23,2,10,IND 30,0,0,Joey Harrington pass incomplete short left intended for Laurent Robinson,3.030,2.340
1,8:19,3,10,IND 30,0,0,Joey Harrington pass complete short left to Roddy White for 11 yards. Penalty on Marlin Jackson: Defensive Offside (Declined),2.340,4.310
1,7:50,1,10,IND 19,0,0,Joey Harrington pass incomplete deep middle intended for Alge Crumpler,4.310,3.750
1,7:45,2,10,IND 19,0,0,Warrick Dunn up the middle for 3 yards (tackle by Bob Sanders),3.750,3.410
1,7:09,3,7,IND 16,0,0,Joey Harrington pass incomplete deep right intended for Laurent Robinson,3.410,2.380
1,7:03,4,7,IND 16,0,3,Morten Andersen 34 yard field goal good,2.380,3.000
1,,,,ATL 30,0,3,"Michael Koenen kicks off 70 yards, returned by Craphonso Thorpe for 24 yards (tackle by Tony Taylor)",0.000,0.540
1,6:46,1,10,IND 24,0,3,Peyton Manning pass incomplete short right intended for Dallas Clark (defended by Chris Crocker),0.540,0.000
1,6:42,2,10,IND 24,0,3,Joseph Addai right tackle for 4 yards (tackle by DeAngelo Hall),0.000,-0.160
1,5:56,3,6,IND 28,0,3,Peyton Manning sacked by Michael Boley for -9 yards,-0.160,-2.140
1,5:36,4,15,IND 19,0,3,"Hunter Smith punts 42 yards, fair catch by Adam Jennings. Penalty on Ramon Guzman: Ineligible Downfield Kick, 5 yards",-2.140,-1.860
1,5:31,1,10,ATL 44,0,3,Warrick Dunn right tackle for 1 yard (tackle by Edward Johnson),1.860,1.450
1,4:57,2,9,ATL 45,0,3,Jerious Norwood right end for 2 yards (tackle by Gary Brackett),1.450,1.030
1,4:19,3,7,ATL 47,0,3,"Joey Harrington pass complete short right to Jerious Norwood for 1 yard (tackle by Freddie Keiaho). Penalty on Simeon Rice: Defensive Offside, 5 yards (no play)",1.030,1.690
1,3:52,3,2,IND 48,0,9,"Joey Harrington pass complete deep left to Roddy White for 48 yards, touchdown",1.690,7.000
1,,,,IND 2,0,10,Morten Andersen kicks extra point good,0.000,0.000
1,,,,ATL 30,,,"Michael Koenen kicks off 71 yards, returned by Craphonso Thorpe for 25 yards (tackle by Lewis Sanders)",,
1,3:37,1,10,IND 24,0,10,Peyton Manning pass complete short left to Ben Utecht for 9 yards (tackle by Chris Houston),0.540,1.210
1,3:24,2,1,IND 33,0,10,Joseph Addai left tackle for 4 yards (tackle by Demorrio Williams),1.210,1.400
1,2:59,1,10,IND 37,0,10,Peyton Manning pass complete short left to Dallas Clark for 10 yards (tackle by Chris Houston),1.400,2.060
1,2:24,1,10,IND 47,0,10,Kenton Keith left end for 3 yards (tackle by Demorrio Williams),2.060,1.920
1,2:18,2,7,,0,10,Kenton Keith right end for 3 yards (tackle by Jamaal Anderson),1.920,1.620
1,2:02,3,4,ATL 47,0,10,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Chris Houston),1.620,0.130
1,1:53,4,4,ATL 47,0,10,Hunter Smith punts 44 yards,0.130,0.380
1,1:39,1,10,ATL 3,0,10,Jason Snelling up the middle for 2 yards (tackle by Quinn Pitcock),-0.380,-0.630
1,1:04,2,8,ATL 5,0,10,Jerious Norwood right end for 3 yards (tackle by Freddie Keiaho),-0.630,-0.840
1,0:26,3,5,ATL 8,0,10,Joey Harrington pass incomplete short middle intended for Alge Crumpler (defended by Raheem Brock),-0.840,-2.490
1,0:22,4,5,ATL 8,0,10,"Michael Koenen punts 47 yards, returned by T.J. Rushing for 12 yards (tackle by Michael Boley)",-2.490,-2.720
1,0:10,1,10,ATL 43,0,10,Peyton Manning pass complete deep middle to Anthony Gonzalez for 35 yards (tackle by Lawyer Milloy),2.720,5.370
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,ATL 8,0,10,"Peyton Manning pass complete short left to Dallas Clark for 8 yards. Penalty on Bryan Fletcher: Face Mask (15 Yards), 15 yards (no play)",5.370,4.040
2,14:54,1,23,ATL 23,0,10,Peyton Manning pass incomplete deep middle intended for Bryan Fletcher (defended by Lawyer Milloy),4.040,2.600
2,14:48,2,23,ATL 23,6,10,"Peyton Manning pass complete deep middle to Reggie Wayne for 23 yards, touchdown",2.600,7.000
2,,,,ATL 2,7,10,Adam Vinatieri kicks extra point good,0.000,0.000
