Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
2,,,,IND 30,7,10,"Adam Vinatieri kicks off 63 yards, returned by Jerious Norwood for 37 yards (tackle by Clifton Dawson). Penalty on Darrell Reid: Unnecessary Roughness, 15 yards",0.000,2.850
2,14:34,1,10,IND 41,7,10,Warrick Dunn up the middle for 2 yards (tackle by Marlin Jackson),2.850,2.580
2,13:40,2,8,IND 39,7,10,Joey Harrington pass complete short left to Roddy White for 21 yards (tackle by Bob Sanders),2.580,4.370
2,13:03,,,,7,10,Timeout #1 by Indianapolis Colts,0.000,4.370
2,13:03,1,10,IND 18,7,10,Joey Harrington right end for 4 yards (tackle by Gary Brackett),4.370,4.430
2,12:25,2,6,IND 14,7,10,Warrick Dunn up the middle for 2 yards (tackle by Gary Brackett),4.430,4.030
2,11:44,3,4,IND 12,7,10,Joey Harrington pass incomplete short right intended for Michael Jenkins. Penalty on Laurent Robinson: Illegal Formation (Declined),4.030,2.710
2,11:38,4,4,IND 12,7,13,Morten Andersen 30 yard field goal good,2.710,3.000
2,,,,ATL 30,7,13,"Michael Koenen kicks off 67 yards, returned by Craphonso Thorpe for 25 yards (tackle by David Irons)",0.000,0.810
2,11:29,1,10,IND 28,7,13,Kenton Keith up the middle for 12 yards (tackle by Lawyer Milloy and Keith Brooking),0.810,1.600
2,11:04,1,10,IND 40,7,13,Kenton Keith left end for 5 yards (tackle by John Abraham and Montavious Stanley),1.600,1.730
2,10:35,2,5,IND 45,7,13,Kenton Keith up the middle for 3 yards (tackle by Jamaal Anderson),1.730,1.420
2,10:12,3,2,IND 48,7,13,Kenton Keith right end for 1 yard (tackle by Keith Brooking),1.420,-0.130
2,9:29,4,1,IND 49,7,13,"Hunter Smith punts 35 yards, returned by Adam Jennings for 11 yards (tackle by Clint Session). Penalty on Demorrio Williams: Running Into the Kicker, 5 yards, Penalty on Corey McIntyre: Offensive Holding (Declined) (no play)",-0.130,2.520
2,9:18,1,10,ATL 46,7,13,Peyton Manning pass complete short middle to Ben Utecht for 13 yards (tackle by Michael Boley),2.520,3.380
2,8:47,1,10,ATL 33,7,13,Peyton Manning pass complete short middle to Ben Utecht for 11 yards (tackle by Demorrio Williams),3.380,4.110
2,8:16,1,10,ATL 22,7,13,Joseph Addai up the middle for 2 yards (tackle by Montavious Stanley),4.110,3.830
2,7:36,2,8,ATL 20,7,13,Peyton Manning pass incomplete deep middle intended for Reggie Wayne (defended by Chris Crocker),3.830,3.140
2,7:31,3,8,ATL 20,7,13,Peyton Manning pass complete short right to Anthony Gonzalez for 12 yards (tackle by DeAngelo Hall),3.140,5.370
2,6:49,1,8,ATL 8,13,13,"Peyton Manning pass complete short middle to Dallas Clark for 8 yards, touchdown",5.370,7.000
2,,,,ATL 2,14,13,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,14,13,"Adam Vinatieri kicks off 69 yards, returned by Jerious Norwood for 28 yards (tackle by Clint Session)",0.000,0.870
2,6:38,1,10,ATL 29,14,13,Joey Harrington pass complete short right to Alge Crumpler for 4 yards (tackle by Bob Sanders),0.870,0.870
2,6:01,2,6,ATL 33,14,13,Warrick Dunn up the middle for 6 yards (tackle by Quinn Pitcock),0.870,1.530
2,5:18,1,10,ATL 39,14,13,Joey Harrington pass incomplete short right intended for Roddy White,1.530,0.990
2,5:14,2,10,ATL 39,14,13,Warrick Dunn right tackle for 5 yards (tackle by Quinn Pitcock),0.990,0.960
2,4:33,3,5,ATL 44,14,13,"Joey Harrington pass incomplete deep right intended for Laurent Robinson is intercepted by Kelvin Hayden at IND-39 and returned for -3 yards. Kelvin Hayden fumbles, recovered by Bob Sanders at IND-37. Penalty on Antoine Bethea: Offensive Holding, 10 yards",0.960,-2.390
2,4:07,1,10,ATL 48,14,13,Peyton Manning pass complete short right to Anthony Gonzalez for 32 yards,2.390,4.510
2,3:58,1,10,ATL 16,14,13,Kenton Keith right tackle for 2 yards (tackle by Montavious Stanley),4.510,4.210
2,3:23,2,8,ATL 14,14,13,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Chris Crocker),4.210,6.060
2,2:43,1,5,ATL 5,20,13,"Peyton Manning pass complete short middle to Ben Utecht for 5 yards, touchdown",6.060,7.000
2,,,,ATL 2,21,13,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,21,13,"Adam Vinatieri kicks off 69 yards, returned by Jerious Norwood for 20 yards (tackle by Melvin Bullitt)",0.000,0.340
2,2:32,1,10,ATL 21,21,13,Joey Harrington pass complete short left to Warrick Dunn for 4 yards (tackle by T.J. Rushing),0.340,0.340
2,2:06,2,6,ATL 25,21,13,Joey Harrington pass incomplete short middle intended for Michael Jenkins,0.340,-0.360
2,2:04,3,6,ATL 25,21,13,Joey Harrington sacked by Simeon Rice for -8 yards,-0.360,-2.320
2,1:54,4,14,ATL 17,21,13,"Michael Koenen punts 51 yards, returned by T.J. Rushing for 8 yards (tackle by Antoine Harris)",-2.320,-1.600
2,1:43,1,10,IND 40,21,13,Peyton Manning sacked by Michael Boley for -9 yards,1.600,-0.160
2,1:00,2,19,IND 31,21,13,"Peyton Manning sacked by Michael Boley for -3 yards. Peyton Manning fumbles (forced by Michael Boley), recovered by Peyton Manning at IND-29",-0.160,-1.090
2,0:16,3,21,IND 29,21,13,Joseph Addai up the middle for 8 yards (tackle by Michael Boley),-1.090,-0.910
2,0:09,,,,21,13,Timeout #2 by Atlanta Falcons,0.000,-0.910
2,0:07,4,13,IND 37,21,13,"Hunter Smith punts 45 yards, fair catch by Adam Jennings",-0.910,-0.040
2,0:02,1,10,ATL 18,21,13,Joey Harrington kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,21,13,"Michael Koenen kicks off 68 yards, returned by Craphonso Thorpe for 28 yards (tackle by Tony Taylor)",0.000,0.940
3,14:54,1,10,IND 30,21,13,Joseph Addai left tackle for 5 yards (tackle by Jamaal Anderson),0.940,1.070
3,14:21,2,5,IND 35,21,13,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Chris Houston),1.070,0.370
3,14:14,3,5,IND 35,21,13,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Lawyer Milloy),0.370,1.990
3,13:52,1,10,IND 46,21,13,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.990,1.450
3,13:45,2,10,IND 46,21,13,Peyton Manning pass complete short right to Anthony Gonzalez for 10 yards (tackle by Chris Houston),1.450,2.650
3,13:25,1,10,ATL 44,21,13,Peyton Manning pass complete short middle to Joseph Addai for 6 yards (tackle by John Abraham),2.650,2.920
3,12:47,2,4,ATL 38,21,13,Peyton Manning pass complete short left to Dallas Clark for 6 yards (tackle by Chris Crocker),2.920,3.450
3,12:03,1,10,ATL 32,21,13,Peyton Manning pass complete short right to Anthony Gonzalez for 13 yards (tackle by Lewis Sanders),3.450,4.310
3,11:18,1,10,ATL 19,21,13,Peyton Manning pass incomplete short left intended for Reggie Wayne is intercepted by DeAngelo Hall at ATL-4 and returned for 3 yards (tackle by Reggie Wayne),4.310,0.380
3,11:09,1,10,ATL 7,21,13,Joey Harrington pass incomplete deep left intended for Roddy White. Penalty on Quinn Ojinnaka: Offensive Holding (Declined),-0.380,-0.780
3,11:03,2,10,ATL 7,21,13,Warrick Dunn up the middle for 9 yards (tackle by Freddie Keiaho),-0.780,-0.370
3,10:21,3,1,ATL 16,21,13,Warrick Dunn up the middle for 4 yards (tackle by Bob Sanders),-0.370,0.280
3,9:44,1,10,ATL 20,21,13,Joey Harrington pass incomplete short left intended for Roddy White,0.280,-0.270
3,9:39,2,10,ATL 20,21,13,Warrick Dunn right tackle for no gain (tackle by Raheem Brock),-0.270,-0.960
3,8:56,3,10,ATL 20,21,13,Joey Harrington sacked by Raheem Brock for -9 yards,-0.960,-2.490
3,8:30,4,19,ATL 11,21,13,"Michael Koenen punts 52 yards, returned by T.J. Rushing for 9 yards (tackle by David Irons)",-2.490,-1.990
3,8:18,1,10,IND 46,21,13,Kenton Keith left end for -2 yards (tackle by Chris Crocker),1.990,1.180
3,7:43,2,12,IND 44,21,13,Peyton Manning pass complete short right to Dallas Clark for 6 yards (tackle by Michael Boley),1.180,1.290
3,7:03,3,6,,21,13,"Peyton Manning pass incomplete short right intended for Anthony Gonzalez. Penalty on Chris Houston: Defensive Pass Interference, 6 yards (no play)",1.290,2.650
3,6:59,1,10,ATL 44,21,13,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.650,2.110
3,6:55,2,10,ATL 44,21,13,Kenton Keith left end for 17 yards (tackle by Jimmy F. Williams),2.110,3.780
3,6:12,1,10,ATL 27,21,13,Peyton Manning pass complete short left to Reggie Wayne for 14 yards (tackle by DeAngelo Hall),3.780,4.710
3,5:50,1,10,ATL 13,21,13,Joseph Addai right tackle for 9 yards (tackle by Michael Boley and Lawyer Milloy),4.710,5.730
3,5:09,2,1,ATL 4,27,13,"Joseph Addai left tackle for 4 yards, touchdown",5.730,7.000
3,,,,ATL 2,28,13,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,28,13,"Adam Vinatieri kicks off 73 yards, returned by Jerious Norwood for 26 yards (tackle by T.J. Rushing)",0.000,0.480
3,4:59,1,10,ATL 23,28,13,Jerious Norwood left end for 8 yards (tackle by Rocky Boiman),0.480,1.010
3,4:39,2,2,ATL 31,28,13,Jerious Norwood right end for 1 yard (tackle by Freddie Keiaho and Gary Brackett),1.010,0.430
3,3:58,3,1,ATL 32,28,13,"Jason Snelling right tackle for 11 yards (tackle by Rocky Boiman). Penalty on D'Anthony Batiste: Offensive Holding, 10 yards (no play)",0.430,-0.890
3,3:36,3,11,ATL 22,28,13,Joey Harrington pass complete short right to Roddy White for 14 yards (tackle by Gary Brackett),-0.890,1.330
3,2:53,1,10,ATL 36,28,13,Joey Harrington pass incomplete short middle intended for Laurent Robinson is intercepted by Rocky Boiman at tm_-50 and returned for 26 yards (tackle by D'Anthony Batiste),1.330,-3.970
3,2:39,1,10,ATL 24,28,13,Kenton Keith left end for 9 yards (tackle by Tim Anderson),3.970,4.850
3,1:54,2,1,ATL 15,28,13,Kenton Keith right tackle for 1 yard (tackle by Keith Brooking),4.850,4.650
3,1:14,1,10,ATL 14,28,13,Kenton Keith left end for 8 yards (tackle by DeAngelo Hall),4.650,5.470
3,0:46,2,2,ATL 6,28,13,Peyton Manning pass incomplete short right intended for Anthony Gonzalez,5.470,4.730
3,0:40,,,,28,13,Timeout #1 by Indianapolis Colts,0.000,4.730
3,0:40,3,2,ATL 6,28,13,Peyton Manning pass incomplete short right intended for Reggie Wayne,4.730,3.010
3,0:36,4,2,ATL 6,31,13,Adam Vinatieri 24 yard field goal good,3.010,3.000
3,,,,IND 30,31,13,"Adam Vinatieri kicks off 69 yards, returned by Jerious Norwood for 24 yards (tackle by Darrell Reid). Penalty on Ben Wilkerson: Offensive Holding, 10 yards",0.000,-0.220
3,0:27,1,10,ATL 15,31,13,Jerious Norwood right tackle for 5 yards (tackle by Quinn Pitcock),-0.220,0.080
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,ATL 20,31,13,Joey Harrington pass complete short left to Jerious Norwood for 9 yards (tackle by Gary Brackett),0.080,0.870
4,14:21,1,10,ATL 29,31,13,Joey Harrington pass complete short left to Roddy White for 8 yards (tackle by Gary Brackett),0.870,1.410
4,13:46,2,2,ATL 37,31,13,Warrick Dunn left end for no gain (tackle by Freddie Keiaho and Gary Brackett),1.410,0.700
4,13:10,3,2,ATL 37,31,13,Jason Snelling left tackle for no gain (tackle by Gary Brackett),0.700,-0.910
4,12:36,4,2,ATL 37,31,13,"Michael Koenen punts 50 yards, fair catch by T.J. Rushing",-0.910,0.320
4,12:28,1,10,IND 13,31,13,Joseph Addai for 4 yards (tackle by Demorrio Williams),-0.320,-0.300
4,12:07,2,6,IND 17,31,13,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by DeAngelo Hall),-0.300,0.670
4,11:19,1,10,IND 26,31,13,Joseph Addai right end for 4 yards (tackle by Chris Houston),0.670,0.670
4,10:36,2,6,IND 30,31,13,Peyton Manning pass complete short left to Joseph Addai for 8 yards (tackle by Demorrio Williams),0.670,1.470
4,9:50,1,10,IND 38,31,13,Kenton Keith for 2 yards (tackle by Jonathan Babineaux),1.470,1.190
4,9:05,2,8,IND 40,31,13,Peyton Manning pass complete short left to Dallas Clark for 19 yards (tackle by Demorrio Williams),1.190,2.850
4,8:34,1,10,ATL 41,31,13,Joseph Addai left tackle for no gain (tackle by Jamaal Anderson),2.850,2.310
4,7:48,2,10,ATL 41,31,13,Peyton Manning sacked by Keith Brooking for -5 yards,2.310,0.960
4,7:14,3,15,ATL 46,31,13,Peyton Manning pass complete short right to Anthony Gonzalez for 3 yards (tackle by Michael Boley),0.960,0.400
4,6:37,4,12,ATL 43,31,13,"Hunter Smith punts 43 yards, touchback. Penalty on Rocky Boiman: Illegal Formation, 5 yards",0.400,-0.610
4,6:28,1,10,ATL 25,31,13,Joey Harrington pass complete short right to Ovie Mughelli for 9 yards (tackle by Rocky Boiman),0.610,1.280
4,5:54,2,1,ATL 34,31,13,"Warrick Dunn right tackle for 8 yards (tackle by Kelvin Hayden). Penalty on Roddy White: Offensive Holding, 10 yards",1.280,1.010
4,5:33,2,3,ATL 32,31,13,Warrick Dunn up the middle for 7 yards (tackle by Robert Mathis),1.010,1.530
4,4:57,1,10,ATL 39,31,13,Joey Harrington pass complete short left to Alge Crumpler for 4 yards (tackle by T.J. Rushing),1.530,1.530
4,4:18,2,6,ATL 43,31,13,Joey Harrington pass complete short left to Alge Crumpler for 6 yards (tackle by T.J. Rushing),1.530,2.190
4,3:39,1,10,ATL 49,31,13,Warrick Dunn left tackle for 3 yards (tackle by Gary Brackett),2.190,2.050
4,3:01,2,7,IND 48,31,13,Joey Harrington pass incomplete short left intended for Warrick Dunn,2.050,1.360
4,2:57,3,7,IND 48,31,13,Joey Harrington pass complete short left to Warrick Dunn for 6 yards (tackle by Freddie Keiaho),1.360,0.460
4,2:17,4,1,IND 42,31,13,Joey Harrington pass incomplete short left intended for Roddy White (defended by T.J. Rushing),0.460,-1.730
4,2:12,1,10,IND 42,31,13,Kenton Keith left tackle for 5 yards (tackle by Keith Brooking),1.730,1.860
4,2:00,2,5,IND 47,31,13,Kenton Keith left tackle for 3 yards (tackle by Chauncey Davis),1.860,1.550
4,1:16,3,2,,31,13,Kenton Keith left tackle for 1 yard (tackle by Chauncey Davis),1.550,0.000
4,0:30,4,1,ATL 49,31,13,Kenton Keith left tackle for 1 yard (tackle by Keith Brooking and Tim Anderson),0.000,2.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
