Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
1,,,,MIA 30,0,3,"Dan Carpenter kicks off 57 yards, returned by Le'Ron McClain for 23 yards (tackle by Courtney Bryan)",0.000,1.330
1,8:09,1,10,BAL 36,0,3,Willis McGahee left guard for 2 yards (tackle by Kendall Langford and Akin Ayodele),1.330,1.060
1,7:34,2,8,BAL 38,0,3,Joe Flacco pass incomplete deep left intended for Todd Heap,1.060,0.370
1,7:27,3,8,BAL 38,0,3,"Joe Flacco pass incomplete deep left intended for Mark Clayton. Penalty on Andre' Goodman: Illegal Contact, 5 yards (no play)",0.370,1.800
1,7:18,1,10,BAL 43,0,3,Joe Flacco pass complete short right to Derrick Mason for 11 yards (tackle by Will Allen),1.800,2.520
1,6:35,1,10,MIA 46,0,3,Le'Ron McClain up the middle for 4 yards (tackle by Jason Ferguson),2.520,2.520
1,5:57,2,6,MIA 42,0,3,"Penalty on Jared Gaither: False Start, 5 yards (no play)",2.520,1.840
1,5:35,2,11,MIA 47,0,3,Joe Flacco pass complete short right to Mark Clayton for 10 yards (tackle by Will Allen),1.840,2.480
1,5:12,3,1,MIA 37,0,3,Joe Flacco up the middle for 2 yards (tackle by Joey Porter),2.480,3.250
1,4:27,1,10,MIA 35,0,3,Joe Flacco pass complete deep left to Todd Heap for 31 yards (tackle by Renaldo Hill),3.250,6.280
1,3:47,1,4,MIA 4,0,3,Le'Ron McClain up the middle for -1 yards (tackle by Joey Porter),6.280,5.150
1,3:08,2,5,MIA 5,0,3,Joe Flacco pass incomplete short left intended for Derrick Mason,5.150,4.260
1,2:59,3,5,MIA 5,0,3,Joe Flacco pass incomplete short middle intended for Todd Heap (defended by Yeremiah Bell),4.260,3.010
1,2:52,4,5,MIA 5,3,3,Matt Stover 23 yard field goal good,3.010,3.000
1,,,,BAL 30,3,3,"Steven Hauschka kicks off 60 yards, returned by Patrick Cobbs for 21 yards (tackle by Jameel McClain)",0.000,1.000
1,2:40,1,10,MIA 31,3,3,Ronnie Brown left end for 4 yards (tackle by Terrell Suggs),1.000,1.000
1,1:55,2,6,MIA 35,3,3,Ronnie Brown right guard for 4 yards (tackle by Bart Scott),1.000,0.830
1,1:15,3,2,MIA 39,3,3,Ronnie Brown right guard for 1 yard (tackle by Ray Lewis),0.830,-0.720
1,0:37,4,1,MIA 40,3,3,"Brandon Fields punts 46 yards, returned by Jim Leonhard for 11 yards (tackle by John Denney)",-0.720,-0.610
1,0:23,1,10,BAL 25,3,3,Le'Ron McClain up the middle for 11 yards (tackle by Renaldo Hill and Phillip Merling),0.610,1.330
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 36,3,3,Joe Flacco pass incomplete deep left intended for Mark Clayton,1.330,0.790
2,14:52,2,10,BAL 36,3,3,Joe Flacco pass incomplete short right intended for Derrick Mason,0.790,0.100
2,14:41,3,10,BAL 36,3,3,Joe Flacco pass complete short middle to Derrick Mason for 11 yards (tackle by Nate Jones),0.100,2.060
2,14:17,1,10,BAL 47,3,3,"Penalty on Ben Grubbs: False Start, 5 yards (no play)",2.060,1.730
2,13:47,,,,3,3,Timeout #1 by Baltimore Ravens,0.000,1.730
2,13:47,1,15,BAL 42,3,3,Le'Ron McClain left guard for 6 yards (tackle by Akin Ayodele),1.730,1.650
2,13:08,2,9,BAL 48,3,3,Joe Flacco pass incomplete short middle intended for Todd Heap (defended by Akin Ayodele),1.650,0.960
2,13:01,3,9,BAL 48,3,3,Joe Flacco pass incomplete deep right intended for Mark Clayton (defended by Vonnie Holliday),0.960,-0.190
2,12:54,4,9,BAL 48,3,3,"Sam Koch punts 52 yards, touchback",-0.190,-0.280
2,12:44,1,10,MIA 20,3,3,Chad Pennington pass complete short right to Davone Bess for 9 yards (tackle by Justin Bannan),0.280,0.950
2,12:00,2,1,MIA 29,3,3,Ricky Williams left end for 7 yards (tackle by Ray Lewis),0.950,1.330
2,11:23,1,10,MIA 36,3,3,Chad Pennington pass incomplete short middle intended for Ricky Williams,1.330,0.790
2,11:17,2,10,MIA 36,3,3,Chad Pennington pass complete short right to Patrick Cobbs for 9 yards (tackle by Corey Ivy),0.790,1.290
2,10:34,3,1,MIA 45,3,3,Lousaka Polite up the middle for 2 yards (tackle by Terrell Suggs),1.290,2.060
2,9:53,1,10,MIA 47,3,3,Ricky Williams left end for 2 yards (tackle by Samari Rolle),2.060,1.790
2,9:11,2,8,MIA 49,3,3,Chad Pennington pass incomplete deep left intended for Ted Ginn Jr. is intercepted by Jim Leonhard at BAL-35 and returned for 20 yards (tackle by Davone Bess),1.790,-2.590
2,8:56,1,10,MIA 45,3,3,Le'Ron McClain right end for 2 yards (tackle by Matt Roth and Channing Crowder),2.590,2.310
2,8:26,2,8,MIA 43,3,3,Le'Ron McClain up the middle for 4 yards (tackle by Jason Ferguson),2.310,2.150
2,7:48,3,4,MIA 39,3,3,Troy Smith up the middle for 2 yards (tackle by Jason Ferguson),2.150,0.790
2,7:07,4,2,MIA 37,3,3,Sam Koch punts 31 yards,0.790,0.380
2,6:56,1,10,MIA 6,3,3,"Penalty on Justin Bannan: Encroachment, 5 yards (no play)",-0.380,-0.160
2,6:56,1,5,MIA 11,3,3,Ronnie Brown up the middle for no gain (tackle by Jim Leonhard and Bart Scott),-0.160,-0.420
2,6:15,2,5,MIA 11,3,3,Ronnie Brown right end for 4 yards (tackle by Jim Leonhard),-0.420,-0.370
2,5:38,3,1,MIA 15,3,3,Lousaka Polite right guard for 2 yards (tackle by Ray Lewis),-0.370,-0.060
2,4:56,1,10,MIA 17,3,3,"Ricky Williams right end for 2 yards (tackle by Jim Leonhard). Penalty on Anthony Fasano: Offensive Holding, 9 yards (no play)",-0.060,-0.720
2,4:28,1,19,MIA 8,3,3,Chad Pennington pass complete short middle to Ronnie Brown for 5 yards (tackle by Bart Scott),-0.720,-1.060
2,3:40,,,,3,3,Timeout #1 by Miami Dolphins,0.000,-1.060
2,3:39,2,14,MIA 13,3,3,Ronnie Brown right end for 6 yards (tackle by Ray Lewis),-1.060,-1.000
2,2:51,3,8,MIA 19,9,3,"Chad Pennington pass incomplete deep left intended for Ted Ginn Jr. is intercepted by Ed Reed at BAL-36 and returned for 64 yards, touchdown",-1.000,-7.000
2,,,,MIA 2,10,3,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,10,3,"Steven Hauschka kicks off 77 yards, touchback",0.000,0.280
2,2:30,1,10,MIA 20,10,3,Chad Pennington sacked by Terrell Suggs for -12 yards,0.280,-1.660
2,2:00,2,22,MIA 8,10,3,Chad Pennington pass complete short middle to Patrick Cobbs for 5 yards (tackle by Ray Lewis),-1.660,-2.190
2,1:53,,,,10,3,Timeout #2 by Baltimore Ravens,0.000,-2.190
2,1:53,3,17,MIA 13,10,3,Chad Pennington pass incomplete short right intended for Ricky Williams,-2.190,-2.490
2,1:50,4,17,MIA 13,10,3,"Brandon Fields punts 56 yards, returned by Jim Leonhard for 10 yards (tackle by Reggie Torbor)",-2.490,-1.660
2,1:37,1,10,BAL 41,10,3,Joe Flacco pass complete short left to Willis McGahee for 9 yards (tackle by Akin Ayodele). Penalty on Will Allen: Illegal Contact (Declined),1.660,2.340
2,1:17,2,1,,10,3,Joe Flacco right guard for 2 yards (tackle by Matt Roth and Vonnie Holliday),2.340,2.390
2,0:45,1,10,MIA 48,10,3,Joe Flacco pass complete deep right to Derrick Mason for 31 yards (tackle by Will Allen),2.390,4.440
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:35,1,10,MIA 17,10,3,Willis McGahee left guard for 4 yards (tackle by Phillip Merling),4.440,4.500
2,0:31,,,,10,3,Timeout #3 by Baltimore Ravens,0.000,4.500
2,0:31,2,6,MIA 13,10,3,Joe Flacco pass incomplete short right intended for Mark Clayton,4.500,3.680
2,0:27,3,6,MIA 13,10,3,Joe Flacco pass incomplete short middle intended for Derrick Mason,3.680,2.590
2,0:21,4,6,MIA 13,13,3,Matt Stover 31 yard field goal good,2.590,3.000
2,,,,BAL 30,13,3,"Steven Hauschka kicks off 78 yards, touchback",0.000,0.280
2,0:16,1,10,MIA 20,13,3,Ronnie Brown up the middle for -3 yards (tackle by Marques Douglas),0.280,-0.790
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,13,3,"Steven Hauschka kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,13,3,Ronnie Brown left guard for 1 yard (tackle by Haloti Ngata),0.280,-0.130
3,14:22,2,9,MIA 21,13,3,Ronnie Brown right guard for 1 yard (tackle by Jim Leonhard),-0.130,-0.690
3,13:41,3,8,MIA 22,13,3,Chad Pennington pass incomplete deep left intended for Davone Bess is intercepted by Fabian Washington at BAL-49 and returned for 12 yards (tackle by Ted Ginn Jr.),-0.690,-2.980
3,13:26,1,10,MIA 39,13,3,Le'Ron McClain right guard for 3 yards (tackle by Channing Crowder),2.980,2.850
3,12:51,2,7,MIA 36,13,3,Joe Flacco pass incomplete short right intended for Derrick Mason,2.850,2.150
3,12:39,3,7,MIA 36,13,3,Joe Flacco pass incomplete short left intended for Mark Clayton,2.150,0.880
3,12:34,4,7,MIA 36,13,3,Sam Koch punts 34 yards,0.880,0.380
3,12:21,1,10,MIA 2,13,3,Lousaka Polite right guard for 11 yards (tackle by Fabian Washington),-0.380,-0.320
3,11:41,1,10,MIA 13,13,3,Ricky Williams right end for 1 yard (tackle by Jarret Johnson),-0.320,-0.680
3,11:02,2,9,MIA 14,13,3,Chad Pennington pass complete short left to Brandon London for 10 yards (tackle by Samari Rolle),-0.680,0.540
3,10:24,1,10,MIA 24,13,3,Chad Pennington sacked by Trevor Pryce for -6 yards,0.540,-0.910
3,9:59,2,16,MIA 18,13,3,Chad Pennington pass incomplete short left intended for Brandon London,-0.910,-1.640
3,9:52,3,16,MIA 18,13,3,"Patrick Cobbs left end for 1 yard (tackle by Marques Douglas). Patrick Cobbs fumbles (forced by Marques Douglas), recovered by Terrell Suggs at MIA-19 (tackle by Samson Satele)",-1.640,-4.310
3,9:42,1,10,MIA 19,13,3,Le'Ron McClain up the middle for 2 yards (tackle by Jason Ferguson),4.310,4.030
3,9:02,2,8,MIA 17,13,3,Le'Ron McClain up the middle for 3 yards (tackle by Channing Crowder),4.030,3.760
3,8:18,3,5,MIA 14,13,3,Joe Flacco pass complete short left to Mark Clayton for 6 yards (tackle by Andre' Goodman),3.760,5.370
3,7:41,1,8,MIA 8,19,3,"Le'Ron McClain up the middle for 8 yards, touchdown",5.370,7.000
3,,,,MIA 2,20,3,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,20,3,"Steven Hauschka kicks off 75 yards, returned by Patrick Cobbs for 34 yards (tackle by Jameel McClain)",0.000,0.870
3,7:25,1,10,MIA 29,20,3,"Penalty on Ted Ginn Jr.: False Start, 5 yards (no play)",0.870,0.540
3,7:25,1,15,MIA 24,20,3,Chad Pennington pass complete short right to Ronnie Brown for 23 yards (tackle by Fabian Washington),0.540,2.060
3,6:50,1,10,MIA 47,20,3,Chad Pennington pass complete short right to Ronnie Brown for 4 yards (tackle by Bart Scott),2.060,2.060
3,6:18,2,6,BAL 49,20,3,Chad Pennington pass complete short middle to Ted Ginn Jr. for 7 yards (tackle by Corey Ivy),2.060,2.790
3,5:36,1,10,BAL 42,20,3,Chad Pennington pass complete short left to Ted Ginn Jr. for 9 yards (tackle by Ray Lewis),2.790,3.460
3,5:09,2,1,BAL 33,20,3,Chad Pennington pass complete short left to Ted Ginn Jr. for 6 yards (tackle by Samari Rolle),3.460,3.780
3,4:24,1,10,BAL 27,20,3,Chad Pennington pass complete short left to Ronnie Brown for 6 yards (tackle by Jim Leonhard),3.780,4.040
3,3:31,2,4,BAL 21,20,3,Chad Pennington pass complete short right to Ted Ginn Jr. for 8 yards (tackle by Fabian Washington),4.040,4.710
3,2:45,1,10,BAL 13,20,3,Chad Pennington pass complete short left to David Martin for -2 yards (tackle by Bart Scott),4.710,3.760
3,2:04,2,12,BAL 15,20,3,Chad Pennington pass incomplete short middle intended for Patrick Cobbs is intercepted by Ed Reed at BAL-8 and returned for 12 yards (tackle by Samson Satele),3.760,-0.280
3,1:52,1,10,BAL 20,20,3,Le'Ron McClain left guard for no gain (tackle by Kendall Langford),0.280,-0.270
3,1:15,2,10,BAL 20,20,3,Le'Ron McClain left tackle for 5 yards (tackle by Channing Crowder),-0.270,-0.300
3,0:36,3,5,BAL 25,20,3,Willis McGahee left guard for 3 yards (tackle by Reggie Torbor),-0.300,-1.500
3,0:04,4,2,BAL 28,20,3,"Sam Koch punts 51 yards, returned by Davone Bess for 5 yards (tackle by Nick Greisen)",-1.500,-0.670
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 26,20,3,"Chad Pennington pass incomplete short left intended for Patrick Cobbs. Penalty on Haruki Nakamura: Defensive Pass Interference, 5 yards (no play)",0.670,1.000
4,14:55,1,10,MIA 31,20,3,Chad Pennington pass incomplete short left intended for Ted Ginn Jr.,1.000,0.460
4,14:49,2,10,MIA 31,20,3,Chad Pennington pass incomplete short right intended for Davone Bess,0.460,-0.230
4,14:43,3,10,MIA 31,20,3,"Chad Pennington pass incomplete deep right intended for Ted Ginn Jr.. Penalty on Fabian Washington: Defensive Pass Interference, 19 yards (no play)",-0.230,2.260
4,14:37,1,10,,20,3,Chad Pennington pass complete short left to Davone Bess for 45 yards (tackle by Jim Leonhard),2.260,6.060
4,13:49,1,5,BAL 5,20,3,Chad Pennington pass complete short right to Ronnie Brown for 3 yards (tackle by Tom Zbikowski),6.060,5.720
4,13:19,2,2,BAL 2,20,9,"Chad Pennington pass complete short left to Ronnie Brown for 2 yards, touchdown",5.720,7.000
4,,,,BAL 2,20,9,Dan Carpenter kicks extra point no good,0.000,-1.000
4,,,,MIA 30,20,9,"Dan Carpenter kicks off 75 yards, touchback",0.000,0.280
4,13:09,1,10,BAL 20,20,9,Joe Flacco pass incomplete deep middle intended for Mark Clayton,0.280,-0.270
4,13:01,2,10,BAL 20,20,9,Willis McGahee right end for 4 yards (tackle by Will Allen),-0.270,-0.430
4,12:20,3,6,BAL 24,20,9,Joe Flacco pass incomplete deep right intended for Mark Clayton,-0.430,-1.770
4,12:09,4,6,BAL 24,20,9,"Sam Koch punts 49 yards, returned by Davone Bess for 5 yards (tackle by Matt Katula)",-1.770,-1.070
4,11:57,1,10,MIA 32,20,9,Chad Pennington pass incomplete deep middle intended for Davone Bess,1.070,0.530
4,11:51,2,10,MIA 32,20,9,Chad Pennington pass complete short middle to David Martin for 15 yards (tackle by Ed Reed),0.530,2.060
4,11:12,1,10,MIA 47,20,9,Chad Pennington pass complete short middle to Brandon London for 10 yards (tackle by Ray Lewis),2.060,2.720
4,10:24,1,10,BAL 43,20,9,Chad Pennington pass complete short left to Ted Ginn Jr. for 8 yards (tackle by Fabian Washington),2.720,3.260
4,9:52,2,2,BAL 35,20,9,Ricky Williams up the middle for 7 yards (tackle by Ray Lewis),3.260,3.710
4,9:29,1,10,BAL 28,20,9,Chad Pennington pass complete short left to David Martin for 3 yards (tackle by Bart Scott),3.710,3.570
4,8:44,2,7,BAL 25,20,9,"Chad Pennington for no gain. Chad Pennington fumbles, recovered by Ted Ginn Jr. at BAL-44",3.570,0.370
4,7:52,3,26,BAL 44,20,9,Chad Pennington pass incomplete short left intended for Ted Ginn Jr.,0.370,0.330
4,7:49,4,26,BAL 44,20,9,"Brandon Fields punts 30 yards, fair catch by Jim Leonhard. Penalty on Derek Smith: Fair Catch Interference, 15 yards",0.330,-0.870
4,7:37,1,10,BAL 29,20,9,Le'Ron McClain left tackle for 1 yard (tackle by Jason Ferguson),0.870,0.460
4,6:56,2,9,BAL 30,20,9,Le'Ron McClain left guard for 8 yards (tackle by Yeremiah Bell),0.460,0.830
4,6:13,3,1,BAL 38,20,9,Joe Flacco pass complete short right to Lorenzo Neal for 8 yards (tackle by Channing Crowder),0.830,1.990
4,5:36,1,10,BAL 46,20,9,Willis McGahee right end for 2 yards (tackle by Akin Ayodele),1.990,1.720
4,4:53,2,8,BAL 48,20,9,Willis McGahee right tackle for 48 yards (tackle by Will Allen),1.720,6.280
4,4:13,1,4,MIA 4,20,9,Willis McGahee right tackle for -1 yards (tackle by Matt Roth),6.280,5.150
4,4:05,,,,20,9,Timeout #1 by Miami Dolphins,0.000,5.150
4,4:05,2,5,MIA 5,20,9,Joe Flacco pass incomplete short right intended for Le'Ron McClain,5.150,4.260
4,4:00,3,5,MIA 5,26,9,"Joe Flacco up the middle for 5 yards, touchdown",4.260,7.000
4,,,,MIA 2,27,9,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,,,"Steven Hauschka kicks off 64 yards, returned by Ted Ginn for 14 yards (tackle by Frank Walker). Penalty on Frank Walker: Unnecessary Roughness, 15 yards",,
4,3:53,1,10,MIA 35,27,9,Chad Pennington pass incomplete deep left intended for David Martin,1.270,0.720
4,3:38,2,10,MIA 35,27,9,Chad Pennington sacked by Haruki Nakamura and Jim Leonhard for -10 yards,0.720,-1.290
4,3:11,3,20,MIA 25,27,9,Chad Pennington pass complete short left to Brandon London for 9 yards (tackle by Jim Leonhard),-1.290,-1.110
4,2:42,4,11,MIA 34,27,9,Chad Pennington pass complete short left to Brandon London for 9 yards (tackle by Corey Ivy),-1.110,-2.720
4,2:34,1,10,MIA 43,27,9,Le'Ron McClain left tackle for 8 yards (tackle by Joey Porter),2.720,3.260
4,2:00,2,2,MIA 35,27,9,Le'Ron McClain left tackle for 4 yards (tackle by Akin Ayodele),3.260,3.510
4,1:20,1,10,MIA 31,27,9,"Penalty on BAL: Illegal Formation, 5 yards (no play)",3.510,3.180
4,1:13,1,15,MIA 36,27,9,Joe Flacco kneels for no gain,3.180,2.290
4,0:36,2,15,MIA 36,27,9,Joe Flacco kneels for -1 yards,2.290,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
