Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Dave Rayner kicks off 70 yards, returned by Javier Arenas for 28 yards (tackle by Rock Cartwright)",0.000,-0.480
1,14:54,1,10,KAN 23,0,0,Matt Cassel pass incomplete deep left intended for Steve Breaston,0.480,-0.070
1,14:54,2,10,KAN 23,0,0,"Penalty on Branden Albert: False Start, 5 yards (no play)",-0.070,-0.840
1,14:48,2,15,KAN 18,0,0,Matt Cassel pass incomplete deep left intended for Jonathan Baldwin,-0.840,-1.560
1,14:48,3,15,KAN 18,0,0,"Penalty on Matt Cassel: Illegal Substitution, 5 yards (no play)",-1.560,-2.530
1,14:48,3,20,KAN 13,0,0,"Penalty on Richard Seymour: Encroachment, 5 yards (no play)",-2.530,-1.560
1,14:48,3,15,KAN 18,0,0,"Penalty on Jon Asamoah: False Start, 5 yards (no play)",-1.560,-2.530
1,14:42,3,20,KAN 13,0,0,Matt Cassel pass incomplete deep right intended for Steve Breaston,-2.530,-2.490
1,14:35,4,20,KAN 13,0,0,"Dustin Colquitt punts 46 yards, returned by Denarius Moore for 7 yards (tackle by Donald Washington)",-2.490,-2.130
1,14:25,1,10,OAK 48,0,0,Kyle Boller up the middle for 7 yards (tackle by Kendrick Lewis),2.130,2.530
1,13:53,2,3,KAN 45,0,0,Darren McFadden left guard for 2 yards (tackle by Kelly Gregg),2.530,2.080
1,13:11,3,1,KAN 43,0,0,"Terrelle Pryor up the middle for no gain. Penalty on Terrelle Pryor: False Start, 5 yards (no play)",2.080,1.420
1,12:47,3,6,KAN 48,6,0,"Kyle Boller pass incomplete short left intended for Jacoby Ford is intercepted by Kendrick Lewis at KAN-41 and returned for 59 yards, touchdown",1.420,-7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
1,,,,OAK 2,7,0,Ryan Succop kicks extra point good,0.000,0.000
1,,,,KAN 35,7,0,"Ryan Succop kicks off 67 yards, touchback",0.000,0.280
1,12:35,1,10,OAK 20,7,0,Darren McFadden up the middle for 2 yards (tackle by Glenn Dorsey and Kelly Gregg),0.280,0.000
1,12:11,2,8,OAK 22,7,0,Kyle Boller pass complete short middle to Darren McFadden for 3 yards (tackle by Derrick O. Johnson),0.000,-0.300
1,11:36,3,5,OAK 25,7,0,Kyle Boller up the middle for 2 yards (tackle by Jon McGraw),-0.300,-1.570
1,11:00,4,3,OAK 27,7,0,"Shane Lechler punts 53 yards, fair catch by Javier Arenas",-1.570,-0.280
1,10:52,1,10,KAN 20,7,0,Thomas Jones right end for -3 yards (tackle by Lamarr Houston),0.280,-0.790
1,10:07,2,13,KAN 17,7,0,Matt Cassel pass incomplete short left intended for Steve Breaston,-0.790,-1.510
1,10:03,3,13,KAN 17,7,0,Matt Cassel pass complete short left to Jonathan Baldwin for 14 yards (tackle by Nedu Ndukwe),-1.510,1.000
1,9:26,1,10,KAN 31,7,0,Thomas Jones left end for no gain (tackle by Aaron Curry),1.000,0.460
1,8:51,2,10,KAN 31,7,0,Matt Cassel pass incomplete short right intended for Le'Ron McClain,0.460,-0.230
1,8:45,3,10,KAN 31,7,0,Matt Cassel pass complete short right to Dwayne Bowe for 9 yards (tackle by Stanford Routt),-0.230,-0.720
1,8:25,4,1,KAN 40,7,0,Dustin Colquitt punts 58 yards,-0.720,0.380
1,8:12,1,10,OAK 2,7,0,Michael Bush left tackle for 12 yards (tackle by Tamba Hali and Kendrick Lewis),-0.380,-0.280
1,7:37,1,10,OAK 14,7,0,Michael Bush up the middle for 2 yards (tackle by Derrick O. Johnson),-0.280,-0.510
1,7:05,2,8,OAK 16,7,0,Kyle Boller pass incomplete deep right intended for Denarius Moore is intercepted by Brandon Flowers at KAN-45 and returned for -6 yards (tackle by Denarius Moore),-0.510,-1.530
1,6:57,1,10,KAN 39,7,0,Matt Cassel pass complete short middle to Jake O'Connell for 6 yards (tackle by Kamerion Wimbley and Rolando McClain),1.530,1.800
1,6:20,2,4,KAN 45,7,0,Dexter McCluster right end for -3 yards (tackle by Trevor Scott),1.800,0.700
1,5:36,3,7,KAN 42,7,0,Matt Cassel pass complete short left to Dwayne Bowe for 8 yards (tackle by Michael Huff),0.700,2.260
1,4:55,1,10,,7,0,Matt Cassel pass complete short left to Steve Breaston for 12 yards,2.260,3.050
1,4:19,1,10,OAK 38,7,0,Jackie Battle left tackle for 6 yards (tackle by Aaron Curry and Tyvon Branch),3.050,3.320
1,3:39,2,4,OAK 32,7,0,Matt Cassel pass complete short right to Dexter McCluster for -3 yards (tackle by Stanford Routt),3.320,2.210
1,2:57,3,7,OAK 35,7,0,Matt Cassel pass complete short left to Steve Breaston for 19 yards,2.210,4.510
1,2:25,1,10,OAK 16,7,0,Matt Cassel pass complete short left to Dwayne Bowe for 15 yards (tackle by Stanford Routt),4.510,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
1,2:19,1,1,OAK 1,7,0,Penalty on Richard Seymour: Encroachment (no play),6.970,6.970
1,2:00,1,1,OAK 1,13,0,"Le'Ron McClain up the middle for 1 yard, touchdown",6.970,7.000
1,,,,OAK 2,14,0,Ryan Succop kicks extra point good,0.000,0.000
1,,,,KAN 35,14,0,"Ryan Succop kicks off 72 yards, touchback",0.000,0.280
1,1:53,1,10,OAK 20,14,0,Taiwan Jones left end for 14 yards (tackle by Kendrick Lewis),0.280,1.200
1,1:27,1,10,OAK 34,14,0,Taiwan Jones left end for -3 yards (tackle by Jovan Belcher),1.200,0.250
1,0:45,2,13,OAK 31,14,0,Kyle Boller pass complete short middle to Darrius Heyward-Bey for 14 yards (tackle by Brandon Flowers and Derrick O. Johnson),0.250,1.930
1,0:10,1,10,OAK 45,14,0,Michael Bush up the middle for 5 yards (tackle by Jon McGraw),1.930,2.060
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,,14,0,Kyle Boller pass incomplete deep middle intended for Darrius Heyward-Bey,2.060,1.360
2,14:53,3,5,,14,0,Kyle Boller pass complete short middle to Jacoby Ford for 10 yards (tackle by Brandon Flowers),1.360,2.920
2,14:19,1,10,KAN 40,14,0,Michael Bush up the middle for 35 yards (tackle by Derrick O. Johnson),2.920,6.060
2,13:39,1,5,KAN 5,14,0,Michael Bush right tackle for 3 yards (tackle by Derrick O. Johnson and Kendrick Lewis),6.060,5.720
2,13:03,2,2,KAN 2,14,0,Michael Bush right tackle for 1 yard (tackle by Derrick O. Johnson),5.720,5.170
2,12:22,3,1,KAN 1,14,0,Michael Bush up the middle for no gain (tackle by Demorrio Williams and Glenn Dorsey),5.170,3.550
2,11:37,,,,14,0,Timeout #1 by Oakland Raiders,0.000,3.550
2,11:37,4,1,KAN 1,14,0,Michael Bush left guard for no gain (tackle by Derrick O. Johnson),3.550,0.380
2,11:32,1,10,KAN 1,14,0,Matt Cassel pass incomplete short middle intended for Leonard Pope,-0.380,-0.780
2,11:29,2,10,KAN 1,14,0,Jackie Battle right tackle for 3 yards (tackle by Rolando McClain and Michael Mitchell),-0.780,-1.070
