#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:25,OAK 48,3,1:50,4,Interception
2,1,12:35,OAK 20,3,1:43,7,Punt
3,1,8:12,OAK 2,3,1:15,14,Interception
4,1,1:53,OAK 20,11,5:21,79,Downs
5,2,10:01,OAK 49,3,2:32,0,Punt
6,2,4:00,OAK 2,9,3:05,62,Interception
7,3,15:00,OAK 20,3,0:30,0,Punt
8,3,10:25,OAK 20,6,2:08,40,Punt
9,3,7:21,KAN 48,3,0:55,5,Punt
10,3,1:41,OAK 22,5,2:21,33,Interception
11,4,14:20,OAK 40,9,2:54,44,Interception
12,4,8:10,OAK 33,2,0:49,30,Interception
13,4,5:39,OAK 33,3,1:00,-8,Punt
