Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
2,11:00,3,6,ATL 24,0,10,"Donovan McNabb pass incomplete intended for James Thrash (defended by Fred Weary). Penalty on Hank Fraley: Personal Foul (Offsetting), Penalty on Fred Weary: Defensive Pass Interference (Offsetting) (no play)",3.010,3.010
2,10:54,3,6,ATL 24,0,10,Donovan McNabb right end for 3 yards (tackle by Johndale Carty),3.010,2.160
2,10:10,4,3,ATL 21,0,13,David Akers 39 yard field goal good,2.160,3.000
2,10:10,,,PHI 30,0,13,"David Akers kicks off 59 yards, returned by Allen Rossum for 13 yards (tackle by Keith Adams)",0.000,0.540
2,10:00,1,10,ATL 24,0,13,Michael Vick sacked by Corey Simon for -10 yards,0.540,-1.470
2,9:22,1,10,ATL 24,,,Timeout #2 by Atlanta Falcons,0.540,-1.470
2,9:22,2,20,ATL 14,0,13,Michael Vick pass complete to Reggie Kelly for 10 yards (tackle by Blaine Bishop and Troy Vincent),-1.470,-0.690
2,8:46,3,10,ATL 24,0,13,Michael Vick pass complete to Quentin McCord for 23 yards (tackle by Blaine Bishop),-0.690,2.060
2,8:17,1,10,ATL 47,0,13,Warrick Dunn right tackle for 11 yards (tackle by Shawn Barber),2.060,2.790
2,7:37,1,10,PHI 42,0,13,Warrick Dunn right end for 7 yards (tackle by Levon Kirkland),2.790,3.190
2,6:58,2,3,PHI 35,0,13,Michael Vick pass incomplete intended for Reggie Kelly,3.190,2.480
2,6:52,3,3,PHI 35,0,13,Michael Vick for 4 yards (tackle by Shawn Barber),2.480,3.510
2,6:29,1,10,PHI 31,0,13,Warrick Dunn middle for 9 yards (tackle by Brandon Whiting),3.510,4.180
2,5:49,2,1,PHI 22,0,13,Warrick Dunn left tackle for 3 yards (tackle by Carlos Emmons),4.180,4.310
2,5:06,1,10,PHI 19,0,13,Michael Vick pass incomplete intended for Brian Kozlowski,4.310,3.750
2,5:00,2,10,PHI 19,0,13,Michael Vick pass complete to Warrick Dunn for 4 yards (tackle by Barry Gardner),3.750,3.580
2,4:16,3,6,PHI 15,0,13,Michael Vick pass incomplete (defended by Blaine Bishop),3.580,2.470
2,4:13,4,6,PHI 15,3,13,Jay Feely 34 yard field goal good,2.470,3.000
2,4:13,,,ATL 25,3,13,"Jay Feely kicks off 71 yards, returned by Brian Mitchell for 9 yards (tackle by George Layne)",0.000,-0.320
2,3:56,1,10,PHI 13,3,13,Duce Staley right tackle for 6 yards (tackle by Patrick Kerney),-0.320,0.030
2,3:22,2,4,PHI 19,3,13,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ray Buchanan),0.030,-0.710
2,3:15,3,4,PHI 19,3,13,James Thrash left end for 11 yards (tackle by Ashley Ambrose),-0.710,0.940
2,2:50,1,10,PHI 30,3,13,Donovan McNabb pass incomplete intended for Duce Staley (defended by Patrick Kerney),0.940,0.390
2,2:46,2,10,PHI 30,3,13,Duce Staley middle for no gain (tackle by Gerald McBurrows),0.390,-0.300
2,2:06,3,10,PHI 30,3,13,Donovan McNabb pass complete to Todd Pinkston for 7 yards (tackle by Fred Weary),-0.300,-0.910
2,2:00,4,3,PHI 37,3,13,"Lee Johnson punts 43 yards, returned by Allen Rossum for 1 yard (tackle by Brian Mitchell)",-0.910,-0.340
2,1:49,1,10,ATL 21,3,13,Michael Vick pass incomplete intended for Alge Crumpler (defended by Al Harris),0.340,-0.200
2,1:45,2,10,ATL 21,3,13,Michael Vick for 8 yards (tackle by Al Harris),-0.200,0.170
2,1:03,3,2,ATL 29,3,13,Michael Vick pass complete to Warrick Dunn for 6 yards (tackle by Brian Dawkins),0.170,1.270
2,0:57,1,10,ATL 35,3,13,Michael Vick for 12 yards (tackle by Ike Reese),1.270,2.060
2,0:34,1,10,ATL 47,3,13,Michael Vick spiked the ball,2.060,1.520
2,0:34,2,10,ATL 47,3,13,Michael Vick pass incomplete intended for Quentin McCord (defended by Blaine Bishop),1.520,0.830
2,0:27,3,10,ATL 47,3,13,Michael Vick pass complete to Brian Finneran for 16 yards (tackle by Ike Reese),0.830,3.120
2,0:16,3,10,ATL 47,,,Timeout #3 by Atlanta Falcons,0.830,3.120
2,0:16,1,10,PHI 37,3,13,Michael Vick pass incomplete intended for Alge Crumpler (defended by Bobby Taylor),3.120,2.570
2,0:11,2,10,PHI 37,3,13,Michael Vick pass complete to Alge Crumpler for 3 yards (tackle by Troy Vincent),2.570,2.280
2,0:04,3,7,PHI 34,6,13,Jay Feely 52 yard field goal good,2.280,3.000
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,6,13,"Jay Feely kicks off 43 yards, returned by Brandon Whiting for 15 yards (tackle by George Layne)",0.000,1.730
3,14:56,1,10,PHI 42,6,13,Donovan McNabb pass complete to Cecil Martin for 5 yards (tackle by Chris Draft),1.730,1.860
3,14:14,2,5,PHI 47,6,13,Duce Staley left tackle for 3 yards (tackle by Chris Draft),1.860,1.550
3,13:32,3,2,,6,13,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ray Buchanan),1.550,-0.060
3,13:26,4,2,,6,13,"Lee Johnson punts 32 yards, out of bounds",-0.060,-0.040
3,13:18,1,10,ATL 18,6,13,Warrick Dunn left tackle for 3 yards (tackle by Levon Kirkland),0.040,0.010
3,12:42,2,7,ATL 21,6,13,Warrick Dunn left guard for 4 yards (tackle by Brandon Whiting),0.010,-0.270
3,12:00,3,3,ATL 25,6,13,Michael Vick sacked by Darwin Walker for -11 yards,-0.270,-2.470
3,11:39,4,14,ATL 14,6,13,"Chris Mohr punts 32 yards, returned by Brian Mitchell for 4 yards (tackle by George Layne)",-2.470,-2.790
3,11:30,1,10,ATL 42,6,13,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ashley Ambrose),2.790,2.240
3,11:26,2,10,ATL 42,6,13,Donovan McNabb pass incomplete intended for Brian Westbrook,2.240,1.550
3,11:22,3,10,ATL 42,6,13,Donovan McNabb sacked by Keith Brooking for -11 yards,1.550,-0.260
3,10:47,4,21,PHI 47,6,13,"Lee Johnson punts 50 yards. Penalty on Artie Ulmer: Roughing the Kicker, 15 yards (no play)",-0.260,3.050
3,10:30,1,10,ATL 38,6,13,Duce Staley right tackle for 4 yards (tackle by Ed Jasper),3.050,3.050
3,9:47,2,6,ATL 34,6,13,Donovan McNabb pass complete to Chad Lewis for 7 yards (tackle by Gerald McBurrows),3.050,3.780
3,9:08,1,10,ATL 27,6,13,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ashley Ambrose),3.780,3.230
3,9:03,2,10,ATL 27,6,13,Duce Staley right end for 3 yards (tackle by Keith Brooking),3.230,2.940
3,8:34,3,7,ATL 24,6,13,"Donovan McNabb sacked by Patrick Kerney for -9 yards. Donovan McNabb fumbles (forced by Patrick Kerney), recovered by Jon Runyan at ATL-33",2.940,1.150
3,7:48,4,16,ATL 33,6,13,David Akers 51 yard field goal no good,1.150,-1.660
3,7:43,1,10,ATL 41,6,13,Michael Vick pass complete to Trevor Gaylor for 11 yards (tackle by Brian Dawkins),1.660,2.390
3,7:12,1,10,PHI 48,6,13,Michael Vick for 7 yards (tackle by Carlos Emmons),2.390,2.790
3,6:43,2,3,PHI 41,6,13,"Michael Vick pass incomplete intended for Warrick Dunn. Penalty on George Layne: Personal Foul, 15 yards (no play)",2.790,0.770
3,6:39,2,18,ATL 44,6,13,Michael Vick pass complete to Alge Crumpler for 25 yards (tackle by Barry Gardner and Brian Dawkins),0.770,3.510
3,5:58,1,10,PHI 31,6,13,Warrick Dunn right tackle for 3 yards (tackle by Blaine Bishop),3.510,3.370
3,5:17,2,7,PHI 28,6,13,Michael Vick pass complete to Warrick Dunn for 5 yards (tackle by Brandon Whiting),3.370,3.340
3,4:35,3,2,PHI 23,6,13,Michael Vick pass complete to Trevor Gaylor for 3 yards,3.340,4.240
3,4:01,1,10,PHI 20,6,13,Michael Vick pass incomplete intended for Brian Finneran,4.240,3.690
3,3:56,2,10,PHI 20,6,13,"Michael Vick for 20 yards. Penalty on Travis Claridge: Offensive Holding, 10 yards (no play)",3.690,2.340
3,3:48,2,20,PHI 30,6,13,Doug Johnson pass complete to Brian Finneran for 14 yards (tackle by Hugh Douglas),2.340,3.520
3,3:02,3,6,PHI 16,6,13,Michael Vick for no gain (tackle by Bobby Taylor),3.520,2.180
3,2:33,4,9,PHI 19,6,13,Jay Feely 37 yard field goal no good,2.180,-0.740
3,2:30,1,10,PHI 27,6,13,Donovan McNabb pass complete to Duce Staley for 19 yards (tackle by Johndale Carty and Patrick Kerney),0.740,1.990
3,1:41,1,10,PHI 46,6,13,Donovan McNabb pass complete to Duce Staley for 12 yards (tackle by Ray Buchanan),1.990,2.790
3,1:13,1,10,ATL 42,6,13,Duce Staley right tackle for 2 yards (tackle by Travis Hall),2.790,2.510
3,0:37,2,8,ATL 40,6,13,Donovan McNabb pass incomplete intended for James Thrash,2.510,1.820
3,0:32,3,8,ATL 40,6,13,"Donovan McNabb pass complete to Dorsey Levens for no gain. Penalty on John Welbourn: Offensive Holding, 10 yards (no play)",1.820,0.500
3,0:05,3,18,,6,13,Donovan McNabb pass complete to Cecil Martin for 13 yards (tackle by Ray Buchanan),0.500,0.790
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,ATL 37,6,13,Lee Johnson punts 30 yards,0.790,0.380
4,14:50,1,10,ATL 7,6,13,Michael Vick pass complete to Alge Crumpler for 10 yards (tackle by Bobby Taylor),-0.380,-0.060
4,14:05,1,10,ATL 17,6,13,Warrick Dunn middle for -5 yards (tackle by Paul Grasmanis),-0.060,-1.150
4,13:32,2,15,ATL 12,6,13,Michael Vick pass complete to T.J. Duckett for 18 yards (tackle by Bobby Taylor),-1.150,0.940
4,13:03,1,10,ATL 30,6,13,T.J. Duckett middle for 6 yards (tackle by Jeremy Slechta),0.940,1.200
4,12:23,2,4,ATL 36,6,13,Michael Vick pass incomplete intended for Alge Crumpler,1.200,0.500
4,12:19,3,4,ATL 36,6,13,Michael Vick pass incomplete intended for Brian Finneran,0.500,-0.980
4,12:15,4,4,ATL 36,6,13,"Chris Mohr punts 39 yards, fair catch by Brian Mitchell",-0.980,-0.610
4,12:08,1,10,PHI 25,6,13,Donovan McNabb right end for 3 yards (tackle by Keith Brooking),0.610,0.470
4,11:18,2,7,PHI 28,6,13,James Thrash middle for -7 yards (tackle by Sam Rogers),0.470,-1.150
4,10:33,3,14,PHI 21,6,13,Donovan McNabb pass complete to Dorsey Levens for 17 yards (tackle by Keith Brooking),-1.150,1.470
4,9:48,1,10,PHI 38,6,13,Dorsey Levens middle for no gain (tackle by John Thierry),1.470,0.920
4,9:05,2,10,PHI 38,6,13,Donovan McNabb pass complete to Duce Staley for 5 yards (tackle by John Thierry),0.920,0.890
4,8:19,3,5,PHI 43,6,13,Donovan McNabb pass complete to Brian Westbrook for 13 yards (tackle by Ray Buchanan),0.890,2.650
4,7:46,1,10,ATL 44,6,13,Duce Staley middle for 5 yards (tackle by Matt Stewart),2.650,2.780
4,7:03,2,5,ATL 39,6,13,Donovan McNabb pass complete to Todd Pinkston for 4 yards,2.780,2.610
4,6:38,3,1,ATL 35,6,13,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ashley Ambrose),2.610,1.000
4,6:34,3,1,ATL 35,,,Timeout #1 by Philadelphia Eagles,2.610,1.000
4,6:34,4,1,ATL 35,6,19,"Donovan McNabb pass complete to James Thrash for 35 yards, touchdown. Penalty on Gerald McBurrows: Defensive Holding (Declined)",1.000,7.000
4,6:34,,,ATL 35,6,20,David Akers kicks extra point good,0.000,0.000
4,6:34,,,PHI 30,6,20,"David Akers kicks off 53 yards, returned by Allen Rossum for 14 yards (tackle by Michael Lewis)",0.000,1.000
4,6:20,1,10,ATL 31,6,20,Michael Vick pass complete to Brian Finneran for 28 yards (tackle by Blaine Bishop),1.000,2.850
4,5:38,1,10,PHI 41,6,20,Michael Vick pass complete to Warrick Dunn for 20 yards (tackle by Troy Vincent),2.850,4.170
4,4:51,1,10,PHI 21,6,20,Warrick Dunn right end for no gain (tackle by Barry Gardner),4.170,3.630
4,4:46,2,10,PHI 21,6,20,Michael Vick pass incomplete intended for Brian Finneran,3.630,2.940
4,4:42,3,10,PHI 21,6,20,Michael Vick pass incomplete intended for Warrick Dunn,2.940,2.060
4,4:38,4,10,PHI 21,6,20,Michael Vick pass complete to Brian Finneran for 5 yards (tackle by Al Harris),2.060,0.060
4,4:32,1,10,PHI 17,6,20,"Duce Staley left tackle for 3 yards. Duce Staley fumbles, recovered by Duce Staley at PHI-17",-0.060,-0.060
4,4:14,1,10,PHI 17,,,Timeout #1 by Atlanta Falcons,-0.060,-0.060
4,4:14,2,7,PHI 20,6,20,Duce Staley right end for 8 yards (tackle by Chris Draft),-0.060,0.810
4,4:03,2,7,PHI 20,,,Timeout #2 by Atlanta Falcons,-0.060,0.810
4,4:03,1,10,PHI 28,6,20,Duce Staley left tackle for 3 yards (tackle by John Thierry),0.810,0.670
4,3:54,1,10,PHI 28,,,Timeout #3 by Atlanta Falcons,0.810,0.670
4,3:54,2,7,PHI 31,6,20,Duce Staley right tackle for 9 yards (tackle by Keith Brooking),0.670,1.600
4,3:05,1,10,PHI 40,6,20,Duce Staley middle for 1 yard (tackle by Ed Jasper),1.600,1.190
4,2:19,2,9,PHI 41,6,20,Duce Staley right tackle for 3 yards (tackle by Chris Draft and John Thierry),1.190,0.890
4,2:00,3,6,PHI 44,6,20,Duce Staley middle for 3 yards (tackle by Patrick Kerney),0.890,-0.260
4,1:14,3,6,PHI 44,,,Timeout #2 by Philadelphia Eagles,0.890,-0.260
4,1:14,4,3,PHI 47,6,20,"Lee Johnson punts 42 yards, returned by Allen Rossum for 19 yards (tackle by Keith Adams)",-0.260,-0.940
4,1:03,1,10,ATL 30,6,20,"Penalty on Trevor Gaylor: False Start, 5 yards (no play)",0.940,0.610
4,1:03,1,15,ATL 25,6,20,"Michael Vick pass complete to Trevor Gaylor for 14 yards (tackle by Ike Reese). Trevor Gaylor fumbles (forced by Ike Reese), recovered by Alge Crumpler at ATL-39",0.610,1.610
4,0:26,2,1,ATL 39,6,20,"Michael Vick pass complete to Brian Finneran for 9 yards, lateral to Alge Crumpler for 4 yards (tackle by Troy Vincent). Penalty on Hugh Douglas: Face Mask (15 Yards), 15 yards",1.610,3.380
4,0:17,1,10,PHI 33,6,20,Michael Vick pass incomplete intended for Brian Finneran is intercepted by Brian Dawkins at PHI-5 and returned for 21 yards,3.380,-0.670
4,0:09,1,10,PHI 26,6,20,Donovan McNabb kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
