Quarter,Time,Down,ToGo,Location,OAK,ARI,Detail,EPB,EPA
1,1:59,4,8,ARI 37,13,10,Sebastian Janikowski 54 yard field goal good,0.790,3.000
1,,,,OAK 30,13,10,"Sebastian Janikowski kicks off 73 yards, returned by LaRod Stephens-Howling for 27 yards (tackle by Rock Cartwright)",0.000,0.540
1,1:48,1,10,ARI 24,13,10,Derek Anderson pass incomplete short left intended for Larry Fitzgerald (defended by Nnamdi Asomugha),0.540,0.000
1,1:40,2,10,ARI 24,13,10,"Derek Anderson pass incomplete deep left intended for Stephen Williams. Penalty on Walter McFadden: Defensive Pass Interfere, 27 yards (no play)",0.000,2.320
1,1:35,1,10,OAK 49,13,10,Beanie Wells right tackle for -2 yards (tackle by Jay Alford),2.320,1.510
1,0:57,2,12,ARI 49,13,10,Derek Anderson pass complete short right to Jason Wright for 8 yards,1.510,1.880
1,0:28,3,4,OAK 43,13,10,Derek Anderson pass complete short left to Stephen Williams for 11 yards (tackle by Michael Huff),1.880,3.450
Quarter,Time,Down,ToGo,Location,OAK,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 32,13,10,Beanie Wells left tackle for -1 yards (tackle by Richard Seymour and Quentin Groves),3.450,2.770
2,14:19,2,11,OAK 33,13,10,Derek Anderson pass complete short right to Steve Breaston for 10 yards (tackle by Stanford Routt),2.770,3.400
2,13:33,3,1,OAK 23,13,10,Derek Anderson pass incomplete short right intended for Tim Hightower. Penalty on Steve Breaston: Illegal Shift (Declined),3.400,2.080
2,13:27,4,1,OAK 23,13,10,Tim Hightower middle for 2 yards (tackle by Rolando McClain and Tommy Kelly),2.080,4.170
2,12:41,1,10,OAK 21,13,10,Beanie Wells left end for 12 yards (tackle by Quentin Groves),4.170,5.140
2,12:10,1,9,OAK 9,13,10,Beanie Wells middle for 6 yards (tackle by Tyvon Branch),5.140,5.530
2,11:30,2,3,OAK 3,13,10,Beanie Wells middle for 1 yard (tackle by Tyvon Branch and Tommy Kelly),5.530,4.950
2,10:49,3,2,OAK 2,13,16,"Derek Anderson pass complete short right to Steve Breaston for 2 yards, touchdown",4.950,7.000
2,,,,OAK 2,13,17,Jay Feely kicks extra point good,0.000,0.000
2,,,,ARI 30,13,17,"Jay Feely kicks off 68 yards, returned by Jacoby Ford for 21 yards (tackle by Jason Wright)",0.000,0.480
2,10:36,1,10,OAK 23,13,17,Darren McFadden right tackle for 3 yards (tackle by Joey Porter),0.480,0.340
2,10:02,2,7,OAK 26,13,17,Bruce Gradkowski pass complete short right to Louis Murphy for 12 yards (tackle by Greg Toler and Clark Haggans),0.340,1.470
2,9:22,1,10,OAK 38,13,17,"Darren McFadden for no gain. Darren McFadden fumbles, recovered by Bruce Gradkowski at OAK-26 and returned for 5 yards",1.470,-0.020
2,8:35,2,17,OAK 31,13,17,Bruce Gradkowski right end for 3 yards (tackle by Clark Haggans),-0.020,-0.290
2,8:02,3,14,OAK 34,13,17,Bruce Gradkowski pass complete deep left to Darrius Heyward-Bey for 21 yards (tackle by Matt Ware),-0.290,2.590
2,7:21,1,10,ARI 45,13,17,Michael Bush middle for -2 yards (tackle by Joey Porter),2.590,1.770
2,6:42,2,12,ARI 47,13,17,Bruce Gradkowski pass incomplete deep right intended for Louis Murphy,1.770,1.090
2,6:35,3,12,ARI 47,13,17,Bruce Gradkowski sacked by Paris Lenon for -6 yards,1.090,-0.260
2,6:06,4,18,OAK 47,13,17,"Shane Lechler punts 50 yards, returned by Andre Roberts for 2 yards (tackle by Stevie Brown)",-0.260,0.380
2,5:52,1,10,ARI 5,13,17,Derek Anderson pass incomplete short right intended for Steve Breaston,-0.380,-0.780
2,5:48,2,10,ARI 5,13,17,"Derek Anderson pass complete short right to Tim Hightower for 2 yards (tackle by Kamerion Wimbley). Penalty on Tyvon Branch: Illegal Use of Hands, 5 yards (no play)",-0.780,-0.380
2,5:24,1,10,ARI 10,13,17,Tim Hightower middle for 1 yard (tackle by Matt Shaughnessy),-0.380,-0.710
2,4:45,2,9,ARI 11,13,17,Derek Anderson pass incomplete short middle intended for Jason Wright,-0.710,-1.300
2,4:39,3,9,ARI 11,13,17,Derek Anderson pass incomplete short right intended for Larry Fitzgerald,-1.300,-2.490
2,4:35,4,9,ARI 11,13,17,"Ben Graham punts 46 yards. Penalty on Kenny Iwebema: Unnecessary Roughness, 15 yards",-2.490,-2.790
2,4:24,1,10,ARI 42,13,17,Bruce Gradkowski pass incomplete deep middle intended for Darrius Heyward-Bey is intercepted by Paris Lenon at ARI-24 and returned for 10 yards,2.790,-1.200
2,4:10,1,10,ARI 34,13,17,Derek Anderson pass complete short left to Ben Patrick for 21 yards (tackle by Michael Huff),1.200,2.590
2,3:35,1,10,OAK 45,13,17,Beanie Wells middle for 12 yards (tackle by Michael Huff),2.590,3.380
2,2:50,1,10,OAK 33,13,17,Derek Anderson pass incomplete short middle intended for Larry Fitzgerald,3.380,2.840
2,2:46,2,10,OAK 33,13,17,Derek Anderson pass incomplete short middle intended for Tim Hightower is intercepted by Quentin Groves at OAK-35 and returned for -4 yards,2.840,-1.000
2,2:40,1,10,OAK 31,13,17,Darren McFadden left tackle for 6 yards (tackle by Adrian Wilson),1.000,1.270
2,2:05,2,4,OAK 37,13,17,Bruce Gradkowski pass complete short right to Zach Miller for 6 yards (tackle by Adrian Wilson),1.270,1.800
2,1:59,1,10,OAK 43,13,17,Darren McFadden right tackle for 33 yards (tackle by Kerry Rhodes),1.800,3.970
2,1:51,1,10,ARI 24,13,17,Darren McFadden right tackle for 3 yards (tackle by Calais Campbell),3.970,3.840
2,1:18,2,7,ARI 21,13,17,Bruce Gradkowski pass complete short right to Darren McFadden for 18 yards (tackle by Kerry Rhodes),3.840,6.510
2,0:47,1,3,ARI 3,13,17,Bruce Gradkowski middle for 1 yard (tackle by Darnell Dockett),6.510,5.720
2,0:15,2,2,ARI 2,19,17,"Darren McFadden left tackle for 2 yards, touchdown",5.720,7.000
2,,,,ARI 2,20,17,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,20,17,"Sebastian Janikowski kicks off 49 yards, returned by LaRod Stephens-Howling for 11 yards (tackle by Michael Bennett)",0.000,1.070
2,0:05,1,10,ARI 32,20,17,Tim Hightower right end for 13 yards (tackle by Stanford Routt),1.070,1.930
Quarter,Time,Down,ToGo,Location,OAK,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,20,17,"Jay Feely kicks off 75 yards, returned by Jacoby Ford for 23 yards (tackle by Rashad Johnson)",0.000,0.040
3,14:55,1,10,OAK 18,20,17,Darren McFadden right tackle for 2 yards (tackle by Adrian Wilson and Daryl Washington),0.040,-0.130
3,14:15,2,8,OAK 20,20,17,Bruce Gradkowski pass complete short right to Brandon Myers for 4 yards (tackle by Paris Lenon),-0.130,-0.400
3,13:34,3,4,OAK 24,20,17,Bruce Gradkowski pass incomplete short left intended for Zach Miller (defended by Michael Adams),-0.400,-1.770
3,13:29,4,4,OAK 24,20,17,"Shane Lechler punts 57 yards, returned by Andre Roberts for 4 yards (tackle by Thomas Howard)",-1.770,-0.480
3,13:19,1,10,ARI 23,20,17,"Penalty on Lamarr Houston: Neutral Zone Infraction, 5 yards (no play)",0.480,1.210
3,13:19,1,5,ARI 28,20,17,Tim Hightower left tackle for -3 yards (tackle by Richard Seymour and Rolando McClain),1.210,0.200
3,12:40,2,8,ARI 25,20,17,Tim Hightower middle for 6 yards (tackle by Michael Mitchell and Richard Seymour),0.200,0.300
3,11:54,3,2,ARI 31,20,17,Derek Anderson pass complete short right to Max Komar for 7 yards (tackle by Walter McFadden),0.300,1.470
3,11:24,1,10,ARI 38,20,17,Derek Anderson sacked by Matt Shaughnessy for -7 yards,1.470,-0.020
3,10:45,2,17,ARI 31,20,17,Tim Hightower left tackle for 1 yard (tackle by Rolando McClain),-0.020,-0.560
3,10:03,3,16,ARI 32,20,17,Derek Anderson pass complete short left to Larry Fitzgerald for 18 yards (tackle by Nnamdi Asomugha and Michael Mitchell),-0.560,2.260
3,9:29,1,10,,20,17,Tim Hightower right end for 1 yard (tackle by Stevie Brown),2.260,1.850
3,8:42,2,9,OAK 49,20,17,Derek Anderson pass incomplete short left intended for Steve Breaston,1.850,1.160
3,8:36,,,,20,17,Timeout #1 by Arizona Cardinals,0.000,1.160
3,8:36,3,9,OAK 49,20,17,Derek Anderson sacked by Richard Seymour for -7 yards,1.160,-0.460
3,8:09,4,16,ARI 44,20,17,"Ben Graham punts 47 yards, returned by Johnnie Lee Higgins for 2 yards (tackle by Will Davis)",-0.460,0.370
3,7:58,1,10,OAK 11,20,17,Darren McFadden right tackle for 4 yards (tackle by Daryl Washington and Kerry Rhodes),-0.370,-0.430
3,7:26,2,6,OAK 15,20,17,Darren McFadden right tackle for 2 yards (tackle by Calais Campbell),-0.430,-0.720
3,6:47,3,4,OAK 17,20,17,Bruce Gradkowski pass complete short left to Louis Murphy for 70 yards (tackle by Greg Toler),-0.720,4.710
3,6:19,1,10,ARI 13,20,17,"Darren McFadden left tackle for 3 yards (tackle by Bryan Robinson). Penalty on Mario Henderson: Offensive Holding, 10 yards (no play)",4.710,4.040
3,6:02,1,20,ARI 23,20,17,Darren McFadden right end for no gain (tackle by Daryl Washington),4.040,2.810
3,5:21,2,20,ARI 23,20,17,Bruce Gradkowski pass incomplete short right intended for Darrius Heyward-Bey,2.810,2.150
3,5:16,3,20,ARI 23,20,17,Bruce Gradkowski pass incomplete short right intended for Zach Miller (defended by Kerry Rhodes),2.150,1.930
3,5:08,4,20,ARI 23,20,17,Sebastian Janikowski 41 yard field goal no good,1.930,-1.000
3,5:03,1,10,ARI 31,20,17,Derek Anderson pass complete short right to Ben Patrick for 8 yards (tackle by Tyvon Branch),1.000,1.540
3,4:24,2,2,ARI 39,20,17,Beanie Wells right end for 1 yard (tackle by Rolando McClain),1.540,0.960
3,3:47,3,1,ARI 40,20,17,Beanie Wells middle for 5 yards (tackle by Tyvon Branch),0.960,1.930
3,3:11,1,10,ARI 45,20,17,Beanie Wells left end for 9 yards (tackle by Stanford Routt and Quentin Groves),1.930,2.600
3,2:29,2,1,OAK 46,20,17,Derek Anderson pass complete deep right to Steve Breaston for 25 yards (tackle by Tyvon Branch),2.600,4.170
3,1:52,1,10,OAK 21,20,17,Tim Hightower right tackle for 13 yards (tackle by Tyvon Branch),4.170,5.370
3,1:05,1,8,OAK 8,20,23,"Derek Anderson pass complete short left to Larry Fitzgerald for 8 yards, touchdown",5.370,7.000
3,,,,OAK 2,20,24,Jay Feely kicks extra point good,0.000,0.000
3,,,,ARI 30,20,24,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,1:01,1,10,OAK 20,20,24,Bruce Gradkowski pass complete short right to Marcel Reece for 6 yards (tackle by Daryl Washington and Dan Williams),0.280,0.540
3,0:19,2,4,OAK 26,20,24,Darren McFadden left tackle for 2 yards (tackle by Darnell Dockett),0.540,0.100
Quarter,Time,Down,ToGo,Location,OAK,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,OAK 28,20,24,Darren McFadden left tackle for 7 yards (tackle by Kerry Rhodes),0.100,1.270
4,14:19,1,10,OAK 35,20,24,Darren McFadden right tackle for 1 yard (tackle by Dan Williams),1.270,0.860
4,13:46,2,9,OAK 36,20,24,"Bruce Gradkowski sacked by Joey Porter for -10 yards. Bruce Gradkowski fumbles (forced by Joey Porter), ball out of bounds at OAK-22",0.860,-1.680
4,13:12,3,23,OAK 22,20,24,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",-1.680,-2.790
4,12:40,3,28,OAK 17,20,24,Michael Bush middle for 15 yards (tackle by Joey Porter),-2.790,-1.240
4,12:40,4,13,OAK 32,20,24,"Penalty on Stevie Brown: False Start, 5 yards (no play)",-1.240,-1.570
4,11:55,4,18,OAK 27,20,24,"Shane Lechler punts 45 yards, muffed catch by Dominique Rodgers-Cromartie, recovered by Quentin Groves and returned for no gain",-1.570,4.510
4,11:38,1,10,ARI 16,20,24,Darren McFadden middle for 4 yards (tackle by Paris Lenon and Kerry Rhodes),4.510,4.570
4,10:59,2,6,ARI 12,20,24,Bruce Gradkowski pass complete short right to Marcel Reece for -4 yards (tackle by Paris Lenon),4.570,3.080
4,10:27,,,,20,24,Timeout #1 by Oakland Raiders,0.000,3.080
4,10:27,3,10,ARI 16,20,24,"Bruce Gradkowski pass incomplete deep left intended for Zach Miller (defended by Kerry Rhodes). Penalty on Michael Adams: Defensive Holding, 5 yards (no play)",3.080,4.840
4,10:23,1,10,ARI 11,20,24,Bruce Gradkowski pass complete short right to Louis Murphy for 2 yards (tackle by Paris Lenon),4.840,4.510
4,9:39,2,8,ARI 9,20,24,Bruce Gradkowski sacked by Darnell Dockett for -4 yards,4.510,3.080
4,9:17,3,12,ARI 13,20,24,"Bruce Gradkowski pass incomplete short right intended for Darrius Heyward-Bey (defended by Greg Toler). Penalty on Greg Toler: Defensive Pass Interfere, 12 yards (no play)",3.080,6.970
4,9:12,1,1,ARI 1,20,24,Michael Bush left tackle for no gain (tackle by Clark Haggans),6.970,5.910
4,8:25,2,1,ARI 1,20,24,"Penalty on Bruce Gradkowski: Delay of Game, 4 yards (no play)",5.910,5.150
4,8:13,2,5,ARI 5,20,24,Bruce Gradkowski pass incomplete short right intended for Darrius Heyward-Bey,5.150,4.260
4,8:09,3,5,ARI 5,20,24,Bruce Gradkowski pass incomplete short right intended for Darrius Heyward-Bey (defended by Greg Toler),4.260,3.010
4,8:04,4,5,ARI 5,23,24,Sebastian Janikowski 23 yard field goal good,3.010,3.000
4,,,,OAK 30,23,24,"Sebastian Janikowski kicks off 72 yards, returned by LaRod Stephens-Howling for 26 yards (tackle by Thomas Howard)",0.000,0.540
4,7:50,1,10,ARI 24,23,24,"Penalty on Lyle Sendlein: False Start, 5 yards (no play)",0.540,0.130
4,7:50,1,15,ARI 19,23,24,Beanie Wells left tackle for no gain (tackle by Richard Seymour),0.130,-0.740
4,7:15,2,15,ARI 19,23,24,"Beanie Wells right end for 7 yards (tackle by Tyvon Branch). Penalty on Beanie Wells: Face Mask (15 Yards), 13 yards",-0.740,-1.570
4,6:43,2,21,ARI 13,23,24,Derek Anderson pass incomplete,-1.570,-2.640
4,6:36,3,21,ARI 13,23,24,Derek Anderson pass incomplete short left intended for Larry Fitzgerald,-2.640,-2.490
4,6:31,4,21,ARI 13,23,24,"Ben Graham punts 58 yards, returned by Johnnie Lee Higgins for 1 yard (tackle by Mike Leach)",-2.490,-0.940
4,6:20,1,10,OAK 30,23,24,Bruce Gradkowski middle for 1 yard (tackle by Calais Campbell and Bryan Robinson),0.940,0.530
4,5:44,2,9,OAK 31,23,24,Bruce Gradkowski pass complete deep middle to Louis Murphy for 25 yards (tackle by Adrian Wilson). Penalty on Daryl Washington: Illegal Contact (Declined),0.530,2.650
,,,,,,,"ARI challenged the pass completion ruling, and the play was upheld.",,
4,5:27,1,10,ARI 44,23,24,Darren McFadden left end for 5 yards (tackle by Bryan Robinson),2.650,2.780
4,4:46,2,5,ARI 39,23,24,Darren McFadden left end for 3 yards (tackle by Paris Lenon),2.780,2.480
4,4:46,3,2,ARI 36,23,24,"Penalty on Mario Henderson: False Start, 5 yards (no play)",2.480,1.820
4,4:40,3,7,ARI 41,23,24,Bruce Gradkowski pass incomplete short left intended for Zach Miller (defended by Rashad Johnson),1.820,0.530
4,4:36,4,7,ARI 41,23,24,Sebastian Janikowski 58 yard field goal no good,0.530,-2.130
4,4:31,1,10,ARI 48,23,24,Tim Hightower left tackle for 1 yard (tackle by Matt Shaughnessy and Rolando McClain),2.130,1.720
4,3:53,2,9,ARI 49,23,24,Steve Breaston left end for 4 yards (tackle by Michael Huff),1.720,1.550
4,3:44,,,,23,24,Timeout #2 by Oakland Raiders,0.000,1.550
4,3:44,3,5,OAK 47,23,24,Derek Anderson pass incomplete short left intended for Steve Breaston,1.550,0.130
4,3:40,4,5,OAK 47,23,24,"Ben Graham punts 47 yards, touchback",0.130,-0.280
4,3:33,1,10,OAK 20,23,24,Darren McFadden middle for 1 yard (tackle by Adrian Wilson),0.280,-0.130
4,2:57,2,9,OAK 21,23,24,Bruce Gradkowski pass incomplete short right intended for Johnnie Lee Higgins (defended by Kerry Rhodes),-0.130,-0.820
4,2:53,3,9,OAK 21,23,24,Bruce Gradkowski pass complete short left to Zach Miller for 15 yards (tackle by Kerry Rhodes),-0.820,1.330
4,2:14,1,10,OAK 36,23,24,Darren McFadden left tackle for 1 yard (tackle by Darnell Dockett and Calais Campbell),1.330,0.930
4,2:00,2,9,OAK 37,23,24,Bruce Gradkowski pass incomplete deep right intended for Darrius Heyward-Bey,0.930,0.230
4,1:56,3,9,OAK 37,23,24,Bruce Gradkowski pass complete short left to Darren McFadden for -1 yards (tackle by Paris Lenon),0.230,-0.980
4,1:09,4,10,OAK 36,23,24,Bruce Gradkowski pass complete short left to Darrius Heyward-Bey for 12 yards (tackle by Dominique Rodgers-Cromartie),-0.980,2.130
4,1:02,1,10,OAK 48,23,24,"Bruce Gradkowski pass incomplete deep left intended for Darrius Heyward-Bey. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interfere, 39 yards (no play)",2.130,4.710
4,0:55,1,10,ARI 13,23,24,Darren McFadden middle for -4 yards (tackle by Darnell Dockett),4.710,3.500
4,0:49,,,,23,24,Timeout #3 by Arizona Cardinals,0.000,3.500
4,0:49,2,14,ARI 17,23,24,Darren McFadden middle for 3 yards (tackle by Kerry Rhodes),3.500,3.080
4,0:04,,,,23,24,Timeout #3 by Oakland Raiders,0.000,3.080
4,0:04,3,11,ARI 14,23,24,Sebastian Janikowski 32 yard field goal no good,3.080,0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
