Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
1,,,,NOR 30,3,7,"John Carney kicks off 66 yards, returned by Jamal Robertson for 25 yards (tackle by Michael Lewis)",0.000,0.870
1,6:50,1,10,SFO 29,3,7,Ken Dorsey pass incomplete intended for Curtis Conway,0.870,0.330
1,6:45,2,10,SFO 29,3,7,Kevan Barlow right guard for 1 yard (tackle by Charles Grant),0.330,-0.230
1,6:01,3,9,SFO 30,3,7,Terry Jackson left tackle for 8 yards (tackle by Jay Bellamy),-0.230,-0.850
1,5:19,4,1,SFO 38,3,7,"Andy Lee punts 36 yards, fair catch by Michael Lewis",-0.850,-0.670
1,5:11,1,10,NOR 26,3,7,Aaron Stecker left guard for 19 yards (tackle by Jimmy Williams and Tony Parrish),0.670,1.930
1,4:27,1,10,NOR 45,3,7,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Jimmy Williams: Defensive Pass Interference, 40 yards (no play)",1.930,4.580
1,4:18,1,10,SFO 15,3,7,Aaron Brooks pass complete to Donte Stallworth for 1 yard (tackle by Julian Peterson),4.580,4.110
1,3:40,2,9,SFO 14,3,7,Aaron Stecker left end for no gain (tackle by Otis Leverette),4.110,3.240
1,3:00,3,9,SFO 14,3,7,Aaron Brooks pass incomplete intended for Ernie Conwell (defended by John Engelberger),3.240,2.510
1,2:52,4,9,SFO 14,3,10,John Carney 32 yard field goal good,2.510,3.000
1,,,,NOR 30,3,10,"John Carney kicks off 67 yards, returned by Jamal Robertson for 24 yards (tackle by Steve Gleason)",0.000,0.740
1,2:43,1,10,SFO 27,3,10,Kevan Barlow right guard for 3 yards (tackle by Derrick Rodgers and Courtney Watson),0.740,0.600
1,2:03,2,7,SFO 30,3,10,Kevan Barlow left end for 1 yard (tackle by Charles Grant and Derrick Rodgers),0.600,0.040
1,1:26,3,6,SFO 31,3,10,Ken Dorsey pass incomplete intended for Arnaz Battle (defended by Derrick Rodgers),0.040,-1.310
1,1:22,4,6,SFO 31,3,10,"Andy Lee punts 47 yards, returned by Michael Lewis for 13 yards (tackle by Brandon T. Moore)",-1.310,-1.270
1,1:11,1,10,NOR 35,3,10,Aaron Brooks pass incomplete intended for Donte Stallworth,1.270,0.720
1,1:05,2,10,NOR 35,3,10,Aaron Stecker right tackle for -1 yards (tackle by Otis Leverette and Jeff Ulbrich),0.720,-0.100
1,0:24,3,11,NOR 34,3,10,Aaron Brooks pass complete to Aaron Stecker for 10 yards (tackle by Jeff Ulbrich),-0.100,-0.460
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,NOR 44,3,10,"Mitch Berger punts 30 yards, returned by Julian Peterson for 6 yards. Julian Peterson fumbles, recovered by Jamie Winborn at SFO-39 and returned for 9 yards (tackle by Fakhir Brown). Penalty on Monty Montgomery: Fair Catch Interference (Declined)",-0.460,-2.130
2,14:46,1,10,SFO 48,3,10,Ken Dorsey pass complete to Brandon Lloyd for 7 yards (tackle by Ashley Ambrose),2.130,2.530
2,14:16,2,3,NOR 45,3,10,Kevan Barlow right tackle for 2 yards (tackle by Howard Green),2.530,2.080
2,13:33,3,1,NOR 43,3,10,Kevan Barlow left tackle for 5 yards (tackle by Orlando Ruff and James Allen),2.080,3.050
2,12:59,1,10,NOR 38,3,10,"Ken Dorsey pass complete to Curtis Conway for 37 yards (tackle by Jay Bellamy). Penalty on Curtis Conway: Taunting, 15 yards",3.050,4.510
2,12:31,1,10,NOR 16,3,10,Kevan Barlow right end for 6 yards (tackle by Johnathan Sullivan and Tony Bryant),4.510,4.970
2,11:54,2,4,NOR 10,9,10,"Kevan Barlow left end for 10 yards, touchdown",4.970,7.000
2,,,,NOR 2,10,10,Todd Peterson kicks extra point good,0.000,0.000
2,,,,SFO 30,10,10,"Todd Peterson kicks off 41 yards, returned by Lamont Hall for 8 yards (tackle by Jasen Isom)",0.000,1.400
2,11:42,1,10,NOR 37,10,10,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Ahmed Plummer),1.400,0.860
2,11:38,2,10,NOR 37,10,10,Aaron Stecker left guard for 2 yards (tackle by Bryant Young),0.860,0.430
2,11:00,3,8,NOR 39,10,10,Aaron Brooks pass complete to Joe Horn for 23 yards (tackle by Tony Parrish),0.430,3.050
2,10:22,1,10,SFO 38,10,10,Aaron Stecker right tackle for 1 yard (tackle by Derek Smith),3.050,2.640
2,9:49,2,9,SFO 37,10,16,"Aaron Brooks pass complete to Jerome Pathon for 37 yards, touchdown",2.640,7.000
2,,,,,10,17,"Penalty on Tony Bryant: False Start, 5 yards (no play)",0.000,0.000
2,,,,SFO 2,10,17,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,10,17,"John Carney kicks off 70 yards, returned by Jamal Robertson for 24 yards (tackle by Orlando Ruff)",0.000,0.540
2,9:36,1,10,SFO 24,10,17,Kevan Barlow right guard for 2 yards (tackle by Shaun Smith and Charles Grant),0.540,0.270
2,8:52,2,8,SFO 26,10,17,Kevan Barlow right end for -3 yards (tackle by Jay Bellamy),0.270,-0.820
2,8:13,3,11,SFO 23,10,17,Ken Dorsey sacked by Charles Grant for -8 yards,-0.820,-2.440
2,7:45,4,19,SFO 15,10,17,"Andy Lee punts 32 yards, fair catch by Michael Lewis",-2.440,-2.460
2,7:36,1,10,SFO 47,10,17,Aaron Stecker left end for 5 yards (tackle by Shawntae Spencer and Derek Smith),2.460,2.590
2,7:04,2,5,SFO 42,10,17,Aaron Brooks pass complete to Joe Horn for 9 yards,2.590,3.380
2,6:37,1,10,SFO 33,10,17,Aaron Stecker right tackle for 2 yards (tackle by Bryant Young),3.380,3.110
2,5:56,2,8,SFO 31,10,17,Aaron Brooks pass incomplete intended for Joe Horn (defended by Ahmed Plummer),3.110,2.410
2,5:51,3,8,SFO 31,10,17,Aaron Brooks pass complete to Donte Stallworth for 9 yards (tackle by Ronnie Heard),2.410,4.110
2,5:09,1,10,SFO 22,10,17,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by Derek Smith),4.110,4.460
2,4:27,2,4,SFO 16,10,17,Aaron Stecker left tackle for -2 yards (tackle by Derek Smith),4.460,3.400
2,3:44,3,6,SFO 18,10,17,Aaron Brooks pass incomplete intended for Jerome Pathon,3.400,2.270
2,3:39,4,6,SFO 18,10,20,John Carney 36 yard field goal good,2.270,3.000
2,,,,NOR 30,10,20,"John Carney kicks off 68 yards, returned by Jamal Robertson for 30 yards (tackle by Deveron Harper). Penalty on Terry Jackson: Offensive Holding, 10 yards",0.000,0.410
2,3:29,1,10,SFO 22,10,20,Ken Dorsey pass complete to Curtis Conway for 9 yards (tackle by Ashley Ambrose),0.410,1.080
2,3:16,,,,10,20,Timeout #1 by San Francisco 49ers,0.000,1.080
2,3:16,2,1,SFO 31,10,20,Terry Jackson right guard for 2 yards (tackle by Will Smith and Johnathan Sullivan),1.080,1.140
2,2:39,1,10,SFO 33,10,20,Ken Dorsey pass incomplete intended for Arnaz Battle (defended by Fakhir Brown),1.140,0.590
2,2:33,2,10,SFO 33,10,20,Terry Jackson left tackle for 2 yards (tackle by Fred Thomas),0.590,0.170
2,2:26,,,,10,20,Timeout #1 by New Orleans Saints,0.000,0.170
2,2:26,3,8,SFO 35,10,20,"Ken Dorsey pass incomplete intended for Arnaz Battle. Penalty on Fakhir Brown: Defensive Pass Interference, 31 yards (no play)",0.170,3.310
2,2:16,1,10,NOR 34,10,20,Ken Dorsey pass complete to Kevan Barlow for 4 yards (tackle by Johnathan Sullivan),3.310,3.310
2,2:00,2,6,NOR 30,10,20,Ken Dorsey pass complete to Fred Beasley for 7 yards (tackle by James Allen),3.310,4.040
2,1:25,1,10,NOR 23,10,20,Ken Dorsey pass incomplete intended for Brandon Lloyd,4.040,3.500
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:18,2,10,NOR 23,10,20,Ken Dorsey pass complete to Curtis Conway for 9 yards (tackle by Ashley Ambrose),3.500,4.280
2,1:07,,,,10,20,Timeout #2 by San Francisco 49ers,0.000,4.280
2,1:07,3,1,NOR 14,10,20,Terry Jackson left guard for 13 yards (tackle by Fakhir Brown),4.280,6.970
2,0:32,1,1,NOR 1,16,20,"Kevan Barlow left guard for 1 yard, touchdown",6.970,7.000
2,,,,NOR 2,17,20,Todd Peterson kicks extra point good,0.000,0.000
2,,,,SFO 30,17,20,"Todd Peterson kicks off 54 yards, returned by Michael Lewis for 16 yards (tackle by Brandon T. Moore)",0.000,1.070
2,0:24,1,10,NOR 32,17,20,Aaron Brooks pass complete to Joe Horn for 6 yards (tackle by Derek Smith),1.070,1.340
2,0:18,,,,17,20,Timeout #2 by New Orleans Saints,0.000,1.340
2,0:18,2,4,NOR 38,17,20,Aaron Brooks pass complete to Aaron Stecker for -1 yards (tackle by Jimmy Williams),1.340,0.500
2,0:07,,,,17,20,Timeout #3 by New Orleans Saints,0.000,0.500
2,0:07,3,5,NOR 37,17,20,Aaron Brooks kneels for -1 yards,0.500,-0.980
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,17,20,"Todd Peterson kicks off 46 yards, returned by Michael Lewis for 30 yards (tackle by Tony Parrish)",0.000,2.520
3,14:54,1,10,SFO 46,17,20,Aaron Brooks pass complete to Aaron Stecker for no gain,2.520,1.980
3,14:19,2,10,SFO 46,17,20,Aaron Stecker left guard for 1 yard (tackle by Ronnie Heard),1.980,1.420
3,13:37,3,9,SFO 45,17,20,Aaron Brooks pass complete to Donte Stallworth for 23 yards (tackle by Jimmy Williams),1.420,4.110
3,12:52,1,10,SFO 22,17,20,Aaron Brooks pass incomplete intended for Ernie Conwell (defended by Ahmed Plummer),4.110,3.560
3,12:47,2,10,SFO 22,17,20,"Penalty on Ernie Conwell: False Start, 5 yards (no play)",3.560,2.890
3,12:47,2,15,SFO 27,17,20,Aaron Brooks pass complete to Joe Horn for 6 yards (tackle by Julian Peterson),2.890,3.010
3,12:05,3,9,SFO 21,17,20,Aaron Brooks right end for 1 yard (tackle by Julian Peterson),3.010,2.120
3,11:22,4,8,SFO 20,17,23,John Carney 37 yard field goal good,2.120,3.000
3,,,,NOR 30,17,23,"John Carney kicks off 61 yards, returned by Jamal Robertson for 37 yards (tackle by Fakhir Brown)",,
3,11:10,1,10,SFO 46,17,23,Kevan Barlow right guard for 4 yards (tackle by Johnathan Sullivan),1.990,1.990
3,10:34,2,6,NOR 50,17,23,Ken Dorsey pass incomplete intended for Curtis Conway (defended by Courtney Watson),1.990,1.290
3,10:30,3,6,NOR 50,17,23,Ken Dorsey pass complete to Curtis Conway for 6 yards (tackle by Jay Bellamy),1.290,2.650
3,9:57,1,10,NOR 44,17,23,Kevan Barlow right guard for 2 yards (tackle by Jay Bellamy),2.650,2.380
3,9:23,2,8,NOR 42,17,23,Ken Dorsey pass complete to Kevan Barlow for 5 yards (tackle by James Allen),2.380,2.350
3,8:42,3,3,NOR 37,17,23,"Ken Dorsey pass complete to Curtis Conway for 3 yards (tackle by Deveron Harper). Penalty on Fred Thomas: Roughing the Passer, 15 yards",2.350,4.310
3,8:22,1,10,NOR 19,17,23,Ken Dorsey pass incomplete intended for Curtis Conway,4.310,3.750
3,8:15,2,10,NOR 19,17,23,"Penalty on Eric Johnson: False Start, 5 yards (no play)",3.750,3.090
3,8:15,2,15,NOR 24,17,23,Kevan Barlow right guard for 6 yards (tackle by Will Smith and Tebucky Jones),3.090,3.140
3,7:38,3,9,NOR 18,17,23,Ken Dorsey pass complete to Eric Johnson for 8 yards (tackle by Courtney Watson),3.140,2.910
3,6:50,4,1,NOR 10,17,23,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",2.910,2.470
3,6:31,4,6,NOR 15,20,23,Todd Peterson 33 yard field goal good,2.470,3.000
3,,,,SFO 30,20,23,"Todd Peterson kicks off 64 yards, returned by Michael Lewis for 18 yards (tackle by Saleem Rasheed)",0.000,0.540
3,6:20,1,10,NOR 24,20,23,Aaron Brooks pass incomplete intended for Donte Stallworth,0.540,0.000
3,6:17,2,10,NOR 24,20,23,"Aaron Stecker left guard for -2 yards (tackle by Anthony Adams). Penalty on Anthony Adams: Face Mask (15 Yards), 15 yards",0.000,1.400
3,5:54,1,10,NOR 37,20,23,Aaron Brooks pass complete to Aaron Stecker for -3 yards (tackle by Julian Peterson),1.400,0.450
3,5:10,2,13,NOR 34,20,23,"Aaron Brooks pass incomplete intended for Joe Horn (defended by Ronnie Heard). Penalty on Julian Peterson: Roughing the Passer, 15 yards (no play)",0.450,2.190
3,5:01,1,10,NOR 49,20,23,Aaron Brooks for 5 yards (tackle by Jeff Ulbrich),2.190,2.320
3,4:35,2,5,SFO 46,20,23,"Aaron Brooks for no gain. Aaron Brooks fumbles, recovered by Aaron Brooks at SFO-49",2.320,1.220
3,3:57,3,8,SFO 49,20,23,Aaron Brooks pass complete to Aaron Stecker for 5 yards (tackle by Dwaine Carpenter),1.220,0.330
3,3:16,4,3,SFO 44,20,23,"Mitch Berger punts 32 yards, fair catch by Arnaz Battle",0.330,0.350
3,3:10,1,10,SFO 12,20,23,Kevan Barlow right end for no gain (tackle by Jay Bellamy),-0.350,-0.780
3,2:33,2,10,SFO 12,20,23,Ken Dorsey pass complete to Curtis Conway for 15 yards (tackle by Fred Thomas),-0.780,0.740
3,1:55,1,10,SFO 27,20,23,Terry Jackson left guard for 3 yards (tackle by Jay Bellamy and Tony Bryant),0.740,0.600
3,1:21,2,7,SFO 30,20,23,Ken Dorsey pass incomplete intended for Terry Jackson,0.600,-0.100
3,1:16,3,7,SFO 30,20,23,"Ken Dorsey pass complete to Eric Johnson for 10 yards (tackle by Jay Bellamy). Eric Johnson fumbles (forced by Jay Bellamy), recovered by Deveron Harper at SFO-41 (tackle by Eric Johnson)",-0.100,-2.850
3,1:09,1,10,SFO 41,20,23,"Aaron Brooks for no gain. Aaron Brooks fumbles, recovered by Aaron Brooks at SFO-42",2.850,2.170
3,0:37,2,11,SFO 42,20,23,Aaron Brooks sacked by Otis Leverette for -5 yards,2.170,0.830
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,16,SFO 47,20,23,Aaron Brooks pass complete to Donte Stallworth for -2 yards (tackle by Julian Peterson),0.830,0.000
4,14:51,4,18,SFO 49,20,23,"Mitch Berger punts 38 yards, fair catch by Arnaz Battle. Penalty on Keith Lewis: Tripping, 5 yards",0.000,0.380
4,14:46,1,10,SFO 6,20,23,Ken Dorsey pass complete to Curtis Conway for 9 yards (tackle by Ashley Ambrose),-0.380,-0.070
4,14:10,2,1,SFO 15,20,23,Kevan Barlow left guard for 5 yards (tackle by Jay Bellamy and James Allen),-0.070,0.280
4,13:38,1,10,SFO 20,20,23,Kevan Barlow left guard for 2 yards (tackle by Tebucky Jones),0.280,0.000
4,13:00,2,8,SFO 22,20,23,Ken Dorsey pass complete to Eric Johnson for 25 yards (tackle by Courtney Watson),0.000,2.060
4,12:18,1,10,SFO 47,20,23,Jamal Robertson right tackle for 6 yards (tackle by Charles Grant),2.060,2.330
4,11:52,2,4,NOR 47,20,23,Ken Dorsey pass incomplete intended for Eric Johnson,2.330,1.620
4,11:46,3,4,NOR 47,20,23,Ken Dorsey pass incomplete intended for Brandon Lloyd,1.620,0.130
4,11:41,4,4,NOR 47,20,23,"Andy Lee punts 47 yards, touchback. Penalty on Talman Gardner: Running Into the Kicker, 5 yards (no play)",0.130,2.790
4,11:33,1,10,NOR 42,20,23,Kevan Barlow left guard for no gain (tackle by Howard Green),2.790,2.240
4,10:58,2,10,NOR 42,20,23,Ken Dorsey pass complete to Jamal Robertson for 10 yards (tackle by Ashley Ambrose),2.240,3.450
4,10:29,1,10,NOR 32,20,23,Jamal Robertson right tackle for 6 yards (tackle by James Allen and Tebucky Jones),3.450,3.710
4,9:52,2,4,NOR 26,20,23,Jamal Robertson right tackle for 6 yards (tackle by Courtney Watson),3.710,4.240
4,9:13,1,10,NOR 20,20,23,"Penalty on Charles Grant: Encroachment, 5 yards (no play)",4.240,5.190
4,8:52,1,5,NOR 15,20,23,Jamal Robertson right guard for 8 yards (tackle by Tebucky Jones and Ashley Ambrose),5.190,5.600
4,8:12,1,7,NOR 7,20,23,Jamal Robertson right tackle for -2 yards (tackle by Charles Grant),5.600,4.380
4,7:35,2,9,NOR 9,20,23,Ken Dorsey pass complete to Eric Johnson for 8 yards (tackle by Derrick Rodgers),4.380,5.170
4,7:11,3,1,NOR 1,26,23,"Jamal Robertson right guard for 1 yard, touchdown",5.170,7.000
4,,,,NOR 2,27,23,Todd Peterson kicks extra point good,0.000,0.000
4,,,,SFO 30,27,23,"Todd Peterson kicks off 58 yards, returned by Michael Lewis for 16 yards (tackle by Terry Jackson). Penalty on Tony Bryant: Offensive Holding, 10 yards",0.000,0.040
4,7:01,1,10,NOR 18,27,23,"Penalty on Kendyl Jacox: False Start, 5 yards (no play)",0.040,-0.450
4,7:01,1,15,NOR 13,27,23,Aaron Stecker right guard for 7 yards (tackle by Julian Peterson),-0.450,-0.130
4,6:32,2,8,NOR 20,27,23,Aaron Stecker right guard for -1 yards (tackle by Anthony Adams),-0.130,-1.040
4,5:56,3,9,NOR 19,27,23,"Aaron Brooks sacked by John Engelberger for -11 yards. Aaron Brooks fumbles (forced by John Engelberger), recovered by Victor Riley at NOR-5",-1.040,-2.490
4,5:20,4,23,NOR 5,27,23,"Mitch Berger punts 49 yards, fair catch by Arnaz Battle",-2.490,-1.990
4,5:14,1,10,SFO 46,27,23,Jamal Robertson left guard for 16 yards (tackle by Tebucky Jones),1.990,3.050
4,4:30,1,10,NOR 38,27,23,Jamal Robertson left end for -2 yards (tackle by Will Smith),3.050,2.240
4,3:47,2,12,NOR 40,27,23,"Jamal Robertson right guard for -1 yards. Jamal Robertson fumbles, recovered by Jay Bellamy at NOR-41 (tackle by Eric Johnson)",2.240,-1.660
4,3:42,1,10,NOR 41,27,23,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by Jimmy Williams),1.660,1.930
4,3:12,2,4,NOR 47,27,23,Aaron Stecker right guard for 4 yards (tackle by Julian Peterson and Tony Parrish),1.930,2.320
4,2:28,1,10,SFO 49,27,23,Aaron Brooks pass incomplete intended for Jerome Pathon,2.320,1.780
4,2:23,2,10,SFO 49,27,23,Aaron Brooks pass complete to Aaron Stecker for 8 yards (tackle by Tony Parrish),1.780,2.150
4,2:00,3,2,SFO 41,27,23,Aaron Brooks pass complete to Donte Stallworth for 9 yards (tackle by Ahmed Plummer),2.150,3.450
4,1:25,1,10,SFO 32,27,23,Aaron Brooks pass incomplete intended for Aaron Stecker (defended by Tony Brown),3.450,2.900
4,1:20,2,10,SFO 32,27,23,Aaron Brooks pass complete to Joe Horn for 16 yards (tackle by Tony Parrish),2.900,4.510
4,1:14,1,10,SFO 16,27,23,Aaron Stecker left end for no gain (tackle by Shawntae Spencer),4.510,3.900
4,1:07,,,,27,23,Timeout #1 by New Orleans Saints,0.000,3.900
4,1:07,2,10,SFO 16,27,29,"Aaron Brooks pass complete to Donte Stallworth for 16 yards, touchdown",3.900,7.000
4,,,,SFO 2,27,30,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,27,30,"John Carney kicks off 67 yards, returned by Jamal Robertson for 26 yards (tackle by Mel Mitchell)",0.000,0.870
4,0:56,1,10,SFO 29,27,30,Ken Dorsey pass complete to Eric Johnson for 9 yards (tackle by Jay Bellamy),0.870,1.540
4,0:32,2,1,SFO 38,27,30,Ken Dorsey pass complete to Curtis Conway for 24 yards (tackle by Tebucky Jones),1.540,3.050
4,0:25,,,,27,30,Timeout #1 by San Francisco 49ers,0.000,3.050
4,0:25,1,10,NOR 38,27,30,Ken Dorsey pass incomplete intended for Curtis Conway (defended by Ashley Ambrose),3.050,2.510
4,0:21,,,,27,30,Timeout #2 by San Francisco 49ers,0.000,2.510
4,0:21,2,10,NOR 38,27,30,"Ken Dorsey pass complete to Terry Jackson for 37 yards (tackle by Deveron Harper). Penalty on Brian Jennings: Offensive Pass Interference, 10 yards (no play)",2.510,1.160
4,0:12,2,20,NOR 48,27,30,Ken Dorsey pass incomplete is intercepted by Ashley Ambrose at NOR-34 and returned for 19 yards (tackle by Justin Smiley),1.160,-2.460
4,0:04,1,10,SFO 47,27,30,Aaron Brooks kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
