Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,CLE 30,6,0,"Phil Dawson kicks off 63 yards, returned by Bethel Johnson for 93 yards, touchdown",0.000,7.000
1,,,,CLE 2,7,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,NWE 30,7,0,"Adam Vinatieri kicks off 60 yards, returned by Richard Alston for 21 yards (tackle by Rodney Harrison)",0.000,1.000
1,14:40,1,10,CLE 31,7,0,Luke McCown pass incomplete intended for Antonio Bryant (defended by Randall Gay),1.000,0.460
1,14:37,2,10,CLE 31,7,0,William Green left guard for no gain (tackle by Ty Warren),0.460,-0.230
1,14:00,3,10,CLE 31,7,0,Luke McCown pass incomplete intended for Antonio Bryant,-0.230,-1.310
1,13:55,4,10,CLE 31,7,0,"Derrick Frost punts 36 yards, returned by Troy Brown for 4 yards (tackle by Kevin Bentley)",-1.310,-1.400
1,13:44,1,10,NWE 37,7,0,Corey Dillon up the middle for 21 yards (tackle by Lewis Sanders),1.400,2.790
1,13:07,1,10,CLE 42,7,0,Tom Brady pass incomplete intended for David Givens,2.790,2.240
1,13:02,2,10,CLE 42,7,0,Corey Dillon right tackle for 7 yards (tackle by Warrick Holdman and Chris Crocker),2.240,2.480
1,12:21,3,3,CLE 35,7,0,"Tom Brady sacked by Kenard Lang for -10 yards. Penalty on Gerard Warren: Personal Foul, 15 yards, Penalty on Chaun Thompson: Illegal Contact (Declined)",2.480,3.580
1,12:09,1,10,CLE 30,7,0,Corey Dillon left end for -1 yards (tackle by Chris Crocker),3.580,2.900
1,11:41,2,11,CLE 31,7,0,"Penalty on Kenard Lang: Neutral Zone Infraction, 5 yards (no play)",2.900,3.570
1,11:41,2,6,CLE 26,7,0,"Penalty on Brandon Gorin: False Start, 5 yards (no play)",3.570,2.900
1,11:04,2,11,CLE 31,7,0,"Tom Brady sacked by Kenard Lang for -6 yards. Tom Brady fumbles (forced by Kenard Lang), recovered by Dan Koppen at CLE-35",2.900,1.680
1,10:18,3,15,CLE 35,7,0,Tom Brady pass incomplete intended for Deion Branch (defended by Chris Crocker),1.680,0.970
1,10:18,,,,7,0,Timeout #1 by New England Patriots,0.000,0.970
1,10:11,4,15,CLE 35,7,0,Josh Miller punts 27 yards,0.970,0.380
1,10:02,1,10,CLE 8,7,0,William Green right guard for 3 yards (tackle by Tedy Bruschi),-0.380,-0.560
1,9:27,2,7,CLE 11,7,0,Luke McCown pass complete to Antonio Bryant for 10 yards (tackle by Willie McGinest),-0.560,0.340
1,8:52,1,10,CLE 21,7,0,William Green left guard for 1 yard (tackle by Ted Johnson),0.340,-0.070
1,8:14,2,9,CLE 22,7,0,William Green left guard for 4 yards (tackle by Richard Seymour),-0.070,-0.230
1,7:32,3,5,CLE 26,7,0,Luke McCown pass incomplete intended for Dennis Northcutt,-0.230,-1.630
1,7:27,4,5,CLE 26,7,0,"Derrick Frost punts 42 yards, fair catch by Troy Brown",-1.630,-1.070
1,7:19,1,10,NWE 32,7,0,"Corey Dillon for no gain (tackle by Gerard Warren). Corey Dillon fumbles (forced by Gerard Warren), recovered by Alvin McKinley at NWE-32",1.070,-3.450
1,7:13,1,10,NWE 32,7,0,"Luke McCown pass incomplete intended for Dennis Northcutt. Penalty on Mike Vrabel: Defensive Holding, 5 yards (no play)",3.450,4.180
1,7:02,1,5,NWE 27,7,0,Luke McCown pass incomplete intended for Dennis Northcutt is intercepted by Rodney Harrison at NWE-4,4.180,0.380
1,6:54,1,10,NWE 5,7,0,Corey Dillon left guard for 1 yard (tackle by Warrick Holdman),-0.380,-0.710
1,6:18,2,9,NWE 6,7,0,Corey Dillon right guard for 5 yards (tackle by Kenard Lang and Barry Gardner),-0.710,-0.720
1,5:35,3,4,NWE 11,7,0,Tom Brady up the middle for 10 yards (tackle by Tyrone Rogers),-0.720,0.340
1,4:49,1,10,NWE 21,7,0,Tom Brady pass complete to David Givens for 5 yards (tackle by Lewis Sanders),0.340,0.480
1,4:06,2,5,NWE 26,7,0,Corey Dillon left tackle for 9 yards (tackle by Robert Griffith),0.480,1.270
1,3:39,1,10,NWE 35,7,0,Tom Brady pass incomplete intended for David Givens (defended by Alvin McKinley),1.270,0.720
1,3:32,2,10,NWE 35,7,0,Corey Dillon left tackle for 16 yards (tackle by Chris Crocker),0.720,2.320
1,2:48,1,10,CLE 49,7,0,Cedric Cobbs left tackle for 3 yards (tackle by Warrick Holdman and Barry Gardner),2.320,2.190
1,2:12,2,7,CLE 46,7,0,Kevin Faulk left tackle for 10 yards (tackle by Orpheus Roye),2.190,3.180
1,1:32,1,10,CLE 36,7,0,Tom Brady pass complete to Christian Fauria for 25 yards (tackle by Chris Crocker),3.180,4.840
1,0:50,1,10,CLE 11,7,0,Corey Dillon left end for 7 yards (tackle by Barry Gardner),4.840,5.470
1,0:21,2,3,CLE 4,13,0,"Corey Dillon left guard for 4 yards, touchdown. Penalty on CLE: Defensive 12 On-field (Declined)",5.470,7.000
1,,,,CLE 2,14,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,NWE 30,14,0,"Adam Vinatieri kicks off 61 yards, returned by Richard Alston for 24 yards (tackle by Patrick Pass)",0.000,1.140
1,0:08,1,10,CLE 33,14,0,Luke McCown pass complete to Dennis Northcutt for 6 yards (tackle by Willie McGinest),1.140,1.400
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,CLE 39,14,0,William Green left guard for 5 yards. Penalty on Vince Wilfork: Defensive Offside (Declined),1.400,1.860
2,14:30,1,10,CLE 44,14,0,Dennis Northcutt left end for 8 yards,1.860,2.400
2,14:00,2,2,NWE 48,14,0,William Green left guard for 3 yards (tackle by Vince Wilfork),2.400,2.590
2,13:43,1,10,NWE 45,14,0,Luke McCown for 11 yards (tackle by Ty Warren),2.590,3.310
2,12:56,1,10,NWE 34,14,0,Luke McCown pass complete to William Green for 4 yards (tackle by Richard Seymour),3.310,3.310
2,12:17,2,6,NWE 30,14,0,William Green right guard for -2 yards (tackle by Willie McGinest),3.310,2.350
2,11:35,3,8,NWE 32,14,0,Luke McCown pass complete to William Green for 3 yards (tackle by Earthwind Moreland),2.350,1.540
2,10:52,4,5,NWE 29,14,0,Luke McCown pass complete to Dennis Northcutt for 2 yards (tackle by Troy Brown),1.540,-0.810
2,10:43,1,10,NWE 28,14,0,Tom Brady pass incomplete intended for Corey Dillon,0.810,0.260
2,10:38,2,10,NWE 28,14,0,Corey Dillon right tackle for 1 yard (tackle by Barry Gardner and Robert Griffith),0.260,-0.300
2,9:57,3,9,NWE 29,14,0,Tom Brady pass complete to Deion Branch for 13 yards (tackle by Robert Griffith),-0.300,1.730
2,9:21,1,10,NWE 42,14,0,Corey Dillon left end for 8 yards (tackle by Chaun Thompson and Anthony Henry). Penalty on Michael Myers: Defensive Offside (Declined),1.730,2.270
2,9:08,2,2,CLE 50,14,0,Corey Dillon right guard for 4 yards (tackle by Chaun Thompson and Orpheus Roye),2.270,2.520
2,8:33,1,10,CLE 46,14,0,Tom Brady pass complete to Patrick Pass for 2 yards (tackle by Lewis Sanders),2.520,2.250
2,8:03,2,8,CLE 44,14,0,Tom Brady pass incomplete intended for David Patten,2.250,1.550
2,7:58,3,8,CLE 44,14,0,"Tom Brady pass incomplete intended for David Patten. Penalty on Lewis Sanders: Defensive Pass Interference, 39 yards (no play)",1.550,6.060
2,7:50,1,5,CLE 5,14,0,Corey Dillon right guard for no gain (tackle by Kenard Lang),6.060,5.150
2,7:14,2,5,CLE 5,14,0,Tom Brady pass complete to David Givens for 4 yards (tackle by Lewis Sanders). Penalty on Warrick Holdman: Face Mask (5 Yards),5.150,5.910
2,6:57,2,1,CLE 1,20,0,"Corey Dillon right guard for 1 yard, touchdown",5.910,7.000
2,,,,CLE 2,21,0,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,21,0,"Adam Vinatieri kicks off 64 yards, returned by Richard Alston for 17 yards (tackle by Dexter Reid)",0.000,0.480
2,6:48,1,10,CLE 23,21,0,Frisman Jackson pass incomplete intended for Dennis Northcutt,0.480,-0.070
2,6:39,2,10,CLE 23,21,0,William Green left tackle for 3 yards (tackle by Tedy Bruschi and Rodney Harrison),-0.070,-0.360
2,5:59,3,7,CLE 26,21,0,Luke McCown pass incomplete intended for Antonio Bryant,-0.360,-1.630
,,,,,,,"CLE challenged the ruling, and the original play was overturned.",,
2,5:55,4,7,CLE 26,21,0,"Derrick Frost punts 32 yards, muffed catch by Randall Gay, recovered by Troy Brown and returned for no gain",-1.630,-1.730
2,5:40,1,10,NWE 42,21,0,Corey Dillon left tackle for 10 yards (tackle by Robert Griffith),1.730,2.390
2,4:57,1,10,CLE 48,21,0,Corey Dillon right guard for 5 yards (tackle by Lewis Sanders),2.390,2.520
2,4:19,2,5,CLE 43,21,0,Cedric Cobbs left guard for 6 yards (tackle by Robert Griffith),2.520,3.120
2,3:39,1,10,CLE 37,21,0,Kevin Faulk left guard for 6 yards (tackle by Ebenezer Ekuban and Alvin McKinley),3.120,3.380
2,2:58,2,4,CLE 31,21,0,Cedric Cobbs right guard for 1 yard (tackle by Michael Myers),3.380,2.810
2,2:16,3,3,CLE 30,21,0,Tom Brady pass incomplete intended for David Givens (defended by Lewis Sanders),2.810,1.480
2,2:13,,,,21,0,Timeout #2 by New England Patriots,0.000,1.480
2,2:13,4,3,CLE 30,21,0,Patrick Pass right guard for 1 yard (tackle by Robert Griffith and Ebenezer Ekuban),1.480,-0.940
