#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:46,CLE 31,3,1:02,0,Punt
2,1,10:02,CLE 8,5,2:43,18,Punt
3,1,7:13,NWE 32,1,0:19,5,Interception
4,1,0:16,CLE 33,9,4:33,40,Downs
5,2,6:54,CLE 23,3,1:14,3,Punt
6,2,2:07,CLE 30,11,1:17,70,Touchdown
7,2,0:01,CLE 48,1,0:01,0,End of Half
8,3,15:00,CLE 39,3,1:33,2,Fumble
9,3,13:27,CLE 36,3,1:06,1,Punt
10,3,7:28,CLE 20,1,0:13,12,Fumble
11,3,6:00,CLE 35,8,4:04,10,Downs
12,4,10:30,CLE 7,2,0:28,93,Touchdown
13,4,6:20,CLE 20,4,2:09,33,Interception
14,4,0:10,CLE 32,1,0:10,5,End of Game
