Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,NOR,17,61,0,3,24,1.4,37,2.2,1,17.0
Alvin Kamara,NOR,8,39,2,3,16,2.0,23,2.9,3,2.7
Teddy Bridgewater,NOR,3,-3,0,0,-3,-1.0,0,0.0,0,
Deonte Harty,NOR,2,13,0,,11,5.5,2,1.0,0,
Taysom Hill,NOR,2,4,0,0,2,1.0,2,1.0,0,
Dwayne Washington,NOR,2,2,0,,0,0.0,2,1.0,0,
Drew Brees,NOR,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,9,26,1,2,14,1.6,12,1.3,1,9.0
Will Grier,CAR,3,5,0,,4,1.3,1,0.3,0,
Kyle Allen,CAR,2,5,0,0,2,1.0,3,1.5,0,
Reggie Bonnafon,CAR,2,3,0,0,3,1.5,0,0.0,0,
Mike Davis,CAR,2,2,0,,-1,-0.5,3,1.5,0,
