Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
1,10:30,,,DET 35,0,7,"Sam Martin kicks off 64 yards, returned by Ty Montgomery for no gain (tackle by Charles Washington). Penalty on Josh Jones: Offensive Holding, 10 yards",0.000,-0.350
1,10:19,1,10,GNB 12,0,7,Jamaal Williams right tackle for 4 yards (tackle by Romeo Okwara),-0.350,-0.370
1,9:37,2,6,GNB 16,0,7,Aaron Jones up the middle for 1 yard (tackle by Da'Shawn Hand),-0.370,-0.840
1,8:54,3,5,GNB 17,0,7,"Aaron Rodgers pass incomplete deep right. Penalty on Teez Tabor: Defensive Pass Interference, 21 yards (no play)",-0.840,1.470
1,8:48,1,10,GNB 38,0,7,Aaron Rodgers pass incomplete short right intended for Jimmy Graham,1.470,0.920
1,8:42,2,10,GNB 38,0,7,Jamaal Williams left tackle for 6 yards (tackle by Da'Shawn Hand),0.920,1.020
1,7:50,,,,,,Timeout #1 by Green Bay Packers,,
1,7:50,3,4,GNB 44,0,7,Aaron Rodgers right end for 5 yards (tackle by Christian Jones),1.020,2.190
1,7:09,1,10,GNB 49,0,7,"Jamaal Williams left end for no gain (tackle by Romeo Okwara) Penalty on GNB: Illegal Formation, 5 yards (no play)",2.190,1.860
1,6:42,1,15,GNB 44,0,7,Aaron Jones left end for -1 yards (tackle by Christian Jones),1.860,0.840
1,6:03,2,16,GNB 43,0,7,Aaron Rodgers pass complete deep middle (tackle by Teez Tabor),0.840,2.920
1,5:30,1,10,DET 40,0,7,Aaron Rodgers pass complete short left to Lance Kendricks for 7 yards (tackle by Quandre Diggs),2.920,3.320
1,4:53,2,3,DET 33,0,7,Aaron Rodgers pass complete short right to Aaron Jones for 7 yards (tackle by Glover Quin),3.320,3.840
1,4:14,1,10,DET 26,0,7,Aaron Jones up the middle for 3 yards (tackle by Da'Shawn Hand),3.840,3.700
1,3:37,2,7,DET 23,0,7,Aaron Rodgers pass incomplete short right intended for Jamaal Williams (defended by Jarrad Davis),3.700,3.010
1,3:31,3,7,DET 23,0,7,Aaron Rodgers pass incomplete short left intended for Jamaal Williams,3.010,1.930
1,3:26,4,7,DET 23,0,7,Mason Crosby 41 yard field goal no good,1.930,-1.000
1,3:22,1,10,DET 31,0,7,Kerryon Johnson up the middle for 4 yards (tackle by Kevin King and Nick Perry),1.000,1.000
1,2:41,2,6,DET 35,0,7,Matthew Stafford pass complete deep left to Kenny Golladay for 60 yards (tackle by Josh Jackson),1.000,6.060
1,1:51,1,5,GNB 5,0,7,LeGarrette Blount up the middle for 4 yards (tackle by Dean Lowry),6.060,5.910
1,1:10,2,1,GNB 1,0,13,"LeGarrette Blount left tackle for 1 yard, touchdown",5.910,7.000
1,1:06,,,GNB 15,0,14,"Matt Prater kicks extra point good. Penalty on Kevin King: Roughing the Kicker, 15 yards",0.000,0.000
1,1:06,,,DET 50,0,14,"Matt Prater kicks off 44 yards, returned by Ty Montgomery for no gain (tackle by Jalen Reeves-Maybin)",0.000,-0.280
1,1:02,1,10,GNB 14,0,14,Ty Montgomery left tackle for 3 yards (tackle by A'Shawn Robinson),-0.280,-0.370
1,0:24,,,,,,Timeout #1 by Detroit Lions,,
1,0:24,2,7,GNB 17,0,14,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling,-0.370,-1.040
1,0:20,3,7,GNB 17,0,14,"Aaron Rodgers sacked by Romeo Okwara for no gain. Aaron Rodgers fumbles (forced by Romeo Okwara), recovered by Devon Kennard at GB-22 (tackle by Byron Bell)",-1.040,-4.110
1,0:09,1,10,GNB 22,0,14,Kerryon Johnson left tackle for 1 yard (tackle by Blake Martinez and Kyler Fackrell),4.110,3.700
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,GNB 21,0,14,Matthew Stafford pass incomplete deep left intended for Kenny Golladay,3.700,3.010
2,14:56,3,9,GNB 21,0,14,Matthew Stafford pass incomplete short right intended for Kenny Golladay,3.010,2.060
2,14:52,4,9,GNB 21,0,17,Matt Prater 39 yard field goal good,2.060,3.000
2,14:48,,,DET 35,0,17,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,14:48,1,10,GNB 25,0,17,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 14 yards,0.610,1.530
2,14:16,1,10,GNB 39,0,17,Aaron Jones up the middle for 8 yards (tackle by Jarrad Davis),1.530,2.070
2,13:42,2,2,GNB 47,0,17,Aaron Jones left end for 18 yards (tackle by Quandre Diggs),2.070,3.250
2,13:01,1,10,DET 35,0,17,Aaron Jones left end for 5 yards (tackle by Jarrad Davis),3.250,3.380
2,12:24,2,5,DET 30,0,17,Aaron Jones left tackle for 6 yards (tackle by Glover Quin),3.380,3.970
2,11:45,1,10,DET 24,0,17,Aaron Rodgers pass incomplete deep right,3.970,3.430
2,11:39,2,10,DET 24,0,17,Aaron Rodgers pass incomplete deep left,3.430,2.740
2,11:33,3,10,DET 24,0,17,Aaron Rodgers pass incomplete short right,2.740,1.870
2,11:22,4,10,DET 24,0,17,Mason Crosby 42 yard field goal no good,1.870,-1.070
2,11:19,1,10,DET 32,0,17,Matthew Stafford sacked by Blake Martinez for -4 yards,1.070,-0.010
2,10:37,2,14,DET 28,0,17,Matthew Stafford pass complete deep left to Kenny Golladay for 18 yards (tackle by Kentrell Brice),-0.010,1.990
2,9:54,1,10,DET 46,0,17,Kerryon Johnson right tackle for 2 yards (tackle by Dean Lowry),1.990,1.720
2,9:13,2,8,DET 48,0,17,Matthew Stafford pass complete deep right to Marvin Jones for 39 yards (tackle by Kevin King). Penalty on Kevin King: Defensive Pass Interference (Offsetting) (no play),1.720,1.720
2,8:49,2,8,DET 48,0,17,Matthew Stafford sacked by Ha Ha Clinton-Dix for -5 yards,1.720,0.370
2,8:05,3,13,DET 43,0,17,Matthew Stafford pass complete short right to Theo Riddick for 8 yards (tackle by Oren Burks),0.370,0.000
2,7:27,4,5,GNB 49,0,17,"Sam Martin punts 37 yards, fair catch by Tramon Williams at GB-12",0.000,0.350
2,7:19,1,10,GNB 12,0,17,Aaron Rodgers pass complete deep left to Jimmy Graham for 24 yards (tackle by Quandre Diggs),-0.350,1.330
2,6:41,1,10,GNB 36,0,17,Aaron Rodgers pass complete short middle to Davante Adams for 22 yards (tackle by Quandre Diggs),1.330,2.790
2,6:01,1,10,DET 42,0,17,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling (defended by Nevin Lawson),2.790,2.240
2,5:53,2,10,DET 42,0,17,Jamaal Williams left end for 3 yards (tackle by Glover Quin and Jarrad Davis),2.240,1.950
2,5:13,3,7,DET 39,0,17,Aaron Rodgers pass complete deep left to Davante Adams for 30 yards (tackle by Darius Slay),1.950,5.140
2,4:33,1,9,DET 9,0,17,Jamaal Williams left tackle for 5 yards (tackle by Jarrad Davis),5.140,5.340
2,3:53,2,4,DET 4,0,17,Aaron Rodgers pass incomplete short left intended for Jimmy Graham,5.340,4.490
2,3:49,3,4,DET 4,0,17,"Aaron Rodgers pass incomplete short right. Penalty on Aaron Rodgers: Intentional Grounding, 16 yards",4.490,2.120
2,3:38,4,20,DET 20,0,17,Mason Crosby 38 yard field goal no good,2.120,-0.810
2,3:35,1,10,DET 28,0,17,Kerryon Johnson right end for no gain (tackle by Mike Daniels),0.810,0.260
2,2:56,2,10,DET 28,0,17,Kerryon Johnson up the middle for 4 yards (tackle by Reggie Gilbert),0.260,0.100
2,2:51,,,,,,Timeout #2 by Green Bay Packers,,
2,2:51,3,6,DET 32,0,17,Matthew Stafford pass complete short left to Golden Tate for 11 yards (tackle by Oren Burks),0.100,1.800
2,2:09,1,10,DET 43,0,17,"Penalty on Levine Toilolo: False Start, 5 yards (no play)",1.800,1.470
2,2:00,1,15,DET 38,0,17,Matthew Stafford pass incomplete short right intended for Kenny Golladay,1.470,0.580
2,1:51,2,15,DET 38,0,17,Matthew Stafford pass incomplete short right intended for Marvin Jones,0.580,-0.100
2,1:46,3,15,DET 38,0,17,Matthew Stafford pass complete short right to Golden Tate for 4 yards (tackle by Ha Ha Clinton-Dix),-0.100,-0.590
2,1:37,,,,,,Timeout #3 by Green Bay Packers,,
2,1:37,4,11,DET 42,0,17,"Sam Martin punts 43 yards, fair catch by Tramon Williams at GB-15",-0.590,0.220
2,1:30,1,10,GNB 15,0,17,Aaron Rodgers pass complete short left to Jimmy Graham for 11 yards (tackle by DeShawn Shead),-0.220,0.670
2,1:05,1,10,GNB 26,0,17,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 9 yards (tackle by Nevin Lawson),0.670,1.350
2,1:00,2,1,GNB 35,0,17,"Aaron Rodgers sacked by Da'Shawn Hand for -6 yards. Aaron Rodgers fumbles (forced by Da'Shawn Hand), recovered by Da'Shawn Hand at GB-29 (tackle by Lane Taylor)",1.350,-3.640
2,0:53,1,10,GNB 29,0,17,"Matthew Stafford pass complete short right to Kenny Golladay for 15 yards (tackle by Kevin King). Penalty on Kevin King: Face Mask (15 Yards), 7 yards",3.640,5.600
2,0:42,1,7,GNB 7,0,17,Matthew Stafford pass incomplete short middle intended for Kenny Golladay,5.600,4.760
2,0:38,2,7,GNB 7,0,17,Theo Riddick up the middle for -1 yards (tackle by Kenny Clark),4.760,3.580
2,0:20,,,,,,Timeout #2 by Detroit Lions,,
2,0:20,3,8,GNB 8,0,23,"Matthew Stafford pass complete short middle to Marvin Jones for 8 yards, touchdown, touchdown",3.580,7.000
2,0:15,,,GNB 15,0,24,Matt Prater kicks extra point good,0.000,0.000
2,0:15,,,DET 35,0,24,"Sam Martin kicks off 65 yards, touchback.. Penalty on Lance Kendricks: Illegal Formation (Declined)",0.000,0.610
2,0:14,1,10,GNB 25,0,24,Aaron Rodgers kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,0,24,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,0,24,Aaron Rodgers pass complete short middle to Jimmy Graham for 14 yards (tackle by Glover Quin),0.610,1.530
3,14:31,1,10,GNB 39,0,24,Aaron Rodgers pass incomplete short left intended for Jimmy Graham,1.530,0.990
3,14:25,2,10,GNB 39,0,24,Aaron Rodgers pass complete short middle to Davante Adams for 23 yards (tackle by Quandre Diggs and Glover Quin),0.990,3.050
3,13:47,1,10,DET 38,0,24,Aaron Rodgers sacked by Devon Kennard for -10 yards,3.050,1.160
3,13:05,2,20,DET 48,0,24,Aaron Rodgers sacked by Romeo Okwara for -3 yards,1.160,0.100
3,12:17,3,23,GNB 49,0,24,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 12 yards (tackle by Glover Quin),0.100,0.660
3,11:35,4,11,DET 39,0,24,Aaron Rodgers pass complete short right to Davante Adams for 17 yards (tackle by Glover Quin). Penalty on Darius Slay: Defensive Holding (Declined),0.660,4.110
3,11:13,1,10,DET 22,0,24,Aaron Rodgers pass incomplete deep right intended for Jimmy Graham,4.110,3.560
3,11:04,2,10,DET 22,0,24,Aaron Rodgers pass complete short middle to Jimmy Graham for 12 yards (tackle by Glover Quin),3.560,4.910
3,10:31,1,10,DET 10,0,24,Aaron Rodgers pass complete short right to Jamaal Williams for 7 yards (tackle by Jarrad Davis),4.910,5.530
3,9:45,2,3,DET 3,6,24,"Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 3 yards, touchdown",5.530,7.000
3,9:40,,,DET 2,8,24,"Two Point Attempt: Aaron Rodgers pass complete to Jamaal Williams, conversion succeeds",0.000,1.000
3,9:40,,,GNB 35,8,24,"Mason Crosby kicks off 65 yards, touchback.. Penalty on J'Mon Moore: Offside on Free Kick, 5 yards",0.000,0.940
3,9:40,1,10,DET 30,8,24,Kerryon Johnson left tackle for 2 yards (tackle by Nick Perry),0.940,0.660
3,9:04,2,8,DET 32,8,24,Matthew Stafford pass incomplete deep right intended for Marvin Jones,0.660,-0.030
3,8:59,3,8,DET 32,8,24,"Matthew Stafford pass incomplete short right intended for Kenny Golladay (defended by Tony Brown). Penalty on Tony Brown: Taunting, 15 yards",-0.030,2.060
3,8:54,1,10,DET 47,8,24,Matthew Stafford pass incomplete deep left intended for Golden Tate,2.060,1.520
3,8:47,2,10,DET 47,8,24,Matthew Stafford pass complete short right to Kerryon Johnson for 12 yards (tackle by Oren Burks),1.520,2.850
3,8:09,1,10,GNB 41,8,24,Kerryon Johnson up the middle for 2 yards (tackle by Dean Lowry),2.850,2.580
3,7:27,2,8,GNB 39,8,24,Matthew Stafford pass incomplete short left intended for Levine Toilolo (defended by Kentrell Brice),2.580,1.880
3,7:21,3,8,GNB 39,8,24,"Matthew Stafford pass complete short right to Marvin Jones for 9 yards (tackle by Kevin King). Penalty on Marvin Jones: Offensive Pass Interference, 10 yards (no play)",1.880,0.560
3,6:50,3,18,GNB 49,8,24,Matthew Stafford pass complete short left to Theo Riddick for 12 yards (tackle by Tramon Williams),0.560,0.790
3,6:01,4,6,GNB 37,8,24,Matt Prater 55 yard field goal no good,0.790,-1.930
3,5:55,1,10,GNB 45,8,24,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,1.930,1.380
3,5:51,2,10,GNB 45,8,24,Aaron Rodgers pass complete short middle to Davante Adams for 19 yards (tackle by Quandre Diggs),1.380,3.180
3,5:14,1,10,DET 36,8,24,Aaron Rodgers pass incomplete short middle intended for Ty Montgomery,3.180,2.640
3,5:09,2,10,DET 36,8,24,Aaron Rodgers pass incomplete deep left intended for Davante Adams,2.640,1.950
3,5:03,3,10,DET 36,8,24,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Darius Slay),1.950,1.460
3,4:22,4,4,DET 30,8,24,Aaron Rodgers up the middle for 6 yards (tackle by Quandre Diggs),1.460,3.970
3,3:42,1,10,DET 24,8,24,Ty Montgomery left tackle for 1 yard (tackle by Quandre Diggs and Jarrad Davis),3.970,3.570
3,2:59,2,9,DET 23,8,24,Aaron Rodgers pass complete short middle to Marquez Valdes-Scantling for 9 yards (tackle by Glover Quin),3.570,4.650
3,2:20,1,10,DET 14,8,24,Ty Montgomery up the middle for 1 yard (tackle by Jarrad Davis and Glover Quin),4.650,4.160
3,1:39,2,9,DET 13,8,24,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 12 yards (tackle by Cre'von LeBlanc),4.160,6.970
3,1:19,1,1,DET 1,14,24,"Aaron Rodgers pass complete short right to Lance Kendricks for 1 yard, touchdown, touchdown",6.970,7.000
3,1:14,,,DET 2,14,24,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Marquez Valdes-Scantling, conversion fails",0.000,-1.000
3,1:14,,,GNB 35,14,24,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,1:14,1,10,DET 25,14,24,"Matthew Stafford pass complete short right to Golden Tate for 13 yards (tackle by Kentrell Brice). Penalty on Josh Jackson: Face Mask (15 Yards), 15 yards",0.610,2.460
3,0:45,1,10,GNB 47,14,24,Kerryon Johnson up the middle for 5 yards (tackle by Kevin King and Clay Matthews),2.460,2.590
3,0:11,2,5,GNB 42,14,24,"Matthew Stafford pass incomplete deep left intended for Marvin Jones. Penalty on Mike Daniels: Defensive Offside, 4 yards (no play)",2.590,3.130
3,0:03,2,1,GNB 38,14,24,LeGarrette Blount up the middle for no gain (tackle by Mike Daniels),3.130,2.410
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,GNB 38,14,24,LeGarrette Blount left tackle for 6 yards (tackle by Kentrell Brice),2.410,3.450
4,14:15,1,10,GNB 32,14,24,Matthew Stafford pass incomplete short left intended for Golden Tate,3.450,2.900
4,14:13,2,10,GNB 32,14,24,Kerryon Johnson left end for 24 yards (tackle by Tramon Williams),2.900,5.370
4,13:41,1,8,GNB 8,14,24,LeGarrette Blount up the middle for 3 yards (tackle by Antonio Morrison),5.370,5.150
4,13:00,2,5,GNB 5,14,30,"Matthew Stafford pass complete short right to Kenny Golladay for 5 yards, touchdown",5.150,7.000
4,12:55,,,GNB 15,14,31,Matt Prater kicks extra point good,0.000,0.000
4,12:55,,,DET 35,14,31,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
4,12:55,1,10,GNB 25,14,31,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Darius Slay),0.610,1.140
4,12:27,2,2,GNB 33,14,31,Aaron Rodgers pass complete deep middle (tackle by Jamal Agnew),1.140,2.320
4,11:43,1,10,DET 49,14,31,Aaron Rodgers pass complete short left to Jimmy Graham for 10 yards (tackle by Quandre Diggs),2.320,2.980
4,11:12,1,10,DET 39,14,31,Jamaal Williams up the middle for 11 yards (tackle by Glover Quin),2.980,3.710
4,10:36,1,10,DET 28,14,31,Jamaal Williams up the middle for 4 yards (tackle by Quandre Diggs),3.710,3.710
4,9:53,2,6,DET 24,14,31,Aaron Rodgers pass complete short right to Jamaal Williams for 12 yards (tackle by Glover Quin and DeShawn Shead),3.710,4.780
4,9:11,1,10,DET 12,14,31,Aaron Rodgers pass incomplete short right intended for Davante Adams,4.780,4.100
4,9:07,2,10,DET 12,20,31,"Aaron Rodgers pass complete short left to Davante Adams for 12 yards, touchdown",4.100,7.000
4,9:01,,,DET 15,20,31,Mason Crosby kicks extra point no good hit left upright,0.000,-1.000
4,9:01,,,GNB 35,20,31,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,9:01,1,10,DET 25,20,31,Matthew Stafford pass complete short right to Golden Tate for no gain (tackle by Blake Martinez),0.610,0.060
4,8:22,2,10,DET 25,20,31,"Penalty on Marvin Jones: False Start, 5 yards (no play)",0.060,-0.610
4,7:56,2,15,DET 20,20,31,"Matthew Stafford pass complete short right to Marvin Jones for 6 yards (tackle by Tony Brown). Penalty on Marvin Jones: Offensive Pass Interference, 10 yards (no play)",-0.610,-1.880
4,7:28,2,25,DET 10,20,31,Theo Riddick right tackle for 1 yard (tackle by Reggie Gilbert),-1.880,-3.060
4,6:41,3,24,DET 11,20,31,Theo Riddick up the middle for 3 yards (tackle by Kenny Clark),-3.060,-2.470
4,5:59,4,21,DET 14,20,31,"Sam Martin punts 53 yards, returned by Tramon Williams for 2 yards (tackle by Jalen Reeves-Maybin). Penalty on Josh Jackson: Illegal Block Above the Waist, 10 yards",-2.470,-0.610
4,5:47,1,10,GNB 25,20,31,Aaron Rodgers pass complete short middle to Ty Montgomery for 23 yards (tackle by Darius Slay),0.610,2.130
4,5:06,1,10,GNB 48,20,31,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 9 yards,2.130,2.800
4,4:41,2,1,DET 43,20,31,Ty Montgomery left tackle for 10 yards (tackle by Glover Quin),2.800,3.380
4,4:05,1,10,DET 33,20,31,Aaron Rodgers pass incomplete deep right intended for Davante Adams,3.380,2.840
4,4:00,,,,,,Timeout #1 by Detroit Lions,,
4,4:00,2,10,DET 33,20,31,Aaron Rodgers pass incomplete short middle intended for Ty Montgomery,2.840,2.150
4,3:54,3,10,DET 33,20,31,"Aaron Rodgers pass complete short middle to Jimmy Graham for 14 yards (tackle by DeShawn Shead) Penalty on GNB: Illegal Shift, 5 yards (no play)",2.150,1.490
4,3:49,3,15,DET 38,20,31,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling (defended by Jarrad Davis),1.490,0.720
4,3:40,4,15,DET 38,20,31,Mason Crosby 56 yard field goal no good,0.720,-1.990
4,3:34,1,10,DET 46,20,31,LeGarrette Blount up the middle for 3 yards (tackle by Antonio Morrison),1.990,1.860
4,3:30,,,,,,Timeout #1 by Green Bay Packers,,
4,3:30,2,7,DET 49,20,31,Matthew Stafford sacked by Blake Martinez for -4 yards,1.860,0.630
4,3:24,,,,,,Timeout #2 by Green Bay Packers,,
4,3:24,3,11,DET 45,20,31,Matthew Stafford pass complete short middle to Golden Tate for 14 yards (tackle by Josh Jackson),0.630,2.850
4,3:13,,,,,,Timeout #3 by Green Bay Packers,,
4,3:13,1,10,GNB 41,20,31,LeGarrette Blount right tackle for 2 yards (tackle by Antonio Morrison),2.850,2.580
4,2:27,2,8,GNB 39,20,31,LeGarrette Blount left tackle for 3 yards (tackle by Reggie Gilbert),2.580,2.280
4,2:00,3,5,GNB 36,20,31,"Penalty on Kenny Wiggins: False Start, 5 yards (no play)",2.280,1.620
4,2:00,3,10,GNB 41,20,31,LeGarrette Blount right tackle for -1 yards (tackle by Antonio Morrison),1.620,0.460
4,1:15,,,,,,Timeout #2 by Detroit Lions,,
4,1:15,4,11,GNB 42,20,31,"Penalty on Don Muhlbach: False Start, 5 yards (no play)",0.460,0.130
4,1:15,4,16,GNB 47,20,31,Sam Martin punts 44 yards downed by Charles Washington,0.130,0.380
4,1:04,1,10,GNB 3,20,31,Aaron Rodgers pass incomplete short middle intended for Aaron Jones,-0.380,-0.780
4,0:59,2,10,GNB 3,20,31,Aaron Rodgers pass complete short left to Davante Adams for 3 yards (tackle by Darius Slay),-0.780,-1.070
4,0:33,3,7,GNB 6,20,31,Aaron Rodgers pass complete short right to Aaron Jones for 12 yards (tackle by Jarrad Davis),-1.070,0.040
4,0:25,1,10,GNB 18,20,31,Aaron Rodgers pass complete short right to Jimmy Graham for 5 yards (tackle by DeShawn Shead),0.040,0.280
4,0:19,2,5,GNB 23,20,31,Aaron Rodgers pass complete deep left (tackle by Tracy Walker),0.280,4.040
4,0:07,1,10,DET 23,23,31,Mason Crosby 41 yard field goal good,4.040,3.000
4,0:02,,,GNB 35,23,31,"Mason Crosby kicks onside 11 yards, returned by Marvin Jones for no gain. Penalty on Tony Brown: Offside on Free Kick, 5 yards",0.000,-2.850
4,0:01,1,10,GNB 41,23,31,Matthew Stafford kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
