Quarter,Time,Tm,Detail,GNB,DET
1.0,10:30,Lions,LeGarrette Blount 1 yard rush (Matt Prater kick),0,7
,1:06,Lions,LeGarrette Blount 1 yard rush (Matt Prater kick),0,14
2.0,14:48,Lions,Matt Prater 39 yard field goal,0,17
,0:15,Lions,Marvin Jones 8 yard pass from Matthew Stafford (Matt Prater kick),0,24
3.0,9:40,Packers,Marquez Valdes-Scantling 3 yard pass from Aaron Rodgers (Jamaal Williams pass from Aaron Rodgers),8,24
,1:14,Packers,Lance Kendricks 1 yard pass from Aaron Rodgers (pass failed),14,24
4.0,12:55,Lions,Kenny Golladay 5 yard pass from Matthew Stafford (Matt Prater kick),14,31
,9:01,Packers,Davante Adams 12 yard pass from Aaron Rodgers (Mason Crosby kick failed),20,31
,0:02,Packers,Mason Crosby 41 yard field goal,23,31
