Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
2,9:14,3,14,ATL 26,0,6,"Michael Vick pass complete to Trevor Gaylor for 74 yards, touchdown",-0.820,7.000
2,9:14,,,NOR 26,0,7,Jay Feely kicks extra point good,0.000,0.000
2,9:14,,,ATL 30,0,7,"Jay Feely kicks off 65 yards, returned by Michael Lewis for 26 yards (tackle by Juran Bolden)",0.000,1.000
2,8:54,1,10,NOR 31,0,7,Aaron Brooks pass complete to Deuce McAllister for 14 yards (tackle by John Holecek),1.000,1.930
2,8:32,1,10,NOR 45,0,7,Deuce McAllister left tackle for 3 yards (tackle by John Holecek),1.930,1.790
2,7:59,2,7,NOR 48,0,7,Aaron Brooks pass incomplete intended for Jerome Pathon,1.790,1.090
2,7:51,3,7,NOR 48,0,7,"Aaron Brooks pass incomplete intended for Boo Williams. Penalty on Kevin Mathis: Defensive Holding, 5 yards (no play)",1.090,2.460
2,7:47,1,10,ATL 47,0,7,"Aaron Brooks pass incomplete. Penalty on Ray Buchanan: Illegal Contact, 5 yards (no play)",2.460,2.790
2,7:37,1,10,ATL 42,0,7,Aaron Brooks pass complete to David Sloan for 6 yards (tackle by Gerald McBurrows),2.790,3.050
2,6:57,2,4,ATL 36,0,7,Deuce McAllister middle for 2 yards (tackle by Ed Jasper),3.050,2.610
2,6:19,3,2,ATL 34,0,7,Deuce McAllister middle for 6 yards (tackle by Keith Brooking),2.610,3.710
2,5:38,1,10,ATL 28,0,7,Aaron Brooks pass incomplete intended for Joe Horn,3.710,3.170
2,5:29,2,10,ATL 28,0,7,"Aaron Brooks sacked by Sam Rogers for -6 yards. Aaron Brooks fumbles (forced by Sam Rogers), recovered by Keith Brooking at ATL-34",3.170,-1.200
2,5:19,1,10,ATL 34,0,7,Warrick Dunn middle for 8 yards (tackle by Dale Carter),1.200,1.740
2,4:39,2,2,ATL 42,0,7,Warrick Dunn middle for -4 yards (tackle by Norman Hand),1.740,0.500
2,3:54,3,6,ATL 38,0,7,Michael Vick pass incomplete intended for Brian Finneran. Penalty on Fred Thomas: Defensive Offside (Declined) (no play),0.500,-1.480
2,3:47,3,21,ATL 23,0,7,Michael Vick pass incomplete. Penalty on Bob Christian: Offensive Holding (Declined),-1.480,-1.830
2,3:41,4,21,ATL 23,0,7,"Chris Mohr punts 48 yards, returned by Michael Lewis for 7 yards (tackle by Chris Draft). Penalty on Chris Draft: Ineligible Downfield Kick, 5 yards (no play)",-1.830,-2.240
2,3:32,4,26,ATL 18,0,7,"Chris Mohr punts 46 yards, returned by Michael Lewis for 3 yards (tackle by Artie Ulmer)",-2.240,-1.530
2,3:20,1,10,NOR 39,0,7,Deuce McAllister left end for 4 yards (tackle by Travis Hall),1.530,1.530
2,2:41,2,6,NOR 43,0,7,Aaron Brooks sacked by Chris Draft for -13 yards,1.530,-0.890
2,2:12,3,19,NOR 30,0,7,Aaron Brooks pass complete to Jerome Pathon for 3 yards (tackle by Keith Brooking),-0.890,-1.180
2,2:00,4,16,NOR 33,0,7,"Toby Gowin punts 45 yards, returned by Allen Rossum for 2 yards (tackle by J.J. Jones)",-1.180,-0.540
2,1:49,1,10,ATL 24,0,7,Michael Vick pass incomplete,0.540,0.000
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:42,1,10,ATL 24,,,Timeout #1 by Atlanta Falcons,0.540,0.000
2,1:42,2,10,ATL 24,0,7,Michael Vick pass complete to Warrick Dunn for 3 yards (tackle by Sedrick Hodge),0.000,-0.300
2,1:25,2,10,ATL 24,,,Timeout #2 by New Orleans Saints,0.000,-0.300
2,1:25,3,7,ATL 27,0,7,Michael Vick for 32 yards (tackle by Ken Irvin),-0.300,2.850
2,1:11,3,7,ATL 27,,,Timeout #2 by Atlanta Falcons,-0.300,2.850
2,1:11,1,10,NOR 41,0,7,Michael Vick for 10 yards (tackle by Sammy Knight),2.850,3.510
2,1:05,1,10,NOR 31,0,7,Warrick Dunn middle for 2 yards (tackle by Charlie Clemons),3.510,3.240
2,0:32,2,8,NOR 29,0,7,Michael Vick pass incomplete is intercepted by Ken Irvin at NOR-13 and returned for 10 yards,3.240,-0.480
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:23,1,10,NOR 23,0,7,Deuce McAllister middle for 9 yards (tackle by Kevin Mathis and Keith Brooking),0.480,1.150
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,0,7,"Jay Feely kicks off 70 yards, returned by Michael Lewis for 34 yards (tackle by Jay Feely)",0.000,1.200
3,14:54,1,10,NOR 34,0,7,Deuce McAllister right tackle for 1 yard (tackle by Ed Jasper),1.200,0.790
3,14:11,2,9,NOR 35,0,7,Aaron Brooks pass complete to Jerome Pathon for 3 yards (tackle by Juran Bolden),0.790,0.500
3,13:41,3,6,NOR 38,0,7,"Penalty on Kendyl Jacox: False Start, 5 yards (no play)",0.500,-0.160
3,13:19,3,11,NOR 33,0,7,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Juran Bolden),-0.160,-1.180
3,13:14,4,11,NOR 33,0,7,"Toby Gowin punts 28 yards, out of bounds. Penalty on Brian Kozlowski: Defensive Holding, 10 yards",-1.180,-0.870
3,13:07,1,10,ATL 29,0,7,Warrick Dunn middle for 7 yards (tackle by Fred Thomas and Sammy Knight),0.870,1.270
3,12:26,2,3,ATL 36,0,7,Warrick Dunn middle for 15 yards (tackle by Darrin Smith and Fred Thomas),1.270,2.320
3,11:39,1,10,NOR 49,0,7,Warrick Dunn middle for 12 yards (tackle by Dale Carter),2.320,3.120
3,11:02,1,10,NOR 37,0,7,Bob Christian left tackle for 2 yards (tackle by Grady Jackson),3.120,2.840
3,10:23,2,8,NOR 35,0,7,Michael Vick pass complete to Trevor Gaylor for 17 yards (tackle by Jay Bellamy),2.840,4.370
3,9:40,1,10,NOR 18,0,7,Warrick Dunn left tackle for 1 yard (tackle by Darren Howard),4.370,3.940
3,8:57,2,9,NOR 17,0,7,"Warrick Dunn middle for 3 yards. Penalty on Grady Jackson: Defensive Offside, 5 yards (no play)",3.940,4.810
3,8:33,2,4,NOR 12,0,7,Michael Vick pass incomplete intended for Bob Christian,4.810,4.030
3,8:27,3,4,NOR 12,0,7,"Michael Vick pass incomplete intended for Trevor Gaylor. Penalty on Sedrick Hodge: Roughing the Passer, 6 yards (no play)",4.030,5.830
3,8:22,1,6,NOR 6,0,7,Warrick Dunn middle for -1 yards (tackle by Charlie Clemons),5.830,4.760
3,7:37,2,7,NOR 7,0,7,Warrick Dunn middle for no gain (tackle by Sedrick Hodge and Willie Whitehead),4.760,3.810
3,6:53,3,7,NOR 7,0,13,"Michael Vick for 7 yards, touchdown",3.810,7.000
3,6:53,,,NOR 7,0,14,Jay Feely kicks extra point good,0.000,0.000
3,6:53,,,ATL 30,0,14,"Jay Feely kicks off 66 yards, returned by Michael Lewis for 21 yards (tackle by Artie Ulmer)",0.000,0.610
3,6:40,1,10,NOR 25,0,14,Deuce McAllister middle for 1 yard (tackle by Matt Stewart),0.610,0.200
3,6:04,2,9,NOR 26,0,14,Aaron Brooks pass incomplete intended for Boo Williams,0.200,-0.490
3,5:58,3,9,NOR 26,0,14,Aaron Brooks pass complete to Joe Horn for 63 yards (tackle by Juran Bolden),-0.490,4.840
3,5:28,1,10,ATL 11,0,14,"Aaron Brooks pass incomplete intended for Boo Williams. Penalty on Spencer Folau: Tripping, 10 yards (no play)",4.840,4.170
3,5:09,1,20,ATL 21,0,14,Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Patrick Kerney),4.170,3.560
3,4:36,2,14,ATL 15,0,14,Donte' Stallworth left end for -2 yards (tackle by Keion Carpenter),3.560,2.790
3,3:50,3,16,ATL 17,0,14,Aaron Brooks pass incomplete intended for Jerome Pathon,2.790,2.310
3,3:42,4,16,ATL 17,3,14,John Carney 35 yard field goal good,2.310,3.000
3,3:42,,,NOR 30,3,14,"Toby Gowin kicks off 70 yards, touchback",0.000,0.280
3,3:37,1,10,ATL 20,3,14,Michael Vick pass complete to Trevor Gaylor for 9 yards (tackle by Dale Carter),0.280,0.950
3,2:58,2,1,ATL 29,3,14,Warrick Dunn right tackle for 4 yards (tackle by Charlie Clemons),0.950,1.140
3,2:09,2,1,ATL 29,,,Timeout #1 by Atlanta Falcons,0.950,1.140
3,2:08,1,10,ATL 33,3,14,"Michael Vick pass incomplete intended for Trevor Gaylor. Penalty on Dale Carter: Defensive Pass Interference, 27 yards (no play)",1.140,2.920
3,2:03,1,10,NOR 40,3,14,Michael Vick pass incomplete intended for Bob Christian,2.920,2.370
3,1:56,2,10,NOR 40,3,14,"Penalty on Bob Whitfield: False Start, 5 yards (no play)",2.370,1.700
3,1:56,2,15,NOR 45,3,14,Michael Vick pass complete to Alge Crumpler for 17 yards (tackle by Sammy Knight),1.700,3.710
3,1:14,1,10,NOR 28,3,14,"Michael Vick pass complete to Warrick Dunn for 8 yards (tackle by Martin Chase). Penalty on Sammy Knight: Roughing the Passer, 10 yards",3.710,4.910
3,0:53,1,10,NOR 10,3,14,Warrick Dunn right end for -4 yards (tackle by Charles Grant),4.910,3.580
3,0:09,2,14,NOR 14,3,14,Michael Vick sacked by Sammy Knight for -7 yards,3.580,2.210
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,21,NOR 21,3,14,Warrick Dunn right tackle for -3 yards (tackle by Darren Howard),2.210,1.870
4,14:43,4,24,NOR 24,3,17,"Jay Feely 42 yard field goal good. Penalty on NOR: Defensive 12 On-field (Declined), Penalty on Terrelle Smith: Defensive Offside (Declined)",1.870,3.000
4,14:43,,,ATL 30,3,17,"Jay Feely kicks off 71 yards, returned by Michael Lewis for 17 yards (tackle by Matt Stewart)",0.000,-0.140
4,14:11,1,10,NOR 16,3,17,Deuce McAllister middle for no gain (tackle by Keith Brooking),-0.140,-0.660
4,13:43,2,10,NOR 16,3,17,Aaron Brooks pass complete to Boo Williams for 18 yards (tackle by Chris Draft),-0.660,1.200
4,13:14,1,10,NOR 34,3,17,Aaron Brooks pass incomplete intended for Donte' Stallworth,1.200,0.660
4,13:07,2,10,NOR 34,3,17,Aaron Brooks middle for 3 yards (tackle by Patrick Kerney and Chris Draft),0.660,0.370
4,12:35,3,7,NOR 37,3,17,Aaron Brooks pass complete to Jerome Pathon for 6 yards (tackle by Ray Buchanan),0.370,-0.520
4,12:03,4,1,NOR 43,9,17,"Aaron Brooks pass complete to Joe Horn for 57 yards, touchdown",-0.520,7.000
4,12:03,,,ATL 43,10,17,John Carney kicks extra point good,0.000,0.000
4,12:03,,,NOR 30,10,17,"Toby Gowin kicks off 70 yards, touchback",0.000,0.280
4,11:54,1,10,ATL 20,10,17,Warrick Dunn middle for 2 yards (tackle by Grady Jackson),0.280,0.000
4,11:14,2,8,ATL 22,10,17,Michael Vick pass complete to Brian Kozlowski for 10 yards (tackle by Sammy Knight),0.000,1.070
4,10:30,1,10,ATL 32,10,17,Warrick Dunn right tackle for 6 yards (tackle by Jay Bellamy),1.070,1.340
4,9:50,2,4,ATL 38,10,17,Michael Vick pass complete to Alge Crumpler for no gain,1.340,0.630
4,9:22,3,4,ATL 38,10,17,Michael Vick pass incomplete intended for Brian Finneran,0.630,-0.850
4,9:18,4,4,ATL 38,10,17,"Chris Mohr punts 52 yards, returned by Michael Lewis for 13 yards (tackle by Mark Simoneau). Penalty on Keyuo Craver: Offensive Holding, 5 yards",-0.850,0.380
4,9:06,1,10,NOR 5,10,17,Aaron Brooks pass complete to Jerome Pathon for 15 yards (tackle by Juran Bolden),-0.380,0.280
4,8:34,1,10,NOR 20,10,17,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Juran Bolden at NOR-33 and returned for 4 yards,0.280,-3.640
4,8:29,1,10,NOR 29,10,17,Warrick Dunn right tackle for 3 yards (tackle by Dale Carter),3.640,3.510
4,7:44,2,7,NOR 26,10,17,Michael Vick pass incomplete intended for Reggie Kelly,3.510,2.810
4,7:34,3,7,NOR 26,10,17,Michael Vick for 7 yards (tackle by Darrin Smith),2.810,4.310
4,7:02,1,10,NOR 19,10,17,Bob Christian left tackle for 1 yard (tackle by Kenny Smith),4.310,3.880
4,6:17,2,9,NOR 18,10,17,Warrick Dunn left end for 10 yards (tackle by Ken Irvin),3.880,5.370
4,5:30,1,8,NOR 8,10,17,Warrick Dunn right tackle for 4 yards (tackle by James Allen),5.370,5.340
4,5:24,2,4,NOR 4,10,17,Warrick Dunn left tackle for no gain (tackle by James Allen),5.340,4.490
4,4:01,3,4,NOR 4,10,23,"Michael Vick pass complete to Alge Crumpler for 4 yards, touchdown. Penalty on Norman Hand: Defensive Offside (Declined)",4.490,7.000
4,4:01,,,NOR 4,10,24,Jay Feely kicks extra point good,0.000,0.000
4,4:01,,,ATL 30,10,24,"Jay Feely kicks off 67 yards, returned by Michael Lewis for 13 yards (tackle by Quentin McCord)",0.000,-0.140
4,3:53,1,10,NOR 16,10,24,Aaron Brooks pass incomplete intended for James Fenderson,-0.140,-0.660
4,3:49,2,10,NOR 16,10,24,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Keith Brooking),-0.660,0.940
4,3:42,1,10,NOR 30,10,24,Aaron Brooks pass complete to Jerome Pathon for no gain,0.940,0.390
4,3:09,2,10,NOR 30,10,24,James Fenderson left tackle for 4 yards (tackle by Ellis Johnson),0.390,0.230
4,2:41,3,6,NOR 34,10,24,Aaron Brooks pass complete to Boo Williams for 20 yards (tackle by Keith Brooking),0.230,2.520
4,2:32,3,6,NOR 34,,,Timeout #1 by New Orleans Saints,0.230,2.520
4,2:32,1,10,ATL 46,10,24,Aaron Brooks pass complete to Jerome Pathon for 9 yards (tackle by Keith Brooking),2.520,3.190
4,2:02,2,1,ATL 37,10,24,Aaron Brooks pass complete to James Fenderson for 5 yards (tackle by Keith Brooking),3.190,3.450
4,1:59,1,10,ATL 32,10,24,Aaron Brooks pass incomplete intended for Boo Williams,3.450,2.900
4,1:52,2,10,ATL 32,10,24,Aaron Brooks pass complete to Jerome Pathon for 12 yards (tackle by Ray Buchanan),2.900,4.240
4,1:25,1,10,ATL 20,10,24,Aaron Brooks left end for 8 yards (tackle by Kevin Mathis),4.240,5.040
4,0:55,2,2,ATL 12,16,24,"Aaron Brooks pass complete to Donte' Stallworth for 12 yards, touchdown",5.040,7.000
4,0:55,,,ATL 12,17,24,John Carney kicks extra point good,0.000,0.000
4,0:55,,,NOR 30,17,24,"Toby Gowin kicks onside 10 yards. Penalty on Toby Gowin: Kickoff Out of Bounds, 5 yards (no play)",0.000,0.000
4,0:55,,,NOR 25,17,24,"Toby Gowin kicks onside 10 yards, recovered by Alge Crumpler",0.000,-3.250
4,0:46,1,10,NOR 35,17,24,Warrick Dunn left tackle for 2 yards (tackle by Sammy Knight),3.250,2.970
4,0:41,1,10,NOR 35,,,Timeout #2 by New Orleans Saints,3.250,2.970
4,0:41,2,8,NOR 33,17,24,Michael Vick kneels for -2 yards,2.970,2.010
4,0:38,2,8,NOR 33,,,Timeout #3 by New Orleans Saints,2.970,2.010
4,0:38,3,10,NOR 35,17,24,Michael Vick kneels for -2 yards,2.010,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
