Quarter,Time,Down,ToGo,Location,ATL,BAL,Detail,EPB,EPA
2,12:51,3,4,ATL 9,0,3,Tyler Huntley pass incomplete short right intended for J.K. Dobbins,4.220,2.900
2,12:46,4,4,ATL 9,0,6,Justin Tucker 27 yard field goal good,2.900,3.000
2,12:42,,,BAL 35,0,6,"Justin Tucker kicks off 48 yards, returned by Keith Smith for 16 yards (tackle by Malik Harrison and Del'Shawn Phillips)",0.000,1.140
2,12:38,1,10,ATL 33,0,6,Tyler Allgeier up the middle for 3 yards (tackle by Travis Jones),1.140,1.000
2,12:04,2,7,ATL 36,0,6,Desmond Ridder pass complete short right to Olamide Zaccheaus for 10 yards (tackle by Brandon Stephens),1.000,1.990
2,11:21,1,10,ATL 46,0,6,Tyler Allgeier right guard for 3 yards (tackle by Chuck Clark and Broderick Washington),1.990,1.860
2,10:46,2,7,ATL 49,0,6,Tyler Allgeier right tackle for no gain (tackle by Roquan Smith),1.860,1.160
2,10:02,3,7,ATL 49,0,6,Desmond Ridder pass complete short right to Anthony Firkser for 5 yards (tackle by Brandon Stephens and Patrick Queen),1.160,0.200
2,9:22,4,2,BAL 46,0,6,"Desmond Ridder pass complete short middle to Drake London for 20 yards. Drake London fumbles (forced by Marlon Humphrey), recovered by Patrick Queen at BAL-25 and returned for 5 yards (tackle by Tyler Allgeier)",0.200,-0.940
2,9:09,1,10,BAL 30,0,6,Gus Edwards left guard for 11 yards (tackle by Jaylinn Hawkins and Adetokunbo Ogundeji),0.940,1.660
2,8:38,1,10,BAL 41,0,6,Gus Edwards left end for 5 yards (tackle by Abdullah Anderson),1.660,1.800
2,7:57,2,5,BAL 46,0,6,Tyler Huntley right end for 8 yards (tackle by Richie Grant),1.800,2.520
2,7:22,1,10,ATL 46,0,6,J.K. Dobbins left end for 14 yards (tackle by Richie Grant),2.520,3.450
2,6:47,1,10,ATL 32,0,6,J.K. Dobbins right end for 5 yards (tackle by Richie Grant and Rashaan Evans),3.450,3.580
2,6:05,2,5,ATL 27,0,6,J.K. Dobbins left guard for 2 yards (tackle by Adetokunbo Ogundeji),3.580,3.140
2,5:17,,,,,,Timeout #1 by Baltimore Ravens,,
2,5:17,3,3,ATL 25,0,6,Tyler Huntley right guard for 6 yards (tackle by Jaylinn Hawkins and Abdullah Anderson),3.140,4.310
2,4:44,1,10,ATL 19,0,6,J.K. Dobbins left guard for 5 yards (tackle by Abdullah Anderson),4.310,4.530
2,4:00,2,5,ATL 14,0,6,J.K. Dobbins left end for 2 yards (tackle by Cornell Armstrong and Abdullah Anderson),4.530,4.190
2,3:21,3,3,ATL 12,0,6,Tyler Huntley right end for 4 yards (tackle by Jaylinn Hawkins),4.190,5.370
2,2:40,1,8,ATL 8,0,6,J.K. Dobbins right tackle for 2 yards (tackle by Lorenzo Carter and Troy Andersen),5.370,4.950
2,2:33,,,,,,Timeout #1 by Atlanta Falcons,,
2,2:33,2,6,ATL 6,0,6,Tyler Huntley pass incomplete short right intended for Isaiah Likely,4.950,4.040
2,2:27,3,6,ATL 6,0,12,"Tyler Huntley pass complete short right to Demarcus Robinson for 6 yards, touchdown Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",4.040,7.000
2,2:23,,,ATL 2,0,14,"Two Point Attempt: Tyler Huntley rushes, conversion succeeds.",1.000,1.000
2,2:23,,,BAL 35,0,14,"Justin Tucker kicks off 49 yards, returned by Cordarrelle Patterson for 16 yards (tackle by James Proche and Malik Harrison)",0.000,1.070
2,2:19,1,10,ATL 32,0,14,Desmond Ridder pass complete short left to Cordarrelle Patterson for 14 yards (tackle by Roquan Smith),1.070,1.990
2,2:00,1,10,ATL 46,0,14,"Cordarrelle Patterson right end for no gain (tackle by Roquan Smith). Penalty on Kaleb McGary: Offensive Holding, 10 yards (accepted) (no play)",1.990,1.330
2,1:53,1,20,ATL 36,0,14,Desmond Ridder pass complete short right to Drake London for 9 yards (tackle by Roquan Smith and Brandon Stephens),1.330,1.320
2,1:27,2,11,ATL 45,0,14,Desmond Ridder pass complete short left to Tyler Allgeier for 26 yards (tackle by Marcus Williams),1.320,3.640
2,1:16,1,10,BAL 29,0,14,Desmond Ridder pass incomplete short left,3.640,3.100
2,1:12,2,10,BAL 29,0,14,Avery Williams left end for 1 yard (tackle by Broderick Washington),3.100,2.540
2,1:08,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:08,3,9,BAL 28,0,14,"Desmond Ridder pass incomplete intended for Drake London Replay Assistant challenged the pass completion ruling, and the original play was overturned. Desmond Ridder pass complete short left to Drake London for 15 yards (tackle by Marlon Humphrey)",2.540,4.710
2,0:54,1,10,BAL 13,0,14,Tyler Allgeier up the middle for 5 yards (tackle by Justin Madubuike and Roquan Smith),4.710,4.960
2,0:46,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:46,2,5,BAL 8,0,14,Desmond Ridder pass incomplete short left intended for Drake London,4.960,4.100
2,0:43,3,5,BAL 8,0,14,Desmond Ridder pass complete short middle to Avery Williams for 7 yards (tackle by Patrick Queen and Roquan Smith),4.100,6.970
2,0:25,1,1,BAL 1,0,14,"Desmond Ridder pass incomplete short right. Penalty on Desmond Ridder: Intentional Grounding, 13 yards (accepted)",6.970,3.580
2,0:05,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:05,2,14,BAL 14,3,14,Younghoe Koo 32 yard field goal good,3.580,3.000
Quarter,Time,Down,ToGo,Location,ATL,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,3,14,"Justin Tucker kicks off 56 yards, returned by Avery Williams for 12 yards (tackle by Andy Isabella)",0.000,0.340
3,14:56,1,10,ATL 21,3,14,Desmond Ridder pass complete short middle to Drake London for 10 yards (tackle by Kyle Hamilton and Roquan Smith),0.340,1.000
3,14:39,1,10,ATL 31,3,14,Cordarrelle Patterson left tackle for 4 yards (tackle by Broderick Washington),1.000,1.000
3,14:01,2,6,ATL 35,3,14,Desmond Ridder pass incomplete short right intended for Olamide Zaccheaus (defended by Chuck Clark),1.000,0.300
3,13:55,3,6,ATL 35,3,14,"Desmond Ridder pass incomplete intended for Drake London. Penalty on Damarion Williams: Defensive Pass Interference, 6 yards (accepted) (no play)",0.300,1.660
3,13:50,1,10,ATL 41,3,14,Cordarrelle Patterson right guard for 2 yards (tackle by Travis Jones),1.660,1.390
3,13:10,2,8,ATL 43,3,14,Desmond Ridder pass incomplete short left intended for Tyler Allgeier (defended by Tyus Bowser),1.390,0.700
3,13:05,3,8,ATL 43,3,14,Desmond Ridder pass complete short middle to Avery Williams for 7 yards (tackle by Chuck Clark and Marcus Williams),0.700,-0.060
3,12:21,4,1,ATL 50,3,14,Tyler Allgeier right end for 4 yards (tackle by Jason Pierre-Paul),-0.060,2.520
3,11:38,1,10,BAL 46,3,14,Tyler Allgeier right tackle for 2 yards (tackle by Justin Madubuike and Roquan Smith),2.520,2.250
3,10:58,2,8,BAL 44,3,14,Tyler Allgeier up the middle for 3 yards (tackle by Justin Madubuike and Jason Pierre-Paul),2.250,1.950
3,10:21,3,5,BAL 41,3,14,Desmond Ridder pass complete short middle to Drake London for 8 yards (tackle by Kyle Hamilton),1.950,3.380
3,9:53,1,10,BAL 33,3,14,Tyler Allgeier left end for 9 yards (tackle by Patrick Queen and Tyus Bowser),3.380,4.050
3,9:30,2,1,BAL 24,3,14,Tyler Allgeier left end for 6 yards (tackle by Odafe Oweh),4.050,4.370
3,8:50,1,10,BAL 18,3,14,Cordarrelle Patterson right tackle for 5 yards (tackle by Brent Urban),4.370,4.610
3,8:13,2,5,BAL 13,3,14,"Cordarrelle Patterson left end for 7 yards, touchdown. Penalty on Olamide Zaccheaus: Offensive Holding, 10 yards (accepted)",4.610,4.090
3,7:57,2,8,BAL 16,3,14,"Desmond Ridder pass incomplete short right intended for MyCole Pruitt (defended by Patrick Queen) ATL challenged the pass completion ruling, and the play was upheld.",4.090,3.300
3,7:51,3,8,BAL 16,3,14,Desmond Ridder pass complete short left to Olamide Zaccheaus for no gain (tackle by Roquan Smith),3.300,2.380
3,7:06,4,8,BAL 16,6,14,Younghoe Koo 34 yard field goal good,2.380,3.000
3,7:01,,,ATL 35,6,14,"Bradley Pinion kicks off 62 yards, returned by Justice Hill for 20 yards (tackle by DeAngelo Malone and Erik Harris)",0.000,0.480
3,6:57,1,10,BAL 23,6,14,J.K. Dobbins left guard for no gain (tackle by Adetokunbo Ogundeji),0.480,-0.070
3,6:19,2,10,BAL 23,6,14,Tyler Huntley pass complete short right to DeSean Jackson for 10 yards (tackle by Richie Grant),-0.070,1.140
3,5:43,1,10,BAL 33,6,14,J.K. Dobbins up the middle for 8 yards (tackle by Rashaan Evans and Troy Andersen),1.140,1.670
3,4:56,2,2,BAL 41,6,14,J.K. Dobbins left guard for 1 yard (tackle by Timmy Horne and Rashaan Evans),1.670,1.090
3,4:13,3,1,BAL 42,6,14,"Tyler Huntley left end for -1 yards. Tyler Huntley fumbles (forced by Troy Andersen), recovered by Ben Powers at BAL-40 (tackle by Troy Andersen)",1.090,-0.720
3,3:32,4,3,BAL 40,6,14,"Jordan Stout punts 38 yards, fair catch by Avery Williams at ATL-22",-0.720,-0.410
3,3:17,1,10,ATL 22,6,14,Desmond Ridder pass incomplete deep middle intended for Olamide Zaccheaus,0.410,-0.130
3,3:13,2,10,ATL 22,6,14,Desmond Ridder pass complete short middle to Olamide Zaccheaus for no gain (tackle by Travis Jones and Patrick Queen),-0.130,-0.820
3,2:34,3,10,ATL 22,6,14,Desmond Ridder pass complete short middle to Anthony Firkser for 5 yards (tackle by Odafe Oweh),-0.820,-1.570
3,1:54,4,5,ATL 27,6,14,"Bradley Pinion punts 41 yards, returned by James Proche for 5 yards (tackle by Liam McCullough and Nick Kwiatkoski). Penalty on KhaDarel Hodge: Player Out of Bounds on a Punt, 5 yards (accepted)",-1.570,-1.730
3,1:42,1,10,BAL 42,6,14,Tyler Huntley pass complete short middle to Mark Andrews for 12 yards (tackle by AJ Terrell),1.730,2.520
3,1:05,1,10,ATL 46,6,14,Gus Edwards right tackle for 37 yards (tackle by DeAngelo Malone),2.520,5.140
3,0:18,1,9,ATL 9,6,14,Gus Edwards right tackle for 4 yards (tackle by Richie Grant),5.140,5.150
Quarter,Time,Down,ToGo,Location,ATL,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,ATL 5,6,14,Tyler Huntley left tackle for 2 yards (tackle by Rashaan Evans and Lorenzo Carter),5.150,4.720
4,14:23,3,3,ATL 3,6,14,Tyler Huntley pass incomplete short middle,4.720,3.040
4,14:13,4,3,ATL 3,6,17,Justin Tucker 21 yard field goal good,3.040,3.000
4,14:10,,,BAL 35,6,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,14:10,1,10,ATL 25,6,17,Desmond Ridder pass complete short left to Tyler Allgeier for no gain (tackle by Chuck Clark),0.610,0.060
4,13:33,2,10,ATL 25,6,17,Tyler Allgeier left tackle for 16 yards (tackle by Marcus Williams),0.060,1.660
4,12:58,1,10,ATL 41,6,17,Tyler Allgeier right end for 5 yards (tackle by Broderick Washington and Isaiah Mack),1.660,1.800
4,12:24,2,5,ATL 46,6,17,Cordarrelle Patterson left end for -1 yards (tackle by Justin Madubuike),1.800,0.960
4,11:45,3,6,ATL 45,6,17,Avery Williams right end for 13 yards (tackle by Chuck Clark and Roquan Smith),0.960,2.790
4,11:08,1,10,BAL 42,6,17,Avery Williams left end for 2 yards (tackle by Tyus Bowser),2.790,2.510
4,10:34,2,8,BAL 40,6,17,Desmond Ridder pass complete short middle to Drake London for 14 yards (tackle by Marlon Humphrey),2.510,3.840
4,9:57,1,10,BAL 26,6,17,Tyler Allgeier left end for 2 yards (tackle by Isaiah Mack and Patrick Queen),3.840,3.570
4,9:14,2,8,BAL 24,6,17,Desmond Ridder pass complete deep right to Drake London for 20 yards (tackle by Marlon Humphrey),3.570,6.280
4,8:48,1,4,BAL 4,6,17,Tyler Allgeier left end for 2 yards (tackle by Roquan Smith),6.280,5.720
4,8:29,2,2,BAL 2,6,17,Tyler Allgeier for no gain (tackle by Roquan Smith),5.720,4.950
4,7:49,3,2,BAL 2,6,17,Desmond Ridder scrambles up the middle for 1 yard (tackle by Patrick Queen and Jason Pierre-Paul),4.950,3.550
4,6:51,4,1,BAL 1,6,17,"Tyler Allgeier left end for -1 yards (tackle by Isaiah Mack). Penalty on Parker Hesse: Illegal Shift, 5 yards (declined)",3.550,0.380
4,6:39,1,10,BAL 2,6,17,Gus Edwards right tackle for 14 yards (tackle by Richie Grant),-0.380,-0.140
4,6:01,1,10,BAL 16,6,17,Gus Edwards right guard for 1 yard (tackle by AJ Terrell),-0.140,-0.510
4,5:22,2,9,BAL 17,6,17,Tyler Huntley pass incomplete short left intended for Mark Andrews,-0.510,-1.200
4,5:11,3,9,BAL 17,6,17,Tyler Huntley pass incomplete short right intended for DeSean Jackson,-1.200,-2.320
4,5:06,4,9,BAL 17,6,17,"Jordan Stout punts 36 yards, fair catch by Avery Williams at ATL-47",-2.320,-2.060
4,4:59,1,10,ATL 47,6,17,"Desmond Ridder pass complete short right to Cordarrelle Patterson for no gain (tackle by Patrick Queen). Penalty on Drew Dalman: Offensive Holding, 10 yards (accepted) (no play)",2.060,1.400
4,4:52,1,20,ATL 37,6,17,Desmond Ridder pass incomplete deep middle intended for Olamide Zaccheaus,1.400,0.170
4,4:48,2,20,ATL 37,6,17,Desmond Ridder pass complete short right to Damiere Byrd for 15 yards (tackle by Brandon Stephens),0.170,1.490
4,4:43,3,5,BAL 48,6,17,Desmond Ridder pass complete short right to Tyler Allgeier for 9 yards (tackle by Marlon Humphrey),1.490,2.980
4,4:37,1,10,BAL 39,6,17,Tyler Allgeier right end for 7 yards (tackle by Kyle Hamilton and Chuck Clark),2.980,3.390
4,3:55,2,3,BAL 32,6,17,Desmond Ridder pass complete short middle to Parker Hesse for 8 yards (tackle by Roquan Smith and Patrick Queen),3.390,3.970
4,3:43,1,10,BAL 24,6,17,Desmond Ridder pass complete short left to Tyler Allgeier for 8 yards (tackle by Marlon Humphrey),3.970,4.650
4,3:38,2,2,BAL 16,6,17,Desmond Ridder right end for 1 yard (tackle by Odafe Oweh),4.650,4.170
4,3:01,3,1,BAL 15,6,17,Cordarrelle Patterson left end for -3 yards (tackle by Roquan Smith and Chuck Clark),4.170,2.320
4,2:07,4,4,BAL 18,9,17,Younghoe Koo 37 yard field goal good,2.320,3.000
4,2:03,,,ATL 35,9,17,"Bradley Pinion kicks off 58 yards, returned by Justice Hill for 21 yards (tackle by KhaDarel Hodge)",0.000,0.810
4,1:57,1,10,BAL 28,9,17,Gus Edwards up the middle for 3 yards (tackle by Timmy Horne),0.810,0.740
4,1:53,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:53,2,6,BAL 31,9,17,Gus Edwards up the middle for 8 yards (tackle by Timmy Horne),0.740,1.530
4,1:50,,,,,,Timeout #3 by Atlanta Falcons,,
4,1:50,1,10,BAL 39,9,17,Tyler Huntley kneels for -1 yards,1.530,0.850
4,1:10,2,11,BAL 38,9,17,Tyler Huntley kneels for -1 yards,0.850,0.040
4,0:30,3,12,BAL 37,9,17,Tyler Huntley kneels for -1 yards,0.040,-0.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
