Quarter,Time,Tm,Detail,DAL,PHI
1.0,3:43,Cowboys,Billy Cundiff 29 yard field goal,3,0
2.0,14:56,Eagles,David Akers 22 yard field goal,3,3
,3:15,Eagles,Brian Westbrook 16 yard pass from Donovan McNabb (David Akers kick),3,10
,0:26,Cowboys,Jeff Robinson 3 yard pass from Quincy Carter (Billy Cundiff kick),10,10
3.0,12:25,Eagles,Duce Staley 5 yard pass from Donovan McNabb (David Akers kick),10,17
,2:25,Eagles,"Safety,",10,19
4.0,12:52,Eagles,L.J. Smith 6 yard pass from Donovan McNabb (David Akers kick),10,26
,6:06,Eagles,David Akers 21 yard field goal,10,29
,1:47,Eagles,Correll Buckhalter 64 yard rush (David Akers kick),10,36
