Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
3,14:54,1,10,ARI 31,0,19,David Johnson left tackle for 5 yards (tackle by Cory Littleton and Marcus Peters),1.000,1.140
3,14:11,2,5,ARI 36,0,19,David Johnson up the middle for 3 yards (tackle by John Johnson),1.140,0.830
3,13:27,3,2,ARI 39,0,19,David Johnson up the middle for 1 yard (tackle by Ndamukong Suh and Aaron Donald),0.830,-0.720
3,12:51,4,1,ARI 40,0,19,"Andy Lee punts 52 yards, returned by Jojo Natson for 13 yards (tackle by Rudy Ford)",-0.720,-0.340
3,12:39,1,10,LAR 21,0,19,Jared Goff pass complete deep middle to Brandin Cooks for 57 yards (tackle by Jamar Taylor),0.340,4.110
3,11:51,1,10,ARI 22,0,19,Todd Gurley right guard for 1 yard (tackle by Antoine Bethea),4.110,3.700
3,11:21,2,9,ARI 21,0,19,Jared Goff pass incomplete deep left intended for Tyler Higbee,3.700,3.010
3,11:16,3,9,ARI 21,0,19,Jared Goff pass deep right intended for Brandin Cooks is intercepted by Patrick Peterson at ARI-2 and returned for no gain,3.010,0.380
3,11:06,1,10,ARI 2,0,19,Derrick Coleman up the middle for 1 yard (tackle by Ramik Wilson),-0.380,-0.710
3,10:21,2,9,ARI 3,0,19,"Penalty on Mike Iupati: False Start, 1 yard (no play)",-0.710,-0.780
3,9:57,2,10,ARI 2,0,19,David Johnson up the middle for 5 yards (tackle by Ramik Wilson and John Johnson),-0.780,-0.840
3,9:15,3,5,ARI 7,0,19,Sam Bradford pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Marqui Christian),-0.840,-0.140
3,8:33,1,10,ARI 16,0,19,"Sam Bradford pass complete short middle to David Johnson for 3 yards (tackle by Marqui Christian). Penalty on Justin Pugh: Offensive Holding, 8 yards (no play)",-0.140,-0.680
3,8:04,1,18,ARI 8,0,19,David Johnson up the middle for 6 yards (tackle by Aaron Donald and Marqui Christian),-0.680,-0.890
3,7:19,2,12,ARI 14,0,19,Sam Bradford pass complete short left to Ricky Seals-Jones for 6 yards (tackle by Marqui Christian),-0.890,-0.820
3,6:39,3,6,ARI 20,0,19,Sam Bradford pass complete short right to Ricky Seals-Jones for -5 yards (tackle by John Johnson),-0.820,-2.440
3,6:02,4,11,ARI 15,0,19,"Andy Lee punts 58 yards, returned by Jojo Natson for 17 yards (tackle by Gerald Hodges)",-2.440,-1.860
3,5:49,1,10,LAR 44,0,19,Jared Goff pass complete short middle to Brandin Cooks for 14 yards (tackle by Jamar Taylor),1.860,2.790
3,5:20,1,10,ARI 42,0,19,"Jared Goff pass complete deep left to Robert Woods for 21 yards (tackle by Budda Baker). Penalty on Antoine Bethea: Roughing the Passer, 10 yards",2.790,4.840
3,4:43,1,10,ARI 11,0,19,Todd Gurley up the middle for 5 yards (tackle by Gerald Hodges),4.840,5.080
3,4:12,2,5,ARI 6,0,19,Jared Goff pass complete short left to Cooper Kupp for 4 yards (tackle by Budda Baker),5.080,5.120
3,3:44,3,1,ARI 2,0,25,"Todd Gurley up the middle for 2 yards, touchdown",5.120,7.000
3,3:39,,,ARI 2,0,27,"Two Point Attempt: Jared Goff pass complete to Malcolm Brown, conversion succeeds",0.000,1.000
3,3:39,,,LAR 35,0,27,"Johnny Hekker kicks off 62 yards, returned by T.J. Logan for no gain (tackle by Justin Davis and Micah Kiser)",0.000,0.040
3,3:31,1,10,ARI 18,0,27,Sam Bradford pass complete short right to Chase Edmonds for no gain (tackle by Ramik Wilson),0.040,-0.490
3,2:48,2,10,ARI 18,0,27,Sam Bradford pass incomplete short left intended for Christian Kirk,-0.490,-1.170
3,2:42,3,10,ARI 18,0,27,Sam Bradford pass incomplete short right intended for Chad Williams,-1.170,-2.240
3,2:35,4,10,ARI 18,0,27,"Andy Lee punts 54 yards, returned by Jojo Natson for 13 yards (tackle by Zeke Turner)",-2.240,-1.660
3,2:23,1,10,LAR 41,0,27,Malcolm Brown up the middle for 9 yards (tackle by Deone Bucannon),1.660,2.340
3,1:48,2,1,LAR 50,0,27,Malcolm Brown up the middle for -3 yards (tackle by Benson Mayowa),2.340,1.220
3,1:10,3,4,LAR 47,0,27,Jared Goff pass complete short middle to Cooper Kupp for 29 yards (tackle by Antoine Bethea),1.220,3.970
3,0:15,1,10,ARI 24,0,27,Jared Goff sacked by Benson Mayowa for -10 yards,3.970,2.080
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,20,ARI 34,0,27,Jared Goff pass complete short middle to Gerald Everett for 17 yards (tackle by Josh Bynes),2.080,3.750
4,14:09,3,3,ARI 17,0,27,Malcolm Brown up the middle for 2 yards (tackle by Benson Mayowa),3.750,2.590
4,13:26,4,1,ARI 15,0,27,Jared Goff up the middle for no gain (tackle by Haason Reddick and Robert Nkemdiche),2.590,0.220
4,13:10,1,10,ARI 15,0,27,Chase Edmonds up the middle for 5 yards (tackle by Cory Littleton),-0.220,0.080
4,12:36,2,5,ARI 20,0,27,Sam Bradford pass incomplete short left intended for JJ Nelson,0.080,-0.760
4,12:32,3,5,ARI 20,0,27,Sam Bradford pass complete short middle to Christian Kirk for 4 yards (tackle by Marqui Christian and Nickell Robey-Coleman),-0.760,-1.770
4,11:49,4,1,ARI 24,0,27,"Andy Lee punts 43 yards, fair catch by Jojo Natson at LA-33. Penalty on Micah Kiser: Offensive Holding, 10 yards",-1.770,-0.480
4,11:41,1,10,LAR 23,0,27,Malcolm Brown left end for 19 yards (tackle by Garrison Smith),0.480,1.730
4,10:55,1,10,LAR 42,0,27,Malcolm Brown right end for 6 yards (tackle by Patrick Peterson),1.730,2.000
4,10:29,2,4,LAR 48,0,27,Jared Goff pass incomplete short right intended for Malcolm Brown,2.000,1.290
4,10:22,,,,,,Timeout #2 by Los Angeles Rams,,
4,10:22,3,4,LAR 48,0,27,Jared Goff pass complete deep middle to Brandin Cooks for 24 yards (tackle by Antoine Bethea),1.290,3.710
4,9:35,1,10,ARI 28,0,27,Malcolm Brown left guard for 2 yards (tackle by Corey Peters and Josh Bynes),3.710,3.440
4,8:51,2,8,ARI 26,0,27,Malcolm Brown up the middle for -1 yards (tackle by Tre Boston and Chandler Jones),3.440,2.610
4,8:07,3,9,ARI 27,0,27,Jared Goff pass incomplete deep right intended for Robert Woods,2.610,1.670
4,8:01,4,9,ARI 27,0,27,Jared Goff pass incomplete short right,1.670,-0.740
4,7:57,1,10,ARI 27,0,27,Sam Bradford pass complete short left to Christian Kirk for 2 yards (tackle by Sam Shields),0.740,0.470
4,7:13,2,8,ARI 29,0,27,Sam Bradford pass deep middle intended for Chad Williams is intercepted by Sam Shields at ARI-47 and returned for 22 yards,0.470,-3.910
4,7:02,1,10,ARI 25,0,27,Malcolm Brown up the middle for 5 yards (tackle by Patrick Peterson),3.910,4.040
4,6:22,2,5,ARI 20,0,27,Malcolm Brown right tackle for -4 yards (tackle by Patrick Peterson),4.040,2.810
4,5:41,3,9,ARI 24,0,27,Jared Goff pass complete short middle to Cooper Kupp for 10 yards (tackle by Tre Boston),2.810,4.650
4,4:52,1,10,ARI 14,0,27,Malcolm Brown up the middle for 5 yards (tackle by Josh Bynes and Budda Baker),4.650,4.900
4,4:07,2,5,ARI 9,0,27,Malcolm Brown right end for 5 yards (tackle by Antoine Bethea),4.900,6.280
4,4:01,1,4,ARI 4,0,27,Malcolm Brown up the middle for 1 yard (tackle by Benson Mayowa and Corey Peters),6.280,5.530
4,3:21,2,3,ARI 3,0,33,"Jared Goff pass complete short left to Tyler Higbee for 3 yards, touchdown",5.530,7.000
4,3:17,,,ARI 15,0,34,Johnny Hekker kicks extra point good,0.000,0.000
4,3:17,,,LAR 35,0,34,"Johnny Hekker kicks off 64 yards, returned by T.J. Logan for no gain (tackle by Isaiah Johnson)",0.000,0.280
4,3:10,1,10,ARI 20,0,34,Sam Bradford pass complete short right to David Johnson for 3 yards (tackle by Bryce Hager),0.280,0.140
4,2:30,2,7,ARI 23,0,34,David Johnson up the middle for 9 yards (tackle by Dominique Easley),0.140,1.070
4,2:02,1,10,ARI 32,0,34,Sam Bradford pass incomplete short left intended for David Johnson,1.070,0.530
4,1:58,2,10,ARI 32,0,34,Sam Bradford pass complete short left to Chase Edmonds for 5 yards (tackle by John Franklin-Myers),0.530,0.500
4,1:22,3,5,ARI 37,0,34,Sam Bradford pass complete short right to Chase Edmonds for 2 yards (tackle by Nickell Robey-Coleman),0.500,-0.780
4,1:13,4,3,ARI 39,0,34,Sam Bradford pass complete short right to Chase Edmonds for 7 yards (tackle by Bryce Hager),-0.780,1.990
4,0:36,1,10,ARI 46,0,34,Sam Bradford pass complete short left to Ricky Seals-Jones for 8 yards (tackle by Bryce Hager),1.990,2.530
4,0:06,2,2,LAR 46,0,34,Sam Bradford pass complete short right to Chase Edmonds for 1 yard (tackle by Nickell Robey-Coleman),2.530,1.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
