Quarter,Time,Tm,Detail,OAK,KAN
1.0,9:22,Chiefs,Harrison Butker 53 yard field goal,0,3
2.0,14:57,Chiefs,Kareem Hunt 1 yard rush (Harrison Butker kick),0,10
,10:48,Chiefs,Harrison Butker 29 yard field goal,0,13
,1:41,Chiefs,Harrison Butker 33 yard field goal,0,16
3.0,11:01,Chiefs,Harrison Butker 40 yard field goal,0,19
,3:22,Chiefs,Charcandrick West 13 yard rush (Harrison Butker kick),0,26
4.0,8:51,Raiders,Marshawn Lynch 22 yard rush (Giorgio Tavecchio kick),7,26
,7:09,Raiders,Jared Cook 29 yard pass from Derek Carr (Michael Crabtree pass from Derek Carr),15,26
