Quarter,Time,Tm,Detail,SEA,ARI
1.0,13:42,Seahawks,Matt Hasselbeck 2 yard rush (Josh Brown kick),7,0
2.0,14:11,Seahawks,Randall Godfrey 55 yard fumble return (Josh Brown kick),14,0
,6:01,Seahawks,Josh Brown 37 yard field goal,17,0
,1:16,Seahawks,Darrell Jackson 55 yard pass from Matt Hasselbeck (Josh Brown kick),24,0
3.0,13:59,Seahawks,Darrell Jackson 66 yard pass from Matt Hasselbeck (Josh Brown kick),31,0
4.0,10:26,Seahawks,Shaun Alexander 2 yard rush (Josh Brown kick),38,0
