Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Graham Gano kicks off 72 yards, touchback",0.000,0.280
1,15:00,1,10,STL 20,0,0,Steven Jackson left guard for no gain (tackle by Ryan Kerrigan),0.280,-0.270
1,14:31,2,10,STL 20,0,0,Steven Jackson left tackle for 13 yards (tackle by LaRon Landry),-0.270,1.140
1,13:53,1,10,STL 33,0,0,Steven Jackson left tackle for no gain (tackle by Brian Orakpo),1.140,0.590
1,13:18,2,10,STL 33,0,0,Steven Jackson left guard for 3 yards (tackle by DeAngelo Hall),0.590,0.300
1,12:47,3,7,STL 36,0,0,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",0.300,-0.360
1,12:32,3,12,STL 31,0,0,Sam Bradford pass complete short right to Steven Jackson for -5 yards (tackle by Rocky McIntosh),-0.360,-1.630
1,11:59,4,17,STL 26,0,0,Donnie Jones punts 37 yards (tackle by Bryan Kehl),-1.630,-1.730
1,11:49,1,10,WAS 42,0,0,Rex Grossman pass complete short right to Santana Moss for 13 yards (tackle by Justin King),1.730,2.590
1,11:19,1,10,STL 45,0,0,Rex Grossman for 2 yards (tackle by James Hall),2.590,2.310
1,10:51,2,8,STL 43,0,0,Rex Grossman pass incomplete short right intended for Mike Sellers,2.310,1.620
1,10:41,3,8,STL 43,0,0,Rex Grossman pass complete short middle to Tim Hightower for 4 yards (tackle by James Laurinaitis),1.620,0.660
1,9:55,4,4,STL 39,0,0,"Penalty on Jammal Brown: False Start, 5 yards (no play)",0.660,0.330
1,9:45,4,9,STL 44,0,0,"Saverio Rocca punts 33 yards, returned by Austin Pettis for no gain",0.330,0.370
1,9:36,1,10,STL 11,0,0,Sam Bradford pass incomplete short left intended for Mike Sims-Walker,-0.370,-0.780
1,9:32,2,10,STL 11,0,0,Steven Jackson left tackle for 5 yards (tackle by LaRon Landry),-0.780,-0.840
1,8:59,3,5,STL 16,0,0,Sam Bradford pass incomplete short right intended for Mike Sims-Walker (defended by DeAngelo Hall),-0.840,-2.390
1,8:51,4,5,STL 16,0,0,"Donnie Jones punts 54 yards, returned by Brandon Banks for 1 yard (tackle by Brit Miller)",-2.390,-1.000
1,8:40,1,10,WAS 31,0,0,Rex Grossman pass incomplete short middle intended for Tim Hightower,1.000,0.460
1,8:35,2,10,WAS 31,0,0,Tim Hightower left end for 2 yards (tackle by Bradley Fletcher),0.460,0.040
1,8:12,3,8,WAS 33,0,0,Rex Grossman pass complete deep middle to Jabar Gaffney for 20 yards (tackle by Craig Dahl),0.040,2.460
1,7:32,1,10,STL 47,0,0,Tim Hightower left end for 5 yards (tackle by Brady Poppinga),2.460,2.590
1,7:08,2,5,STL 42,0,0,Tim Hightower right end for -2 yards (tackle by Darian Stewart),2.590,1.620
1,6:25,3,7,STL 44,0,0,Rex Grossman pass complete deep middle to Jabar Gaffney for 17 yards (tackle by Craig Dahl),1.620,3.780
1,5:42,1,10,STL 27,0,0,Tim Hightower right end for 6 yards (tackle by Darian Stewart),3.780,4.040
1,5:00,2,4,STL 21,0,0,Roy Helu left tackle for 9 yards (tackle by Bradley Fletcher),4.040,4.780
1,4:23,1,10,STL 12,0,0,Roy Helu left tackle for 4 yards (tackle by Brady Poppinga),4.780,4.830
1,3:47,2,6,STL 8,0,0,Roy Helu right guard for 2 yards (tackle by Darian Stewart),4.830,4.380
1,3:11,3,4,STL 6,6,0,"Rex Grossman pass complete short left to Santana Moss for 6 yards, touchdown",4.380,7.000
1,,,,STL 2,7,0,Graham Gano kicks extra point good,0.000,0.000
1,,,,WAS 35,7,0,"Graham Gano kicks off 63 yards, returned by Quinn Porter for 13 yards (tackle by Donte Stallworth)",0.000,-0.220
1,3:00,1,10,STL 15,7,0,Sam Bradford pass complete short right to Brit Miller for 3 yards (tackle by DeAngelo Hall),-0.220,-0.280
1,2:24,2,7,STL 18,7,0,Sam Bradford pass complete short right to Lance Kendricks for 11 yards (tackle by Ryan Kerrigan),-0.280,0.870
1,1:56,1,10,STL 29,7,0,Steven Jackson up the middle for 3 yards (tackle by LaRon Landry and Ryan Kerrigan),0.870,0.730
1,1:23,2,7,STL 32,7,0,Sam Bradford pass complete short middle to Danario Alexander for 25 yards (tackle by O.J. Atogwe),0.730,2.720
1,0:41,1,10,WAS 43,7,0,Steven Jackson left guard for 3 yards (tackle by Adam Carriker),2.720,2.580
1,0:03,2,7,WAS 40,7,0,Sam Bradford sacked for 0 yards,2.580,1.880
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,WAS 40,7,0,Sam Bradford pass incomplete deep left intended for Mike Sims-Walker,1.880,0.590
2,14:55,4,7,WAS 40,7,0,Donnie Jones punts 30 yards,0.590,0.380
2,14:46,1,10,WAS 10,7,0,Rex Grossman pass incomplete short middle intended for Fred Davis (defended by Justin Bannan),-0.380,-0.780
2,14:42,2,10,WAS 10,7,0,Roy Helu right tackle for 5 yards (tackle by Darian Stewart),-0.780,-0.840
2,14:00,3,5,WAS 15,7,0,Rex Grossman pass incomplete short left intended for Fred Davis (defended by Darian Stewart),-0.840,-2.440
2,13:55,4,5,WAS 15,7,0,Saverio Rocca punts 56 yards,-2.440,-0.870
2,13:42,1,10,STL 29,7,0,Steven Jackson right tackle for 3 yards (tackle by Brian Orakpo),0.870,0.730
2,13:07,2,7,STL 32,7,0,Sam Bradford pass incomplete short middle intended for Steven Jackson (defended by Barry Cofield),0.730,0.040
2,13:01,3,7,STL 32,7,0,Sam Bradford pass incomplete short left intended for Austin Pettis,0.040,-1.240
2,12:55,4,7,STL 32,7,0,"Donnie Jones punts 46 yards, muffed catch by Brandon Banks, recovered by Brandon Banks and returned for 2 yards (tackle by Dominique Curry)",-1.240,-0.670
2,12:45,1,10,WAS 26,7,0,Rex Grossman pass complete short left to Chris Cooley for 4 yards (tackle by Ben Leber),0.670,0.670
2,12:16,2,6,WAS 30,7,0,Rex Grossman pass incomplete short right intended for Chris Cooley (defended by Darian Stewart),0.670,-0.030
2,12:09,3,6,WAS 30,7,0,Rex Grossman pass complete short right to Santana Moss for 7 yards (tackle by Bradley Fletcher),-0.030,1.400
2,11:40,1,10,WAS 37,7,0,Tim Hightower left tackle for -2 yards (tackle by Fred Robbins),1.400,0.590
2,10:57,2,12,WAS 35,7,0,Tim Hightower right tackle for 4 yards (tackle by Craig Dahl),0.590,0.430
2,10:14,3,8,WAS 39,7,0,"Rex Grossman pass incomplete short right intended for Donte Stallworth. Penalty on Rex Grossman: Intentional Grounding, 11 yards",0.430,-1.500
2,10:05,4,19,WAS 28,7,0,"Saverio Rocca punts 39 yards, muffed catch by Austin Pettis, recovered by Dominique Curry and returned for no gain. Penalty on Perry Riley: Unnecessary Roughness, 15 yards",-1.500,-2.650
2,9:52,1,10,WAS 44,7,0,Sam Bradford pass incomplete deep right intended for Michael Hoomanawanui,2.650,2.110
2,9:47,2,10,WAS 44,7,0,Steven Jackson right tackle for 6 yards (tackle by Byron Westbrook),2.110,2.210
2,9:29,3,4,WAS 38,7,0,Steven Jackson right tackle for 3 yards (tackle by Stephen Bowen),2.210,1.000
2,8:47,4,1,WAS 35,7,0,Sam Bradford pass complete short right to Austin Pettis for 4 yards (tackle by Kevin Barnes),1.000,3.510
2,8:10,1,10,WAS 31,7,0,Sam Bradford pass incomplete short left intended for Mike Sims-Walker,3.510,2.970
2,8:03,2,10,WAS 31,7,0,Sam Bradford pass complete short left to Steven Jackson for 3 yards (tackle by Stephen Bowen),2.970,2.680
