Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
1,0:20,1,10,KAN 42,7,0,Alex Smith pass complete short left to Travis Kelce for 18 yards (tackle by Kareem Jackson),1.730,2.920
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 40,7,0,Charcandrick West left guard for 3 yards (tackle by Jared Crick and Quintin Demps),2.920,2.780
2,14:24,2,7,HOU 37,7,0,Charcandrick West right guard for 3 yards (tackle by Benardrick McKinney),2.780,2.480
2,13:43,3,4,HOU 34,7,0,Alex Smith pass complete short left to Travis Kelce for 3 yards (tackle by Quintin Demps),2.480,1.410
2,12:56,4,1,HOU 31,10,0,Cairo Santos 49 yard field goal good,1.410,3.000
2,12:56,,,KAN 35,10,0,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
2,12:50,1,10,HOU 20,10,0,Akeem Hunt right tackle for no gain (tackle by Jaye Howard and Dontari Poe),0.280,-0.270
2,12:20,2,10,HOU 20,10,0,Brian Hoyer pass complete short left to DeAndre Hopkins for 13 yards (tackle by Sean Smith). Penalty on Sean Smith: Illegal Contact (Declined),-0.270,1.140
2,12:01,1,10,HOU 33,10,0,Brian Hoyer sacked by Jaye Howard for -7 yards,1.140,-0.350
2,11:18,2,17,HOU 26,10,0,Brian Hoyer pass complete short right to Cecil Shorts for 5 yards (tackle by Ron Parker),-0.350,-0.360
2,10:56,3,12,HOU 31,10,0,Brian Hoyer pass incomplete short left intended for Nate Washington,-0.360,-1.310
2,10:51,4,12,HOU 31,10,0,"Shane Lechler punts 52 yards, returned by Frankie Hammond for 13 yards (tackle by Akeem Dent)",-1.310,-0.940
2,10:35,1,10,KAN 30,10,0,Alex Smith pass complete short left to Jeremy Maclin for 6 yards (tackle by Kevin Johnson),0.940,1.200
2,9:54,2,4,KAN 36,10,0,Alex Smith pass complete short middle to Travis Kelce for 25 yards (tackle by Kevin Johnson),1.200,2.980
2,9:11,1,10,HOU 39,10,0,Spencer Ware left guard for 1 yard (tackle by Kareem Jackson),2.980,2.580
2,8:36,2,9,HOU 38,10,0,Charcandrick West middle for 6 yards (tackle by Benardrick McKinney and John Simon),2.580,2.680
2,7:55,3,3,HOU 32,10,0,Albert Wilson left end for 2 yards (tackle by John Simon),2.680,1.520
2,7:11,4,1,HOU 30,13,0,Cairo Santos 49 yard field goal good,1.520,3.000
2,7:11,,,KAN 35,13,0,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
2,7:06,1,10,HOU 20,13,0,Brian Hoyer pass complete deep right to DeAndre Hopkins for 16 yards (tackle by Marcus Peters). Penalty on Sean Smith: Defensive Holding (Declined),0.280,1.330
2,6:54,1,10,HOU 36,13,0,Jay Prosch middle for 2 yards (tackle by Mike DeVito),1.330,1.060
2,6:24,2,8,HOU 38,13,0,Alfred Blue right tackle for 49 yards (tackle by Sean Smith),1.060,4.710
2,5:41,1,10,KAN 13,13,0,Jonathan Grimes right tackle for 8 yards (tackle by Justin Houston),4.710,5.540
2,4:56,2,2,KAN 5,13,0,Brian Hoyer pass incomplete short right intended for DeAndre Hopkins,5.540,4.780
2,4:52,3,2,KAN 5,13,0,Alfred Blue middle for 3 yards (tackle by Sean Smith),4.780,6.740
2,4:21,1,2,KAN 2,13,0,J.J. Watt right guard for -1 yards (tackle by Ron Parker and Mike DeVito),6.740,6.740
2,3:53,1,2,KAN 2,13,0,Timeout #1 by Kansas City Chiefs,6.740,5.530
2,3:53,2,3,KAN 3,13,0,Brian Hoyer pass incomplete short middle intended for Alfred Blue is intercepted by Josh Mauga at KAN-2 and returned for 20 yards,5.530,-0.410
2,3:44,1,10,KAN 22,13,0,Alex Smith sacked by Whitney Mercilus for -4 yards,0.410,-0.770
2,3:05,2,14,KAN 18,13,0,Charcandrick West middle for 2 yards (tackle by Brian Cushing),-0.770,-1.090
2,2:22,3,12,KAN 20,13,0,Alex Smith pass incomplete deep left intended for Albert Wilson,-1.090,-2.030
,,,,,,,"HOU challenged the pass completion ruling, and the original play was overturned.",,
2,2:14,4,12,KAN 20,13,0,"Dustin Colquitt punts 40 yards, fair catch by Keith Mumphery",-2.030,-1.600
2,2:08,1,10,HOU 40,13,0,Jonathan Grimes left tackle for 1 yard (tackle by Justin Houston),1.600,1.190
2,2:00,2,9,HOU 41,13,0,"Brian Hoyer pass incomplete deep right intended for Nate Washington is intercepted by Marcus Peters at KAN-18 and returned for 36 yards. Penalty on Husain Abdullah: Illegal Block Above the Waist, 10 yards",1.190,0.380
2,1:41,1,10,KAN 10,13,0,Charcandrick West left guard for 5 yards (tackle by Whitney Mercilus),-0.380,-0.380
2,1:37,1,10,KAN 10,13,0,Timeout #1 by Houston Texans,-0.380,-0.350
2,1:37,2,5,KAN 15,13,0,Spencer Ware right guard for 23 yards (tackle by Kareem Jackson),-0.350,-0.350
2,1:29,2,5,KAN 15,13,0,Timeout #2 by Houston Texans,-0.350,1.470
2,1:29,1,10,KAN 38,13,0,Alex Smith pass complete short left to Albert Wilson for 6 yards (tackle by Brian Cushing),1.470,1.730
2,1:23,2,4,KAN 44,13,0,Spencer Ware right guard for 3 yards (tackle by Jared Crick and Brian Cushing),1.730,1.730
2,1:16,2,4,KAN 44,13,0,Timeout #3 by Houston Texans,1.730,1.420
2,1:16,3,1,KAN 47,13,0,Charcandrick West left end for no gain (tackle by John Simon),1.420,1.420
2,0:31,3,1,KAN 47,13,0,Timeout #2 by Kansas City Chiefs,1.420,-0.260
2,0:31,4,1,KAN 47,13,0,"Dustin Colquitt punts 44 yards, fair catch by Keith Mumphery",-0.260,0.380
2,0:25,1,10,HOU 9,13,0,Brian Hoyer kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,13,0,"Cairo Santos kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,HOU 20,13,0,Alfred Blue right tackle for 4 yards (tackle by Derrick Johnson),0.280,0.270
3,14:25,2,6,HOU 24,13,0,Brian Hoyer pass incomplete short left intended for Ryan Griffin (defended by Sean Smith),0.270,-0.430
3,14:20,3,6,HOU 24,13,0,Brian Hoyer pass complete short right to Jonathan Grimes for 8 yards (tackle by Derrick Johnson and Marcus Peters),-0.430,1.070
3,13:47,1,10,HOU 32,13,0,Alfred Blue right guard for 3 yards (tackle by Jaye Howard and Dontari Poe),1.070,0.930
3,13:18,2,7,HOU 35,13,0,Alfred Blue left tackle for 5 yards (tackle by Derrick Johnson),0.930,0.930
3,12:44,2,7,HOU 35,13,0,Timeout #1 by Houston Texans,0.930,0.890
3,12:44,3,2,HOU 40,13,0,Brian Hoyer pass complete short right to Nate Washington for 3 yards (tackle by Marcus Peters),0.890,1.800
3,12:04,1,10,HOU 43,13,0,Brian Hoyer pass incomplete short left intended for Ryan Griffin,1.800,1.250
3,11:55,2,10,HOU 43,13,0,Alfred Blue right tackle for 13 yards (tackle by Ron Parker and Tyvon Branch),1.250,2.650
3,11:25,1,10,KAN 44,13,0,Alfred Blue right tackle for no gain (tackle by Tyvon Branch and Dontari Poe),2.650,2.110
3,10:43,2,10,KAN 44,13,0,Brian Hoyer pass incomplete short left intended for Cecil Shorts,2.110,1.420
3,10:38,3,10,KAN 44,13,0,Brian Hoyer pass complete short left to DeAndre Hopkins for 4 yards (tackle by Eric Berry),1.420,0.590
3,10:05,4,6,KAN 40,13,0,"Shane Lechler punts 34 yards, fair catch by Frankie Hammond",0.590,0.380
3,9:58,1,10,KAN 6,13,0,"Penalty on Whitney Mercilus: Neutral Zone Infraction, 5 yards (no play)",-0.380,-0.160
3,9:58,1,5,KAN 11,13,0,"Alex Smith left end for 11 yards (tackle by Benardrick McKinney and Andre Hal). Penalty on Albert Wilson: Offensive Holding, 10 yards",-0.160,-0.080
3,9:28,1,4,KAN 12,13,0,Spencer Ware left tackle for 1 yard (tackle by Jared Crick and Benardrick McKinney),-0.080,-0.270
3,8:42,2,3,KAN 13,13,0,Alex Smith pass complete short left to Charcandrick West for 9 yards (tackle by Benardrick McKinney and Kevin Johnson),-0.270,0.410
3,8:15,1,10,KAN 22,13,0,Alex Smith pass complete deep middle to Jeremy Maclin for 16 yards (tackle by Kareem Jackson),0.410,1.470
3,7:33,1,10,KAN 38,13,0,Alex Smith pass incomplete short right intended for Travis Kelce,1.470,1.470
3,7:28,1,10,KAN 38,13,0,Timeout #1 by Kansas City Chiefs,1.470,0.920
3,7:28,2,10,KAN 38,13,0,Alex Smith pass complete short right to Jeremy Maclin for 7 yards (tackle by Brian Cushing and Whitney Mercilus),0.920,1.160
3,7:03,3,3,KAN 45,13,0,Alex Smith pass complete short left to Travis Kelce for 16 yards (tackle by Andre Hal),1.160,2.980
3,6:32,1,10,HOU 39,13,0,Spencer Ware left guard for 12 yards (tackle by Quintin Demps and Andre Hal),2.980,3.780
3,5:53,1,10,HOU 27,13,0,"Alex Smith pass complete short right to Travis Kelce for 6 yards (tackle by John Simon and Johnathan Joseph). Penalty on Brandon Dunn: Unnecessary Roughness, 10 yards",3.780,4.840
3,5:28,1,10,HOU 11,13,0,Spencer Ware right guard for 2 yards (tackle by Jared Crick and Vince Wilfork),4.840,4.510
3,4:39,2,8,HOU 9,19,0,"Alex Smith pass complete short middle to Chris Conley for 9 yards, touchdown",4.510,7.000
3,4:39,,,HOU 9,20,0,Cairo Santos kicks extra point good,0.000,0.000
3,4:39,,,KAN 35,20,0,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,4:35,1,10,HOU 20,20,0,Brian Hoyer pass incomplete short left intended for Nate Washington,0.280,-0.270
3,4:32,2,10,HOU 20,20,0,Brian Hoyer pass incomplete short right intended for DeAndre Hopkins,-0.270,-0.960
3,4:30,3,10,HOU 20,20,0,Brian Hoyer pass incomplete deep middle intended for Ryan Griffin (defended by Husain Abdullah),-0.960,-2.030
3,4:22,4,10,HOU 20,20,0,"Shane Lechler punts 48 yards, returned by Frankie Hammond for 20 yards (tackle by Alfred Blue). Penalty on Knile Davis: Illegal Block Above the Waist, 10 yards",-2.030,-0.870
3,4:09,1,10,KAN 29,20,0,Spencer Ware left guard for 6 yards (tackle by Brian Cushing),0.870,1.140
3,3:28,2,4,KAN 35,20,0,Alex Smith right end for 5 yards (tackle by Brian Cushing),1.140,1.600
3,2:47,1,10,KAN 40,20,0,Spencer Ware right guard for -1 yards (tackle by John Simon),1.600,0.920
3,2:03,2,11,KAN 39,20,0,Alex Smith pass complete deep middle to Travis Kelce for 48 yards (tackle by Benardrick McKinney),0.920,4.710
3,1:26,1,10,HOU 13,20,0,Charcandrick West middle for 6 yards (tackle by Quintin Demps and Benardrick McKinney),4.710,5.150
3,0:45,2,4,HOU 7,20,0,"Spencer Ware middle for no gain (tackle by Brian Cushing). Penalty on Jared Crick: Unnecessary Roughness, 4 yards",5.150,6.510
3,0:21,1,3,HOU 3,20,0,Spencer Ware left tackle for -2 yards (tackle by Benardrick McKinney and John Simon),6.510,5.150
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,HOU 5,26,0,"Spencer Ware right tackle for 5 yards, touchdown",5.150,7.000
4,15:00,,,HOU 5,27,0,Cairo Santos kicks extra point good,0.000,0.000
4,15:00,,,KAN 35,27,0,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,14:56,1,10,HOU 20,27,0,Brian Hoyer pass incomplete short right intended for Ryan Griffin,0.280,-0.270
4,14:52,2,10,HOU 20,27,0,Brian Hoyer pass complete short left to Ryan Griffin for 15 yards (tackle by Eric Berry),-0.270,1.270
4,14:30,1,10,HOU 35,27,0,Brian Hoyer pass complete short middle to Jonathan Grimes for 4 yards (tackle by Husain Abdullah and Derrick Johnson),1.270,1.260
4,14:05,2,6,HOU 39,27,0,Jonathan Grimes middle for 3 yards (tackle by Husain Abdullah and Justin Houston),1.260,0.960
4,13:27,3,3,HOU 42,27,0,Brian Hoyer pass complete short left to Ryan Griffin for 7 yards (tackle by Sean Smith),0.960,2.190
4,12:48,1,10,HOU 49,27,0,"Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins. Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (no play)",2.190,1.530
4,12:28,1,20,HOU 39,27,0,Brian Hoyer pass complete deep right to Jaelen Strong for 17 yards,1.530,2.590
4,12:08,2,3,KAN 44,27,0,Brian Hoyer pass complete short left to DeAndre Hopkins for 17 yards (tackle by Sean Smith),2.590,3.780
4,11:42,1,10,KAN 27,27,0,Jonathan Grimes right guard for 3 yards (tackle by Jaye Howard),3.780,3.640
4,11:06,2,7,KAN 24,27,0,Brian Hoyer pass incomplete deep middle intended for Ryan Griffin (defended by Husain Abdullah),3.640,2.940
4,11:01,3,7,KAN 24,27,0,Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins,2.940,1.870
4,10:55,4,7,KAN 24,27,0,"Brian Hoyer sacked by Allen Bailey for -5 yards. Brian Hoyer fumbles (forced by Allen Bailey), recovered by Brian Hoyer at KAN-29",1.870,-0.870
4,10:49,1,10,KAN 29,27,0,Spencer Ware right guard for 5 yards (tackle by John Simon),0.870,1.000
4,10:09,2,5,KAN 34,27,0,Alex Smith left end for 3 yards (tackle by Kareem Jackson),1.000,0.700
4,9:27,3,2,KAN 37,27,0,Alex Smith left end for 3 yards (tackle by Christian Covington and Brian Cushing),0.700,1.600
4,8:45,1,10,KAN 40,27,0,Spencer Ware left tackle for 3 yards (tackle by Brian Cushing and Whitney Mercilus),1.600,1.460
4,8:02,2,7,KAN 43,27,0,Alex Smith pass complete short right to Anthony Sherman for 3 yards (tackle by John Simon),1.460,1.160
4,7:17,3,4,KAN 46,27,0,Alex Smith sacked by Whitney Mercilus for -10 yards,1.160,-0.980
4,6:33,4,14,KAN 36,27,0,"Dustin Colquitt punts 56 yards, out of bounds",-0.980,0.380
4,6:25,1,10,HOU 8,27,0,Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins is intercepted by Sean Smith at HOU-34 and returned for 13 yards,-0.380,-4.170
4,6:12,1,10,HOU 21,27,0,Spencer Ware right guard for 2 yards (tackle by Brian Cushing),4.170,3.900
4,5:32,2,8,HOU 19,27,0,Knile Davis right guard for 1 yard (tackle by Brandon Dunn),3.900,3.310
4,4:49,3,7,HOU 18,27,0,Alex Smith pass complete short left to Frankie Hammond for 3 yards (tackle by Brian Cushing and Quintin Demps),3.310,2.520
4,4:04,4,4,HOU 15,30,0,Cairo Santos 33 yard field goal good,2.520,3.000
4,4:04,,,KAN 35,30,0,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,3:59,1,10,HOU 20,30,0,Alfred Blue right tackle for 2 yards (tackle by Josh Mauga),0.280,0.000
4,3:27,2,8,HOU 22,30,0,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins (defended by Steven Nelson),0.000,-0.690
4,3:22,3,8,HOU 22,30,0,Brian Hoyer pass incomplete short right intended for Jaelen Strong,-0.690,-1.900
4,3:19,4,8,HOU 22,30,0,"Shane Lechler punts 41 yards, returned by Frankie Hammond for 14 yards (tackle by Brian Peters)",-1.900,-2.320
4,3:09,1,10,HOU 49,30,0,Knile Davis right end for 5 yards (tackle by A.J. Bouye),2.320,2.460
4,2:25,2,5,HOU 44,30,0,Knile Davis right tackle for 2 yards (tackle by Whitney Mercilus and Christian Covington),2.460,2.020
4,2:00,3,3,HOU 42,30,0,Knile Davis right tackle for 4 yards (tackle by Benardrick McKinney and Jared Crick),2.020,3.050
4,1:17,1,10,HOU 38,30,0,Chase Daniel kneels for -1 yards,3.050,2.370
4,0:39,2,11,HOU 39,30,0,Chase Daniel kneels for -1 yards,2.370,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
