Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
1,7:48,1,10,JAX 16,0,7,"Trevor Lawrence pass complete short left to Calvin Ridley for 16 yards (tackle by Maurice Hurst). Penalty on Jeremiah Owusu-Koramoah: Defensive Offside, 5 yards (declined)",-0.140,1.070
1,7:30,1,10,JAX 32,0,7,Travis Etienne right tackle for 7 yards (tackle by Ronnie Hickman),1.070,1.470
1,7:01,2,3,JAX 39,0,7,Travis Etienne left tackle for 16 yards (tackle by Tony Fields),1.470,2.590
1,6:34,1,10,CLE 45,0,7,Trevor Lawrence pass incomplete deep right intended for Calvin Ridley,2.590,2.040
1,6:28,2,10,CLE 45,0,7,"Penalty on Ezra Cleveland: False Start, 5 yards (accepted) (no play)",2.040,1.370
1,6:28,2,15,CLE 50,0,7,Trevor Lawrence pass complete short right to D'Ernest Johnson for 6 yards (tackle by Maurice Hurst),1.370,1.490
1,5:45,3,9,CLE 44,0,7,Trevor Lawrence pass incomplete deep left intended for Zay Jones (defended by Martin Emerson),1.490,0.330
1,5:38,4,9,CLE 44,0,7,"Logan Cooke punts 34 yards, fair catch by James Proche at CLE-10",0.330,0.380
1,5:32,1,10,CLE 10,0,7,Joe Flacco pass incomplete short right,-0.380,-0.780
1,5:29,2,10,CLE 10,0,7,Pierre Strong right guard for no gain (tackle by Josh Allen),-0.780,-1.420
1,4:38,3,10,CLE 10,0,7,Joe Flacco pass incomplete deep right intended for Amari Cooper,-1.420,-2.490
1,4:33,4,10,CLE 10,0,7,"Corey Bojorquez punts 72 yards, returned by Parker Washington for no gain (tackle by Pierre Strong)",-2.490,-0.040
1,4:20,1,10,JAX 18,0,7,Trevor Lawrence pass complete short right to Evan Engram for 2 yards (tackle by Grant Delpit),0.040,-0.130
1,3:40,2,8,JAX 20,0,7,Trevor Lawrence pass incomplete short right intended for Calvin Ridley (defended by Greg Newsome),-0.130,-0.910
1,3:38,3,8,JAX 20,0,7,Trevor Lawrence pass complete short left to Zay Jones for 2 yards (tackle by Martin Emerson),-0.910,-1.900
1,3:01,4,6,JAX 22,0,7,"Logan Cooke punts 50 yards, fair catch by James Proche at CLE-28",-1.900,-0.810
1,2:55,1,10,CLE 28,0,7,Jerome Ford left guard for 1 yard (tackle by Devin Lloyd and Jeremiah Ledbetter),0.810,0.400
1,2:18,2,9,CLE 29,0,7,Joe Flacco pass incomplete deep left intended for Amari Cooper (defended by Montaric Brown),0.400,-0.300
1,2:14,3,9,CLE 29,0,7,Joe Flacco pass incomplete short right intended for David Njoku,-0.300,-1.440
1,2:11,4,9,CLE 29,0,7,"Corey Bojorquez punts 59 yards, returned by Parker Washington for 20 yards (tackle by Jordan Kunaszyk). Penalty on Elijah Cooks: Illegal Block Above the Waist, 10 yards (accepted)",-1.440,-0.410
1,1:56,1,10,JAX 22,0,7,Travis Etienne left guard for 1 yard (tackle by Jeremiah Owusu-Koramoah),0.410,0.000
1,1:16,2,9,JAX 23,0,7,Trevor Lawrence pass complete short left to Evan Engram for 11 yards (tackle by Alex Wright),0.000,1.200
1,0:44,1,10,JAX 34,0,7,"Penalty on Maurice Hurst: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.200,1.930
1,0:28,1,5,JAX 39,0,7,Trevor Lawrence pass incomplete deep left intended for Zay Jones,1.930,1.330
1,0:23,2,5,JAX 39,0,7,Trevor Lawrence pass incomplete deep right,1.330,0.630
1,0:16,3,5,JAX 39,0,7,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",0.630,-0.030
1,0:16,3,10,JAX 34,0,7,Trevor Lawrence pass incomplete short left intended for Calvin Ridley,-0.030,-1.110
1,0:11,4,10,JAX 34,0,7,"Logan Cooke punts 38 yards, fair catch by James Proche at CLE-28",-1.110,-0.810
1,0:05,1,10,CLE 28,0,7,Joe Flacco pass complete short right to Amari Cooper for 17 yards (tackle by Montaric Brown),0.810,1.930
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 45,0,7,Joe Flacco pass complete deep middle to Elijah Moore for 20 yards (tackle by Rayshawn Jenkins),1.930,3.250
2,14:26,1,10,JAX 35,0,7,Jerome Ford left tackle for 5 yards (tackle by Foyesade Oluokun),3.250,3.380
2,13:46,2,5,JAX 30,0,13,"Joe Flacco pass complete short right to David Njoku for 30 yards, touchdown",3.380,7.000
2,13:40,,,JAX 15,0,14,Dustin Hopkins kicks extra point good,0.000,0.000
2,13:40,,,CLE 35,0,14,"Dustin Hopkins kicks off 63 yards, returned by D'Ernest Johnson for 20 yards (tackle by Matthew Adams)",0.000,0.410
2,13:36,1,10,JAX 22,0,14,Trevor Lawrence pass deep left intended for Zay Jones is intercepted by Martin Emerson at CLE-25 and returned for no gain (tackle by Zay Jones),0.410,-0.610
2,13:27,1,10,CLE 25,0,14,Joe Flacco pass complete short right to Amari Cooper for 6 yards (tackle by Montaric Brown),0.610,0.870
2,12:51,2,4,CLE 31,0,14,Jerome Ford right tackle for 26 yards (tackle by Andre Cisco),0.870,2.720
2,12:12,1,10,JAX 43,0,14,Kareem Hunt right guard for no gain (tackle by Angelo Blackson and Devin Lloyd),2.720,2.180
2,11:29,2,10,JAX 43,0,14,Kareem Hunt right guard for 6 yards (tackle by Devin Lloyd and Rayshawn Jenkins),2.180,2.280
2,10:48,3,4,JAX 37,0,14,Joe Flacco pass short left intended for Cedric Tillman is intercepted by Darious Williams at JAC-31 and returned for 11 yards (tackle by David Njoku),2.280,-1.730
2,10:41,1,10,JAX 42,0,14,Travis Etienne left guard for 9 yards (tackle by Ronnie Hickman),1.730,2.400
2,10:03,2,1,CLE 49,0,14,Travis Etienne left guard for -1 yards (tackle by Myles Garrett and Anthony Walker),2.400,1.550
2,9:39,3,2,CLE 50,0,14,Trevor Lawrence pass complete short middle to Zay Jones for 12 yards (tackle by Anthony Walker),1.550,3.050
2,9:06,1,10,CLE 38,0,14,Travis Etienne left guard for 4 yards (tackle by Tony Fields and Anthony Walker),3.050,3.050
2,8:30,2,6,CLE 34,0,14,D'Ernest Johnson left guard for 2 yards (tackle by Shelby Harris),3.050,2.610
2,7:50,3,4,CLE 32,0,14,Trevor Lawrence sacked by Grant Delpit for -13 yards,2.610,0.270
2,7:09,4,17,CLE 45,0,14,Logan Cooke punts 40 yards out of bounds,0.270,0.380
2,7:03,1,10,CLE 5,0,14,"Joe Flacco pass complete short right to Amari Cooper for 17 yards. Amari Cooper fumbles (forced by Andrew Wingard), recovered by Devin Lloyd at CLE-25 and returned for 13 yards (tackle by Joel Bitonio)",-0.380,-4.780
2,6:53,1,10,CLE 12,0,14,Travis Etienne right tackle for 2 yards (tackle by Greg Newsome),4.780,4.450
2,6:18,2,8,CLE 10,6,14,"Trevor Lawrence pass complete short right to Evan Engram for 10 yards, touchdown",4.450,7.000
2,6:14,,,CLE 15,7,14,Brandon McManus kicks extra point good,0.000,0.000
2,6:14,,,JAX 35,7,14,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,6:14,1,10,CLE 25,7,14,"Penalty on James Hudson: False Start, 5 yards (accepted) (no play)",0.610,0.280
2,6:14,1,15,CLE 20,7,14,Joe Flacco pass complete short right to Amari Cooper for 13 yards,0.280,1.140
2,5:46,2,2,CLE 33,7,14,Joe Flacco pass complete to David Njoku for no gain (tackle by Foyesade Oluokun) (no play),1.140,0.470
2,5:25,2,7,CLE 28,7,14,Joe Flacco pass complete short left to Amari Cooper for 5 yards (tackle by Montaric Brown),0.470,0.430
2,4:45,3,2,CLE 33,7,14,"Kareem Hunt for no gain (tackle by Montaric Brown). Penalty on Geron Christian: Offensive Holding, 10 yards (accepted) (no play)",0.430,-0.890
2,4:20,3,12,CLE 23,7,14,Joe Flacco pass incomplete deep right intended for Amari Cooper,-0.890,-1.830
2,4:14,4,12,CLE 23,7,14,"Corey Bojorquez punts 59 yards, returned by Parker Washington for 26 yards (tackle by Sione Takitaki)",-1.830,-1.860
2,4:01,1,10,JAX 44,7,14,Travis Etienne right guard for 3 yards (tackle by Jordan Elliott),1.860,1.720
2,3:24,2,7,JAX 47,7,14,Trevor Lawrence pass complete short right to Zay Jones for 4 yards (tackle by Greg Newsome),1.720,1.550
2,2:43,3,3,CLE 49,7,14,Trevor Lawrence pass complete short left to Zay Jones for 5 yards (tackle by Cameron Mitchell),1.550,2.650
2,2:19,1,10,CLE 44,7,14,Travis Etienne left tackle for 2 yards (tackle by Jeremiah Owusu-Koramoah),2.650,2.380
2,2:00,2,8,CLE 42,7,14,"Penalty on Blake Hance: False Start, 5 yards (accepted) (no play)",2.380,1.710
2,2:00,2,13,CLE 47,7,14,Trevor Lawrence pass complete deep left to Evan Engram for 23 yards (tackle by Grant Delpit),1.710,3.970
2,1:55,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:55,1,10,CLE 24,7,14,Trevor Lawrence pass deep left intended for Calvin Ridley is intercepted by Martin Emerson at CLE-8 and returned for 11 yards (tackle by Evan Engram),3.970,-0.150
2,1:47,1,10,CLE 19,7,14,Joe Flacco pass complete short right to Jerome Ford for 2 yards (tackle by Montaric Brown),0.150,-0.060
2,1:42,2,8,CLE 21,7,14,Joe Flacco pass complete short right to David Njoku for 15 yards (tackle by Devin Lloyd),-0.060,1.330
2,1:35,1,10,CLE 36,7,14,Joe Flacco pass incomplete short left intended for David Njoku,1.330,0.790
2,1:31,2,10,CLE 36,7,14,"Penalty on James Hudson: False Start, 5 yards (accepted) (no play)",0.790,0.120
2,1:31,2,15,CLE 31,7,14,Jerome Ford right guard for 4 yards (tackle by Josh Allen),0.120,-0.030
2,1:28,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:28,3,11,CLE 35,7,14,Joe Flacco pass complete short right to David Njoku for 2 yards (tackle by Rayshawn Jenkins),-0.030,-0.910
2,1:20,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,1:20,4,9,CLE 37,7,14,"Corey Bojorquez punts 51 yards, returned by Parker Washington for 11 yards (tackle by Charley Hughlett and Sione Takitaki)",-0.910,-0.480
2,1:07,1,10,JAX 23,7,14,Trevor Lawrence pass incomplete deep right intended for Calvin Ridley,0.480,-0.070
2,1:02,2,10,JAX 23,7,14,Trevor Lawrence pass incomplete short left intended for Zay Jones (defended by Greg Newsome),-0.070,-0.760
2,0:58,3,10,JAX 23,7,14,Trevor Lawrence pass incomplete short right intended for Parker Washington (defended by Za'Darius Smith),-0.760,-1.830
2,0:54,4,10,JAX 23,7,14,"Logan Cooke punts 52 yards, fair catch by James Proche at CLE-25",-1.830,-0.610
2,0:47,1,10,CLE 25,7,14,Joe Flacco pass incomplete deep left intended for Elijah Moore (defended by Darious Williams),0.610,0.060
2,0:38,2,10,CLE 25,7,14,Joe Flacco pass complete short left to David Njoku for 11 yards (tackle by Darious Williams),0.060,1.330
2,0:31,1,10,CLE 36,7,14,Joe Flacco pass incomplete short left intended for Jerome Ford (defended by Tyler Lacy),1.330,0.790
2,0:25,2,10,CLE 36,7,14,Joe Flacco pass complete short right to Elijah Moore for 9 yards (tackle by Darious Williams and Gregory Junior),0.790,1.290
2,0:19,,,,,,Timeout #1 by Cleveland Browns,,
2,0:19,3,1,CLE 45,7,14,Joe Flacco pass incomplete short middle intended for David Bell,1.290,-0.390
2,0:15,4,1,CLE 45,7,14,Corey Bojorquez punts 34 yards downed by D'Anthony Bell,-0.390,-0.340
2,0:05,1,10,JAX 21,7,14,Trevor Lawrence kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,7,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,7,14,Travis Etienne up the middle for -6 yards (tackle by Shelby Harris and Grant Delpit),0.610,-0.810
3,14:20,2,16,JAX 19,7,14,Trevor Lawrence pass incomplete deep right intended for Zay Jones,-0.810,-1.510
3,14:16,3,16,JAX 19,7,14,"Penalty on Luke Fortner: False Start, 5 yards (accepted) (no play)",-1.510,-2.550
3,14:16,3,21,JAX 14,7,14,"Trevor Lawrence pass complete short left to Parker Washington for 8 yards. Parker Washington fumbles (forced by Anthony Walker), recovered by Anthony Walker at JAC-22",-2.550,-4.110
3,14:04,1,10,JAX 22,7,14,Kareem Hunt left tackle for no gain (tackle by Foyesade Oluokun),4.110,3.560
3,13:27,2,10,JAX 22,7,14,Joe Flacco pass complete short middle to Cedric Tillman for 9 yards (tackle by Andre Cisco and Foyesade Oluokun),3.560,4.390
3,12:37,3,1,JAX 13,7,14,Kareem Hunt right guard for no gain (tackle by Jeremiah Ledbetter and Devin Lloyd),4.390,2.720
3,11:49,4,1,JAX 13,7,14,Joe Flacco up the middle for 2 yards (tackle by Adam Gotsis),2.720,4.840
3,11:09,1,10,JAX 11,7,14,Joe Flacco pass complete short right to Kareem Hunt for 3 yards (tackle by Travon Walker),4.840,4.700
3,10:32,2,7,JAX 8,7,14,Kareem Hunt left guard for 4 yards (tackle by Foyesade Oluokun),4.700,4.670
3,9:46,3,3,JAX 4,7,20,"Kareem Hunt left guard for 4 yards, touchdown",4.670,7.000
3,9:39,,,JAX 15,7,21,Dustin Hopkins kicks extra point good,0.000,0.000
3,9:39,,,CLE 35,7,21,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,9:39,1,10,JAX 25,7,21,Trevor Lawrence pass complete short right to Travis Etienne for -2 yards (tackle by Jeremiah Owusu-Koramoah),0.610,-0.210
3,9:06,2,12,JAX 23,7,21,Trevor Lawrence sacked by Maurice Hurst for -8 yards,-0.210,-2.350
3,8:25,3,20,JAX 15,7,21,Trevor Lawrence pass complete short right to D'Ernest Johnson for 10 yards (tackle by Greg Newsome),-2.350,-1.700
3,7:49,4,10,JAX 25,7,21,"Logan Cooke punts 50 yards, returned by James Proche for 8 yards (tackle by Ross Matiscik)",-1.700,-1.140
3,7:38,1,10,CLE 33,7,21,Joe Flacco pass incomplete short right,1.140,0.590
3,7:34,2,10,CLE 33,7,21,"Joe Flacco sacked by Antonio Johnson for -4 yards. Joe Flacco fumbles (forced by Antonio Johnson), recovered by Jeremiah Ledbetter at CLE-25 (tackle by Joel Bitonio)",0.590,-3.910
3,7:26,1,10,CLE 25,7,21,Trevor Lawrence pass complete short middle to Evan Engram for 10 yards (tackle by Sione Takitaki and Cameron Mitchell),3.910,4.580
3,6:55,1,10,CLE 15,7,21,Travis Etienne left tackle for -2 yards (tackle by Maurice Hurst),4.580,3.680
3,6:16,2,12,CLE 17,7,21,Trevor Lawrence pass incomplete deep left intended for Calvin Ridley,3.680,2.980
3,6:11,3,12,CLE 17,7,21,Trevor Lawrence pass complete short left to Calvin Ridley for 16 yards (tackle by Martin Emerson),2.980,6.970
3,5:36,1,1,CLE 1,7,21,Travis Etienne right guard for no gain (tackle by Dalvin Tomlinson and Sione Takitaki),6.970,5.910
3,5:02,2,1,CLE 1,13,21,"Travis Etienne for no gain Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Travis Etienne for 1 yard, touchdown",5.910,7.000
3,4:59,,,CLE 15,14,21,Brandon McManus kicks extra point good,0.000,0.000
3,4:59,,,JAX 35,14,21,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,4:59,1,10,CLE 25,14,21,Jerome Ford left tackle for no gain (tackle by Josh Allen),0.610,0.060
3,4:17,2,10,CLE 25,14,21,Joe Flacco pass complete short right to Jordan Akins for 3 yards (tackle by Rayshawn Jenkins),0.060,-0.230
3,3:31,3,7,CLE 28,14,21,Joe Flacco pass complete short right to Elijah Moore for 13 yards (tackle by Montaric Brown),-0.230,1.660
3,2:59,1,10,CLE 41,14,21,Joe Flacco pass complete short right to Amari Cooper for 10 yards (tackle by Andre Cisco),1.660,2.320
3,2:18,1,10,JAX 49,14,21,Joe Flacco pass complete short left to Jerome Ford for 6 yards (tackle by Devin Lloyd),2.320,2.590
3,1:38,2,4,JAX 43,14,21,Jerome Ford left tackle for -1 yards (tackle by Josh Allen),2.590,1.750
3,0:52,3,5,JAX 44,14,21,Joe Flacco pass incomplete short right intended for Amari Cooper (defended by Antonio Johnson),1.750,0.330
3,0:49,4,5,JAX 44,14,21,"Corey Bojorquez punts 38 yards, fair catch by Parker Washington at JAC-6",0.330,0.380
3,0:42,1,10,JAX 6,14,21,Trevor Lawrence sacked by Ogbonnia Okoronkwo for no gain,-0.380,-0.780
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,JAX 6,14,21,Trevor Lawrence pass complete short right to Evan Engram for 9 yards (tackle by Jeremiah Owusu-Koramoah),-0.780,-0.370
4,14:17,3,1,JAX 15,14,21,Trevor Lawrence pass deep right intended for Calvin Ridley is intercepted by Greg Newsome at JAC-48 and returned for no gain (tackle by Calvin Ridley),-0.370,-2.390
4,14:10,1,10,JAX 48,14,21,Joe Flacco pass complete short left to Amari Cooper for 9 yards (tackle by Rayshawn Jenkins),2.390,3.060
4,13:29,2,1,JAX 39,14,21,Jerome Ford left tackle for -2 yards (tackle by Foyesade Oluokun and Devin Lloyd),3.060,2.080
4,12:46,3,3,JAX 41,14,21,Joe Flacco pass incomplete deep right intended for Amari Cooper,2.080,0.530
4,12:42,4,3,JAX 41,14,27,"Joe Flacco pass complete short middle to David Bell for 41 yards, touchdown",0.530,7.000
4,12:34,,,JAX 15,14,28,Dustin Hopkins kicks extra point good,0.000,0.000
4,12:34,,,CLE 35,14,28,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,12:34,1,10,JAX 25,14,28,"Trevor Lawrence pass complete short right to Zay Jones for 6 yards (tackle by Mike Ford). Penalty on Mike Ford: Unnecessary Roughness / Defense, 15 yards (accepted)",0.610,1.990
4,12:05,1,10,JAX 46,14,28,Trevor Lawrence pass incomplete short right intended for D'Ernest Johnson,1.990,1.450
4,12:01,2,10,JAX 46,14,28,D'Ernest Johnson right guard for 6 yards (tackle by Jeremiah Owusu-Koramoah),1.450,1.550
4,11:24,3,4,CLE 48,14,28,Trevor Lawrence pass complete short middle to Calvin Ridley for 9 yards (tackle by Jeremiah Owusu-Koramoah),1.550,2.980
4,10:47,1,10,CLE 39,14,28,D'Ernest Johnson left tackle for 4 yards (tackle by Grant Delpit),2.980,2.980
4,10:08,2,6,CLE 35,14,28,Trevor Lawrence pass complete short right to Calvin Ridley for 12 yards (tackle by Greg Newsome),2.980,4.040
4,9:34,1,10,CLE 23,14,28,Trevor Lawrence pass incomplete short right intended for Zay Jones,4.040,3.500
4,9:30,2,10,CLE 23,14,28,Trevor Lawrence pass complete short right to Evan Engram for 4 yards (tackle by D'Anthony Bell),3.500,3.340
4,8:57,3,6,CLE 19,20,28,"Trevor Lawrence pass complete deep left to Parker Washington for 19 yards, touchdown",3.340,7.000
4,8:52,,,CLE 15,20,28,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",0.000,0.000
4,8:52,,,CLE 20,21,28,Brandon McManus kicks extra point good,0.000,0.000
4,8:52,,,JAX 35,21,28,"Brandon McManus kicks off 65 yards, returned by Pierre Strong for 29 yards (tackle by Daniel Thomas)",0.000,0.870
4,8:46,1,10,CLE 29,21,28,Joe Flacco pass incomplete deep middle intended for Elijah Moore,0.870,0.330
4,8:40,2,10,CLE 29,21,28,Kareem Hunt left tackle for 9 yards (tackle by Devin Lloyd and Andrew Wingard),0.330,0.830
4,7:55,3,1,CLE 38,21,28,Dorian Thompson-Robinson left tackle for 5 yards (tackle by Devin Lloyd),0.830,1.800
4,7:15,1,10,CLE 43,21,28,Jerome Ford for 4 yards (tackle by Rayshawn Jenkins),1.800,1.790
4,6:43,2,6,CLE 47,21,28,Joe Flacco pass complete short right to Jerome Ford for 5 yards (tackle by Montaric Brown),1.790,1.750
4,6:12,3,1,JAX 48,21,28,"Penalty on James Hudson: False Start, 5 yards (accepted) (no play)",1.750,1.090
4,6:12,3,6,CLE 47,21,28,Joe Flacco pass incomplete short left intended for David Bell,1.090,-0.260
4,6:08,4,6,CLE 47,21,28,"Penalty on Adam Gotsis: Encroachment, 5 yards (accepted) (no play)",-0.260,0.070
4,6:08,4,1,JAX 48,21,28,Kareem Hunt right tackle for 3 yards (tackle by Andrew Wingard),0.070,2.590
4,5:33,1,10,JAX 45,21,28,Joe Flacco pass incomplete short right intended for Amari Cooper,2.590,2.040
4,5:23,2,10,JAX 45,21,28,Jerome Ford right guard for 3 yards (tackle by Angelo Blackson and Antonio Johnson),2.040,1.750
4,4:39,3,7,JAX 42,21,28,Joe Flacco pass incomplete short right intended for Amari Cooper (defended by Rayshawn Jenkins),1.750,0.460
4,4:31,4,7,JAX 42,21,28,"Corey Bojorquez punts 42 yards, touchback.",0.460,-0.280
4,4:24,1,10,JAX 20,21,28,Trevor Lawrence pass complete short right to Evan Engram for 11 yards (tackle by D'Anthony Bell),0.280,1.000
4,4:20,1,10,JAX 31,21,28,Trevor Lawrence pass incomplete short left intended for Evan Engram (defended by Cameron Mitchell),1.000,0.460
4,4:17,2,10,JAX 31,21,28,Trevor Lawrence pass incomplete short right intended for Calvin Ridley,0.460,-0.230
4,4:14,3,10,JAX 31,21,28,Trevor Lawrence scrambles right end for 7 yards (tackle by Ogbonnia Okoronkwo),-0.230,-0.850
4,3:34,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,3:34,4,3,JAX 38,21,28,Trevor Lawrence pass incomplete short right intended for Zay Jones (defended by Ronnie Hickman),-0.850,-3.120
4,3:30,1,10,JAX 37,21,28,Kareem Hunt left tackle for -2 yards (tackle by Jeremiah Ledbetter and Foyesade Oluokun),3.120,2.370
4,3:25,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,3:25,2,11,JAX 39,21,28,Jerome Ford right tackle for 2 yards (tackle by Jeremiah Ledbetter),2.370,1.950
4,3:19,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,3:19,3,9,JAX 37,21,28,Joe Flacco pass incomplete short left intended for Elijah Moore (defended by Darious Williams),1.950,0.790
4,3:15,4,9,JAX 37,21,31,Dustin Hopkins 55 yard field goal good,0.790,3.000
4,3:10,,,CLE 35,21,31,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,3:10,1,10,JAX 25,21,31,Trevor Lawrence scrambles left end for 5 yards (tackle by Martin Emerson),0.610,0.740
4,3:00,2,5,JAX 30,21,31,Trevor Lawrence pass complete short middle to Travis Etienne for 18 yards (tackle by D'Anthony Bell),0.740,2.130
4,2:35,1,10,JAX 48,21,31,Trevor Lawrence pass complete short right to Travis Etienne for 12 yards (tackle by Greg Newsome),2.130,2.920
4,2:09,1,10,CLE 40,21,31,Trevor Lawrence pass complete short right to Travis Etienne for 9 yards (tackle by Jeremiah Owusu-Koramoah),2.920,3.590
4,2:00,2,1,CLE 31,21,31,Trevor Lawrence pass incomplete deep left intended for Zay Jones,3.590,2.870
4,1:55,3,1,CLE 31,21,31,Trevor Lawrence pass complete short left to Evan Engram for 4 yards (tackle by Martin Emerson),2.870,3.780
4,1:50,1,10,CLE 27,21,31,"Trevor Lawrence pass incomplete intended for Parker Washington. Penalty on Anthony Walker: Defensive Pass Interference, 25 yards (accepted) (no play)",3.780,6.740
4,1:44,,,,,,Timeout #1 by Cleveland Browns,,
4,1:44,1,2,CLE 2,21,31,Trevor Lawrence pass incomplete short right intended for Zay Jones (defended by Greg Newsome),6.740,5.720
4,1:40,2,2,CLE 2,21,31,Trevor Lawrence pass incomplete short left intended for Calvin Ridley,5.720,4.950
4,1:37,3,2,CLE 2,27,31,"Trevor Lawrence pass complete short right to Evan Engram for 2 yards, touchdown",4.950,7.000
4,1:33,,,,,,Timeout #2 by Cleveland Browns,,
4,1:33,,,CLE 2,27,31,"Two Point Attempt: Trevor Lawrence pass incomplete, sacked by Trevor Lawrence sacked by Myles Garrett for no gain",1.000,-1.000
4,1:33,,,,,,Timeout #3 by Cleveland Browns,,
4,1:33,,,JAX 35,27,31,"Brandon McManus kicks onside 11 yards, returned by James Proche for no gain",0.000,2.520
4,1:32,1,10,JAX 46,27,31,Joe Flacco kneels for -1 yards,2.520,1.840
4,0:56,2,11,JAX 47,27,31,Joe Flacco kneels for -1 yards,1.840,1.030
4,0:31,3,12,JAX 48,27,31,Joe Flacco kneels for -1 yards,1.030,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
