Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jahmyr Gibbs,DET,11,66,1,3,59,5.4,7,0.6,1,11.0
David Montgomery,DET,10,66,0,3,43,4.3,23,2.3,0,
Jared Goff,DET,1,0,0,0,0,0.0,0,0.0,0,
Sam LaPorta,DET,1,4,0,0,4,4.0,0,0.0,0,
Jameson Williams,DET,1,4,0,,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Justin Fields,CHI,12,58,1,4,23,1.9,35,2.9,0,
D'Onta Foreman,CHI,11,50,0,2,32,2.9,18,1.6,0,
Khalil Herbert,CHI,3,8,0,,4,1.3,4,1.3,1,3.0
D.J. Moore,CHI,3,20,1,1,20,6.7,0,0.0,0,
Roschon Johnson,CHI,1,6,0,,6,6.0,0,0.0,0,
