Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
J.J. Moses,HOU,3,68,22.7,0,0,3,3,1.0,0,0
Terrance Martin,HOU,1,0,0.0,0,0,0,0,,0,0
Moran Norris,HOU,1,10,10.0,0,0,0,0,,0,0
Jonathan Wells,HOU,1,10,10.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
David Allen,JAX,0,0,,0,0,6,55,9.2,0,0
LaBrandon Toefield,JAX,1,19,19.0,0,0,0,0,,0,0
