Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TAM 25,0,0,Peyton Barber up the middle for 3 yards (tackle by Logan Ryan and Jeffery Simmons),0.610,0.470
1,14:24,2,7,TAM 28,0,0,Jameis Winston pass complete short right to Cameron Brate for 8 yards (tackle by Logan Ryan),0.470,1.330
1,13:49,1,10,TAM 36,0,0,Peyton Barber left guard for 5 yards (tackle by Rashaan Evans),1.330,1.470
1,13:07,2,5,TAM 41,0,0,Jameis Winston pass complete short middle to Chris Godwin for 12 yards (tackle by Malcolm Butler),1.470,2.460
1,12:33,1,10,TEN 47,0,0,"Jameis Winston pass incomplete deep right intended for Mike Evans. Penalty on LeShaun Sims: Defensive Pass Interference, 43 yards (no play)",2.460,6.280
1,12:26,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
1,12:26,1,4,TEN 4,0,0,Peyton Barber right guard for no gain (tackle by Jeffery Simmons),6.280,5.340
1,11:42,2,4,TEN 4,0,0,Jameis Winston pass incomplete short middle intended for Mike Evans,5.340,4.490
1,11:38,3,4,TEN 4,0,0,Jameis Winston pass incomplete short right intended for Chris Godwin,4.490,3.030
1,11:33,4,4,TEN 4,3,0,Matt Gay 22 yard field goal good,3.030,3.000
1,11:28,,,TAM 35,3,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,11:28,1,10,TEN 25,3,0,Derrick Henry up the middle for -1 yards (tackle by Shaquil Barrett and Lavonte David),0.610,-0.070
1,10:52,2,11,TEN 24,3,0,Ryan Tannehill sacked by Jason Pierre-Paul for -4 yards,-0.070,-1.290
1,10:15,3,15,TEN 20,3,0,Ryan Tannehill pass incomplete deep right intended for Corey Davis,-1.290,-2.030
1,10:08,4,15,TEN 20,3,0,"Brett Kern punts 52 yards, returned by T.J. Logan for no gain (tackle by Amani Hooker and Wesley Woodyard). Penalty on Jamel Dean: Offensive Holding, 10 yards",-2.030,-0.040
1,9:57,1,10,TAM 18,3,0,Ronald Jones up the middle for 3 yards (tackle by Jurrell Casey and DaQuan Jones),0.040,0.010
1,9:24,2,7,TAM 21,3,0,"Penalty on Earl Watford: False Start, 5 yards (no play)",0.010,-0.800
1,9:03,2,12,TAM 16,3,0,"Jameis Winston aborted snap, recovered by Isaiah Mack at TB-10 (tackle by Jameis Winston)",-0.800,-4.910
1,8:58,1,10,TAM 10,3,0,"Penalty on Shaquil Barrett: Neutral Zone Infraction, 5 yards (no play)",4.910,6.060
1,8:58,1,5,TAM 5,3,6,"Ryan Tannehill pass complete short left to Jonnu Smith for 5 yards, touchdown",6.060,7.000
1,8:55,,,TAM 15,3,7,Cody Parkey kicks extra point good,0.000,0.000
1,8:55,,,TEN 35,3,7,"Cody Parkey kicks off 63 yards, returned by T.J. Logan for 25 yards (tackle by Rod Smith and Reggie Gilbert)",0.000,0.740
1,8:49,1,10,TAM 27,3,7,Ronald Jones right guard for 4 yards (tackle by Rashaan Evans),0.740,0.740
1,8:13,2,6,TAM 31,3,7,"Ronald Jones left tackle for 1 yard (tackle by Jeffery Simmons and Rashaan Evans). Penalty on Jeffery Simmons: Defensive Offside, 4 yards (no play)",0.740,1.280
1,7:52,2,2,TAM 35,3,7,Peyton Barber up the middle for 1 yard (tackle by Jayon Brown and Rashaan Evans),1.280,0.700
1,7:12,3,1,TAM 36,3,7,Peyton Barber up the middle for 4 yards (tackle by Rashaan Evans and Jayon Brown),0.700,1.600
1,6:37,1,10,TAM 40,3,7,Jameis Winston pass complete short right to Chris Godwin for 12 yards (tackle by Rashaan Evans),1.600,2.390
1,5:58,1,10,TEN 48,3,7,Ronald Jones up the middle for 5 yards (tackle by Kamalei Correa),2.390,2.520
1,5:17,2,5,TEN 43,3,7,Ronald Jones up the middle for -2 yards (tackle by Kevin Byard and Harold Landry),2.520,1.550
1,4:48,,,,,,Timeout #1 by Tennessee Titans,,
1,4:47,3,7,TEN 45,3,7,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Kenny Vaccaro),1.550,0.270
1,4:42,4,7,TEN 45,3,7,Bradley Pinion punts 44 yards downed by Ryan Smith,0.270,0.380
1,4:30,1,10,TEN 1,3,7,Derrick Henry right guard for 34 yards (tackle by Devin White),-0.380,1.270
1,3:39,1,10,TEN 35,3,7,Ryan Tannehill pass complete short left to Corey Davis for 1 yard (tackle by Lavonte David),1.270,0.860
1,2:58,2,9,TEN 36,3,7,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",0.860,1.530
1,2:46,2,4,TEN 41,3,7,Ryan Tannehill pass complete short left to Anthony Firkser for 8 yards (tackle by Lavonte David),1.530,2.190
1,2:20,1,10,TEN 49,3,7,Derrick Henry left guard for -1 yards (tackle by Vita Vea and Lavonte David),2.190,1.510
1,1:57,2,11,TEN 48,3,7,Ryan Tannehill pass incomplete short middle intended for Jonnu Smith (defended by Lavonte David),1.510,0.830
1,1:52,3,11,TEN 48,3,7,Ryan Tannehill pass incomplete deep middle intended for Corey Davis (defended by Sean Murphy-Bunting),0.830,-0.190
1,1:46,4,11,TEN 48,3,7,"Brett Kern punts 42 yards, fair catch by Vernon Hargreaves at TB-10",-0.190,0.380
1,1:37,1,10,TAM 10,3,7,"Penalty on Antony Auclair: False Start, 5 yards (no play)",-0.380,-0.570
1,1:37,1,15,TAM 5,3,7,Peyton Barber left tackle for 2 yards (tackle by Wesley Woodyard and Kenny Vaccaro),-0.570,-1.000
1,0:54,2,13,TAM 7,3,7,Jameis Winston pass deep right intended for Chris Godwin is intercepted by Malcolm Butler at TB-29 and returned for 23 yards,-1.000,-5.830
1,0:40,1,6,TAM 6,3,7,Ryan Tannehill pass incomplete short right intended for Adam Humphries (defended by Vernon Hargreaves),5.830,4.950
1,0:34,2,6,TAM 6,3,7,Ryan Tannehill pass incomplete short left intended for Adam Humphries,4.950,4.040
1,0:29,3,6,TAM 6,3,13,"Ryan Tannehill pass complete short left to Tajae Sharpe for 6 yards, touchdown",4.040,7.000
1,0:24,,,TAM 15,3,14,Cody Parkey kicks extra point good,0.000,0.000
1,0:24,,,TEN 35,3,14,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
1,0:24,1,10,TAM 25,3,14,Jameis Winston pass incomplete short middle intended for Ronald Jones (defended by DaQuan Jones),0.610,0.060
1,0:16,2,10,TAM 25,3,14,Jameis Winston pass complete short right to Mike Evans for 11 yards,0.060,1.330
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 36,3,14,Ronald Jones right guard for 2 yards (tackle by Jayon Brown and Kenny Vaccaro),1.330,1.060
2,14:24,2,8,TAM 38,3,14,Jameis Winston pass incomplete short right intended for Ronald Jones,1.060,0.370
2,14:20,3,8,TAM 38,3,14,Jameis Winston pass complete short right to Cameron Brate for 12 yards (tackle by Amani Hooker and LeShaun Sims),0.370,2.260
2,13:36,1,10,TAM 50,3,14,"Jameis Winston pass incomplete deep right intended for Scott Miller (defended by Logan Ryan). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",2.260,1.600
2,13:29,1,20,TAM 40,3,14,Ronald Jones up the middle for 3 yards (tackle by Austin Johnson and Logan Ryan),1.600,0.770
2,12:50,2,17,TAM 43,3,14,Jameis Winston pass complete short left to Mike Evans for 15 yards (tackle by LeShaun Sims),0.770,2.080
2,12:19,3,2,TEN 42,3,14,Ronald Jones up the middle for 1 yard (tackle by DaQuan Jones and Rashaan Evans),2.080,0.530
2,11:34,4,1,TEN 41,3,14,Jameis Winston up the middle for 2 yards (tackle by Jeffery Simmons and Jayon Brown),0.530,2.980
2,10:58,1,10,TEN 39,3,14,Jameis Winston up the middle for 5 yards (tackle by Harold Landry),2.980,3.120
2,10:17,2,5,TEN 34,3,14,Jameis Winston pass incomplete short left,3.120,2.410
2,10:13,3,5,TEN 34,3,14,Jameis Winston right end for 7 yards (tackle by Jayon Brown),2.410,3.780
2,9:30,1,10,TEN 27,3,14,Ronald Jones up the middle for 2 yards (tackle by Jayon Brown and Jurrell Casey),3.780,3.500
2,8:49,2,8,TEN 25,3,14,Jameis Winston pass incomplete deep left intended for Chris Godwin (defended by Logan Ryan),3.500,2.810
