Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
2,8:45,3,8,TEN 25,3,14,Jameis Winston sacked by Jurrell Casey for -5 yards,2.810,1.410
2,7:56,4,13,TEN 30,6,14,Matt Gay 48 yard field goal good,1.410,3.000
2,7:51,,,TAM 35,6,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,7:51,1,10,TEN 25,6,14,Derrick Henry right tackle for -1 yards (tackle by Vita Vea),0.610,-0.070
2,7:14,2,11,TEN 24,6,14,Derrick Henry left guard for 2 yards (tackle by Shaquil Barrett and Ndamukong Suh),-0.070,-0.490
2,6:33,3,9,TEN 26,6,14,"Penalty on Anthony Firkser: False Start, 5 yards (no play)",-0.490,-1.150
2,6:26,3,14,TEN 21,6,14,Ryan Tannehill pass incomplete deep left intended for A.J. Brown (defended by Andrew Adams),-1.150,-1.960
2,6:19,4,14,TEN 21,6,14,"Brett Kern punts 53 yards, returned by T.J. Logan for 40 yards (tackle by Kamalei Correa)",-1.960,-3.310
2,6:02,1,10,TEN 34,6,14,Jameis Winston pass complete deep right to Mike Evans for 29 yards (tackle by LeShaun Sims),3.310,6.060
2,5:19,1,5,TEN 5,6,14,Peyton Barber right tackle for 1 yard (tackle by Logan Ryan),6.060,5.340
2,4:38,2,4,TEN 4,6,14,Jameis Winston pass incomplete short right intended for Dare Ogunbowale (defended by Jayon Brown),5.340,4.490
2,4:33,3,4,TEN 4,6,14,Dare Ogunbowale up the middle for -2 yards (tackle by Rashaan Evans),4.490,2.990
2,3:50,4,6,TEN 6,9,14,Matt Gay 24 yard field goal good,2.990,3.000
2,3:47,,,TAM 35,9,14,"Bradley Pinion kicks off 65 yards, returned by Kalif Raymond for 45 yards (tackle by Ryan Smith and Bradley Pinion)",0.000,1.930
2,3:39,1,10,TEN 45,9,14,Ryan Tannehill pass complete deep right to Jonnu Smith for 26 yards (tackle by Lavonte David and Jordan Whitehead),1.930,3.640
2,2:55,1,10,TAM 29,9,14,Derrick Henry left end for 5 yards (tackle by Carl Nassib),3.640,3.780
2,2:12,2,5,TAM 24,9,14,Derrick Henry right guard for -2 yards (tackle by Jason Pierre-Paul),3.780,2.810
2,2:00,3,7,TAM 26,9,14,"Ryan Tannehill sacked by Shaquil Barrett for -7 yards. Ryan Tannehill fumbles (forced by Shaquil Barrett), recovered by Jamil Douglas at TB-33 (tackle by Shaquil Barrett)",2.810,1.150
2,1:15,4,14,TAM 33,9,17,Cody Parkey 51 yard field goal good,1.150,3.000
2,1:09,,,TEN 35,9,17,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,1:09,1,10,TAM 25,9,17,Jameis Winston pass complete short left to Mike Evans for 13 yards (tackle by Malcolm Butler),0.610,1.470
2,1:01,1,10,TAM 38,9,17,Jameis Winston pass complete short middle to Mike Evans for 14 yards (tackle by Kevin Byard),1.470,2.390
2,0:55,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:55,1,10,TEN 48,9,17,"Jameis Winston sacked by Logan Ryan for -7 yards. Jameis Winston fumbles (forced by Logan Ryan), recovered by Jameis Winston at TB-45. Penalty on Donovan Smith: Offensive Holding (Declined)",2.390,0.900
2,0:49,2,17,TAM 45,9,17,Jameis Winston pass incomplete deep left intended for Scott Miller,0.900,0.230
2,0:41,3,17,TAM 45,9,17,Jameis Winston pass complete deep right to Mike Evans for 46 yards (tackle by Kevin Byard),0.230,5.140
2,0:31,,,,,,Timeout #2 by Tennessee Titans,,
2,0:31,1,9,TEN 9,9,17,Jameis Winston pass incomplete short right intended for Tanner Hudson (defended by LeShaun Sims),5.140,4.380
2,0:26,2,9,TEN 9,9,17,Jameis Winston pass incomplete short left intended for Dare Ogunbowale,4.380,3.360
2,0:21,3,9,TEN 9,15,17,"Jameis Winston pass complete short right to Mike Evans for 9 yards, touchdown",3.360,7.000
2,0:15,,,TEN 2,15,17,"Two Point Attempt: Jameis Winston pass incomplete intended for Breshad Perriman, conversion fails",1.000,-1.000
2,0:15,,,TAM 35,15,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,TEN 25,15,17,Ryan Tannehill kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,15,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TEN 25,15,17,"Penalty on Jonnu Smith: False Start, 5 yards (no play)",0.610,0.280
3,15:00,1,15,TEN 20,15,17,Ryan Tannehill pass complete short left to Jonnu Smith for 6 yards (tackle by Lavonte David and Carlton Davis),0.280,0.200
3,14:25,2,9,TEN 26,15,17,Ryan Tannehill left end for -2 yards (tackle by Lavonte David),0.200,-0.760
3,13:42,3,11,TEN 24,15,17,Ryan Tannehill pass complete short right to Anthony Firkser for 23 yards (tackle by Vernon Hargreaves),-0.760,2.060
3,13:10,1,10,TEN 47,15,17,"Derrick Henry up the middle for 9 yards (tackle by Andrew Adams). Derrick Henry fumbles (forced by Andrew Adams), recovered by Vernon Hargreaves at TB-42 and returned for 2 yards and Ben Jones and Jack Conklin)",2.060,-1.860
3,13:01,1,10,TAM 44,15,17,Jameis Winston pass complete deep left to Mike Evans for 43 yards (tackle by Kenny Vaccaro),1.860,4.710
3,12:20,1,10,TEN 13,15,17,Peyton Barber right tackle for 3 yards (tackle by Reggie Gilbert),4.710,4.580
3,11:42,2,7,TEN 10,15,17,Jameis Winston pass complete short middle to Peyton Barber for 8 yards (tackle by Kenny Vaccaro),4.580,6.740
3,11:16,1,2,TEN 2,21,17,"Jameis Winston pass complete short right to Mike Evans for 2 yards, touchdown",6.740,7.000
3,11:11,,,TEN 2,23,17,"Two Point Attempt: Jameis Winston pass complete to Chris Godwin, conversion succeeds",1.000,1.000
3,11:11,,,TAM 35,23,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,11:11,1,10,TEN 25,23,17,Ryan Tannehill pass incomplete deep right intended for Anthony Firkser (defended by Carlton Davis),0.610,0.060
3,11:03,2,10,TEN 25,23,17,Ryan Tannehill pass complete short middle to Tajae Sharpe for 7 yards (tackle by Sean Murphy-Bunting),0.060,0.300
3,10:32,3,3,TEN 32,23,17,Ryan Tannehill sacked by Carl Nassib for -8 yards,0.300,-1.770
3,9:48,4,11,TEN 24,23,17,"Brett Kern punts 61 yards, returned by T.J. Logan for 5 yards (tackle by Amani Hooker)",-1.770,-0.280
3,9:37,1,10,TAM 20,23,17,Ronald Jones left end for 7 yards (tackle by Kevin Byard),0.280,0.680
3,9:04,2,3,TAM 27,23,17,Ronald Jones up the middle for 7 yards (tackle by Jayon Brown and Kenny Vaccaro),0.680,1.200
3,8:21,1,10,TAM 34,23,17,Ronald Jones left guard for 3 yards (tackle by Jurrell Casey and Kamalei Correa),1.200,1.060
3,7:44,2,7,TAM 37,23,17,Jameis Winston pass incomplete short left intended for Peyton Barber (defended by Jayon Brown),1.060,0.370
3,7:39,3,7,TAM 37,23,17,Jameis Winston pass complete short right to Chris Godwin for 11 yards (tackle by Logan Ryan),0.370,2.130
3,7:00,1,10,TAM 48,23,17,Jameis Winston pass incomplete short right intended for Peyton Barber,2.130,1.580
3,6:54,2,10,TAM 48,23,17,Jameis Winston pass complete short right to Mike Evans for 8 yards (tackle by Kevin Byard and LeShaun Sims),1.580,1.950
3,6:13,3,2,TEN 44,23,17,Jameis Winston right end for 1 yard (tackle by Kamalei Correa and DaQuan Jones),1.950,0.400
3,5:28,4,1,TEN 43,23,17,"Bradley Pinion punts 35 yards, fair catch by Adam Humphries at TEN-8",0.400,0.380
3,5:20,1,10,TEN 8,23,17,Derrick Henry right end for 18 yards (tackle by Andrew Adams),-0.380,0.670
3,4:39,1,10,TEN 26,23,17,Derrick Henry up the middle for -1 yards (tackle by Jason Pierre-Paul),0.670,-0.010
3,4:00,2,11,TEN 25,23,17,Ryan Tannehill pass incomplete short middle intended for Anthony Firkser (defended by Carlton Davis),-0.010,-0.690
3,3:56,3,11,TEN 25,23,17,"Ryan Tannehill pass deep middle is intercepted by Carlton Davis at TEN-42 and returned for no gain. Penalty on Carlton Davis: Defensive Pass Interference, 17 yards (no play)",-0.690,1.730
3,3:49,1,10,TEN 42,23,17,"Ryan Tannehill pass deep left is intercepted by Carlton Davis at TB-36 and returned for 19 yards. Penalty on Carlton Davis: Defensive Pass Interference, 20 yards (no play)",1.730,3.050
3,3:36,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,3:36,1,10,TAM 38,23,17,Ryan Tannehill pass complete short left to Derrick Henry for 8 yards (tackle by Lavonte David),3.050,3.590
3,3:04,2,2,TAM 30,23,17,Derrick Henry up the middle for no gain (tackle by Lavonte David and William Gholston),3.590,2.870
3,2:18,3,2,TAM 30,23,17,Ryan Tannehill pass complete short left to Adam Humphries for 3 yards (tackle by Vernon Hargreaves),2.870,3.780
3,1:39,1,10,TAM 27,23,17,Ryan Tannehill pass incomplete deep left intended for Corey Davis (defended by Carlton Davis),3.780,3.230
3,1:31,2,10,TAM 27,23,17,Ryan Tannehill pass complete short left to A.J. Brown for 3 yards (tackle by Devin White),3.230,2.940
3,0:47,3,7,TAM 24,23,17,Ryan Tannehill pass incomplete deep right intended for Adam Humphries,2.940,1.870
3,0:42,4,7,TAM 24,23,20,Cody Parkey 42 yard field goal good,1.870,3.000
3,0:37,,,TEN 35,23,20,"Cody Parkey kicks off 66 yards, returned by T.J. Logan for 22 yards (tackle by Kalif Raymond)",0.000,0.340
3,0:32,1,10,TAM 21,23,20,"Peyton Barber up the middle for 2 yards (tackle by Rashaan Evans). Penalty on Earl Watford: Offensive Holding, 10 yards",0.340,-0.530
3,0:14,1,18,TAM 13,23,20,Jameis Winston pass complete short left to Mike Evans for 8 yards (tackle by Logan Ryan),-0.530,-0.200
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,TAM 21,23,20,Jameis Winston pass incomplete short right intended for Cameron Brate,-0.200,-0.890
4,14:53,3,10,TAM 21,23,20,Jameis Winston up the middle for 9 yards (tackle by Harold Landry),-0.890,-1.370
4,13:57,4,1,TAM 30,23,20,"Bradley Pinion punts 50 yards, fair catch by Adam Humphries at TEN-20. Penalty on Malcolm Butler: Offensive Holding, 10 yards",-1.370,0.380
4,13:49,1,10,TEN 10,23,20,Ryan Tannehill pass complete short right to Jonnu Smith for 17 yards (tackle by Devin White and Andrew Adams),-0.380,0.740
4,13:03,1,10,TEN 27,23,20,Ryan Tannehill pass incomplete deep left intended for Corey Davis,0.740,0.200
4,12:56,2,10,TEN 27,23,20,Ryan Tannehill pass complete deep middle to Jonnu Smith for 20 yards (tackle by Andrew Adams),0.200,2.060
4,12:20,1,10,TEN 47,23,20,"Derrick Henry up the middle for -36 yards (tackle by Carlton Davis). Penalty on MyCole Pruitt: Offensive Holding, 10 yards (no play)",2.060,1.400
4,11:53,1,20,TEN 37,23,20,Ryan Tannehill pass complete short middle to Adam Humphries for 8 yards (tackle by Vernon Hargreaves and Lavonte David),1.400,1.250
4,11:14,2,12,TEN 45,23,20,Ryan Tannehill pass complete short right to Corey Davis for 8 yards (tackle by Lavonte David and Carlton Davis),1.250,1.620
4,10:29,3,4,TAM 47,23,20,Ryan Tannehill pass complete short left to Tajae Sharpe for 5 yards (tackle by Vernon Hargreaves),1.620,2.790
4,9:50,1,10,TAM 42,23,20,Derrick Henry right end for 15 yards (tackle by Andrew Adams),2.790,3.780
4,9:06,1,10,TAM 27,23,20,Ryan Tannehill pass complete short right to Jonnu Smith for 4 yards (tackle by Devin White),3.780,3.770
4,8:23,2,6,TAM 23,23,20,Ryan Tannehill pass complete short middle to Adam Humphries for 13 yards (tackle by Vernon Hargreaves),3.770,4.910
4,7:47,1,10,TAM 10,23,20,Ryan Tannehill pass incomplete short left intended for MyCole Pruitt (defended by Devin White),4.910,4.190
4,7:43,2,10,TAM 10,23,20,Ryan Tannehill pass complete short left to Dion Lewis for 2 yards (tackle by Lavonte David),4.190,3.580
4,7:00,3,8,TAM 8,23,26,"Ryan Tannehill pass complete short left to A.J. Brown for 8 yards, touchdown, touchdown",3.580,7.000
4,6:55,,,TAM 15,23,27,Cody Parkey kicks extra point good,0.000,0.000
4,6:55,,,TEN 35,23,27,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,6:55,1,10,TAM 25,23,27,Jameis Winston pass complete short left to Ronald Jones for 17 yards (tackle by Rashaan Evans),0.610,1.730
4,6:17,1,10,TAM 42,23,27,Jameis Winston pass incomplete short left intended for Cameron Brate,1.730,1.190
4,6:13,2,10,TAM 42,23,27,"Jameis Winston sacked by Harold Landry for -6 yards. Jameis Winston fumbles (forced by Harold Landry), recovered by Harold Landry at TB-36 (tackle by Earl Watford)",1.190,-3.180
4,6:03,1,10,TAM 36,23,27,Derrick Henry left guard for 1 yard (tackle by Jordan Whitehead),3.180,2.770
4,5:19,2,9,TAM 35,23,27,Derrick Henry right tackle for -5 yards (tackle by William Gholston and Carl Nassib),2.770,1.420
4,4:35,3,14,TAM 40,23,27,Ryan Tannehill pass complete short left to Anthony Firkser for 12 yards (tackle by Sean Murphy-Bunting),1.420,1.700
4,3:47,,,,,,Timeout #1 by Tennessee Titans,,
4,3:45,4,2,TAM 28,23,27,Brett Kern left end for no gain (tackle by Devin White),1.700,-0.810
4,3:41,1,10,TAM 28,23,27,Jameis Winston pass incomplete short left intended for Chris Godwin,0.810,0.260
4,3:36,2,10,TAM 28,23,27,Jameis Winston pass incomplete short right intended for Breshad Perriman,0.260,-0.430
4,3:29,3,10,TAM 28,23,27,Jameis Winston left guard for 20 yards (tackle by Amani Hooker),-0.430,2.130
4,3:19,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,3:19,1,10,TAM 48,23,27,Jameis Winston pass complete short right to Chris Godwin for 8 yards (tackle by Logan Ryan),2.130,2.660
4,3:13,2,2,TEN 44,23,27,Jameis Winston pass complete short right to Dare Ogunbowale for 3 yards (tackle by Kenny Vaccaro and Rashaan Evans),2.660,2.850
4,2:43,1,10,TEN 41,23,27,Jameis Winston pass incomplete deep right intended for Breshad Perriman,2.850,2.310
4,2:36,2,10,TEN 41,23,27,Jameis Winston pass incomplete deep left intended for Breshad Perriman,2.310,1.620
4,2:29,3,10,TEN 41,23,27,Jameis Winston right tackle for 9 yards (tackle by Rashaan Evans),1.620,1.310
4,2:00,4,1,TEN 32,23,27,Peyton Barber up the middle for -1 yards (tackle by Jurrell Casey and Kenny Vaccaro),1.310,-1.140
4,1:53,1,10,TEN 33,23,27,Derrick Henry up the middle for 2 yards (tackle by Devin White and Anthony Nelson),1.140,0.860
4,1:42,,,,,,Timeout #2 by Tennessee Titans,,
4,1:42,2,8,TEN 35,23,27,Derrick Henry right guard for no gain (tackle by Vita Vea),0.860,0.170
4,0:56,3,8,TEN 35,23,27,Ryan Tannehill right end for 1 yard (tackle by Carl Nassib),0.170,-0.980
4,0:50,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,0:50,4,7,TEN 36,23,27,Brett Kern punts 40 yards out of bounds,-0.980,-0.540
4,0:42,1,10,TAM 24,23,27,Jameis Winston pass complete short middle to Cameron Brate for 12 yards (tackle by Jayon Brown),0.540,1.330
4,0:26,1,10,TAM 36,23,27,Jameis Winston spiked the ball,1.330,0.790
4,0:26,2,10,TAM 36,23,27,Jameis Winston pass deep middle intended for Breshad Perriman is intercepted by Logan Ryan at TEN-25 and returned for no gain,0.790,-0.610
4,0:18,1,10,TEN 25,23,27,Ryan Tannehill kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
