Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,NYJ 30,0,0,"Mike Nugent kicks off 71 yards, returned by Ellis Hobbs for 27 yards (tackle by Matt Chatham)",0.000,0.670
1,14:55,1,10,NWE 26,0,0,Tom Brady pass complete short middle to Randy Moss for 5 yards (tackle by David Barrett),0.670,0.810
1,14:19,2,5,NWE 31,0,0,Tom Brady right end for 1 yard (tackle by Bryan Thomas),0.810,0.230
1,13:35,3,4,NWE 32,0,0,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Hank Poteat),0.230,1.400
1,12:58,1,10,NWE 37,0,0,"Laurence Maroney right guard for 2 yards (tackle by David Harris). Penalty on NYJ: Defensive 12 On-field, 5 yards (no play)",1.400,2.130
1,12:37,1,5,NWE 42,0,0,Laurence Maroney right end for 8 yards (tackle by Darrelle Revis),2.130,2.260
1,11:59,1,10,,0,0,Laurence Maroney left tackle for 5 yards (tackle by David Bowens),2.260,2.390
1,11:14,2,5,NYJ 45,0,0,Tom Brady right tackle for 1 yard (tackle by Victor Hobson),2.390,1.820
1,10:29,3,4,NYJ 44,0,0,Tom Brady pass incomplete short right intended for Randy Moss,1.820,0.330
1,10:25,4,4,NYJ 44,0,0,Chris Hanson punts 41 yards,0.330,0.380
1,10:15,1,10,NYJ 3,0,0,Thomas Jones right guard for 1 yard (tackle by Ty Warren),-0.380,-0.710
1,9:38,2,9,NYJ 4,0,6,"Kellen Clemens pass incomplete short left intended for Brad Smith is intercepted by Eugene Wilson at NYJ-5 and returned for 5 yards, touchdown",-0.710,-7.000
1,,,,NYJ 2,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,0,7,"Stephen Gostkowski kicks off 65 yards, returned by Leon Washington for 21 yards (tackle by Pierre Woods)",0.000,0.670
1,9:24,1,10,NYJ 26,0,7,Leon Washington left tackle for 49 yards (tackle by Asante Samuel),0.670,3.910
1,8:48,1,10,NWE 25,0,7,Thomas Jones up the middle for 1 yard (tackle by Vince Wilfork),3.910,3.500
1,8:07,2,9,NWE 24,0,7,"Brad Smith for no gain. Brad Smith fumbles, recovered by Leon Washington at NWE-33",3.500,1.620
1,7:19,3,18,NWE 33,0,7,Chad Pennington pass complete deep left to Jerricho Cotchery for 16 yards,1.620,2.440
1,6:40,4,2,NWE 17,0,7,Brad Smith pass incomplete short right intended for Chris Baker,2.440,0.060
1,6:36,1,10,NWE 17,0,7,Laurence Maroney up the middle for 3 yards (tackle by Shaun Ellis and Kenyon Coleman),-0.060,-0.060
1,5:54,2,7,NWE 20,0,7,Tom Brady pass complete short right to Randy Moss for 12 yards (tackle by David Barrett),-0.060,1.070
1,5:21,1,10,NWE 32,0,7,Kevin Faulk up the middle for 6 yards (tackle by Victor Hobson and David Harris),1.070,1.340
1,4:48,2,4,NWE 38,0,7,Kevin Faulk left end for 8 yards (tackle by Eric Barton),1.340,1.990
1,4:02,1,10,NWE 46,0,7,Kevin Faulk left tackle for 3 yards (tackle by David Bowens),1.990,1.860
1,3:21,2,7,NWE 49,0,7,Tom Brady pass incomplete short middle intended for Randy Moss,1.860,1.160
1,3:15,3,7,NWE 49,0,7,Tom Brady pass complete short left to Kevin Faulk for 8 yards (tackle by Victor Hobson),1.160,2.720
1,2:36,1,10,NYJ 43,0,7,Laurence Maroney left tackle for 4 yards (tackle by David Bowens),2.720,2.720
1,2:01,2,6,NYJ 39,0,7,Tom Brady pass complete short left to Randy Moss for 11 yards (tackle by David Barrett),2.720,3.710
1,1:23,1,10,NYJ 28,0,7,Tom Brady pass incomplete deep left intended for Randy Moss (defended by Eric Smith),3.710,3.170
1,1:14,2,10,NYJ 28,0,7,Laurence Maroney left end for 4 yards (tackle by Dewayne Robertson and David Harris),3.170,3.010
1,0:40,3,6,NYJ 24,0,7,Tom Brady right end for 4 yards (tackle by Victor Hobson),3.010,2.250
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,,0,7,Timeout #1 by New England Patriots,0.000,2.250
2,15:00,4,2,NYJ 20,0,7,Tom Brady left guard for 3 yards (tackle by Victor Hobson),2.250,4.440
2,14:14,1,10,NYJ 17,0,7,Tom Brady pass incomplete deep right intended for Randy Moss,4.440,3.850
2,14:08,2,10,NYJ 17,0,7,Laurence Maroney up the middle for 4 yards (tackle by Shaun Ellis),3.850,3.680
2,13:27,3,6,NYJ 13,0,7,Tom Brady pass complete short left to Randy Moss for 5 yards (tackle by Darrelle Revis),3.680,2.990
2,12:49,,,,0,7,Timeout #2 by New England Patriots,0.000,2.990
2,12:49,4,1,NYJ 8,0,10,Stephen Gostkowski 26 yard field goal good,2.990,3.000
2,,,,NWE 30,0,10,"Stephen Gostkowski kicks off 65 yards, returned by Leon Washington for 23 yards (tackle by Kyle Eckel)",0.000,0.810
2,12:38,1,10,NYJ 28,0,10,Chad Pennington pass complete short left to Justin McCareins for 7 yards (tackle by Ellis Hobbs),0.810,1.210
2,12:13,2,3,NYJ 35,0,10,Chad Pennington pass complete short middle to Chris Baker for 7 yards (tackle by Tedy Bruschi),1.210,1.730
2,11:35,1,10,NYJ 42,0,10,Leon Washington right guard for 3 yards (tackle by Tedy Bruschi),1.730,1.590
2,10:56,2,7,NYJ 45,0,10,Chad Pennington pass incomplete short left intended for Justin McCareins,1.590,0.890
2,10:53,3,7,NYJ 45,0,10,Chad Pennington pass incomplete short right intended for Brad Smith,0.890,-0.390
2,10:49,4,7,NYJ 45,0,10,"Ben Graham punts 34 yards, fair catch by Kevin Faulk",-0.390,-0.340
2,10:43,1,10,NWE 21,0,10,Kevin Faulk left tackle for 3 yards (tackle by Dewayne Robertson and Drew Coleman),0.340,0.210
2,10:05,2,7,NWE 24,0,10,Tom Brady pass complete short right to Kevin Faulk for 5 yards (tackle by Darrelle Revis),0.210,0.170
2,9:26,3,2,NWE 29,0,10,Laurence Maroney right guard for 5 yards (tackle by Abram Elam),0.170,1.200
2,8:53,1,10,NWE 34,0,10,Laurence Maroney right guard for 2 yards (tackle by Sione Pouha),1.200,0.930
2,8:08,2,8,NWE 36,0,10,Tom Brady pass complete short right to Jabar Gaffney for 4 yards (tackle by Hank Poteat),0.930,0.760
2,7:28,3,4,NWE 40,0,10,Tom Brady pass incomplete short middle intended for Jabar Gaffney,0.760,-0.720
2,7:24,4,4,NWE 40,6,10,"Chris Hanson punts no gain, touchdown",-0.720,-7.000
2,,,,NWE 2,7,10,,0.000,0.000
2,,,,NYJ 30,7,10,"Mike Nugent kicks off 55 yards, returned by Ellis Hobbs for 15 yards (tackle by David Harris)",0.000,0.940
2,7:09,1,10,NWE 30,7,10,Laurence Maroney left tackle for 2 yards (tackle by David Barrett and Eric Barton),0.940,0.660
2,6:29,2,8,NWE 32,7,10,Tom Brady pass incomplete short middle intended for Donte Stallworth,0.660,-0.030
2,6:25,3,8,NWE 32,7,10,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by David Barrett),-0.030,1.660
2,5:49,1,10,NWE 41,7,10,Laurence Maroney right guard for 11 yards (tackle by Kerry Rhodes),1.660,2.390
2,5:22,1,10,NYJ 48,7,10,Laurence Maroney up the middle for 5 yards (tackle by Eric Barton),2.390,2.520
2,4:55,2,5,NYJ 43,7,10,"Penalty on Logan Mankins: False Start, 5 yards (no play)",2.520,1.850
2,4:35,2,10,NYJ 48,7,10,Tom Brady pass complete short left to Jabar Gaffney for 4 yards (tackle by Bryan Thomas),1.850,1.690
2,3:54,3,6,NYJ 44,7,10,Wes Welker right tackle for -2 yards (tackle by Kerry Rhodes),1.690,0.200
2,3:12,4,8,NYJ 46,7,10,"Penalty on Chad Brown: False Start, 5 yards (no play)",0.200,-0.130
2,2:58,4,13,NWE 49,7,10,"Chris Hanson punts 51 yards, touchback",-0.130,-0.280
2,2:52,1,10,NYJ 20,7,10,Chad Pennington sacked by Junior Seau for -8 yards,0.280,-1.360
2,2:16,2,18,NYJ 12,7,10,Leon Washington right guard for 5 yards (tackle by Junior Seau),-1.360,-1.510
2,2:00,3,13,NYJ 17,7,10,Chad Pennington pass incomplete deep left intended for Justin McCareins (defended by Ellis Hobbs),-1.510,-2.320
2,1:54,4,13,NYJ 17,7,10,Ben Graham punts no gain,-2.320,-6.510
2,1:46,1,3,NYJ 3,7,10,Laurence Maroney left guard for 2 yards (tackle by David Harris),6.510,5.910
2,1:08,2,1,NYJ 1,7,16,"Laurence Maroney left guard for 1 yard, touchdown",5.910,7.000
2,,,,NYJ 2,7,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,17,"Stephen Gostkowski kicks off 61 yards, returned by Leon Washington for 24 yards (tackle by Brandon Meriweather)",0.000,1.140
2,1:00,1,10,NYJ 33,7,17,Chad Pennington pass complete short right to Thomas Jones for 9 yards,1.140,1.810
2,0:52,2,1,NYJ 42,7,17,Chad Pennington sacked by Richard Seymour and Jarvis Green for -13 yards,1.810,-0.620
2,0:03,3,14,NYJ 29,7,17,Thomas Jones left guard for 4 yards (tackle by Richard Seymour),-0.620,-1.180
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,7,17,"Stephen Gostkowski kicks off 57 yards, returned by Leon Washington for 32 yards (tackle by Larry Izzo). Penalty on Matt Chatham: Offensive Holding, 10 yards",0.000,-0.140
