Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
1,3:13,3,2,IND 41,0,0,Matt Ryan left end for 6 yards (tackle by D'Qwell Jackson),2.150,3.250
1,2:45,1,10,IND 35,0,0,Matt Ryan pass incomplete short right intended for Julio Jones,3.250,2.700
1,2:40,2,10,IND 35,0,0,Tevin Coleman left guard for -1 yards (tackle by D'Qwell Jackson),2.700,1.880
1,2:03,3,11,IND 36,0,0,Matt Ryan pass complete short left to Roddy White for 12 yards (tackle by Jerrell Freeman and Greg Toler),1.880,3.970
1,1:20,1,10,IND 24,0,0,Tevin Coleman left guard for 9 yards (tackle by Greg Toler),3.970,4.850
1,0:41,2,1,IND 15,0,0,Tevin Coleman right end for no gain (tackle by D'Qwell Jackson),4.850,4.170
1,0:10,3,1,IND 15,0,6,"Matt Ryan pass complete short left to Patrick DiMarco for 15 yards, touchdown",4.170,7.000
1,0:10,,,IND 15,0,7,Matt Bryant kicks extra point good,0.000,0.000
1,0:10,,,ATL 35,0,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
1,0:02,1,10,IND 20,0,7,Matt Hasselbeck pass incomplete deep right intended for T.Y. Hilton (defended by Desmond Trufant),0.280,-0.270
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,IND 20,0,7,Frank Gore right guard for 9 yards (tackle by Nathan Stupar),-0.270,0.230
2,14:18,3,1,IND 29,0,7,Matt Hasselbeck sacked by Kroy Biermann for -2 yards,0.230,-1.570
2,14:12,4,3,IND 27,0,7,"Penalty on Winston Guy: False Start, 5 yards (no play)",-1.570,-1.900
2,13:23,4,8,IND 22,0,7,"Pat McAfee punts 47 yards, returned by Eric Weems for 3 yards (tackle by Matt Overton). Penalty on Justin Hardy: Unnecessary Roughness, 15 yards",-1.900,0.060
2,13:12,1,10,ATL 17,0,7,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Vontae Davis),-0.060,-0.580
2,13:09,2,10,ATL 17,0,7,Matt Ryan pass complete deep left to Julio Jones for 36 yards (tackle by Clayton Geathers),-0.580,2.460
2,12:54,1,10,IND 47,0,7,Tevin Coleman left end for 3 yards (tackle by Trent Cole and Jerrell Freeman),2.460,2.320
2,12:27,2,7,IND 44,0,7,Matt Ryan pass complete deep middle to Julio Jones for 29 yards (tackle by Vontae Davis and Clayton Geathers),2.320,4.580
2,11:58,1,10,IND 15,0,7,Tevin Coleman right tackle for 3 yards (tackle by Clayton Geathers),4.580,4.450
2,11:12,2,7,IND 12,0,7,Terron Ward right end for 1 yard (tackle by Jerrell Freeman),4.450,3.780
2,10:28,3,6,IND 11,0,7,Matt Ryan pass complete short left to Leonard Hankerson for 7 yards (tackle by Darius Butler). Penalty on Darius Butler: Defensive Pass Interference (Declined),3.780,6.280
2,10:16,1,4,IND 4,0,7,Tevin Coleman left tackle for 2 yards (tackle by Erik Walden),6.280,5.720
2,9:35,2,2,IND 2,0,7,Tevin Coleman right end for 1 yard (tackle by Nate Irving),5.720,5.170
2,9:00,3,1,IND 1,0,13,"Matt Ryan pass complete short right to Patrick DiMarco for 1 yard, touchdown",5.170,7.000
2,9:00,,,IND 1,0,14,Matt Bryant kicks extra point good,0.000,0.000
2,9:00,,,ATL 35,0,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,8:54,1,10,IND 20,0,14,Frank Gore right guard for 2 yards (tackle by William Moore),0.280,0.000
2,8:14,2,8,IND 22,0,14,Matt Hasselbeck pass complete short right to Donte Moncrief for 7 yards (tackle by Desmond Trufant),0.000,0.230
2,7:49,3,1,IND 29,0,14,"Penalty on Hugh Thornton: False Start, 4 yards (no play)",0.230,-0.300
2,7:25,3,5,IND 25,0,14,Matt Hasselbeck pass complete short right to Griff Whalen for 12 yards (tackle by Desmond Trufant),-0.300,1.400
2,7:04,1,10,IND 37,0,14,Matt Hasselbeck middle for 2 yards (tackle by Kroy Biermann),1.400,1.130
2,6:30,2,8,IND 39,0,14,Frank Gore right guard for 3 yards (tackle by O'Brien Schofield),1.130,0.830
2,5:48,3,5,IND 42,0,14,Matt Hasselbeck pass complete short left to Coby Fleener for 6 yards (tackle by Justin Durant),0.830,2.130
2,5:11,1,10,IND 48,0,14,Matt Hasselbeck pass complete short right to T.Y. Hilton for 15 yards (tackle by Paul Worrilow),2.130,3.120
2,4:31,1,10,ATL 37,0,14,Matt Hasselbeck pass complete short left to Frank Gore for 8 yards (tackle by Jalen Collins),3.120,3.650
2,3:54,2,2,ATL 29,0,14,Ahmad Bradshaw left end for 11 yards (tackle by O'Brien Schofield),3.650,4.370
2,3:28,1,10,ATL 18,0,14,Matt Hasselbeck pass complete short right to Donte Moncrief for 6 yards (tackle by Charles Godfrey),4.370,4.810
2,2:48,2,4,ATL 12,0,14,Matt Hasselbeck middle for 3 yards (tackle by Paul Worrilow),4.810,4.740
2,2:21,3,1,ATL 9,0,14,Ahmad Bradshaw right tackle for 2 yards (tackle by Charles Godfrey),4.740,5.600
2,2:00,1,7,ATL 7,6,14,"Matt Hasselbeck pass complete short middle to Ahmad Bradshaw for 7 yards, touchdown",5.600,7.000
2,2:00,,,ATL 7,7,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,2:00,,,IND 35,7,14,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,1:54,1,10,ATL 20,7,14,Matt Ryan pass complete short middle to Julio Jones for 15 yards (tackle by Clayton Geathers),0.280,1.270
2,1:36,1,10,ATL 35,7,14,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Vontae Davis),1.270,1.940
2,1:19,2,1,ATL 44,7,14,Matt Ryan pass incomplete short middle intended for Roddy White,1.940,1.220
2,1:15,3,1,ATL 44,7,14,"Penalty on Erik Walden: Neutral Zone Infraction, 5 yards (no play)",1.220,2.190
2,1:15,1,10,ATL 49,7,14,Matt Ryan pass incomplete short right intended for Leonard Hankerson,2.190,1.650
2,1:11,2,10,ATL 49,7,14,Matt Ryan pass complete short left to Terron Ward for 1 yard (tackle by Vontae Davis),1.650,1.090
2,0:45,3,9,,7,14,Matt Ryan left end for 1 yard (tackle by Erik Walden and Jerrell Freeman). Penalty on Terron Ward: Offensive Holding (Declined),1.090,0.000
2,0:39,4,8,IND 49,7,14,"Matthew Bosher punts 35 yards, fair catch by Quan Bray",0.000,0.280
2,0:31,1,10,IND 14,7,14,Frank Gore right guard for 3 yards (tackle by Vic Beasley),-0.280,-0.370
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,7,14,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,ATL 20,7,14,Matt Ryan pass complete short right to Julio Jones for 13 yards (tackle by Greg Toler),0.280,1.140
3,14:45,1,10,ATL 33,7,14,Matt Ryan pass complete short left to Julio Jones for 28 yards (tackle by Clayton Geathers),1.140,2.980
3,14:17,1,10,IND 39,7,14,Tevin Coleman right end for 10 yards (tackle by Greg Toler),2.980,3.640
3,13:36,1,10,IND 29,7,14,"Tevin Coleman left end for 1 yard (tackle by Jerrell Freeman). Penalty on Jake Matthews: Offensive Holding, 10 yards (no play)",3.640,2.980
3,13:13,1,20,IND 39,7,14,Matt Ryan pass complete short left to Julio Jones for no gain,2.980,1.750
3,12:32,2,20,IND 39,7,14,"Matt Ryan pass incomplete deep middle intended for Leonard Hankerson. Penalty on Jonathan Newsome: Defensive Offside, 5 yards (no play)",1.750,2.420
3,12:26,2,15,IND 34,7,14,Matt Ryan pass complete short left to Leonard Hankerson for 8 yards (tackle by Darius Butler),2.420,2.810
3,11:54,3,7,IND 26,7,14,Matt Ryan pass complete short left to Jacob Tamme for 16 yards (tackle by Clayton Geathers),2.810,4.910
3,11:09,1,10,IND 10,7,14,Tevin Coleman left guard for 5 yards (tackle by T.Y. McGill and D'Qwell Jackson),4.910,5.150
3,10:31,2,5,IND 5,7,14,Matt Ryan pass incomplete short middle intended for Roddy White,5.150,4.260
3,10:27,3,5,IND 5,7,14,"Matt Ryan pass incomplete short right intended for Leonard Hankerson. Penalty on Vontae Davis: Illegal Use of Hands, 3 yards (no play)",4.260,6.740
3,10:23,1,2,IND 2,7,14,Tevin Coleman left guard for -1 yards (tackle by Erik Walden),6.740,5.530
3,9:45,2,3,IND 3,7,20,"Matt Ryan pass complete short right to Leonard Hankerson for 3 yards, touchdown",5.530,7.000
3,9:45,,,IND 3,7,21,Matt Bryant kicks extra point good,0.000,0.000
3,9:45,,,ATL 35,7,21,"Matthew Bosher kicks off 69 yards, returned by Quan Bray for 34 yards (tackle by Akeem King)",0.000,-0.940
3,9:31,1,10,IND 30,7,21,Matt Hasselbeck pass complete short right to Dwayne Allen for 7 yards (tackle by Tyson Jackson),0.940,1.340
3,9:01,2,3,IND 37,7,21,Frank Gore right tackle for 2 yards (tackle by Kroy Biermann),1.340,0.890
3,8:35,3,1,IND 39,7,21,Joe Reitz left guard for no gain (tackle by Robert Alford),0.890,-0.780
3,7:29,4,1,IND 39,7,21,"Pat McAfee punts 52 yards, fair catch by Eric Weems",-0.780,0.380
3,7:20,1,10,ATL 9,7,21,Tevin Coleman left end for 7 yards (tackle by D'Qwell Jackson),-0.380,-0.160
3,6:48,2,3,ATL 16,7,21,Matt Ryan pass incomplete short right intended for Patrick DiMarco,-0.160,-0.600
3,6:44,3,3,ATL 16,7,21,Matt Ryan pass complete short left to Patrick DiMarco for 5 yards,-0.600,0.340
3,6:18,1,10,ATL 21,7,21,Matt Ryan pass incomplete short middle intended for Tevin Coleman,0.340,-0.200
3,6:12,2,10,ATL 21,7,21,Tevin Coleman left end for 2 yards (tackle by David Parry and Trent Cole),-0.200,-0.630
3,5:31,3,8,ATL 23,7,21,Matt Ryan pass incomplete short right intended for Terron Ward. Penalty on Jacob Tamme: Offensive Holding (Declined),-0.630,-1.830
3,5:26,4,8,ATL 23,7,21,"Matthew Bosher punts 57 yards, returned by Quan Bray for 42 yards (tackle by Matthew Bosher). Penalty on Daniel Adongo: Offensive Holding, 10 yards",-1.830,0.380
3,5:08,1,10,IND 10,7,21,"Matt Hasselbeck pass complete deep left to Coby Fleener for 26 yards (tackle by Ricardo Allen). Penalty on Paul Soliai: Roughing the Passer, 15 yards",-0.380,2.320
3,4:30,1,10,ATL 49,7,21,Frank Gore left end for 2 yards (tackle by Charles Godfrey and Justin Durant),2.320,2.050
3,3:53,2,8,ATL 47,7,21,Frank Gore left tackle for 6 yards (tackle by Justin Durant),2.050,2.150
3,3:13,3,2,ATL 41,7,21,Matt Hasselbeck pass complete short left to Donte Moncrief for 7 yards (tackle by Jalen Collins),2.150,3.310
3,2:38,1,10,ATL 34,7,21,Matt Hasselbeck pass incomplete short right intended for T.Y. Hilton,3.310,2.770
3,2:35,2,10,ATL 34,7,21,Ahmad Bradshaw left guard for 3 yards (tackle by Paul Soliai),2.770,2.480
3,1:55,3,7,ATL 31,7,21,"Matt Hasselbeck pass incomplete short left intended for Dwayne Allen. Penalty on Jalen Collins: Defensive Holding, 4 yards (no play)",2.480,3.780
3,1:50,1,10,ATL 27,7,21,Frank Gore left end for 2 yards (tackle by Paul Worrilow and Grady Jarrett),3.780,3.500
3,1:07,2,8,ATL 25,7,21,Matt Hasselbeck pass complete short left to Frank Gore for 3 yards (tackle by Justin Durant),3.500,3.200
3,0:24,3,5,ATL 22,7,21,"Matt Hasselbeck pass incomplete deep right intended for Coby Fleener. Penalty on Akeem King: Defensive Pass Interference, 20 yards (no play)",3.200,6.740
3,0:19,1,2,ATL 2,7,21,Matt Hasselbeck pass incomplete short middle intended for Donte Moncrief (defended by Desmond Trufant),6.740,5.720
3,0:15,2,2,ATL 2,13,21,"Matt Hasselbeck pass complete short right to Ahmad Bradshaw for 2 yards, touchdown",5.720,7.000
3,0:15,,,ATL 2,14,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,0:15,,,IND 35,14,21,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,0:10,1,10,ATL 20,14,21,"Tevin Coleman right end for 1 yard (tackle by Erik Walden). Tevin Coleman fumbles (forced by Erik Walden), recovered by Jerrell Freeman at ATL-21 (tackle by Tevin Coleman)",0.280,-4.170
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 21,14,21,Matt Hasselbeck pass incomplete deep left intended for Andre Johnson,4.170,3.630
4,14:50,2,10,ATL 21,14,21,Ahmad Bradshaw right guard for 6 yards (tackle by Nathan Stupar),3.630,3.810
4,14:03,3,4,ATL 15,14,21,Matt Hasselbeck pass incomplete short right intended for Donte Moncrief is intercepted by Ricardo Allen at ATL-2 and returned for 13 yards,3.810,0.220
4,13:55,1,10,ATL 15,14,21,Matt Ryan pass incomplete deep middle intended for Julio Jones,-0.220,-0.710
4,13:46,2,10,ATL 15,14,21,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Greg Toler),-0.710,-0.880
4,13:06,3,6,ATL 19,14,21,Matt Ryan pass incomplete deep left intended for Leonard Hankerson,-0.880,-2.140
4,13:00,4,6,ATL 19,14,21,"Matthew Bosher punts 60 yards, returned by Quan Bray for 11 yards (tackle by Eric Weems)",-2.140,-1.070
4,12:46,1,10,IND 32,14,21,Matt Hasselbeck pass complete short right to Andre Johnson for 13 yards (tackle by Ricardo Allen),1.070,1.930
4,12:03,1,10,IND 45,14,21,Matt Hasselbeck sacked by Desmond Trufant for -9 yards,1.930,0.170
4,11:15,2,19,IND 36,14,21,Matt Hasselbeck pass complete short left to Coby Fleener for 13 yards (tackle by Paul Worrilow and Robert Alford),0.170,1.220
4,10:35,3,6,IND 49,14,21,Matt Hasselbeck pass incomplete short left intended for Griff Whalen,1.220,-0.130
4,10:23,4,6,IND 49,14,21,Pat McAfee punts 50 yards,-0.130,0.380
4,10:14,1,10,ATL 1,20,21,"Matt Ryan pass incomplete short middle intended for Jacob Tamme is intercepted by D'Qwell Jackson at ATL-6 and returned for 6 yards, touchdown",-0.380,-7.000
4,10:07,,,ATL 1,21,21,Adam Vinatieri kicks extra point good,0.000,0.000
4,10:07,,,IND 35,21,21,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,10:07,1,10,ATL 20,21,21,Tevin Coleman left tackle for 2 yards (tackle by Jerrell Freeman),0.280,0.000
4,9:38,2,8,ATL 22,21,21,Matt Ryan pass complete deep middle to Julio Jones for 16 yards (tackle by Greg Toler),0.000,1.470
4,9:03,1,10,ATL 38,21,21,Tevin Coleman right end for 2 yards (tackle by Jerrell Freeman),1.470,1.190
4,8:38,2,8,ATL 40,21,21,Matt Ryan pass incomplete short middle intended for Tevin Coleman,1.190,0.500
4,8:33,3,8,ATL 40,21,21,Matt Ryan pass incomplete short left intended for Julio Jones,0.500,-0.720
4,8:29,4,8,ATL 40,21,21,"Matthew Bosher punts 52 yards, returned by Quan Bray for 8 yards (tackle by O'Brien Schofield)",-0.720,0.140
4,8:18,1,10,IND 16,21,21,Ahmad Bradshaw left end for 1 yard (tackle by Justin Durant),-0.140,-0.510
4,7:35,2,9,IND 17,21,21,Matt Hasselbeck pass incomplete short left intended for Coby Fleener,-0.510,-1.200
4,7:31,3,9,IND 17,21,21,Matt Hasselbeck pass complete short right to Griff Whalen for 8 yards (tackle by Robert Alford),-1.200,-1.700
4,6:52,4,1,IND 25,21,21,"Pat McAfee punts 51 yards, fair catch by Eric Weems",-1.700,-0.540
4,6:43,1,10,ATL 24,21,21,Matt Ryan pass incomplete short right intended for Jacob Tamme (defended by Jerrell Freeman),0.540,0.000
4,6:39,2,10,ATL 24,21,21,Matt Ryan sacked by D'Qwell Jackson for -5 yards,0.000,-1.430
4,5:54,3,15,ATL 19,21,21,Matt Ryan pass complete short left to Terron Ward for 11 yards (tackle by Darius Butler),-1.430,-1.370
4,5:07,4,4,ATL 30,21,21,"Matthew Bosher punts 49 yards, returned by Quan Bray for -2 yards (tackle by Josh Harris)",-1.370,-0.150
4,4:54,1,10,IND 19,21,21,Matt Hasselbeck pass complete short left to Frank Gore for no gain,0.150,-0.390
4,4:12,2,10,IND 19,21,21,Matt Hasselbeck pass complete short right to Frank Gore for 31 yards (tackle by Justin Durant),-0.390,2.260
4,3:22,1,10,,21,21,Matt Hasselbeck pass complete short right to Ahmad Bradshaw for 9 yards (tackle by William Moore),2.260,2.930
4,2:37,2,1,ATL 41,21,21,Frank Gore left tackle for -1 yards (tackle by Paul Soliai),2.930,2.080
4,2:00,3,2,ATL 42,21,21,Matt Hasselbeck pass complete short middle to Donte Moncrief for 10 yards (tackle by Ricardo Allen),2.080,2.080
4,1:52,3,2,ATL 42,21,21,Timeout #1 by Atlanta Falcons,2.080,3.450
4,1:52,1,10,ATL 32,21,21,Frank Gore right guard for 2 yards (tackle by Paul Soliai),3.450,3.450
4,1:48,1,10,ATL 32,21,21,Timeout #2 by Atlanta Falcons,3.450,3.170
4,1:48,2,8,ATL 30,21,21,Frank Gore left tackle for 3 yards (tackle by William Moore and Kroy Biermann),3.170,3.170
4,1:43,2,8,ATL 30,21,21,Timeout #3 by Atlanta Falcons,3.170,2.870
4,1:43,3,5,ATL 27,21,21,Ahmad Bradshaw right guard for 2 yards (tackle by Ra'Shede Hageman),2.870,1.900
4,0:57,4,3,ATL 25,24,21,Adam Vinatieri 43 yard field goal good,1.900,3.000
4,0:57,,,IND 35,24,21,"Pat McAfee kicks off 73 yards, returned by Eric Weems for 26 yards (tackle by Winston Guy)",0.000,-0.040
4,0:47,1,10,ATL 18,24,21,Matt Ryan pass incomplete deep middle intended for Leonard Hankerson,0.040,-0.490
4,0:43,2,10,ATL 18,24,21,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.490,-1.170
4,0:39,3,10,ATL 18,24,21,Matt Ryan pass complete short middle to Julio Jones for 14 yards (tackle by Greg Toler),-1.170,1.070
4,0:16,1,10,ATL 32,24,21,Matt Ryan pass complete short left to Terron Ward for 4 yards,1.070,1.070
4,0:11,1,10,ATL 32,24,21,Timeout #1 by Indianapolis Colts,1.070,1.070
4,0:11,2,6,ATL 36,24,21,Matt Ryan pass incomplete deep left intended for Julio Jones,1.070,0.370
4,0:05,3,6,ATL 36,24,21,Matt Ryan pass complete short right to Roddy White for 3 yards,0.370,-0.780
4,0:01,4,3,ATL 39,24,21,Matt Ryan pass incomplete deep right intended for Justin Hardy is intercepted by Coby Fleener at IND-10 and returned for 2 yards,-0.780,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
