Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chris Moore,HOU,11,10,124,0,5,79,7.9,45,4.5,7.7,0,,0,0.0,0,113.6
Amari Rodgers,HOU,5,4,57,1,4,48,12.0,9,2.3,8.6,0,,0,0.0,0,153.7
Phillip Dorsett,HOU,3,2,18,0,1,4,2.0,14,7.0,3.3,0,,0,0.0,0,82.6
Dare Ogunbowale,HOU,2,2,4,0,,-2,-1.0,6,3.0,-1.0,0,,0,0.0,0,79.2
Jordan Akins,HOU,2,1,5,0,,4,4.0,1,1.0,5.5,0,,0,0.0,0,56.2
Rex Burkhead,HOU,1,1,5,0,,3,3.0,2,2.0,3.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dalton Schultz,DAL,10,6,87,0,5,48,8.0,39,6.5,10.6,0,,2,20.0,1,48.7
CeeDee Lamb,DAL,6,5,33,0,1,15,3.0,18,3.6,4.2,0,,0,0.0,0,89.6
Noah Brown,DAL,6,4,85,0,2,80,20.0,5,1.3,17.8,0,,0,0.0,1,70.1
Tony Pollard,DAL,5,4,20,1,1,4,1.0,16,4.0,0.6,0,,0,0.0,0,122.9
Ezekiel Elliott,DAL,5,3,19,0,0,7,2.3,12,4.0,0.2,0,,0,0.0,0,67.9
Michael Gallup,DAL,6,2,40,0,2,33,16.5,7,3.5,13.2,0,,1,16.7,0,57.6
James Washington,DAL,1,0,0,0,,0,,0,,6.0,0,,1,100.0,0,39.6
