Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
1,3:08,3,11,NYG 36,0,3,Eli Manning pass complete short left to Hakeem Nicks for 7 yards (tackle by Patrick Peterson),0.040,-0.520
1,2:26,4,4,NYG 43,0,3,Steve Weatherford punts 45 yards,-0.520,0.350
1,2:17,1,10,ARI 12,0,3,Chris Wells right tackle for 6 yards (tackle by Michael Boley),-0.350,-0.070
1,1:40,2,4,ARI 18,0,3,Chris Wells left end for 3 yards (tackle by Antrel Rolle),-0.070,-0.370
1,0:54,3,1,ARI 21,0,3,Kevin Kolb pass complete short right to Larry Fitzgerald for 8 yards (tackle by Corey Webster),-0.370,0.870
1,0:24,1,10,ARI 29,0,3,Chris Wells left tackle for 7 yards (tackle by Jason Pierre-Paul),0.870,1.270
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,ARI 36,0,3,Chris Wells up the middle for 5 yards (tackle by Michael Boley),1.270,1.660
2,14:23,1,10,ARI 41,0,3,Kevin Kolb pass incomplete deep middle intended for Larry Fitzgerald,1.660,1.120
2,14:17,2,10,ARI 41,0,3,Chris Wells left tackle for 5 yards (tackle by Chris L. Canty and Greg Jones),1.120,1.090
2,13:35,3,5,ARI 46,0,3,Kevin Kolb pass complete short left to Early Doucet for 9 yards (tackle by Brian Williams),1.090,2.590
2,12:53,1,10,NYG 45,0,3,"Kevin Kolb pass incomplete short right intended for Larry Fitzgerald. Penalty on Rocky Bernard: Roughing the Passer, 15 yards (no play)",2.590,3.580
2,12:46,1,10,NYG 30,0,3,"Chris Wells left tackle for 17 yards (tackle by Greg Jones and Antrel Rolle). Penalty on Levi Brown: Offensive Holding, 10 yards (no play)",3.580,2.920
2,12:22,1,20,NYG 40,0,3,Kevin Kolb pass complete short left to Anthony Sherman for 5 yards (tackle by Rocky Bernard),2.920,2.360
2,11:36,2,15,NYG 35,0,3,Kevin Kolb sacked by Dave Tollefson for -2 yards,2.360,1.420
2,11:00,3,17,NYG 37,0,3,Kevin Kolb pass complete short left to Rob Housler for 16 yards (tackle by Mathias Kiwanuka),1.420,2.210
2,10:09,4,1,NYG 21,0,3,Kevin Kolb pass complete short left to Larry Fitzgerald for 4 yards (tackle by Corey Webster),2.210,4.440
2,9:36,1,10,NYG 17,0,3,Chris Wells left end for 9 yards (tackle by Greg Jones),4.440,5.480
2,8:54,2,1,NYG 8,0,3,Kevin Kolb pass incomplete,5.480,4.800
2,8:44,3,1,NYG 8,0,3,Chris Wells left tackle for -1 yards (tackle by Mathias Kiwanuka),4.800,2.950
2,8:01,4,2,NYG 9,0,6,Jay Feely 27 yard field goal good,2.950,3.000
2,,,,ARI 35,0,6,"Jay Feely kicks off 70 yards, returned by Devin Thomas for 36 yards (tackle by Richard Marshall)",0.000,1.000
2,7:51,1,10,NYG 31,0,6,Eli Manning pass complete short right to Victor Cruz for 13 yards (tackle by Daryl Washington),1.000,1.860
2,7:22,1,10,NYG 44,0,6,Ahmad Bradshaw right tackle for 1 yard (tackle by Daryl Washington),1.860,1.450
2,6:47,2,9,NYG 45,0,6,Eli Manning pass complete short left to Ahmad Bradshaw for 8 yards (tackle by Patrick Peterson),1.450,1.820
2,6:15,3,1,ARI 47,0,6,Ahmad Bradshaw left tackle for 3 yards (tackle by Daryl Washington),1.820,2.650
2,5:30,1,10,ARI 44,0,6,Ahmad Bradshaw right tackle for no gain (tackle by Dan Williams and Paris Lenon),2.650,2.110
2,4:56,2,10,ARI 44,0,6,Eli Manning pass complete short right to Hakeem Nicks for 14 yards (tackle by A.J. Jefferson),2.110,3.580
2,4:18,1,10,ARI 30,0,6,Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by A.J. Jefferson),3.580,3.030
2,4:14,2,10,ARI 30,0,6,Eli Manning pass complete short right to Hakeem Nicks for 12 yards,3.030,4.370
2,3:43,1,10,ARI 18,0,6,Ahmad Bradshaw up the middle for 5 yards (tackle by Kerry Rhodes and A.J. Jefferson),4.370,4.610
2,3:00,2,5,ARI 13,6,6,"Ahmad Bradshaw right tackle for 13 yards, touchdown",4.610,7.000
2,,,,ARI 2,7,6,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 35,7,6,"Lawrence Tynes kicks off 71 yards, returned by A.J. Jefferson for 24 yards (tackle by Tyler Sash)",0.000,0.040
2,2:48,1,10,ARI 18,7,6,Chris Wells right tackle for 5 yards (tackle by Jason Pierre-Paul),0.040,0.280
2,2:13,2,5,ARI 23,7,6,"Kevin Kolb pass incomplete short right intended for Todd Heap. Penalty on Daryn Colledge: Offensive Holding, 10 yards (no play)",0.280,-1.140
2,2:06,2,15,ARI 13,7,6,Kevin Kolb sacked by Dave Tollefson for -8 yards,-1.140,-2.940
2,2:00,3,23,ARI 5,7,6,Kevin Kolb pass incomplete short middle intended for Early Doucet,-2.940,-2.490
2,1:57,4,23,ARI 5,7,6,"Dave Zastudil punts 51 yards, returned by Aaron Ross for no gain",-2.490,-1.860
2,1:49,1,10,NYG 44,7,6,Ahmad Bradshaw left tackle for 4 yards (tackle by Calais Campbell),1.860,1.860
2,1:26,2,6,NYG 48,7,6,Eli Manning pass incomplete short right intended for Hakeem Nicks,1.860,1.160
2,1:22,,,,7,6,Timeout #1 by New York Giants,0.000,1.160
2,1:22,3,6,NYG 48,7,6,Eli Manning pass incomplete deep right intended for Victor Cruz,1.160,-0.190
2,1:16,4,6,NYG 48,7,6,"Steve Weatherford punts 52 yards, touchback",-0.190,-0.280
2,1:08,1,10,ARI 20,7,6,Kevin Kolb pass incomplete short left intended for Early Doucet (defended by Corey Webster),0.280,-0.270
2,1:03,2,10,ARI 20,7,6,Chris Wells right tackle for 9 yards (tackle by Jacquian Williams and Michael Boley),-0.270,0.230
2,0:46,3,1,ARI 29,7,6,Kevin Kolb pass incomplete short right intended for Todd Heap,0.230,-1.440
2,0:40,4,1,ARI 29,7,6,"Dave Zastudil punts 56 yards, returned by Aaron Ross for 12 yards (tackle by Rashad Johnson)",-1.440,-0.740
2,0:29,1,10,NYG 27,7,6,Eli Manning pass complete deep middle to Hakeem Nicks for 22 yards (tackle by Patrick Peterson),0.740,2.190
2,0:20,,,,7,6,Timeout #2 by New York Giants,0.000,2.190
2,0:20,1,10,NYG 49,7,6,"Eli Manning pass complete deep left to Victor Cruz for 26 yards. Penalty on Joey Porter: Face Mask (15 Yards), 13 yards",2.190,4.780
2,0:13,1,10,ARI 12,7,6,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Patrick Peterson),4.780,4.100
2,0:09,2,10,ARI 12,7,6,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,4.100,3.120
2,0:05,3,10,ARI 12,10,6,"Lawrence Tynes 30 yard field goal good. Penalty on Kenny Phillips: Defensive Offside (Declined), Penalty on Patrick Peterson: Roughing the Kicker, 15 yards",3.120,3.000
2,,,,,10,6,"Lawrence Tynes kicks off 50 yards, touchback",0.000,0.280
2,0:01,1,10,ARI 20,10,6,Kevin Kolb kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,10,6,"Lawrence Tynes kicks off 67 yards, returned by A.J. Jefferson for 29 yards (tackle by Mark Herzlich). Penalty on A.J. Jefferson: Delay of Game, 5 yards",0.000,0.410
3,14:55,1,10,ARI 22,10,6,"Chris Wells right tackle for 3 yards. Chris Wells fumbles, recovered by Andre Roberts at ARI-27",0.410,0.540
3,14:16,2,5,ARI 27,10,6,Kevin Kolb pass complete short left to Larry Fitzgerald for 7 yards (tackle by Mathias Kiwanuka),0.540,1.200
3,13:35,1,10,ARI 34,10,6,"Kevin Kolb pass incomplete short left intended for Chris Wells. Penalty on Aaron Ross: Defensive Holding, 5 yards (no play)",1.200,1.530
3,13:30,1,10,ARI 39,10,6,Chris Wells left tackle for 3 yards (tackle by Chris L. Canty),1.530,1.390
3,12:57,2,7,ARI 42,10,6,Kevin Kolb pass complete deep left to Larry Fitzgerald for 47 yards (tackle by Deon Grant),1.390,4.840
3,12:09,1,10,NYG 11,10,6,Chris Wells up the middle for 3 yards (tackle by Linval Joseph),4.840,4.700
3,11:29,2,7,NYG 8,10,6,Kevin Kolb pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Michael Boley),4.700,6.970
3,10:33,1,1,NYG 1,10,6,Kevin Kolb pass incomplete short right intended for Todd Heap,6.970,5.910
3,10:28,2,1,NYG 1,10,12,"Chris Wells left tackle for 1 yard, touchdown. Penalty on Jeremy Bridges: Personal Foul, 15 yards",5.910,7.000
3,,,,NYG 2,10,13,Jay Feely kicks extra point good,0.000,0.000
3,,,,ARI 20,10,13,"Jay Feely kicks off 70 yards, returned by DJ Ware for 17 yards (tackle by Rashad Johnson)",0.000,0.740
3,10:19,1,10,NYG 27,10,13,"Ahmad Bradshaw for 21 yards (tackle by Kerry Rhodes). Penalty on Henry Hynoski: Offensive Holding, 10 yards (no play)",0.740,-0.170
3,9:47,1,20,NYG 17,10,13,Ahmad Bradshaw left tackle for 6 yards (tackle by Calais Campbell),-0.170,-0.340
3,9:10,2,14,NYG 23,10,13,"Eli Manning pass complete deep left to Hakeem Nicks for 16 yards (tackle by Patrick Peterson). Penalty on Chris Snee: Offensive Holding, 10 yards (no play)",-0.340,-1.790
3,8:42,2,24,NYG 13,10,13,Eli Manning pass complete deep left to Hakeem Nicks for 23 yards (tackle by Kerry Rhodes),-1.790,0.700
3,8:15,3,1,NYG 36,10,13,Ahmad Bradshaw left tackle for -1 yards (tackle by Calais Campbell and Paris Lenon),0.700,-1.040
3,8:15,4,2,NYG 35,10,13,"Steve Weatherford punts 50 yards, returned by Patrick Peterson for 32 yards (tackle by Michael Boley). Penalty on Anthony Sherman: Illegal Block Above the Waist, 10 yards",-1.040,0.060
3,7:24,1,10,ARI 17,10,13,Chris Wells left tackle for 7 yards (tackle by Kenny Phillips and Deon Grant),-0.060,0.480
3,6:49,2,3,ARI 24,10,13,Chris Wells left tackle for 4 yards (tackle by Mathias Kiwanuka),0.480,0.810
3,6:09,1,10,ARI 28,10,13,LaRod Stephens-Howling up the middle for 1 yard (tackle by Mathias Kiwanuka),0.810,0.400
3,5:29,2,9,ARI 29,10,13,Kevin Kolb pass complete short right to Anthony Sherman for 19 yards (tackle by Michael Boley),0.400,2.130
3,4:44,1,10,ARI 48,10,13,Kevin Kolb pass incomplete,2.130,1.580
3,4:36,2,10,ARI 48,10,13,"Kevin Kolb pass incomplete. Penalty on Kevin Kolb: Intentional Grounding, 10 yards",1.580,-0.430
3,4:36,3,20,ARI 38,10,13,"Penalty on Kevin Kolb: False Start, 5 yards (no play)",-0.430,-1.090
3,4:29,3,25,ARI 33,10,13,Kevin Kolb pass complete short middle to Todd Heap for 14 yards (tackle by Jacquian Williams),-1.090,-0.260
3,3:49,4,11,ARI 47,10,13,"Dave Zastudil punts 33 yards, fair catch by Aaron Ross",-0.260,-0.280
3,3:42,1,10,NYG 20,10,13,"Eli Manning sacked by David Carter for -11 yards. Eli Manning fumbles (forced by David Carter), recovered by Darnell Dockett at NYG-5 (tackle by Kareem McKenzie)",0.280,-6.060
3,3:35,1,5,NYG 5,10,13,Chris Wells right tackle for 4 yards (tackle by Michael Boley and Greg Jones),6.060,5.910
3,3:00,2,1,NYG 1,10,19,"Chris Wells left tackle for 1 yard, touchdown",5.910,7.000
3,,,,NYG 2,10,20,Jay Feely kicks extra point good,0.000,0.000
3,,,,ARI 35,10,20,"Jay Feely kicks off 69 yards, returned by Devin Thomas for 29 yards (tackle by O'Brien Schofield)",0.000,0.610
3,2:49,1,10,NYG 25,10,20,Brandon Jacobs right tackle for 4 yards (tackle by Calais Campbell),0.610,0.600
3,2:12,2,6,NYG 29,10,20,Brandon Jacobs right tackle for -3 yards (tackle by Darnell Dockett),0.600,-0.490
3,1:29,3,9,NYG 26,10,20,"Eli Manning pass incomplete deep right intended for Mario Manningham. Penalty on Kerry Rhodes: Defensive Pass Interference, 20 yards (no play)",-0.490,1.990
3,1:24,1,10,NYG 46,10,20,Brandon Jacobs up the middle for 6 yards (tackle by Joey Porter),1.990,2.260
3,0:48,2,4,ARI 48,10,20,Eli Manning pass complete short left to Henry Hynoski for 5 yards (tackle by Joey Porter),2.260,2.720
3,0:12,1,10,ARI 43,10,20,Eli Manning pass incomplete deep right intended for Mario Manningham,2.720,2.180
3,0:04,2,10,ARI 43,10,20,Brandon Jacobs up the middle for 5 yards (tackle by Nick Eason),2.180,2.150
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,ARI 38,10,20,Eli Manning pass complete short right to Victor Cruz for 13 yards (tackle by Kerry Rhodes),2.150,3.910
4,14:21,1,10,ARI 25,10,20,Eli Manning pass complete short left to Victor Cruz for 7 yards (tackle by Patrick Peterson),3.910,4.370
4,13:38,2,3,ARI 18,10,20,Eli Manning pass incomplete short right intended for Mario Manningham,4.370,3.660
4,13:32,3,3,ARI 18,10,20,Eli Manning pass complete short right to Mario Manningham for 10 yards (tackle by A.J. Jefferson),3.660,5.370
4,13:09,1,8,ARI 8,10,20,Brandon Jacobs up the middle for -3 yards (tackle by Darnell Dockett and Paris Lenon),5.370,4.020
4,12:25,2,11,ARI 11,10,20,Eli Manning pass complete short left to Jake Ballard for 10 yards (tackle by Calais Campbell),4.020,5.170
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,12:12,3,1,ARI 1,16,20,"Brandon Jacobs left tackle for 1 yard, touchdown",5.170,7.000
4,,,,ARI 2,17,20,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 35,17,20,"Lawrence Tynes kicks off 65 yards, touchback",0.000,0.280
4,12:07,1,10,ARI 20,17,20,Chris Wells up the middle for no gain (tackle by Deon Grant),0.280,-0.270
4,11:33,2,10,ARI 20,17,20,"Kevin Kolb pass incomplete short right intended for Andre Roberts. Penalty on Deon Grant: Defensive Holding, 5 yards (no play)",-0.270,0.610
4,11:29,1,10,ARI 25,17,20,Chris Wells left tackle for 2 yards (tackle by Antrel Rolle),0.610,0.330
4,10:55,2,8,ARI 27,17,20,Kevin Kolb pass incomplete deep left intended for Larry Fitzgerald is intercepted by Antrel Rolle at NYG-42,0.330,-1.730
4,10:48,1,10,NYG 42,17,20,Eli Manning pass complete short left to Hakeem Nicks for 13 yards (tackle by Patrick Peterson),1.730,2.590
4,10:05,1,10,ARI 45,17,20,"Eli Manning pass incomplete deep right intended for Victor Cruz. Penalty on Richard Marshall: Defensive Holding, 5 yards (no play)",2.590,2.920
4,9:59,1,10,ARI 40,17,20,"Ahmad Bradshaw right tackle for 1 yard (tackle by Clark Haggans). Penalty on Chris Snee: False Start, 5 yards (no play)",2.920,2.590
4,9:59,1,15,ARI 45,17,20,Eli Manning pass complete short right to Ahmad Bradshaw for 2 yards (tackle by Michael Adams),2.590,1.970
4,9:22,2,13,ARI 43,17,20,Eli Manning pass complete short right to Ahmad Bradshaw for -1 yards (tackle by Daryl Washington),1.970,1.160
4,8:41,3,14,ARI 44,17,20,Eli Manning pass incomplete short right intended for Victor Cruz,1.160,0.330
4,8:36,4,14,ARI 44,17,20,"Steve Weatherford punts 33 yards, returned by Patrick Peterson for 12 yards (tackle by Zak DeOssie)",0.330,-0.480
4,8:25,1,10,ARI 23,17,20,Chris Wells right tackle for 4 yards (tackle by Jason Pierre-Paul and Greg Jones),0.480,0.470
4,7:44,2,6,ARI 27,17,20,Kevin Kolb pass complete short middle to Larry Fitzgerald for 16 yards (tackle by Corey Webster),0.470,1.800
4,7:00,1,10,ARI 43,17,20,Chris Wells left end for 39 yards (tackle by Kenny Phillips),1.800,4.370
4,6:11,1,10,NYG 18,17,20,Alfonso Smith up the middle for 4 yards (tackle by Kenny Phillips),4.370,4.430
4,5:37,2,6,NYG 14,17,20,Alfonso Smith left tackle for 12 yards (tackle by Greg Jones),4.430,6.740
,,,,,,,"ARI challenged the runner was in bounds ruling, and the play was upheld.",,
4,5:20,,,,17,20,Timeout #1 by New York Giants,0.000,6.740
4,5:20,1,2,NYG 2,17,26,"Chris Wells left tackle for 2 yards, touchdown",6.740,7.000
4,,,,NYG 2,17,27,Jay Feely kicks extra point good,0.000,0.000
4,,,,ARI 35,17,27,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,5:16,1,10,NYG 20,17,27,Eli Manning pass complete short left to Hakeem Nicks for 9 yards (tackle by Patrick Peterson),0.280,0.950
4,4:48,2,1,NYG 29,17,27,Ahmad Bradshaw right tackle for 2 yards (tackle by Clark Haggans),0.950,1.000
4,4:32,1,10,NYG 31,17,27,Eli Manning pass complete deep right to Jake Ballard for 21 yards (tackle by Adrian Wilson),1.000,2.390
4,4:05,1,10,ARI 48,17,27,Eli Manning pass complete deep right to Victor Cruz for 20 yards (tackle by A.J. Jefferson),2.390,3.710
4,3:58,1,10,ARI 28,17,27,Eli Manning pass incomplete short middle intended for Victor Cruz,3.710,3.170
4,3:52,2,10,ARI 28,17,27,Eli Manning pass complete deep right to Hakeem Nicks for 26 yards (tackle by Adrian Wilson),3.170,6.740
4,3:44,1,2,ARI 2,23,27,"Eli Manning pass complete short left to Jake Ballard for 2 yards, touchdown",6.740,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,ARI 2,24,27,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 35,24,27,"Lawrence Tynes kicks off 65 yards, touchback",0.000,0.280
4,3:37,1,10,ARI 20,24,27,Chris Wells left tackle for 3 yards (tackle by Greg Jones),0.280,0.140
4,3:32,,,,24,27,Timeout #2 by New York Giants,0.000,0.140
4,3:32,2,7,ARI 23,24,27,Kevin Kolb pass complete short right to Jeff King for 3 yards (tackle by Deon Grant),0.140,-0.160
4,3:24,,,,24,27,Timeout #3 by New York Giants,0.000,-0.160
4,3:24,3,4,ARI 26,24,27,Kevin Kolb pass incomplete short left intended for Early Doucet (defended by Antrel Rolle),-0.160,-1.630
4,3:21,4,4,ARI 26,24,27,"Dave Zastudil punts 40 yards, returned by Aaron Ross for 18 yards (tackle by Anthony Sherman)",-1.630,-2.390
4,3:10,1,10,ARI 48,24,27,Eli Manning pass complete short left to Victor Cruz for 19 yards,2.390,3.640
4,2:46,1,10,ARI 29,30,27,"Eli Manning pass complete deep left to Hakeem Nicks for 29 yards, touchdown",3.640,7.000
4,,,,ARI 2,31,27,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 35,31,27,"Lawrence Tynes kicks off 62 yards, returned by Andre Roberts for 21 yards (tackle by Jacquian Williams)",0.000,0.540
4,2:35,1,10,ARI 24,31,27,Kevin Kolb pass complete short left to Todd Heap for 9 yards (tackle by Jacquian Williams),0.540,1.210
4,2:28,2,1,ARI 33,31,27,Chris Wells right tackle for 8 yards (tackle by Jacquian Williams),1.210,1.660
4,2:07,1,10,ARI 41,31,27,Kevin Kolb pass incomplete short right intended for Chris Wells (defended by Jason Pierre-Paul),1.660,1.120
4,2:00,2,10,ARI 41,31,27,Kevin Kolb pass complete short left to Early Doucet for 21 yards (tackle by Kenny Phillips),1.120,3.050
4,1:39,1,10,NYG 38,31,27,Kevin Kolb pass complete short left to Todd Heap for 9 yards (tackle by Michael Boley),3.050,3.720
4,1:21,2,1,NYG 29,31,27,Kevin Kolb sacked by Osi Umenyiora for -10 yards,3.720,1.680
4,1:14,,,,31,27,Timeout #2 by Arizona Cardinals,0.000,1.680
4,1:14,3,11,NYG 39,31,27,Kevin Kolb pass complete short middle to Todd Heap for 9 yards (tackle by Antrel Rolle),1.680,1.500
4,0:56,4,2,NYG 30,31,27,Kevin Kolb pass incomplete short left intended for Larry Fitzgerald (defended by Corey Webster),1.500,-0.940
4,0:51,1,10,NYG 30,31,27,Eli Manning kneels for -1 yards,0.940,0.260
4,0:50,,,,31,27,Timeout #3 by Arizona Cardinals,0.000,0.260
4,0:50,2,11,NYG 29,31,27,Eli Manning kneels for -1 yards,0.260,-0.560
4,0:22,3,12,NYG 28,31,27,Eli Manning kneels for -1 yards,-0.560,-1.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
