Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
2,15:00,1,10,SFO 41,14,0,"Kyle Williams left end for 10 yards (tackle by Alan Ball). Penalty on Jonathan Cyprien: Unnecessary Roughness, 15 yards",1.660,3.310
2,14:47,1,10,JAX 34,14,0,Colin Kaepernick pass incomplete short right intended for Anquan Boldin (defended by Alan Ball),3.310,2.770
2,14:33,2,10,JAX 34,14,0,Frank Gore left tackle for 1 yard (tackle by Tyson Alualu),2.770,2.770
2,14:03,2,10,JAX 34,14,0,Timeout #2 by Jacksonville Jaguars,2.770,2.210
2,14:03,3,9,JAX 33,14,0,Colin Kaepernick left tackle for 17 yards (tackle by Paul Posluszny),2.210,4.510
2,13:18,1,10,JAX 16,14,0,Colin Kaepernick pass complete short left to Anquan Boldin for 14 yards (tackle by Josh Evans),4.510,6.740
2,12:38,1,2,JAX 2,14,0,Bruce Miller right guard for no gain (tackle by Chris Prosinski),6.740,5.720
2,11:58,2,2,JAX 2,20,0,"Colin Kaepernick pass complete short left to Vernon Davis for 2 yards, touchdown",5.720,7.000
2,11:58,,,JAX 2,21,0,Phil Dawson kicks extra point good,0.000,0.000
2,11:58,,,SFO 35,21,0,"Phil Dawson kicks off 57 yards, returned by Jordan Todman for 4 yards (tackle by Nathan Stupar)",0.000,0.350
2,11:48,1,10,JAX 12,21,0,"Penalty on Ray McDonald: Encroachment, 5 yards (no play)",-0.350,0.280
2,11:48,1,5,JAX 17,21,0,Chad Henne pass incomplete short middle intended for Justin Blackmon,0.280,-0.230
2,11:44,2,5,JAX 17,21,0,Maurice Jones-Drew right guard for 1 yard (tackle by Dan Skuta),-0.230,-0.720
2,11:05,3,4,JAX 18,21,0,Chad Henne pass complete short right to Justin Forsett for -2 yards (tackle by Patrick Willis),-0.720,-2.390
2,10:34,4,6,JAX 16,21,0,"Bryan Anger punts 47 yards, fair catch by Kyle Williams",-2.390,-1.400
2,10:27,1,10,SFO 37,21,0,Colin Kaepernick pass complete deep right to Vernon Davis for 31 yards (tackle by Josh Evans),1.400,3.450
2,9:58,1,10,JAX 32,21,0,Frank Gore right tackle for 1 yard (tackle by Geno Hayes),3.450,3.040
2,9:23,2,9,JAX 31,21,0,Colin Kaepernick pass complete short left to Vernon Davis for 19 yards (tackle by Jonathan Cyprien),3.040,4.780
2,8:41,1,10,JAX 12,21,0,Kendall Hunter right guard for 3 yards (tackle by Paul Posluszny),4.780,4.640
2,8:00,2,7,JAX 9,21,0,Colin Kaepernick pass incomplete short left intended for Vernon Davis (defended by Alan Ball),4.640,3.700
2,7:56,3,7,JAX 9,27,0,"Colin Kaepernick left end for 9 yards, touchdown",3.700,7.000
2,7:56,,,JAX 2,28,0,Phil Dawson kicks extra point good,0.000,0.000
2,7:56,,,SFO 35,28,0,"Phil Dawson kicks off 66 yards, muffed catch by Jordan Todman, recovered by Jordan Todman in JAX end zone, and returned for 40 yards",0.000,-1.530
2,7:39,1,10,JAX 39,28,0,Chad Henne pass complete short left to Justin Blackmon for 3 yards (tackle by Dan Skuta),1.530,1.390
2,7:16,2,7,JAX 42,28,0,Maurice Jones-Drew left guard for 3 yards (tackle by Justin Smith),1.390,1.090
2,6:35,3,4,JAX 45,28,0,Chad Henne pass incomplete short right intended for Mike Brown (defended by Corey Lemonier),1.090,-0.390
2,6:27,4,4,JAX 45,28,0,"Bryan Anger punts 31 yards, muffed catch by Kyle Williams, ball out of bounds at SFO-27",-0.390,-0.740
2,6:21,1,10,SFO 27,28,0,Colin Kaepernick pass complete short left to Kyle Williams for 7 yards (tackle by Russell Allen),0.740,1.140
2,5:42,2,3,SFO 34,28,0,Frank Gore up the middle for 10 yards (tackle by Geno Hayes),1.140,1.860
2,5:03,1,10,SFO 44,28,0,"Colin Kaepernick up the middle for 11 yards (tackle by Paul Posluszny). Penalty on Mike Iupati: Offensive Holding, 10 yards (no play)",1.860,1.200
2,4:33,1,20,SFO 34,28,0,Kendall Hunter right end for -5 yards (tackle by Jason Babin),1.200,-0.710
2,3:51,2,25,SFO 29,28,0,Colin Kaepernick pass complete short middle to Frank Gore for 6 yards (tackle by Paul Posluszny and Geno Hayes),-0.710,-0.560
2,3:06,3,19,SFO 35,28,0,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin (defended by Tyson Alualu),-0.560,-1.040
2,3:00,4,19,SFO 35,28,0,"Andy Lee punts 61 yards, returned by Ace Sanders for 16 yards (tackle by Bruce Miller)",-1.040,-0.280
2,2:50,1,10,JAX 20,28,0,Chad Henne pass complete short left to Maurice Jones-Drew for 9 yards (tackle by Eric Reid),0.280,0.950
2,2:24,2,1,JAX 29,28,0,Maurice Jones-Drew left guard for 2 yards (tackle by NaVorro Bowman),0.950,1.000
2,2:02,1,10,JAX 31,28,0,Chad Henne pass incomplete short middle intended for Marcedes Lewis (defended by NaVorro Bowman),1.000,0.460
2,1:59,2,10,JAX 31,28,0,Chad Henne pass incomplete short left intended for Cecil Shorts,0.460,-0.230
2,1:54,3,10,JAX 31,28,0,Chad Henne pass complete short right to Cecil Shorts for 11 yards (tackle by Tramaine Brock),-0.230,1.730
2,1:27,1,10,JAX 42,28,0,Chad Henne pass complete short right to Maurice Jones-Drew for 10 yards (tackle by Eric Reid),1.730,2.390
2,1:06,1,10,SFO 48,28,0,Chad Henne pass complete short right to Cecil Shorts for 9 yards (tackle by Tramaine Brock),2.390,2.390
2,0:50,1,10,SFO 48,28,0,Timeout #3 by Jacksonville Jaguars,2.390,3.060
2,0:50,2,1,SFO 39,28,0,Chad Henne pass complete short left to Cecil Shorts for 13 yards (tackle by Eric Reid),3.060,3.840
2,0:42,1,10,SFO 26,28,0,Chad Henne pass incomplete short right intended for Justin Blackmon,3.840,3.300
2,0:39,2,10,SFO 26,28,0,Chad Henne pass complete short right to Cecil Shorts for 6 yards (tackle by Tramaine Brock),3.300,3.400
2,0:18,3,4,SFO 20,28,0,Chad Henne pass incomplete short left intended for Mike Brown,3.400,2.200
2,0:15,4,4,SFO 20,28,3,Josh Scobee 38 yard field goal good,2.200,3.000
2,,,,JAX 35,,,"Josh Scobee kicks off 66 yards, returned by Kyle Williams for 4 yards",,
2,0:09,1,10,SFO 3,28,3,Colin Kaepernick kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,28,3,"Phil Dawson kicks off 71 yards, returned by Jordan Todman for 22 yards (tackle by Michael Wilhoite)",0.000,0.140
3,14:55,1,10,JAX 16,28,3,Chad Henne pass complete short left to Maurice Jones-Drew for 11 yards (tackle by Tarell Brown),-0.140,0.740
3,14:26,1,10,JAX 27,28,3,Maurice Jones-Drew right guard for 1 yard (tackle by Ray McDonald),0.740,0.330
3,13:50,2,9,JAX 28,28,3,"Chad Henne pass complete short left to Will Ta'ufo'ou for -2 yards (tackle by Dan Skuta). Penalty on Dan Skuta: Unnecessary Roughness, 15 yards",0.330,1.660
3,13:29,1,10,JAX 41,28,3,"Penalty on Austin Pasztor: False Start, 5 yards (no play)",1.660,1.330
3,13:10,1,15,JAX 36,28,3,Chad Henne pass complete short middle to Maurice Jones-Drew for 8 yards (tackle by Donte Whitner),1.330,1.530
3,12:35,2,7,JAX 44,28,3,"Denard Robinson left end for 21 yards (tackle by Eric Reid). Penalty on Brad Meester: Offensive Holding, 10 yards (no play)",1.530,0.180
3,12:21,2,17,JAX 34,28,3,Chad Henne pass complete short left to Cecil Shorts for 6 yards (tackle by Eric Reid),0.180,0.300
3,11:45,3,11,JAX 40,28,3,Chad Henne pass complete short right to Justin Blackmon for 12 yards (tackle by Tramaine Brock),0.300,2.390
3,11:13,1,10,SFO 48,28,3,Maurice Jones-Drew right guard for 30 yards (tackle by Eric Reid),2.390,4.370
3,10:32,1,10,SFO 18,28,3,Justin Blackmon left end for -1 yards (tackle by Tony Jerod-Eddie),4.370,3.670
3,9:55,2,11,SFO 19,28,3,Chad Henne pass complete short right to Justin Blackmon for 9 yards (tackle by Craig Dahl),3.670,4.510
3,9:20,3,2,SFO 10,28,3,Maurice Jones-Drew right guard for 1 yard (tackle by NaVorro Bowman),4.510,2.980
3,8:46,4,1,SFO 9,28,3,Maurice Jones-Drew right tackle for 2 yards (tackle by NaVorro Bowman),2.980,5.600
3,8:11,1,7,SFO 7,28,3,Chad Henne pass complete short right to Will Ta'ufo'ou for -2 yards (tackle by NaVorro Bowman),5.600,4.380
3,7:30,2,9,SFO 9,28,3,Maurice Jones-Drew right guard for 3 yards (tackle by Patrick Willis),4.380,4.040
3,6:48,3,6,SFO 6,28,3,Chad Henne pass incomplete short left intended for Cecil Shorts (defended by Tarell Brown),4.040,2.990
3,6:44,4,6,SFO 6,28,3,Chad Henne pass incomplete short left intended for Mike Brown,2.990,0.380
3,6:38,1,10,SFO 6,28,3,Frank Gore right guard for 3 yards (tackle by Geno Hayes),-0.380,-0.560
3,6:00,2,7,SFO 9,28,3,Frank Gore left guard for 8 yards (tackle by Dwayne Gratz),-0.560,-0.060
3,5:21,1,10,SFO 17,28,3,Colin Kaepernick pass complete short right to Anquan Boldin for 17 yards (tackle by Paul Posluszny and Alan Ball),-0.060,1.200
3,4:43,1,10,SFO 34,28,3,Frank Gore right guard for no gain (tackle by Roy Miller),1.200,0.660
3,4:06,2,10,SFO 34,28,3,"Frank Gore right guard for -6 yards (tackle by Jason Babin). Frank Gore fumbles (forced by Jason Babin), recovered by Russell Allen at SFO-28 (tackle by Joe Staley)",0.660,-3.710
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,3:52,1,10,SFO 28,28,3,Chad Henne pass incomplete short right intended for Justin Blackmon (defended by Tramaine Brock),3.710,3.170
3,3:45,2,10,SFO 28,28,3,Maurice Jones-Drew left tackle for -1 yards (tackle by Dan Skuta),3.170,2.340
3,3:07,3,11,SFO 29,28,9,"Chad Henne pass complete deep right to Mike Brown for 29 yards, touchdown",2.340,7.000
3,3:07,,,SFO 2,28,10,Josh Scobee kicks extra point good,0.000,0.000
3,3:07,,,JAX 35,28,10,"Josh Scobee kicks off 66 yards, returned by Anthony Dixon for 47 yards (tackle by Josh Scobee)",0.000,-1.990
3,2:53,1,10,SFO 46,28,10,Kendall Hunter left end for 41 yards (tackle by Alan Ball and Andre Branch),1.990,4.710
3,2:20,1,10,JAX 13,28,10,Frank Gore left guard for 9 yards (tackle by Jonathan Cyprien),4.710,5.730
3,1:38,2,1,JAX 4,28,10,Frank Gore left tackle for 2 yards (tackle by Russell Allen),5.730,6.740
3,0:56,1,2,JAX 2,34,10,"Frank Gore left guard for 2 yards, touchdown",6.740,7.000
3,0:56,1,2,JAX 2,34,10,"Penalty on Sen'Derrick Marks: Encroachment, 5 yards",6.740,0.000
3,0:56,,,JAX 2,35,10,Phil Dawson kicks extra point good,0.000,0.000
3,0:56,,,SFO 40,35,10,"Phil Dawson kicks off 58 yards, returned by Justin Forsett for 21 yards (tackle by Raymond Ventrone)",0.000,-0.480
3,0:46,1,10,JAX 23,35,10,Maurice Jones-Drew left guard for 2 yards (tackle by Ahmad Brooks),0.480,0.200
3,0:09,2,8,JAX 25,35,10,Chad Henne pass complete short left to Justin Blackmon for 7 yards (tackle by Dan Skuta),0.200,0.430
Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,JAX 32,35,10,Maurice Jones-Drew left guard for no gain (tackle by Tarell Brown),0.430,-1.240
4,14:24,4,1,JAX 32,35,10,Chad Henne pass complete short right to Clay Harbor for 7 yards (tackle by NaVorro Bowman),-1.240,1.530
4,13:50,1,10,JAX 39,35,10,Chad Henne pass incomplete deep left intended for Maurice Jones-Drew,1.530,0.990
4,13:43,2,10,JAX 39,41,10,"Chad Henne pass complete short middle to Marcedes Lewis for 6 yards (tackle by Patrick Willis). Marcedes Lewis fumbles (forced by Patrick Willis), recovered by Dan Skuta at JAX-47 and returned for 47 yards, touchdown",0.990,-7.000
4,13:24,,,JAX 2,42,10,Phil Dawson kicks extra point good,0.000,0.000
4,13:24,,,SFO 35,42,10,"Phil Dawson kicks off 63 yards, returned by Jordan Todman for 21 yards (tackle by Raymond Ventrone)",0.000,-0.480
4,13:18,1,10,JAX 23,42,10,Chad Henne pass complete short right to Maurice Jones-Drew for 8 yards (tackle by NaVorro Bowman),0.480,1.010
4,12:47,2,2,JAX 31,42,10,Maurice Jones-Drew left guard for 3 yards (tackle by Demarcus Dobbs),1.010,1.200
4,12:12,1,10,JAX 34,42,10,Denard Robinson right tackle for 7 yards (tackle by NaVorro Bowman),1.200,1.600
4,11:39,2,3,JAX 41,42,10,Denard Robinson left tackle for 6 yards (tackle by Quinton Dial),1.600,2.060
4,11:04,1,10,JAX 47,42,10,Chad Henne pass complete short left to Will Ta'ufo'ou for 7 yards (tackle by Tarell Brown),2.060,2.460
4,10:20,2,3,SFO 46,42,10,Maurice Jones-Drew right tackle for 3 yards (tackle by Patrick Willis),2.460,2.720
4,9:46,1,10,SFO 43,42,10,Chad Henne pass complete short left to Mike Brown for 6 yards (tackle by Dan Skuta and Tarell Brown),2.720,2.990
4,9:19,2,4,SFO 37,42,10,"Maurice Jones-Drew right end for 8 yards (tackle by Patrick Willis). Penalty on Clay Harbor: Offensive Holding, 10 yards (no play)",2.990,1.640
4,8:53,2,14,SFO 47,42,10,Chad Henne pass complete short right to Justin Forsett for 5 yards (tackle by NaVorro Bowman),1.640,1.620
4,8:13,3,9,SFO 42,42,10,Chad Henne pass complete short left to Mike Brown for 8 yards (tackle by Tarell Brown),1.620,1.100
4,7:40,4,1,SFO 34,42,10,Maurice Jones-Drew right tackle for 3 yards (tackle by NaVorro Bowman),1.100,3.510
4,7:03,1,10,SFO 31,42,10,Chad Henne pass complete short middle to Cecil Shorts for 15 yards (tackle by Eric Reid),3.510,4.510
4,6:30,1,10,SFO 16,42,10,Chad Henne pass incomplete deep left intended for Justin Blackmon,4.510,3.900
4,6:24,2,10,SFO 16,42,10,Chad Henne pass complete short left to Ace Sanders for 11 yards (tackle by Carlos Rogers),3.900,6.060
4,5:56,1,5,SFO 5,42,10,Chad Henne pass incomplete short right intended for Cecil Shorts,6.060,5.150
4,5:51,2,5,SFO 5,42,10,Chad Henne pass incomplete short middle intended for Marcedes Lewis (defended by Donte Whitner),5.150,4.260
4,5:47,3,5,SFO 5,42,10,Chad Henne up the middle for 1 yard (tackle by Ray McDonald),4.260,4.260
4,5:08,3,5,SFO 5,42,10,Timeout #1 by San Francisco 49ers,4.260,3.030
4,5:08,4,4,SFO 4,42,10,Chad Henne pass complete short right to Maurice Jones-Drew for 1 yard (tackle by Tramaine Brock),3.030,0.380
4,5:03,1,10,SFO 3,42,10,Kendall Hunter right tackle for 1 yard (tackle by Tyson Alualu),-0.380,-0.710
4,4:20,2,9,SFO 4,42,10,Kendall Hunter right guard for 2 yards (tackle by Paul Posluszny),-0.710,-1.070
4,3:38,3,7,SFO 6,42,10,Colt McCoy pass complete short left to Bruce Miller for 13 yards (tackle by Paul Posluszny),-1.070,0.150
4,2:54,1,10,SFO 19,42,10,Kendall Hunter right end for 33 yards (tackle by Paul Posluszny),0.150,2.390
4,2:44,1,10,JAX 48,42,10,Kendall Hunter left guard for 2 yards (tackle by Paul Posluszny),2.390,2.120
4,2:00,2,8,JAX 46,42,10,Kendall Hunter right tackle for 7 yards (tackle by Paul Posluszny),2.120,2.340
4,1:13,3,1,JAX 39,42,10,Kendall Hunter left guard for no gain (tackle by Tyson Alualu),2.340,2.340
4,0:28,3,1,JAX 39,42,10,Timeout #2 by San Francisco 49ers,2.340,0.660
4,0:28,4,1,JAX 39,42,10,Anthony Dixon left guard for 2 yards (tackle by Paul Posluszny),0.660,2.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
