Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Alex Boone,G,57,100%,0,0%,6,26%
Mike Iupati,G,57,100%,0,0%,6,26%
Joe Staley,T,57,100%,0,0%,6,26%
Anthony Davis,T,49,86%,0,0%,6,26%
Jonathan Goodwin,C,49,86%,0,0%,0,0%
Colin Kaepernick,QB,49,86%,0,0%,0,0%
Vernon Davis,TE,48,84%,0,0%,0,0%
Frank Gore,RB,43,75%,0,0%,0,0%
Bruce Miller,FB,40,70%,0,0%,2,9%
Anquan Boldin,WR,40,70%,0,0%,0,0%
Vance McDonald,TE,34,60%,0,0%,9,39%
Kyle Williams,WR,27,47%,0,0%,6,26%
Adam Snyder,G,15,26%,0,0%,6,26%
Kendall Hunter,RB,14,25%,0,0%,0,0%
Daniel Kilgore,C,13,23%,0,0%,9,39%
Marlon Moore,WR,13,23%,0,0%,0,0%
Garrett Celek,TE,10,18%,0,0%,6,26%
Colt McCoy,QB,8,14%,0,0%,0,0%
Anthony Dixon,RB,4,7%,0,0%,14,61%
Patrick Willis,LB,0,0%,73,100%,3,13%
Tarell Brown,CB,0,0%,73,100%,3,13%
NaVorro Bowman,LB,0,0%,73,100%,0,0%
Carlos Rogers,CB,0,0%,73,100%,0,0%
Eric Reid,FS,0,0%,72,99%,1,4%
Donte Whitner,SS,0,0%,67,92%,0,0%
Ray McDonald,DT,0,0%,57,78%,0,0%
Ahmad Brooks,LB,0,0%,55,75%,3,13%
Corey Lemonier,LB,0,0%,49,67%,12,52%
Justin Smith,DT,0,0%,47,64%,3,13%
Dan Skuta,LB,0,0%,42,58%,1,4%
Tramaine Brock,CB,0,0%,36,49%,6,26%
Glenn Dorsey,NT,0,0%,32,44%,0,0%
Demarcus Dobbs,TE,0,0%,24,33%,7,30%
Tony Jerod-Eddie,NT,0,0%,16,22%,3,13%
Quinton Dial,DT,0,0%,8,11%,3,13%
Craig Dahl,SS,0,0%,6,8%,16,70%
C.J. Spillman,FS,0,0%,0,0%,16,70%
Kassim Osgood,WR,0,0%,0,0%,14,61%
Nathan Stupar,LB,0,0%,0,0%,14,61%
Raymond Ventrone,SS,0,0%,0,0%,14,61%
Michael Wilhoite,LB,0,0%,0,0%,14,61%
Phil Dawson,K,0,0%,0,0%,13,57%
Darryl Morris,DB,0,0%,0,0%,10,43%
Andy Lee,P,0,0%,0,0%,7,30%
Perrish Cox,CB,0,0%,0,0%,7,30%
Kevin McDermott,LS,0,0%,0,0%,7,30%
