Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
1,7:11,1,10,ATL 33,3,0,Matt Ryan pass complete short middle to Harry Douglas for 9 yards (tackle by William Gay),1.140,1.810
1,6:37,2,1,ATL 42,3,0,Steven Jackson left tackle for 12 yards (tackle by William Gay),1.810,2.520
1,6:00,1,10,PIT 46,3,0,Steven Jackson right guard for 2 yards (tackle by Sean Spence),2.520,2.250
1,5:24,2,8,PIT 44,3,0,Matt Ryan pass incomplete short right intended for Harry Douglas,2.250,1.550
1,5:20,3,8,PIT 44,3,0,Matt Ryan pass incomplete deep middle intended for Roddy White,1.550,0.330
1,5:11,4,8,PIT 44,3,0,"Matthew Bosher punts 36 yards, fair catch by Antonio Brown",0.330,0.380
1,5:04,1,10,PIT 8,3,0,Le'Veon Bell left tackle for 2 yards (tackle by Cliff Matthews),-0.380,-0.630
1,4:10,2,8,PIT 10,3,0,Le'Veon Bell left guard for 6 yards (tackle by Prince Shembo and Paul Soliai),-0.630,-0.480
1,3:34,3,2,PIT 16,3,0,Ben Roethlisberger pass complete short left to Le'Veon Bell for 44 yards (tackle by Dwight Lowery),-0.480,2.920
1,2:58,1,10,ATL 40,3,0,Ben Roethlisberger pass complete short right to Heath Miller for 8 yards (tackle by Kemal Ishmael),2.920,3.450
1,2:17,2,2,ATL 32,3,0,Ben Roethlisberger pass complete short right to Markus Wheaton for 9 yards,3.450,4.040
1,1:42,1,10,ATL 23,3,0,Ben Roethlisberger sacked by Paul Soliai for -7 yards,4.040,2.550
1,0:55,2,17,ATL 30,3,0,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant (defended by Robert McClain),2.550,1.880
1,0:48,3,17,ATL 30,3,0,Ben Roethlisberger pass complete short right to Antonio Brown for 10 yards (tackle by Kemal Ishmael and Paul Worrilow),1.880,2.120
1,0:07,4,7,ATL 20,6,0,Shaun Suisham 38 yard field goal good,2.120,3.000
Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,PIT 35,,,"Shaun Suisham kicks off 70 yards, returned by Devin Hester for 43 yards (tackle by Antwon Blake)",,
2,15:00,1,10,ATL 38,12,0,"Matt Ryan pass incomplete short middle intended for Harry Douglas is intercepted by William Gay at PIT-48 and returned for 52 yards, touchdown",1.470,-7.000
2,14:46,,,ATL 2,13,0,Shaun Suisham kicks extra point good,0.000,0.000
2,14:46,,,PIT 35,13,0,Shaun Suisham kicks off 46 yards,0.000,-0.340
2,14:45,1,10,ATL 21,13,0,Steven Jackson right guard for 2 yards (tackle by Arthur Moats and Lawrence Timmons),0.340,0.070
2,14:05,2,8,ATL 23,13,0,Matt Ryan pass complete short left to Harry Douglas for 9 yards (tackle by Vince Williams),0.070,1.070
2,13:27,1,10,ATL 32,13,0,"Matt Ryan pass complete short left to Jacquizz Rodgers for 2 yards (tackle by William Gay). Penalty on Harry Douglas: Offensive Pass Interference, 10 yards (no play)",1.070,0.410
2,13:08,1,20,ATL 22,13,0,Devonta Freeman right end for 10 yards (tackle by Troy Polamalu),0.410,0.530
2,12:27,2,10,ATL 32,13,0,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Antwon Blake),0.530,0.370
2,11:47,3,6,ATL 36,13,0,Matt Ryan pass incomplete short right intended for Roddy White,0.370,-0.980
2,11:43,4,6,ATL 36,13,0,"Matthew Bosher punts 51 yards, returned by Antonio Brown for 31 yards (tackle by Matthew Bosher)",-0.980,-1.860
2,11:29,1,10,PIT 44,13,0,Le'Veon Bell left end for -3 yards (tackle by Kemal Ishmael and Joplo Bartu),1.860,0.910
2,10:46,2,13,PIT 41,13,0,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell (defended by Tyson Jackson),0.910,0.230
2,10:39,3,13,PIT 41,13,0,Ben Roethlisberger pass complete short middle to Antonio Brown for 11 yards (tackle by Kemal Ishmael),0.230,0.070
2,10:09,4,2,ATL 48,13,0,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",0.070,-0.260
2,9:56,4,7,PIT 47,13,0,"Brad Wing punts 38 yards, fair catch by Devin Hester",-0.260,0.220
2,9:48,1,10,ATL 15,13,0,Steven Jackson right end for 2 yards (tackle by Brice McCain),-0.220,-0.440
2,9:11,2,8,ATL 17,13,0,Matt Ryan pass complete short left to Steven Jackson for 11 yards (tackle by Vince Williams and Brice McCain),-0.440,0.810
2,8:32,1,10,ATL 28,13,0,Matt Ryan pass complete deep middle to Roddy White for 24 yards (tackle by William Gay),0.810,2.390
2,7:51,1,10,PIT 48,13,0,Jacquizz Rodgers right tackle for 1 yard (tackle by Troy Polamalu),2.390,1.980
2,7:18,2,9,PIT 47,13,0,Matt Ryan pass complete short left to Harry Douglas for 10 yards (tackle by Vince Williams),1.980,3.120
2,6:39,1,10,PIT 37,13,0,Jacquizz Rodgers left guard for 2 yards (tackle by Troy Polamalu),3.120,2.840
2,5:58,2,8,PIT 35,13,0,"Matt Ryan sacked by Jason Worilds for -11 yards. Penalty on Jason Worilds: Roughing the Passer, 14 yards (no play)",2.840,4.170
2,5:47,1,10,PIT 21,13,0,Devonta Freeman right end for 7 yards (tackle by Antwon Blake),4.170,4.740
2,5:07,2,3,PIT 14,13,0,Devonta Freeman left end for -3 yards (tackle by Sean Spence),4.740,3.460
2,4:27,3,6,PIT 17,13,6,"Matt Ryan pass complete deep right to Devin Hester for 17 yards, touchdown",3.460,7.000
2,4:27,,,PIT 2,13,7,Matt Bryant kicks extra point good,0.000,0.000
2,4:27,,,ATL 35,13,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,4:19,1,10,PIT 20,13,7,Ben Roethlisberger pass complete short right to Martavis Bryant for 13 yards (tackle by Desmond Trufant),0.280,1.140
2,3:38,1,10,PIT 33,13,7,Le'Veon Bell right tackle for 1 yard (tackle by Kroy Biermann and Corey Peters),1.140,0.730
2,2:41,2,9,PIT 34,13,7,Ben Roethlisberger pass complete short left to Markus Wheaton for 5 yards (tackle by Robert McClain),0.730,0.700
2,2:00,3,4,PIT 39,13,7,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 5 yards (tackle by Dwight Lowery and Kemal Ishmael),0.700,1.860
2,1:32,1,10,PIT 44,13,7,Ben Roethlisberger pass incomplete deep right intended for Lance Moore,1.860,1.320
2,1:27,2,10,PIT 44,13,7,Ben Roethlisberger pass complete short middle to Markus Wheaton for 9 yards (tackle by Paul Worrilow),1.320,1.320
2,1:19,2,10,PIT 44,13,7,Timeout #1 by Pittsburgh Steelers,1.320,1.820
2,1:19,3,1,ATL 47,13,7,Le'Veon Bell right tackle for 2 yards (tackle by Paul Worrilow and Kemal Ishmael),1.820,1.820
2,1:14,3,1,ATL 47,13,7,Timeout #2 by Pittsburgh Steelers,1.820,2.590
2,1:14,1,10,ATL 45,13,7,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 7 yards (tackle by Kemal Ishmael and Paul Worrilow),2.590,2.990
2,0:50,2,3,ATL 38,13,7,Ben Roethlisberger pass complete short left to Heath Miller for 9 yards (tackle by Josh Wilson),2.990,3.640
2,0:38,1,10,ATL 29,13,7,Ben Roethlisberger spiked the ball,3.640,3.100
2,0:37,2,10,ATL 29,13,7,Ben Roethlisberger pass complete deep left to Antonio Brown for 28 yards,3.100,6.970
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:31,1,1,ATL 1,19,7,"Le'Veon Bell right guard for 1 yard, touchdown",6.970,7.000
2,0:31,,,ATL 2,20,7,Shaun Suisham kicks extra point good,0.000,0.000
2,0:31,,,PIT 35,20,7,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
2,0:27,1,10,ATL 20,20,7,Matt Ryan pass complete short middle to Devonta Freeman for 9 yards (tackle by Vince Williams),0.280,0.280
2,0:21,1,10,ATL 20,20,7,Timeout #1 by Atlanta Falcons,0.280,0.950
2,0:21,2,1,ATL 29,20,7,Matt Ryan pass complete short right to Levine Toilolo for 4 yards (tackle by Ryan Shazier),0.950,0.950
2,0:11,2,1,ATL 29,20,7,Timeout #2 by Atlanta Falcons,0.950,1.140
2,0:11,1,10,ATL 33,20,7,Matt Ryan pass complete short left to Jacquizz Rodgers for 12 yards (tackle by Cameron Heyward),1.140,1.140
2,0:01,1,10,ATL 33,20,7,Timeout #3 by Atlanta Falcons,1.140,1.930
2,0:00,1,10,ATL 45,20,7,Matt Ryan left end for 3 yards (tackle by Ryan Shazier),1.930,1.790
Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,20,7,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,20,7,Matt Ryan pass complete short left to Devin Hester for 46 yards (tackle by Michael Mitchell),0.280,3.310
3,14:05,1,10,PIT 34,20,7,Matt Ryan pass complete deep left to Harry Douglas for 16 yards (tackle by William Gay),3.310,4.370
3,13:23,1,10,PIT 18,20,7,"Steven Jackson right end for -2 yards (tackle by Troy Polamalu). Penalty on Justin Blalock: Offensive Holding, 10 yards (no play)",4.370,3.710
3,13:02,1,20,PIT 28,20,7,Matt Ryan pass complete short left to Roddy White for 6 yards (tackle by William Gay),3.710,3.290
3,12:29,2,14,PIT 22,20,7,"Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Will Allen). Roddy White fumbles (forced by Will Allen), recovered by Patrick DiMarco at PIT-16",3.290,3.300
3,11:35,3,8,PIT 16,20,7,Matt Ryan pass complete short left to Harry Douglas for 6 yards (tackle by Lawrence Timmons),3.300,2.890
3,11:04,4,2,PIT 10,20,10,Matt Bryant 28 yard field goal good,2.890,3.000
3,11:04,,,ATL 35,20,10,"Matthew Bosher kicks off 71 yards, returned by Markus Wheaton for 32 yards (tackle by Javier Arenas)",0.000,-0.670
3,10:54,1,10,PIT 26,20,10,Le'Veon Bell right tackle for 11 yards (tackle by Kemal Ishmael),0.670,1.400
3,10:13,1,10,PIT 37,20,10,Le'Veon Bell right guard for 1 yard (tackle by Malliciah Goodman and Joplo Bartu),1.400,0.990
3,9:25,2,9,PIT 38,20,10,"Ben Roethlisberger pass complete short left to Antonio Brown for 8 yards (tackle by Desmond Trufant). Penalty on Antonio Brown: Face Mask (15 Yards) (Declined), Penalty on Antonio Brown: Taunting, 15 yards",0.990,-0.620
3,8:54,3,16,PIT 31,20,10,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant,-0.620,-1.310
3,8:54,4,16,PIT 31,20,10,"Brad Wing punts 55 yards, returned by Devin Hester for 7 yards (tackle by Terence Garvin)",-1.310,-0.340
3,8:44,1,10,ATL 21,20,10,Steven Jackson right end for 3 yards (tackle by Stephon Tuitt and Jason Worilds),0.340,0.210
3,8:06,2,7,ATL 24,20,10,Matt Ryan pass incomplete short left intended for Jacquizz Rodgers,0.210,-0.490
3,8:01,3,7,ATL 24,20,10,Matt Ryan pass complete deep right to Harry Douglas for 19 yards (tackle by Antwon Blake),-0.490,1.800
3,7:33,1,10,ATL 43,20,10,Steven Jackson left end for 12 yards (tackle by Michael Mitchell),1.800,2.590
3,6:53,1,10,PIT 45,20,10,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Antwon Blake),2.590,2.850
3,6:20,2,4,PIT 39,20,10,Matt Ryan right end for 12 yards (tackle by Lawrence Timmons),2.850,3.780
3,5:31,1,10,PIT 27,20,10,Matt Ryan pass complete short middle to Devin Hester for 8 yards (tackle by Vince Williams),3.780,4.350
3,4:58,2,2,PIT 19,20,10,Matt Ryan pass incomplete short right intended for Levine Toilolo (defended by Cameron Heyward),4.350,3.640
3,4:54,3,2,PIT 19,20,10,Matt Ryan pass complete short left to Roddy White for 8 yards (tackle by Antwon Blake),3.640,4.840
3,4:09,1,10,PIT 11,20,10,Matt Ryan pass complete short right to Devin Hester for 9 yards (tackle by Antwon Blake),4.840,5.850
3,3:36,2,1,PIT 2,20,10,Steven Jackson right end for -2 yards (tackle by Cameron Heyward and Will Allen),5.850,4.670
3,2:50,3,3,PIT 4,20,10,Matt Ryan pass incomplete short left intended for Devin Hester. Penalty on Harry Douglas: Offensive Pass Interference (Declined),4.670,3.030
3,2:45,4,3,PIT 4,20,13,Matt Bryant 22 yard field goal good,3.030,3.000
3,2:45,,,ATL 35,20,13,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,2:40,1,10,PIT 20,20,13,Le'Veon Bell right tackle for -6 yards (tackle by Ra'Shede Hageman),0.280,-1.180
3,2:00,2,16,PIT 14,20,13,Ben Roethlisberger pass complete deep middle to Antonio Brown for 15 yards (tackle by Paul Worrilow),-1.180,0.230
3,1:28,3,1,PIT 29,20,13,Le'Veon Bell right guard for 2 yards (tackle by Cliff Matthews),0.230,1.000
3,0:45,1,10,PIT 31,20,13,Ben Roethlisberger pass complete deep left to Heath Miller for 26 yards (tackle by Desmond Trufant),1.000,2.720
Quarter,Time,Down,ToGo,Location,PIT,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 43,20,13,Ben Roethlisberger pass complete deep left to Markus Wheaton for 30 yards (tackle by Kemal Ishmael),2.720,4.710
4,14:19,1,10,ATL 13,26,13,"Le'Veon Bell left end for 13 yards, touchdown",4.710,7.000
4,14:19,,,ATL 2,27,13,Shaun Suisham kicks extra point good,0.000,0.000
4,14:19,,,PIT 35,27,13,"Shaun Suisham kicks off 71 yards, returned by Devin Hester for 22 yards (tackle by Shamarko Thomas)",0.000,0.140
4,14:04,1,10,ATL 16,27,13,Matt Ryan pass incomplete short middle intended for Devonta Freeman,-0.140,-0.660
4,13:58,2,10,ATL 16,27,13,Devonta Freeman left tackle for 7 yards (tackle by Stephon Tuitt),-0.660,-0.450
4,13:19,3,3,ATL 23,27,13,Matt Ryan up the middle for 12 yards,-0.450,1.270
4,12:43,1,10,ATL 35,27,13,Matt Ryan pass incomplete short left intended for Harry Douglas,1.270,0.720
4,12:38,2,10,ATL 35,27,13,Matt Ryan pass complete short middle to Harry Douglas for 13 yards (tackle by William Gay),0.720,2.130
4,12:07,1,10,ATL 48,27,13,Steven Jackson right end for no gain (tackle by Vince Williams and Lawrence Timmons),2.130,1.580
4,11:28,2,10,ATL 48,27,13,Matt Ryan pass complete short left to Harry Douglas for 41 yards (tackle by Michael Mitchell),1.580,4.840
4,11:11,1,10,PIT 11,27,13,Matt Ryan pass incomplete short left intended for Roddy White (defended by William Gay),4.840,4.140
4,11:07,2,10,PIT 11,27,13,Steven Jackson right end for 7 yards (tackle by Antwon Blake),4.140,4.670
4,10:26,3,3,PIT 4,27,19,"Matt Ryan pass complete short middle to Roddy White for 4 yards, touchdown",4.670,7.000
4,10:26,,,PIT 2,27,20,Matt Bryant kicks extra point good,0.000,0.000
4,10:26,,,ATL 35,27,20,"Matthew Bosher kicks off 65 yards, returned by Markus Wheaton for 18 yards (tackle by Eric Weems)",0.000,-0.040
4,10:16,1,10,PIT 18,27,20,Ben Roethlisberger pass complete short left to Antonio Brown for 12 yards (tackle by Joplo Bartu),0.040,0.940
4,9:39,1,10,PIT 30,27,20,Ben Roethlisberger pass complete short right to Martavis Bryant for 4 yards (tackle by Desmond Trufant),0.940,0.930
4,9:02,2,6,PIT 34,27,20,Le'Veon Bell left tackle for -1 yards (tackle by Kroy Biermann),0.930,0.930
4,8:10,2,6,PIT 34,27,20,Timeout #1 by Pittsburgh Steelers,0.930,0.100
4,8:10,3,7,PIT 33,27,20,Ben Roethlisberger pass complete short middle to Markus Wheaton for 13 yards (tackle by Javier Arenas),0.100,1.990
4,7:28,1,10,PIT 46,27,20,Le'Veon Bell right end for 1 yard (tackle by Joplo Bartu),1.990,1.590
4,6:43,2,9,PIT 47,27,20,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell (defended by Paul Worrilow),1.590,0.890
4,6:37,3,9,PIT 47,27,20,Ben Roethlisberger pass incomplete deep left intended for Lance Moore,0.890,-0.260
4,6:31,4,9,PIT 47,27,20,"Brad Wing punts 36 yards, fair catch by Devin Hester",-0.260,0.060
4,6:23,1,10,ATL 17,27,20,Matt Ryan pass incomplete deep left intended for Harry Douglas,-0.060,-0.580
4,6:17,2,10,ATL 17,27,20,Matt Ryan pass complete short left to Harry Douglas for 4 yards (tackle by William Gay),-0.580,-0.750
4,5:36,3,6,ATL 21,27,20,Matt Ryan pass complete short middle to Harry Douglas for 4 yards (tackle by Vince Williams),-0.750,-1.700
4,4:50,4,2,ATL 25,27,20,"Matthew Bosher punts 57 yards, returned by Antonio Brown for 12 yards (tackle by Patrick DiMarco)",-1.700,-0.940
4,4:34,1,10,PIT 30,27,20,Le'Veon Bell left tackle for 3 yards (tackle by Kroy Biermann and Paul Worrilow),0.940,0.800
4,3:54,2,7,PIT 33,27,20,Ben Roethlisberger pass complete short right to Antonio Brown for 3 yards (tackle by Javier Arenas),0.800,0.500
4,3:05,3,4,PIT 36,27,20,"Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell. Penalty on Desmond Trufant: Illegal Contact, 5 yards (no play)",0.500,1.660
4,3:02,1,10,PIT 41,27,20,Le'Veon Bell right guard for 2 yards (tackle by Paul Worrilow),1.660,1.660
4,2:55,1,10,PIT 41,27,20,Timeout #1 by Atlanta Falcons,1.660,1.390
4,2:55,2,8,PIT 43,27,20,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Dwight Lowery),1.390,1.390
4,2:49,2,8,PIT 43,27,20,Timeout #2 by Atlanta Falcons,1.390,2.390
4,2:49,1,10,ATL 48,27,20,Le'Veon Bell left end for 4 yards (tackle by Joplo Bartu),2.390,2.390
4,2:42,1,10,ATL 48,27,20,Timeout #3 by Atlanta Falcons,2.390,2.390
4,2:42,2,6,ATL 44,27,20,Ben Roethlisberger pass complete short left to Le'Veon Bell for 5 yards (tackle by Kroy Biermann and Joplo Bartu),2.390,2.340
4,2:00,3,1,ATL 39,27,20,Ben Roethlisberger pass complete deep right to Heath Miller for 25 yards (tackle by Desmond Trufant),2.340,4.650
4,1:15,1,10,ATL 14,27,20,Ben Roethlisberger kneels for -1 yards,4.650,3.850
4,0:38,2,11,ATL 15,27,20,Ben Roethlisberger kneels for -1 yards,3.850,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
